 	a66	a87	a23	a5	a23	a90	a25	a5	a21	a85	a37	a61	a0	a11	a75	a56	a96	a75	a92	a56	a75	a12	a62	a0	a93	a13	a93	a56	a79	a44	a57	a3	a97	a87	a23	a87	</S>
le	0.0291968	0.0572367	0.0642993	0.106482	0.107912	0.0763742	0.0603173	0.0356604	0.0412605	0.0288125	0.0236759	0.0159113	0.018151	0.0163989	0.0165288	0.0187111	0.0183229	0.0187743	0.019478	0.0154702	0.0168939	0.0123641	0.00633233	0.018753	0.00985416	0.00483789	0.00533914	0.0118471	0.0128803	0.0184815	0.0183919	0.0164361	0.00819071	0.0125855	0.0100238	0.0103323	0.0174821
manioc	0.000920534	0.00328179	0.0097341	0.027162	0.0254575	0.0902498	0.169593	0.107613	0.111009	0.0609918	0.0790548	0.0455276	0.0499198	0.0354055	0.0157502	0.0201142	0.0324688	0.0102702	0.0144732	0.0163362	0.0138198	0.0078122	0.0037712	0.00345117	0.00561745	0.00535032	0.0104136	0.00635186	0.00296321	0.00111765	0.00202045	0.00161269	0.000899246	0.00299279	0.00157593	0.00430018	0.000597586
que	0.00337901	0.0038205	0.00602797	0.00965226	0.022259	0.0346726	0.094395	0.13401	0.189889	0.106613	0.0993844	0.0623015	0.0865454	0.0646572	0.026483	0.00811397	0.00514707	0.00290323	0.0044362	0.00190685	0.00398327	0.00156223	0.00217786	0.00293179	0.00250284	0.00169468	0.000443796	0.000626279	0.00098815	0.000502255	0.00182984	0.000976571	0.00186828	0.00309335	0.00124112	0.00494967	0.00203061
ta	0.147918	0.130117	0.06942	0.0407277	0.0371522	0.0236734	0.0176004	0.0276195	0.0301467	0.0250815	0.0267389	0.0189096	0.0248195	0.0158073	0.00883999	0.00910304	0.00753497	0.00746783	0.00593209	0.00709739	0.00947214	0.00774767	0.011323	0.00609798	0.00821901	0.00409412	0.00155312	0.00360391	0.00928404	0.00868891	0.0118003	0.0166486	0.028117	0.0291428	0.0385661	0.0502304	0.0737033
femmin	0.0453688	0.0354706	0.01995	0.010889	0.013792	0.00990926	0.00731823	0.010578	0.0107029	0.0133558	0.0225136	0.0308769	0.0332888	0.0434452	0.0441252	0.0451046	0.0385467	0.0418515	0.0422352	0.0176574	0.0361991	0.0166048	0.028515	0.0154784	0.0197687	0.0228025	0.00697803	0.0128421	0.0128758	0.0122426	0.0131056	0.0346766	0.0256831	0.0618235	0.0382171	0.070063	0.0351445
a	0.0623062	0.0511235	0.035384	0.0179512	0.0352942	0.0209251	0.0219396	0.0222809	0.0315971	0.0457674	0.0496365	0.0595637	0.0554464	0.0467534	0.0396473	0.0332624	0.0198645	0.0163079	0.0155277	0.00763913	0.0145262	0.00696443	0.0125767	0.0107602	0.00710408	0.00447905	0.00125009	0.00266634	0.00484735	0.00646351	0.0113005	0.0153269	0.0200536	0.0267461	0.0197791	0.0353335	0.111604
oté	0.0392109	0.0219811	0.0161061	0.00931227	0.021122	0.0149873	0.015765	0.0183972	0.0352288	0.0417474	0.0316022	0.0352488	0.038391	0.025826	0.0271329	0.025312	0.0326058	0.0401248	0.0306698	0.0290161	0.0263641	0.0236501	0.0370049	0.0217762	0.0107378	0.0142559	0.0046582	0.00584996	0.0166446	0.0184084	0.0288489	0.0284658	0.0421986	0.0398532	0.0308754	0.0370336	0.0635872
du	0.0473404	0.0388899	0.0425711	0.0258135	0.0281084	0.0236121	0.0158485	0.0170668	0.0115942	0.0143419	0.0133162	0.0168672	0.019327	0.0182446	0.0335475	0.0324595	0.0253771	0.0238304	0.0199712	0.0138094	0.0174857	0.0129932	0.0163941	0.0239529	0.0138311	0.014915	0.00436412	0.00822842	0.0210033	0.0279511	0.0406164	0.0357363	0.0436856	0.0428998	0.0460262	0.0603079	0.0876723
feu	0.0251088	0.022193	0.0202588	0.0133439	0.0136759	0.0122108	0.0148007	0.00843	0.0116781	0.0153082	0.0123269	0.0215911	0.0198263	0.0242046	0.0289442	0.0181252	0.0149797	0.010664	0.0126934	0.00966879	0.0128296	0.00550303	0.00876037	0.0198954	0.0120843	0.0235656	0.00788746	0.0100757	0.0252606	0.0455097	0.0606973	0.0476037	0.0506683	0.0764491	0.0671183	0.0645053	0.131554
s'	0.0345149	0.0402006	0.0492952	0.0433769	0.04585	0.043214	0.0415472	0.0184226	0.0187975	0.0139007	0.0128504	0.0191729	0.0140713	0.016907	0.0273863	0.0212048	0.0216435	0.0242301	0.0262816	0.0109813	0.0162589	0.0102457	0.0163067	0.0143476	0.00675061	0.00700202	0.0039263	0.00837879	0.017245	0.0205358	0.0344484	0.0362045	0.0310712	0.0506105	0.0419128	0.0545641	0.0863422
est	0.029144	0.0348627	0.0518712	0.0455373	0.054535	0.058798	0.0620419	0.0355356	0.0385493	0.032134	0.0379424	0.041761	0.0395709	0.0330997	0.0330257	0.0310263	0.029847	0.0248927	0.025662	0.012265	0.0214956	0.0118494	0.0165014	0.0111347	0.00742312	0.00584458	0.00293117	0.00375685	0.00642028	0.00576889	0.00993955	0.0166485	0.0120696	0.0187907	0.0245816	0.0251455	0.0475968
déjà	0.0320519	0.0393478	0.0522644	0.0446571	0.0615972	0.0537801	0.0518555	0.0307099	0.0353181	0.0291717	0.0272498	0.0288533	0.0255561	0.0294471	0.0319174	0.0290854	0.0335676	0.0264128	0.0326615	0.0303783	0.0394509	0.0215235	0.0194875	0.0155357	0.0120622	0.00941695	0.00372434	0.00409322	0.0071865	0.00858079	0.011722	0.0131497	0.0127631	0.0151456	0.0159436	0.0177404	0.0465911
refroidi	0.0366557	0.0357365	0.0492158	0.0475349	0.0764843	0.055701	0.0608025	0.0384091	0.0341991	0.0263259	0.0223651	0.0274802	0.0231911	0.0260631	0.0258391	0.0269768	0.0277814	0.0245604	0.0241173	0.026274	0.0242306	0.022377	0.0181753	0.0149755	0.015405	0.0151644	0.0117595	0.0112689	0.0130517	0.0120656	0.0133686	0.0145575	0.0133304	0.0132905	0.0147864	0.0177111	0.0387686
</S>	0.0279434	0.0287667	0.0329649	0.0367023	0.0368471	0.0316994	0.028929	0.0211153	0.0178214	0.0185205	0.018289	0.0192111	0.0257041	0.0259454	0.020363	0.024938	0.0253789	0.0371222	0.0351248	0.0288629	0.0340648	0.0371979	0.0272522	0.0258039	0.0248444	0.0234061	0.0108502	0.0134227	0.020249	0.0252713	0.0317773	0.0228272	0.026268	0.0261892	0.0206732	0.0241685	0.0634846
