 	a23	a10	a87	a23	a38	a26	a24	a26	a75	a73	a57	a53	a76	a94	a32	a76	a44	a84	a10	a75	a14	a76	a73	a57	a87	a23	a24	a41	a35	a76	a35	a24	a41	a94	a76	a90	a38	a0	a24	a9	a87	a85	a66	a87	a23	a87	a23	</S>
je	0.10577	0.0402061	0.0543073	0.0361889	0.0204875	0.0288595	0.0204259	0.0227207	0.0238296	0.0220562	0.018727	0.0243713	0.027589	0.0166945	0.0220758	0.0130346	0.0149666	0.0122515	0.0177635	0.00662557	0.00952554	0.0076254	0.00821273	0.00771729	0.00751026	0.0123499	0.0275751	0.0286719	0.0125446	0.0152594	0.012053	0.0109614	0.0126902	0.0126273	0.00896687	0.00578439	0.00969542	0.0143983	0.0128496	0.0182965	0.0279249	0.0320188	0.0155789	0.0188501	0.0168496	0.0214218	0.0171605	0.0459296
voudrais	0.00337171	0.00328665	0.00300167	0.00757604	0.0208769	0.0388698	0.0376033	0.0201215	0.0218983	0.0709791	0.0544771	0.0226999	0.0600977	0.043132	0.0363426	0.0374405	0.0331951	0.0363395	0.0282686	0.0181883	0.0199194	0.0219043	0.0255767	0.0362755	0.0268268	0.0365233	0.0131725	0.00846272	0.00689158	0.00478048	0.00714994	0.00617906	0.00421485	0.00497616	0.00706613	0.0088222	0.00892902	0.0162551	0.0172617	0.0226839	0.0185182	0.0191666	0.0134731	0.0152206	0.00883134	0.0107405	0.00712248	0.00529001
le	0.0352097	0.0124959	0.0139915	0.0138845	0.0184529	0.0232912	0.0199075	0.0146549	0.0219928	0.0268175	0.0127094	0.00503533	0.011457	0.00800354	0.00927305	0.00589617	0.00574448	0.00682355	0.00548419	0.00517478	0.00468118	0.00465829	0.00406658	0.00383114	0.00368307	0.00348415	0.00370238	0.00398795	0.00362583	0.00348572	0.00601212	0.0111473	0.00541489	0.00725754	0.0114281	0.0131909	0.0147373	0.0193167	0.0315218	0.0442023	0.0583241	0.0526559	0.0574552	0.0553975	0.105679	0.0492472	0.060232	0.0812739
voir	0.0144519	0.0177581	0.0288365	0.0188555	0.0157186	0.0229352	0.00954133	0.0127702	0.0114692	0.00849795	0.00732894	0.0163491	0.0243155	0.0371717	0.0355262	0.035675	0.0465408	0.0544612	0.0323122	0.0386192	0.0341631	0.0235878	0.0300206	0.0365141	0.0277583	0.0175456	0.00647687	0.0157465	0.0215871	0.0319107	0.0244204	0.0211158	0.0191579	0.0374621	0.0219911	0.0224914	0.0225756	0.0171592	0.0237675	0.0194668	0.00671569	0.0078227	0.00728187	0.00540003	0.00254333	0.0025883	0.00161592	0.00197936
pour	0.0266604	0.0261054	0.0332362	0.028449	0.028819	0.014485	0.00670977	0.0101292	0.00716072	0.0125258	0.0123538	0.0311969	0.0549239	0.0457453	0.0464684	0.0387118	0.076149	0.0540444	0.036315	0.0234463	0.0385909	0.0229839	0.0243166	0.0224856	0.0161363	0.0113851	0.0065266	0.00771808	0.005057	0.0057531	0.00494927	0.00445826	0.00398837	0.00361262	0.00341399	0.00806756	0.00948915	0.0121293	0.0144301	0.0153063	0.0157656	0.0160647	0.0161781	0.0145245	0.0187061	0.0158235	0.0152598	0.0332444
discuter	0.032159	0.0189185	0.0160757	0.0184849	0.0134523	0.0115059	0.00896659	0.00803648	0.00571411	0.00903265	0.00769602	0.0158547	0.0266835	0.0227794	0.0287488	0.0241487	0.039873	0.0263989	0.0236129	0.0143587	0.0245579	0.0134048	0.0153501	0.0112255	0.0110353	0.00882981	0.00930164	0.00827898	0.00843854	0.00949545	0.00819663	0.0105728	0.0107204	0.0102028	0.00765099	0.0114432	0.0218994	0.0283421	0.0267038	0.0344367	0.0392825	0.0409745	0.041335	0.0431971	0.0470146	0.0377915	0.0421076	0.0457095
avec	0.0394738	0.0244931	0.0131013	0.0167997	0.00632298	0.0046155	0.00312451	0.00330153	0.00180149	0.00296398	0.00255455	0.0106443	0.0164179	0.0133971	0.0187249	0.0137067	0.0313689	0.021376	0.0158884	0.00771439	0.0160682	0.00966517	0.0170199	0.00968395	0.0170246	0.0145993	0.0198019	0.0160531	0.0142866	0.0183821	0.0109624	0.0103496	0.0140411	0.00683178	0.00395241	0.00552499	0.0187763	0.0185147	0.0125343	0.0209455	0.0347699	0.043095	0.0493709	0.0643603	0.107794	0.0445114	0.0799911	0.0332979
lui	0.0769381	0.0360103	0.0161818	0.0242808	0.011407	0.00716214	0.00570825	0.00908935	0.0046612	0.00637721	0.00482597	0.0171626	0.0196342	0.0147718	0.0289259	0.0174021	0.0369705	0.0171218	0.0133544	0.00846931	0.0110023	0.00900055	0.0131357	0.00764925	0.010918	0.0108178	0.0118424	0.0115503	0.00814916	0.00850376	0.00713602	0.00821942	0.0080107	0.00888347	0.0058889	0.00809266	0.0142802	0.0153458	0.0124938	0.0251625	0.031319	0.0395862	0.0267687	0.040153	0.058926	0.0387912	0.0679897	0.103929
de	0.0486029	0.0331404	0.0263145	0.0296183	0.0200993	0.0128173	0.00970237	0.00854886	0.00566109	0.00982787	0.00751678	0.0101747	0.0141527	0.0147646	0.0184825	0.0159396	0.021708	0.0190451	0.0172237	0.0158944	0.0156062	0.0209278	0.0200535	0.0219154	0.0236716	0.0247354	0.0218389	0.0218704	0.0137498	0.016365	0.0115289	0.0122473	0.0130115	0.0102301	0.00541486	0.00778622	0.0120765	0.0128443	0.0108816	0.014335	0.0221672	0.0297323	0.0221401	0.0301997	0.0469697	0.0306705	0.0465984	0.101197
cette	0.0391942	0.0231151	0.017606	0.0218125	0.0111785	0.00802253	0.005293	0.00410046	0.00396728	0.00571156	0.00374827	0.00375453	0.00894047	0.0101586	0.00951811	0.0101346	0.0173411	0.018362	0.013594	0.0108741	0.0155752	0.0207016	0.0202004	0.0203143	0.0286457	0.0264132	0.0227713	0.01467	0.0111843	0.0120338	0.00718557	0.00860615	0.0136334	0.010798	0.00437703	0.00735065	0.015231	0.0187986	0.018848	0.0245582	0.0362494	0.0440129	0.0417135	0.0549945	0.0629835	0.0429062	0.0669297	0.081887
