 	a66	a10	a87	a23	a13	a30	a53	a15	a7	a75	a12	a96	a61	a75	a15	a79	a15	a36	a2	a84	a38	a70	a75	a79	a15	a79	a7	a61	a75	a6	a37	a66	a75	a5	a12	a43	a32	a24	a9	a10	a87	a23	a87	</S>
sa	0.016333	0.0227901	0.0188358	0.0199462	0.0183582	0.0699628	0.0368681	0.102099	0.0866994	0.112936	0.0597955	0.0185575	0.0119918	0.0068676	0.0125351	0.0113751	0.00847998	0.00867757	0.00528219	0.00688437	0.00401788	0.00581369	0.00747086	0.00563956	0.00449598	0.00453744	0.00645635	0.0099387	0.0113792	0.00832242	0.00861149	0.0137773	0.0229814	0.0256878	0.0257055	0.0264849	0.016317	0.0144641	0.0151565	0.0125262	0.0134134	0.0198893	0.0208005	0.040837
mère	0.00249643	0.00631251	0.0141787	0.0395139	0.0439968	0.0400273	0.050515	0.116298	0.0836677	0.0677064	0.0419027	0.0206592	0.0174974	0.00843011	0.0138101	0.0232357	0.0179636	0.0246091	0.00659175	0.0169372	0.0179617	0.0511476	0.020568	0.0503172	0.0427201	0.0362756	0.033974	0.0190343	0.0250846	0.0149249	0.00927821	0.00589473	0.00280951	0.00160197	0.00138449	0.00119104	0.00114532	0.000668806	0.000509315	0.000673356	0.000653471	0.00106076	0.00201125	0.00276008
l'	0.0199944	0.0239906	0.0150441	0.0219435	0.0217004	0.0308196	0.0597406	0.0563111	0.0790887	0.0624894	0.0393255	0.0235477	0.0147834	0.0296092	0.0389543	0.032615	0.0272404	0.0392297	0.0148684	0.0152779	0.0264145	0.020766	0.037541	0.0355989	0.0501101	0.0382497	0.015944	0.0103835	0.00817108	0.00876069	0.0122357	0.00643242	0.00544427	0.00409159	0.00269814	0.00384921	0.00242913	0.0033968	0.00253282	0.00671166	0.00530663	0.00985333	0.00960749	0.00689761
a	0.00790196	0.00388717	0.00240395	0.00418897	0.00767643	0.00547109	0.0138208	0.0133016	0.0222666	0.0465389	0.0234075	0.0176296	0.0180026	0.0217104	0.0511844	0.0355559	0.0455167	0.0439043	0.0154194	0.0380418	0.0367908	0.0329259	0.0439274	0.0570114	0.114887	0.106948	0.0400344	0.0306508	0.0217684	0.0194369	0.0142754	0.00734082	0.00274286	0.00188234	0.000980075	0.00136427	0.00149859	0.00151642	0.0028723	0.00378707	0.00279896	0.00434309	0.00452297	0.00786425
blâmé	0.0131444	0.00903423	0.0164275	0.0129087	0.0143267	0.0165749	0.0139663	0.0176688	0.028913	0.050231	0.0378446	0.0575153	0.0729179	0.035755	0.0532188	0.0306884	0.0315965	0.0151822	0.0337982	0.031094	0.0267258	0.0310569	0.0310874	0.0270316	0.0267852	0.0316062	0.0236802	0.0282939	0.0319503	0.0231993	0.0241895	0.023419	0.00749192	0.00640158	0.00546958	0.00759567	0.00426763	0.00422645	0.00544709	0.00535362	0.00428311	0.00666723	0.00940027	0.0115643
à	0.0189705	0.0066879	0.002949	0.00536122	0.00347357	0.010414	0.012688	0.0303723	0.0369517	0.0388222	0.0458194	0.0350147	0.0301483	0.0310627	0.0264148	0.0465009	0.0292298	0.0191013	0.0479909	0.0526369	0.0413489	0.0305658	0.0455436	0.034137	0.00961265	0.0120411	0.00954771	0.00745004	0.00896258	0.00544794	0.00864717	0.00811147	0.0133741	0.0167263	0.0148608	0.0168794	0.0156117	0.0121377	0.0207591	0.02066	0.0243882	0.0267551	0.0251109	0.0407107
cause	0.0147215	0.00737304	0.00349984	0.00294817	0.00345081	0.00672169	0.0101392	0.0115651	0.0181148	0.0211658	0.0288427	0.0306637	0.0356902	0.044117	0.0439679	0.0462402	0.0595086	0.0461227	0.0664776	0.046368	0.0589903	0.0464658	0.052028	0.0346096	0.0238586	0.0245911	0.0170674	0.0131374	0.0090851	0.0107168	0.010428	0.00797432	0.0103446	0.00972246	0.00549134	0.0084245	0.00796852	0.00525089	0.00883238	0.0147763	0.0126567	0.0162472	0.0149648	0.0286693
de	0.0136968	0.0103001	0.00507474	0.00569489	0.00984069	0.0219564	0.01867	0.0187558	0.0217926	0.0261714	0.0417363	0.0401313	0.0380562	0.0278916	0.0296386	0.0341259	0.0416095	0.0206872	0.039838	0.0267346	0.0371151	0.0409207	0.0448357	0.0204171	0.00850351	0.0081832	0.0124239	0.0218076	0.0193184	0.0198521	0.0213971	0.0139211	0.020917	0.0269991	0.0172907	0.0236384	0.0196828	0.0156846	0.0130048	0.02303	0.0206756	0.0223537	0.014581	0.0210441
son	0.0133855	0.0076133	0.00387236	0.00231667	0.00441753	0.0049116	0.00620568	0.00526608	0.0148758	0.013276	0.0317953	0.0322958	0.0288515	0.0427525	0.0406806	0.0454405	0.0666315	0.0471845	0.0605491	0.0574375	0.0359292	0.0531431	0.0343685	0.0243481	0.0208596	0.0186592	0.0200865	0.0143404	0.0148324	0.0140045	0.0159599	0.0139182	0.0185743	0.0166044	0.0045188	0.00710791	0.00672803	0.00639015	0.0152673	0.0179264	0.0186136	0.023706	0.029838	0.024516
impolitesse	0.0119102	0.00798503	0.00341879	0.00290782	0.00402809	0.00460441	0.00482439	0.00621678	0.0136523	0.0144235	0.0266301	0.0277464	0.0369982	0.0354116	0.0495747	0.0524087	0.0575208	0.0512221	0.0509981	0.0505294	0.0355565	0.0459933	0.0342914	0.031011	0.0325801	0.0285316	0.0285002	0.0138278	0.013411	0.0121496	0.0135548	0.00868297	0.0112061	0.0133554	0.0045926	0.00623452	0.00647042	0.00596801	0.0096965	0.0128524	0.0163181	0.0254498	0.0452366	0.0315177
</S>	0.0113761	0.00988226	0.00358319	0.0029822	0.00281646	0.00776174	0.00671564	0.0144675	0.0226062	0.0220017	0.0297705	0.0170349	0.017973	0.00960213	0.0108298	0.0153249	0.00915803	0.0063676	0.0150023	0.0139889	0.00734263	0.00967794	0.00995993	0.0105899	0.00554067	0.00689441	0.0120016	0.0136756	0.0167456	0.011794	0.0148076	0.0157388	0.0186995	0.0238037	0.0115433	0.0204719	0.023348	0.0214623	0.0451509	0.0588118	0.0589538	0.0761735	0.0765187	0.181049
