 	a15	a66	a87	a23	a87	a23	a24	a88	a94	a79	a90	a15	a85	a6	a21	a92	a37	a90	a25	a21	a12	a61	a12	a18	a25	a87	a23	a79	a54	a5	a85	a5	a12	a96	a75	a47	a36	a2	a57	a87	</S>
ce	0.0479786	0.058767	0.0453836	0.0328993	0.0234863	0.0326423	0.037168	0.025627	0.0277715	0.0541804	0.0472823	0.0396971	0.0663339	0.0149265	0.00823656	0.00940412	0.00920584	0.00751519	0.0104507	0.00898482	0.0149604	0.0142643	0.025053	0.0229413	0.0154657	0.0200192	0.0196487	0.0187274	0.0103912	0.0134673	0.0108276	0.0150206	0.0137388	0.0178603	0.0193328	0.0169449	0.021513	0.0114552	0.028331	0.0143349	0.0477614
singe	0.0019034	0.00246274	0.00609635	0.00581303	0.00905563	0.0128173	0.0175807	0.0323517	0.076889	0.0760814	0.147631	0.129632	0.115109	0.0496861	0.0206436	0.0666606	0.0268051	0.0230193	0.0239921	0.0175187	0.0172078	0.0125946	0.0214857	0.0175377	0.0226653	0.0153592	0.016962	0.00516052	0.000933475	0.00147012	0.000448356	0.00132074	0.00107937	0.000549957	0.000451126	0.000201095	0.000390288	0.000205561	0.000680846	0.000894977	0.000652265
a	0.032298	0.0163013	0.0239408	0.0310811	0.0218051	0.0336991	0.0382114	0.0462974	0.0253855	0.0360123	0.03658	0.0298912	0.0386206	0.0393974	0.074358	0.0869433	0.0455394	0.0686873	0.0566168	0.0419313	0.0304307	0.0371211	0.01435	0.0135075	0.00982325	0.00313123	0.0117829	0.00520614	0.00231321	0.0042305	0.00163782	0.00110737	0.00378788	0.001413	0.002265	0.00321153	0.00304845	0.0051478	0.00458759	0.016274	0.00202575
un	0.0376973	0.0153119	0.0171762	0.0119978	0.0179179	0.00712791	0.0056521	0.00543597	0.00273338	0.00372665	0.0039628	0.00751871	0.0117067	0.0273833	0.0696646	0.0556152	0.0768964	0.119665	0.0994398	0.0827864	0.0365637	0.0279399	0.0234805	0.0151479	0.0192706	0.009853	0.0105923	0.0122927	0.0054713	0.0160378	0.00790632	0.0163151	0.01621	0.0221973	0.0194119	0.0106828	0.0144779	0.00754296	0.00877336	0.00885465	0.0115624
grand	0.0184745	0.0251844	0.0253205	0.0184724	0.0210673	0.0200091	0.0129995	0.0116392	0.0127771	0.0130111	0.0132893	0.0161136	0.0234003	0.0430867	0.0375365	0.0297479	0.0404202	0.0432782	0.0422652	0.0449271	0.0422961	0.0443386	0.0260648	0.029638	0.0253264	0.0180487	0.0200033	0.015018	0.0123341	0.0203349	0.00983956	0.033222	0.0322469	0.0217239	0.0277786	0.0285311	0.021713	0.0210524	0.0167556	0.0137829	0.00693078
creux	0.0255346	0.0170895	0.0154948	0.0187128	0.0226576	0.0217615	0.0179007	0.0146533	0.0206425	0.0152737	0.0145191	0.00932843	0.0174906	0.0222881	0.0318452	0.041054	0.0306756	0.0372052	0.026209	0.0272951	0.0244176	0.0199864	0.0132864	0.0246568	0.0110528	0.0153728	0.0275114	0.0252435	0.0265557	0.0336305	0.0296172	0.0405017	0.0418674	0.0230404	0.0377334	0.0300942	0.029039	0.036279	0.0255734	0.0226045	0.0143043
séparant	0.0564169	0.028927	0.0423038	0.0288634	0.0228777	0.0144902	0.013633	0.0148577	0.0106311	0.0219561	0.0332462	0.0323108	0.0462773	0.0455467	0.0315042	0.019768	0.0177352	0.0266267	0.0252463	0.0180127	0.0216901	0.0260186	0.0208479	0.0248359	0.0180397	0.0209566	0.0169966	0.017786	0.0245093	0.0174142	0.0256936	0.0145129	0.0151684	0.0236773	0.0226526	0.0221069	0.0175289	0.031541	0.0201139	0.0155688	0.0311101
le	0.0508534	0.0285011	0.0270704	0.0124377	0.00650757	0.0050085	0.00723292	0.0111766	0.00605097	0.00783722	0.0148157	0.0143242	0.0246476	0.0508806	0.0435281	0.0351009	0.0275693	0.0296237	0.0262448	0.0143766	0.0131022	0.0163553	0.0130103	0.00966147	0.0122445	0.0212762	0.0165623	0.0342642	0.0303173	0.0342247	0.0250984	0.0193679	0.0153347	0.0245999	0.0230681	0.0245008	0.0411375	0.042584	0.0306094	0.0377721	0.0711208
front	0.0636098	0.0400625	0.0305194	0.0285701	0.0201554	0.0138882	0.0161187	0.0153709	0.0126548	0.0159487	0.01091	0.0157237	0.0266585	0.047441	0.0505186	0.0455754	0.0350401	0.0512144	0.0336458	0.0411258	0.0311619	0.0329462	0.0274043	0.0458541	0.0385596	0.0273521	0.0432293	0.025278	0.0136894	0.0162903	0.00424668	0.00432021	0.00670175	0.00574787	0.00408262	0.00470443	0.00869068	0.00704962	0.0108001	0.0174511	0.00968762
du	0.0282105	0.0252503	0.0208733	0.0142985	0.0126559	0.0107195	0.0160137	0.0178404	0.0107408	0.0155866	0.0220958	0.0262477	0.0312497	0.0411577	0.0235077	0.0174654	0.0130714	0.0135113	0.010506	0.00917939	0.00774473	0.00966647	0.0153322	0.0159901	0.015502	0.0292683	0.0231173	0.0239293	0.0251185	0.0362525	0.0153712	0.0099888	0.0112651	0.0179329	0.0328587	0.0419379	0.0495637	0.0399223	0.0525543	0.0480431	0.0984591
