 	a82	a3	a82	a9	a82	a83	a62	a26	a75	a56	a93	a75	a56	a75	a85	a47	a37	a41	a44	a56	a75	a85	a37	a21	a41	a36	a27	a26	a82	a3	a82	a9	a82	a9	</S>
les	0.193388	0.0840938	0.070772	0.0783302	0.0247751	0.0168105	0.0206361	0.0137275	0.0146959	0.00811423	0.00863613	0.0109623	0.0084853	0.00928871	0.00764166	0.00846305	0.00846518	0.010867	0.00659006	0.00912795	0.0101679	0.00951782	0.013328	0.0150396	0.0113648	0.0122908	0.0122625	0.0212034	0.0253386	0.0328555	0.0625936	0.0414917	0.0394004	0.0300595	0.0492152
pauvres	0.0366511	0.0230654	0.0204929	0.0226547	0.0368613	0.0161816	0.0251998	0.0304034	0.0374631	0.0465202	0.0535688	0.0871777	0.0774902	0.0971455	0.108877	0.0685349	0.0507078	0.0160094	0.00793039	0.00805515	0.00975262	0.00635815	0.00309619	0.00372405	0.00842123	0.00617078	0.0109219	0.0138935	0.0229383	0.0105856	0.00996728	0.00560287	0.00343796	0.0109854	0.00315392
se	0.0439716	0.0259339	0.0273681	0.031649	0.0346843	0.0386542	0.0528696	0.0485281	0.0485721	0.0278999	0.0381613	0.0835311	0.0229954	0.0401785	0.0500601	0.043936	0.0158925	0.0102153	0.0128834	0.00905742	0.00989408	0.0152091	0.0165395	0.0147894	0.0165109	0.0174259	0.0212263	0.0258121	0.029173	0.0218425	0.0265342	0.0208994	0.019603	0.0248403	0.0126585
lancent	0.0414665	0.0483539	0.0266404	0.0330509	0.0459967	0.0807818	0.0707728	0.0493825	0.0304531	0.027649	0.0232501	0.044391	0.0399277	0.0464324	0.0725428	0.0582613	0.0332026	0.0195764	0.0131588	0.00891459	0.00951524	0.00547139	0.0063676	0.0108199	0.00815885	0.0094162	0.0106082	0.0145482	0.0192812	0.020418	0.0191974	0.0137739	0.0130166	0.0114364	0.013766
dans	0.0588935	0.0844658	0.060426	0.0690128	0.0826168	0.0786198	0.0624075	0.0475837	0.0349006	0.0295969	0.0227194	0.0241545	0.0131181	0.0149073	0.0159943	0.0235789	0.0209286	0.0271924	0.0212733	0.0237521	0.0256402	0.0177659	0.0214939	0.0172717	0.00722191	0.00534662	0.00440743	0.0107705	0.00724721	0.0121339	0.012321	0.0105947	0.0100993	0.00708176	0.0144619
le	0.039072	0.0310551	0.0266183	0.0184709	0.0280495	0.0241912	0.0128732	0.0197791	0.0110653	0.0139211	0.00690011	0.0119194	0.0161751	0.00489796	0.0135264	0.0167121	0.0282462	0.020152	0.0237047	0.0228256	0.0201461	0.031315	0.0311113	0.054775	0.0358748	0.0357313	0.0366086	0.0415441	0.0334811	0.053157	0.0404914	0.0752283	0.0429339	0.0492909	0.0281561
monde	0.0312299	0.0230217	0.0204937	0.016285	0.0158722	0.0190445	0.0106109	0.0157179	0.0134009	0.00782807	0.0058379	0.0172866	0.0178247	0.00432215	0.015442	0.0158588	0.0224507	0.0131824	0.0223131	0.0212453	0.0193032	0.0380866	0.0373135	0.0759647	0.0300356	0.061979	0.0395065	0.0551304	0.0291196	0.0656328	0.0337515	0.074125	0.0353338	0.0418959	0.0335536
des	0.0839216	0.0610527	0.0332124	0.0207726	0.0269423	0.0330955	0.0218035	0.0324319	0.0269687	0.0151811	0.00712958	0.0149757	0.0158475	0.00454027	0.0105593	0.00882006	0.0124374	0.0121969	0.0167668	0.0201854	0.016234	0.029613	0.0248166	0.0285675	0.0117268	0.0273112	0.0177121	0.0474222	0.0291459	0.0425161	0.0289025	0.0607669	0.0300001	0.0459666	0.0804574
fétiches	0.041279	0.0286013	0.0187248	0.0163224	0.0218077	0.0297125	0.0160286	0.027251	0.0189651	0.0192769	0.0161361	0.0322071	0.0380076	0.0117263	0.0255622	0.0230535	0.02969	0.022218	0.0194542	0.0253227	0.0179381	0.0224271	0.0169119	0.0182645	0.0118069	0.0195657	0.0153052	0.0384575	0.0378207	0.0651932	0.0403023	0.0642275	0.0422419	0.0745286	0.033662
à	0.0187892	0.0160546	0.00999027	0.00787324	0.0144333	0.0233782	0.00913032	0.0159956	0.00755882	0.00746124	0.00479292	0.012343	0.0171794	0.00608516	0.0127332	0.0114582	0.0180571	0.0148823	0.0170832	0.0241715	0.0164143	0.0240769	0.0185576	0.0200342	0.0145316	0.0299194	0.0252779	0.0697022	0.0486663	0.0873623	0.0560501	0.0830984	0.0560804	0.0778543	0.102923
cause	0.0387334	0.0247643	0.0152161	0.0100451	0.0139653	0.021234	0.00870495	0.0121956	0.00687465	0.00498119	0.00362494	0.00593138	0.00730597	0.00406852	0.00650747	0.00699003	0.012441	0.00739586	0.0105256	0.0152718	0.01082	0.0281697	0.0270553	0.042927	0.0303653	0.0505989	0.046265	0.0625415	0.0558221	0.0690541	0.0565157	0.0676282	0.057797	0.0704094	0.0872533
de	0.0258079	0.0162005	0.00680042	0.00494416	0.00607102	0.00807733	0.00659565	0.00626281	0.0058712	0.00740019	0.00609202	0.00555034	0.00554978	0.00420296	0.00483795	0.00427799	0.00544609	0.00375522	0.00514677	0.00593368	0.0048239	0.0211323	0.0285829	0.0436688	0.0419419	0.0561839	0.0528796	0.0654134	0.0529707	0.0816338	0.0657633	0.0909055	0.072354	0.0794616	0.0974603
leur	0.0200733	0.0127494	0.00990598	0.00837565	0.0055289	0.00626365	0.003561	0.00376438	0.00340971	0.00319153	0.00424303	0.00621579	0.00691152	0.0037153	0.00562476	0.00530152	0.0101854	0.00908781	0.0138013	0.019909	0.0116787	0.0324005	0.0303502	0.0344034	0.0319045	0.0481889	0.0397468	0.0576026	0.0544748	0.103767	0.0617371	0.0982292	0.0768255	0.103722	0.0531493
cupidité	0.020209	0.0155917	0.0078427	0.00471661	0.00717983	0.00783598	0.00764604	0.00705483	0.0057229	0.0067304	0.00930096	0.0143898	0.0168458	0.015017	0.025205	0.0247645	0.0255939	0.0235908	0.0227283	0.0222949	0.0163368	0.0278426	0.0273169	0.036625	0.0351214	0.0502667	0.0354926	0.0703416	0.0565699	0.104003	0.0451557	0.0680218	0.0577581	0.0655499	0.0133369
</S>	0.0220211	0.0146593	0.00949865	0.00931752	0.0104482	0.0122196	0.0147502	0.015232	0.0148508	0.016319	0.0134925	0.0164223	0.0105692	0.00847805	0.00926852	0.00979732	0.0084262	0.00985945	0.0097712	0.00911534	0.00814903	0.0148689	0.0178974	0.0390084	0.0411875	0.0636367	0.0576237	0.0900111	0.056423	0.0940388	0.0532223	0.0769188	0.05137	0.0429291	0.0481986
