 	a15	a66	a87	a23	a10	a24	a41	a5	a21	a61	a37	a75	a92	a37	a12	a31	a21	a5	a85	a47	a7	a37	a43	a75	a98	a85	a92	a37	a36	a93	a70	a62	a88	a71	a75	a92	a37	a90	a69	a58	a82	a87	a23	a87	</S>
pourquoi	0.021484	0.0378342	0.0340261	0.0414861	0.0285143	0.044084	0.0303687	0.0407917	0.0653721	0.0695712	0.0605885	0.0316339	0.0327477	0.0253678	0.0166868	0.0249752	0.0126367	0.0143816	0.0101721	0.00701425	0.0101297	0.00748609	0.00930779	0.00974276	0.0179454	0.0273151	0.031997	0.0184055	0.0194406	0.0132059	0.014107	0.0222692	0.0127706	0.0234464	0.00706938	0.00516891	0.00551114	0.00947133	0.0148909	0.0142622	0.0111999	0.0132635	0.0106368	0.00768186	0.0135382
tu	0.0193331	0.0244597	0.0354512	0.021875	0.0177627	0.0114421	0.0216832	0.0101632	0.0148615	0.0143079	0.0167736	0.0235887	0.0225828	0.0282665	0.0261765	0.0447443	0.0629981	0.0802107	0.0902876	0.0795141	0.0506147	0.0280554	0.0310773	0.0160824	0.0199958	0.0200012	0.0217996	0.00907905	0.00726792	0.00992856	0.00388678	0.00594507	0.00457535	0.00719353	0.00329404	0.00262844	0.00416264	0.00882786	0.00839228	0.00993272	0.0128004	0.0147518	0.00947049	0.010354	0.0134001
me	0.0798903	0.0345431	0.0307634	0.0193762	0.015894	0.00916552	0.0139363	0.011772	0.0142482	0.0133843	0.0175982	0.0195645	0.0145583	0.0172775	0.016753	0.0224739	0.0455857	0.0453071	0.0435358	0.0645944	0.0393441	0.0219653	0.0172218	0.0114792	0.0159068	0.0186309	0.0411375	0.0238281	0.037073	0.0457066	0.0219959	0.0169498	0.0195816	0.0207599	0.00536595	0.00294389	0.00371993	0.00589727	0.00750222	0.00920054	0.0116163	0.0152063	0.00763567	0.0133089	0.0158004
harcèles	0.0297105	0.016636	0.0142451	0.0102467	0.0124644	0.0123649	0.0146053	0.0180613	0.0176807	0.0221362	0.0207635	0.0216146	0.0147682	0.0169637	0.0236457	0.029628	0.0207491	0.0444221	0.0349002	0.0299675	0.0442702	0.0216457	0.018607	0.0105251	0.0112804	0.0254597	0.0325907	0.0203278	0.0358829	0.0285541	0.0260023	0.0306018	0.0348606	0.0295263	0.0115867	0.0109809	0.0178753	0.0244685	0.0226411	0.0213729	0.0294611	0.0199959	0.0151473	0.0134854	0.0172766
pour	0.0351584	0.0251633	0.0192654	0.0135897	0.0131008	0.00905667	0.0124874	0.0113573	0.0109491	0.0113275	0.00991216	0.011538	0.00863922	0.0105291	0.0171813	0.0306538	0.0242665	0.0520084	0.0539798	0.0362371	0.0377352	0.0219673	0.0209462	0.0109856	0.017674	0.0230841	0.0237576	0.0212531	0.013821	0.0165954	0.0109654	0.0144013	0.0197991	0.0306237	0.0188488	0.0232189	0.023547	0.0226882	0.0309538	0.0212282	0.0232978	0.0285629	0.020685	0.0444931	0.0424664
te	0.0262599	0.0147805	0.0179613	0.0146884	0.0104489	0.00429905	0.00571112	0.00672868	0.00487242	0.00587247	0.00654343	0.00534464	0.00463616	0.00853076	0.0141564	0.0224052	0.0166326	0.0354813	0.0313534	0.0279458	0.0336882	0.0251882	0.041651	0.0217939	0.0191983	0.0268041	0.0299783	0.018977	0.0290015	0.0233932	0.0425203	0.0314044	0.0311715	0.0463779	0.0354247	0.0399641	0.0234615	0.033413	0.027601	0.0295337	0.026277	0.0227592	0.0167965	0.0187382	0.020231
donner	0.0315374	0.0215053	0.0201337	0.0179816	0.0155953	0.00928569	0.0100703	0.012704	0.0102071	0.00996022	0.00902832	0.0095238	0.0100528	0.0138116	0.0172856	0.0219405	0.0264578	0.0296845	0.0262232	0.0218232	0.0396888	0.023982	0.0319371	0.0247438	0.0228061	0.0283858	0.0274882	0.0150687	0.0192065	0.0228854	0.0299761	0.0239714	0.0285069	0.0414871	0.0210247	0.0201114	0.0187175	0.0175671	0.02902	0.0283334	0.0240879	0.0334548	0.0258717	0.0277199	0.0291459
de	0.0348166	0.0233315	0.0229157	0.0213666	0.0152861	0.00970874	0.0120456	0.010972	0.0130168	0.0111587	0.0143882	0.013725	0.0174515	0.0215874	0.0223949	0.0284185	0.0283602	0.0164035	0.0180102	0.016254	0.0214661	0.0201909	0.0237613	0.0241369	0.0286073	0.0281059	0.0204646	0.0173479	0.0150063	0.023369	0.0153078	0.0122639	0.0211995	0.0220991	0.0145544	0.0160613	0.0220263	0.0301593	0.0368147	0.0358869	0.0349195	0.044238	0.0347363	0.029936	0.0357291
l'	0.0369319	0.0251535	0.0185611	0.0180457	0.0126804	0.00882145	0.00969819	0.00927959	0.0128173	0.0120271	0.015529	0.0153229	0.0185859	0.0193565	0.0192442	0.0210728	0.0268355	0.0163507	0.0182894	0.0204269	0.0192216	0.0197411	0.0174776	0.0224944	0.0230693	0.023783	0.0205718	0.0236775	0.0164683	0.0243776	0.0181338	0.0178681	0.0238609	0.0259285	0.0171492	0.0180251	0.0226604	0.0314525	0.0294656	0.0299557	0.0358948	0.0405296	0.0363108	0.0329802	0.0538725
argent	0.0296292	0.0213044	0.0176047	0.0151431	0.0140424	0.0111211	0.0111992	0.0123847	0.0157809	0.0163153	0.0178491	0.0198317	0.0200278	0.0210374	0.0247174	0.0226036	0.0310669	0.0218812	0.0240955	0.0265363	0.0273361	0.0274423	0.0198625	0.0243578	0.0231248	0.0230176	0.0215084	0.0206937	0.0148347	0.0177418	0.0147976	0.0151357	0.0200468	0.0202893	0.013125	0.0135466	0.0191612	0.0290871	0.0278472	0.0276062	0.0346525	0.038513	0.0328005	0.0314189	0.047881
</S>	0.0273934	0.0203754	0.0146124	0.0138347	0.00902834	0.00785477	0.00766165	0.00641785	0.00940816	0.00870932	0.0110541	0.0160977	0.0156631	0.0146936	0.0154915	0.0160592	0.0151024	0.0105051	0.0117232	0.0128292	0.010786	0.0132679	0.0121853	0.0191061	0.0296908	0.0286245	0.0321558	0.0260464	0.0143129	0.0180091	0.0126838	0.0213592	0.0178332	0.0339327	0.0263281	0.0227255	0.0288526	0.0297959	0.0492661	0.0552631	0.0324734	0.0608431	0.0474275	0.0444051	0.0481108
