 	a66	a87	a97	a87	a10	a97	a99	a97	a99	a97	a79	a53	a44	a56	a34	a56	a37	a62	a31	a0	a75	a5	a12	a18	a88	a62	a88	a71	a9	a10	a87	a97	a87	a97	a87	a97	a99	a97	</S>
le	0.0337297	0.0428131	0.0433171	0.0476346	0.033813	0.0355013	0.0416752	0.0543346	0.0368251	0.0656119	0.0467143	0.0450766	0.0270018	0.0350352	0.0229437	0.0141477	0.00530899	0.00233027	0.00126986	0.000950715	0.00194844	0.00409846	0.00569145	0.00470946	0.0164673	0.0235879	0.0242293	0.0410878	0.0282466	0.0341499	0.0261805	0.0254756	0.0275789	0.023611	0.0174271	0.0159137	0.017681	0.010397	0.0154839
fait	0.00441407	0.0138924	0.0141346	0.0180022	0.0197852	0.0161345	0.00786498	0.0104326	0.0267732	0.0218381	0.0440632	0.0508691	0.125638	0.115737	0.0800748	0.0931814	0.110699	0.0475229	0.0305626	0.022342	0.0243742	0.00833348	0.0164161	0.0105536	0.00643142	0.00779619	0.00731012	0.00864871	0.0101689	0.00165085	0.00792312	0.00539638	0.00156537	0.00178893	0.00133575	0.00213552	0.00116423	0.00252899	0.000515936
d'	0.0331837	0.0454673	0.0175151	0.0336623	0.0363506	0.0560015	0.0325499	0.0338473	0.168921	0.0167808	0.0346367	0.0227983	0.0363037	0.0126326	0.0151615	0.0345043	0.0572285	0.0462576	0.0279026	0.0257026	0.0232016	0.0114719	0.0138248	0.0102496	0.0174151	0.0136047	0.0114067	0.00800257	0.0137479	0.00245001	0.00986314	0.00744732	0.00581255	0.00823146	0.0135713	0.0139473	0.00705571	0.0191439	0.00214456
assurer	0.0256326	0.0161011	0.0197917	0.0199526	0.0279429	0.0199831	0.0154642	0.0163198	0.0393987	0.0272134	0.0193114	0.0145167	0.00783305	0.00792307	0.00947892	0.030749	0.0596646	0.0810022	0.0455622	0.0838549	0.0565939	0.0226108	0.0211685	0.0136806	0.013059	0.0180399	0.0284513	0.0125012	0.019713	0.0140581	0.0150741	0.0179918	0.0142833	0.0153096	0.021206	0.0201089	0.022731	0.0298815	0.0358415
l'	0.0737965	0.048856	0.0353809	0.036836	0.0258737	0.0241935	0.0337751	0.032401	0.0145998	0.0162946	0.0176611	0.0250688	0.0374306	0.0565605	0.0569097	0.0611553	0.0815988	0.052008	0.0643271	0.0160883	0.0119242	0.0172715	0.00933897	0.00705554	0.00849782	0.00816834	0.0126233	0.00895438	0.00906616	0.00892645	0.00251968	0.0041687	0.0040244	0.00600606	0.0157317	0.0128423	0.00940551	0.0175968	0.0150628
intermédiaire	0.0292287	0.0122925	0.00748428	0.0109329	0.0103671	0.0137079	0.0131741	0.0179051	0.0134577	0.031875	0.033847	0.048037	0.0470124	0.118025	0.0918673	0.0789556	0.0717631	0.0528328	0.0348485	0.0165388	0.016711	0.0174041	0.0158992	0.0149538	0.031498	0.0266727	0.0184625	0.0112018	0.0107396	0.00337948	0.00294143	0.00527653	0.00387829	0.00552402	0.012112	0.0119915	0.0103937	0.0115124	0.0152949
entre	0.0280342	0.0146732	0.00556808	0.00743922	0.00498923	0.00879222	0.0118625	0.01402	0.0142897	0.0275561	0.0348235	0.0194205	0.032349	0.0746801	0.110315	0.105737	0.102613	0.0565793	0.0404096	0.0250858	0.0364749	0.0256684	0.0192138	0.0160019	0.0234082	0.0185783	0.0114602	0.00837533	0.00961384	0.00379556	0.00547692	0.00609184	0.00726227	0.00824405	0.0119511	0.0121027	0.010075	0.0138703	0.0130979
deux	0.0385694	0.0259233	0.0119819	0.0137307	0.0108844	0.0138153	0.0167688	0.0163951	0.0222853	0.0216371	0.0264713	0.0257142	0.0278286	0.0214341	0.0510922	0.0570814	0.0684147	0.0695437	0.0265791	0.0501299	0.0217388	0.038739	0.0318361	0.018607	0.0270698	0.0176981	0.00964899	0.0101608	0.0153635	0.00548432	0.0103382	0.0109572	0.0129969	0.0171854	0.0226281	0.0241871	0.022156	0.0308967	0.0360278
amants	0.0124978	0.0152213	0.0188438	0.019453	0.0240323	0.0299201	0.018335	0.0112021	0.0196865	0.0165855	0.0180608	0.025119	0.0146197	0.0111482	0.0114909	0.0294947	0.0446527	0.0446452	0.0352143	0.0275566	0.0422628	0.0441383	0.0275856	0.0274991	0.0242694	0.0376442	0.0123896	0.0312251	0.022817	0.0354249	0.0240161	0.0257127	0.0346429	0.024415	0.0169592	0.0302452	0.0334526	0.0264345	0.0310865
est	0.0315233	0.0266253	0.0336901	0.0305953	0.0236934	0.0279087	0.033421	0.0332284	0.0233952	0.0339467	0.0244714	0.0221645	0.0184899	0.0246693	0.0147118	0.015687	0.00997403	0.00441558	0.00438495	0.00244405	0.0031749	0.0111096	0.0102601	0.0118666	0.0245154	0.0323227	0.0213204	0.0340555	0.033553	0.0341566	0.0251471	0.0293968	0.0324806	0.0346353	0.0430077	0.0536669	0.0394424	0.048838	0.0376105
