 	a66	a87	a23	a38	a44	a54	a6	a0	a75	a79	a37	a79	a92	a21	a5	a23	a27	a40	a5	a61	a12	a34	a93	a96	a62	a21	a47	a31	a12	a18	a96	a62	a88	a71	a75	a85	a6	a37	a36	a27	a57	a87	a23	a87	</S>
la	0.0419632	0.0549304	0.0348338	0.038753	0.0271297	0.046079	0.0253764	0.03222	0.0439083	0.0448255	0.0203751	0.0360651	0.0153253	0.0217436	0.0215853	0.0134148	0.0214477	0.0255397	0.0260319	0.0213384	0.0219273	0.0155903	0.0184103	0.0180539	0.0240887	0.0144124	0.0265153	0.0236965	0.0216329	0.0143909	0.0129833	0.00834644	0.0085282	0.00674692	0.0053707	0.00470609	0.00710949	0.00717541	0.0101814	0.0100391	0.0109876	0.0118941	0.0199842	0.0153815	0.0489609
femme	0.00296057	0.0262268	0.0242975	0.0351706	0.063203	0.143357	0.0712885	0.141512	0.221024	0.0911455	0.0195473	0.0316678	0.0148796	0.00791812	0.00402693	0.00198325	0.00122317	0.0032128	0.00425445	0.00207974	0.00260632	0.00150321	0.00168185	0.00615653	0.00841722	0.00664056	0.0119337	0.0109856	0.013467	0.00489389	0.00329863	0.00327046	0.00160126	0.00235862	0.00226677	0.00108888	0.00108265	0.000715927	0.000513947	0.000611648	0.000376212	0.000908091	0.000806753	0.00126149	0.000573829
du	0.0240563	0.0196364	0.0347106	0.0601643	0.125052	0.0864734	0.0752716	0.111417	0.152752	0.0989288	0.0450952	0.0346047	0.04513	0.0130329	0.00526675	0.00265636	0.00221049	0.00376428	0.00247673	0.00222193	0.00187241	0.00111957	0.00125738	0.00139489	0.00140958	0.00129119	0.0035108	0.00290663	0.00455979	0.00322625	0.00199005	0.00221393	0.00238104	0.00128153	0.00126911	0.00138124	0.00180983	0.00114306	0.0025862	0.00191116	0.00157086	0.00323002	0.00253511	0.00554699	0.00167973
chef	0.0152737	0.0112565	0.0100423	0.0125294	0.019032	0.0315075	0.0503885	0.0814841	0.0747721	0.0598219	0.0359769	0.0628972	0.030707	0.021424	0.0117881	0.00928823	0.0082063	0.0187832	0.0193338	0.0215977	0.0210342	0.0150691	0.0241926	0.0152133	0.0132013	0.0186943	0.0258576	0.0269543	0.0761702	0.0322111	0.027189	0.0234838	0.00523657	0.00714114	0.00183727	0.00371476	0.00497744	0.00490911	0.00662372	0.00640036	0.00493749	0.0063862	0.0072968	0.00643786	0.00872029
coutumier	0.0605666	0.050645	0.031975	0.0231429	0.0123007	0.0128641	0.0163509	0.0215678	0.0225062	0.0296071	0.027079	0.0303246	0.0186372	0.0238093	0.0233077	0.0305744	0.0436794	0.030252	0.046963	0.0479261	0.038612	0.030587	0.0449129	0.0415702	0.0334107	0.0241626	0.02489	0.0202056	0.0220776	0.0176368	0.0182116	0.0145132	0.0119647	0.00586835	0.0044414	0.00325311	0.00386564	0.00298217	0.00329611	0.00414955	0.00327915	0.00411861	0.00453244	0.00346187	0.00991773
prend	0.0325789	0.0188817	0.0175324	0.0147071	0.0140955	0.0207517	0.0296192	0.0262792	0.0255422	0.0291558	0.0355839	0.0271645	0.0219379	0.0243621	0.0203601	0.0197156	0.0307414	0.0229171	0.0256149	0.0408621	0.0391723	0.0360635	0.0494161	0.0294548	0.0244776	0.0285664	0.0160985	0.0153297	0.0178643	0.0162385	0.0121891	0.018322	0.0205308	0.0165611	0.0113477	0.00950963	0.00973273	0.010292	0.0227995	0.0135534	0.0134297	0.0238405	0.0146677	0.015434	0.0167051
soin	0.0322453	0.017411	0.0137823	0.0123302	0.00970473	0.01235	0.010976	0.0108579	0.0121629	0.0160625	0.0212091	0.018324	0.0198652	0.0188564	0.0193699	0.0200361	0.0331589	0.0209287	0.0245239	0.0376526	0.0369166	0.0348233	0.0450322	0.0334774	0.0267139	0.0290976	0.0237876	0.0199986	0.0208609	0.0185339	0.0191327	0.0224036	0.0329018	0.026949	0.0168364	0.0230653	0.0160415	0.0232695	0.0271239	0.0243947	0.0175194	0.0221012	0.0185922	0.0180933	0.0205261
de	0.0421538	0.0344166	0.0371939	0.0314531	0.0193507	0.0172345	0.0127451	0.0163134	0.0186042	0.0202771	0.018854	0.0223726	0.0180218	0.0213969	0.0287721	0.0416785	0.056086	0.0421119	0.0396127	0.0432267	0.039517	0.0492248	0.0416334	0.027995	0.0232692	0.0308239	0.0210633	0.0108033	0.0187225	0.0124967	0.0126609	0.00591462	0.00708449	0.00452906	0.00323296	0.00385971	0.00587776	0.0100472	0.0141764	0.00930527	0.0126061	0.0144129	0.0129865	0.0108594	0.015022
ses	0.0152788	0.0109458	0.0107293	0.0104038	0.0100369	0.0154005	0.0126056	0.0165612	0.0163481	0.0207976	0.0223433	0.0168308	0.0253433	0.0232681	0.0253417	0.024912	0.0312462	0.0263704	0.0203583	0.0303261	0.0285627	0.0271738	0.0221758	0.0207059	0.014475	0.0193327	0.00961921	0.014448	0.0176204	0.0155933	0.0154883	0.0155778	0.0137035	0.0223395	0.0094432	0.0187861	0.0291575	0.0475668	0.0489549	0.0342601	0.0395266	0.0371409	0.0292642	0.0381389	0.0254974
habits	0.0130432	0.0108265	0.0093553	0.00741937	0.00664845	0.0125544	0.0110044	0.0154142	0.0167512	0.0203456	0.0174347	0.0177026	0.0190566	0.0211943	0.0249171	0.0213573	0.0302881	0.0280579	0.0202915	0.0251945	0.0229755	0.0220079	0.0149952	0.0159759	0.0114435	0.0157609	0.00775984	0.0136868	0.0114915	0.0137176	0.0128044	0.0126933	0.00896652	0.0180745	0.00827649	0.0142538	0.0308424	0.0492909	0.0715332	0.0493633	0.0490118	0.0554563	0.0405999	0.0467581	0.0334033
</S>	0.0187398	0.0110238	0.00885169	0.00800578	0.00649647	0.0124191	0.00932306	0.0127631	0.0180551	0.0300979	0.0224467	0.0276305	0.0253665	0.0294448	0.035886	0.0314377	0.0374836	0.0410364	0.0257347	0.0293754	0.0284956	0.0266514	0.0151818	0.0207243	0.0242508	0.0213542	0.0112802	0.014353	0.0115519	0.0102177	0.0083617	0.00602385	0.00688873	0.00815599	0.00559947	0.0115308	0.0187632	0.026089	0.0418041	0.0366585	0.0374996	0.0432109	0.0421676	0.0346308	0.0469369
