 	a57	a66	a87	a23	a87	a23	a10	a53	a69	a37	a83	a61	a88	a71	a38	a75	a6	a37	a96	a35	a79	a44	a57	a82	a84	a53	a93	a70	a93	a4	a57	a82	a87	a23	a83	a9	a30	a99	a18	a38	a83	a18	a26	a57	a87	a23	a87	</S>
le	0.0192192	0.0235632	0.03204	0.023119	0.0222455	0.0215468	0.040422	0.0418478	0.0539305	0.0303264	0.026835	0.0246505	0.0151355	0.0228143	0.0100721	0.00755668	0.00618552	0.00541069	0.00742415	0.00380405	0.00500592	0.00625983	0.00567747	0.00556637	0.00917305	0.013179	0.0132445	0.028347	0.026902	0.0158036	0.0176741	0.0145979	0.00613915	0.00696411	0.00945319	0.0173613	0.012157	0.0138493	0.0169057	0.0284313	0.0286745	0.0370351	0.0351678	0.034194	0.0272606	0.0482247	0.0365237	0.0420791
bâton	0.00565265	0.0114724	0.0218873	0.0162245	0.013739	0.0134362	0.0268313	0.0273747	0.0233032	0.0332492	0.0150546	0.00628016	0.00575973	0.00464119	0.0105691	0.0105502	0.0118032	0.0126766	0.0146874	0.0304932	0.0465987	0.0645533	0.0467708	0.129982	0.0638921	0.0830582	0.0817708	0.0398332	0.0162549	0.0228711	0.0114911	0.014693	0.00990635	0.00907454	0.00981458	0.00845686	0.00899071	0.00257639	0.00207159	0.00190837	0.00130822	0.0014543	0.00114332	0.00198061	0.00029535	0.00110635	0.00199985	0.000457251
que	0.0272268	0.0326933	0.0407765	0.0270948	0.0250426	0.030052	0.0163939	0.00759124	0.0142932	0.0308378	0.0500261	0.0273866	0.0481172	0.0358384	0.0332862	0.0303994	0.0389191	0.044524	0.0691876	0.0727912	0.0558614	0.0507434	0.0464127	0.0300618	0.0224267	0.0242721	0.00982927	0.00480323	0.00870623	0.00850094	0.00384705	0.00370915	0.00223547	0.00161508	0.00113497	0.00183692	0.00229598	0.0018228	0.00234867	0.00186584	0.00159072	0.00203753	0.00121372	0.0015216	0.00127494	0.0012781	0.00358666	0.000689033
tu	0.0374988	0.0244829	0.0227782	0.0111125	0.0110905	0.0100277	0.00691045	0.00261094	0.00419586	0.00649538	0.00737563	0.00755391	0.0168561	0.00855962	0.0184875	0.0145352	0.0212114	0.0205806	0.0203723	0.0270062	0.0158753	0.0136882	0.0122147	0.00603584	0.00474013	0.00449883	0.00489444	0.00411597	0.00649999	0.00482732	0.00587803	0.00723296	0.00689024	0.0101823	0.00779465	0.0103427	0.0124254	0.0107426	0.01773	0.0240706	0.0364	0.0526012	0.0400451	0.0701659	0.117378	0.0611486	0.0574798	0.0743594
as	0.0863661	0.0293585	0.0214905	0.00975299	0.0116073	0.00908334	0.00737724	0.00386943	0.00503166	0.00975836	0.00869971	0.0125578	0.0143408	0.0234745	0.0156304	0.0199144	0.0210412	0.0262739	0.0315894	0.0350204	0.0319334	0.0351552	0.0416022	0.0322662	0.0322626	0.0236273	0.0314073	0.019545	0.024264	0.00899131	0.0120472	0.0146807	0.0186974	0.0177705	0.0185579	0.00983444	0.00966561	0.0063817	0.00725811	0.0130396	0.0144323	0.019197	0.0222974	0.0241024	0.025387	0.0256933	0.0307702	0.0268944
introduit	0.0362739	0.013433	0.0139894	0.0091297	0.00888016	0.0105854	0.0142018	0.00888424	0.0116217	0.00895629	0.00732838	0.0187357	0.0209837	0.0189977	0.0122124	0.0173241	0.0141535	0.0177154	0.016539	0.0124416	0.00880308	0.0113933	0.0151592	0.0207139	0.0331592	0.0370109	0.0702826	0.0425248	0.0765607	0.0320634	0.0302082	0.0217762	0.0242537	0.0294891	0.0198098	0.00844383	0.0133714	0.00697487	0.00751017	0.0101157	0.0136237	0.0219189	0.0223249	0.0311393	0.017242	0.0305766	0.0240161	0.0271473
dans	0.0687935	0.0677644	0.035773	0.028663	0.0262701	0.0364055	0.0209911	0.00528424	0.00913546	0.00973954	0.0110137	0.0151947	0.0231606	0.0193278	0.0165926	0.0188066	0.0196309	0.0203409	0.016631	0.0142323	0.0129582	0.0114787	0.0117249	0.00831926	0.00743823	0.0139457	0.0143776	0.0106173	0.0229102	0.0218812	0.0139758	0.0211375	0.0165102	0.013281	0.0106049	0.00899548	0.0135926	0.0108905	0.0133651	0.0126264	0.0155191	0.0275375	0.0255942	0.0264232	0.0292857	0.0448063	0.0580133	0.0184388
le	0.0372725	0.0325652	0.0245188	0.0178594	0.0136199	0.0122124	0.00935514	0.00313364	0.00625163	0.0038814	0.00384439	0.0047633	0.00807255	0.00574822	0.00467632	0.00656483	0.00618065	0.00569435	0.00610279	0.00517055	0.00548119	0.00610147	0.00500184	0.00400223	0.00717522	0.0103787	0.00927372	0.0145035	0.0269294	0.0258013	0.034867	0.0612	0.0493189	0.03872	0.0387718	0.0149969	0.0218118	0.0103888	0.0285315	0.0290335	0.0235698	0.0396724	0.0410337	0.0401499	0.044413	0.06341	0.0623684	0.0256062
terrier	0.0135675	0.0104367	0.00827152	0.00688801	0.00458906	0.00431315	0.00304831	0.00301375	0.00287418	0.00112944	0.00154405	0.00373752	0.00502096	0.00546656	0.00404715	0.00448111	0.0044341	0.00611159	0.00544206	0.00447489	0.00490787	0.00574723	0.00610103	0.0063211	0.00775544	0.00959813	0.00555843	0.00897912	0.0177055	0.0145012	0.0132988	0.011773	0.00976417	0.0100706	0.00688484	0.00729089	0.0120758	0.0132232	0.0336172	0.0318209	0.0406814	0.0786541	0.0863537	0.0785563	0.0584658	0.12135	0.127815	0.0682375
du	0.0351631	0.0761733	0.0644557	0.0560288	0.047407	0.0518134	0.0230384	0.00858058	0.00819562	0.00267602	0.0047119	0.00429533	0.00498611	0.00827059	0.0103311	0.00734957	0.00623552	0.00926555	0.0084839	0.00776721	0.011624	0.0159084	0.0173639	0.0198115	0.0169158	0.0248036	0.0252253	0.0209841	0.018182	0.0212601	0.0162286	0.0198998	0.0154725	0.0133864	0.013626	0.0301091	0.0172328	0.0185039	0.0210102	0.019623	0.0188964	0.018993	0.0190009	0.0157989	0.0241971	0.0249323	0.0310702	0.0247116
