 	a66	a87	a23	a40	a7	a54	a15	a7	a47	a85	a5	a85	a5	a12	a96	a75	a6	a36	a40	a7	a53	a44	a96	a88	a61	a12	a18	a5	a36	a27	a36	a26	a30	a87	a23	a87	</S>
les	0.0353107	0.049165	0.0506115	0.0545662	0.0783835	0.108887	0.0931977	0.080413	0.0697494	0.0362419	0.0324311	0.0141378	0.0133064	0.0135756	0.010349	0.00681878	0.00889189	0.0129086	0.0127321	0.00891266	0.00790192	0.0108614	0.00806438	0.00815865	0.0102567	0.0137563	0.0121549	0.00929504	0.00950052	0.0142979	0.0150967	0.0132426	0.00504198	0.00770177	0.0133879	0.0134859	0.0372057
hommes	0.00410234	0.0054725	0.0147036	0.0365123	0.0343132	0.0612814	0.0284896	0.0342976	0.0890981	0.0932083	0.10543	0.0801708	0.12256	0.0673199	0.0543443	0.0353839	0.0225058	0.0253907	0.0148653	0.0116217	0.00608396	0.0105474	0.00172173	0.00289405	0.00315209	0.0016512	0.00295061	0.00635986	0.00281296	0.00476714	0.00429649	0.0026101	0.00120902	0.00188694	0.00143057	0.00394051	0.000614126
apportent	0.0828959	0.0364611	0.0252585	0.0284888	0.0160345	0.0317189	0.0505814	0.0810867	0.088503	0.0551007	0.0450406	0.0388113	0.0218736	0.0140459	0.0271043	0.0173467	0.0118333	0.0284115	0.0154927	0.0139866	0.0134495	0.00992242	0.00797051	0.00943864	0.00955152	0.00579884	0.00690476	0.00440855	0.00807996	0.02723	0.0145915	0.0307397	0.0180817	0.0294047	0.0191386	0.04626	0.00895329
de	0.022596	0.018076	0.0228899	0.0188085	0.01734	0.0156522	0.0171738	0.0322457	0.071665	0.118215	0.0991522	0.0648118	0.0607489	0.0317663	0.0330908	0.0323852	0.024771	0.0193881	0.0152585	0.0150764	0.0144523	0.0160187	0.0190743	0.00986234	0.00820675	0.00801091	0.00799784	0.00859732	0.00830147	0.0151862	0.0180041	0.0190611	0.0151444	0.0137587	0.0218291	0.0161355	0.0292482
longs	0.0271614	0.0102716	0.00595646	0.00362838	0.00645046	0.011614	0.0103128	0.0163153	0.0164154	0.0455779	0.0471424	0.0655587	0.0627278	0.0926823	0.073134	0.0699463	0.0752933	0.0495336	0.0380372	0.0289116	0.0330654	0.0307102	0.0317559	0.0279789	0.018302	0.0100306	0.0101664	0.00537501	0.0109525	0.0110241	0.00759102	0.00675263	0.00318702	0.00648664	0.0124478	0.00366392	0.013839
fagots	0.0572069	0.0286487	0.0169504	0.014905	0.0138029	0.0120217	0.00972474	0.00900095	0.0129898	0.0368589	0.034059	0.0391846	0.0301712	0.0271973	0.0428671	0.0369321	0.0417556	0.0427741	0.0329843	0.0289725	0.0173672	0.018441	0.0208002	0.0136938	0.0215207	0.0300722	0.0286461	0.0223132	0.0314428	0.0490609	0.0253207	0.0317675	0.0165108	0.0204024	0.0391922	0.012561	0.0318796
de	0.0816462	0.0477211	0.0614754	0.0421773	0.0339052	0.0478403	0.0522033	0.066417	0.0612923	0.0298821	0.0220099	0.010765	0.00964315	0.00808415	0.0142362	0.0068437	0.0120922	0.00713746	0.00768322	0.0065592	0.00435587	0.00496788	0.021091	0.00719386	0.0112312	0.0232653	0.0346038	0.0219481	0.0252669	0.0347144	0.0461708	0.015355	0.0112172	0.0268532	0.0362696	0.0193059	0.0265757
bois	0.0565054	0.0400667	0.016341	0.011479	0.0089667	0.010637	0.00490079	0.00437941	0.00739046	0.0101068	0.0198214	0.0199656	0.0240563	0.0231859	0.0273226	0.0232745	0.0254504	0.0117384	0.0136183	0.0102326	0.00998547	0.00946105	0.0181717	0.00619075	0.00941383	0.0164013	0.0143239	0.0150722	0.0170759	0.0740357	0.127024	0.0552597	0.0325751	0.0700043	0.0784144	0.0627766	0.0143752
là	0.0563485	0.0325777	0.0195715	0.00999704	0.0086245	0.0117202	0.00557745	0.00520281	0.00401792	0.00472821	0.00608318	0.00762672	0.00857804	0.00912051	0.0174461	0.0132682	0.0168421	0.0100307	0.0121488	0.00826217	0.00781411	0.0098751	0.0264443	0.0100232	0.0138577	0.0194951	0.0199499	0.0227307	0.0333938	0.0731281	0.151303	0.0554279	0.0301975	0.0705307	0.0898218	0.0802227	0.0180121
où	0.110937	0.0889059	0.0341057	0.0103814	0.0117708	0.00697391	0.00545011	0.00945226	0.00874927	0.0123191	0.0107645	0.00651649	0.0115036	0.00898455	0.0171252	0.00901884	0.0123699	0.0132843	0.00948032	0.00909246	0.00410359	0.00532346	0.0170781	0.00732172	0.0222481	0.0327567	0.0272698	0.0258684	0.024953	0.0615324	0.068678	0.0382694	0.0224984	0.0413891	0.0557023	0.0726708	0.0651515
il	0.0908211	0.0808826	0.0417056	0.0305211	0.0249393	0.0128358	0.00445772	0.00621754	0.00586834	0.0119269	0.0111387	0.00805868	0.0160436	0.0130004	0.0172921	0.012473	0.0179822	0.0215835	0.0163901	0.0122687	0.00988319	0.00929392	0.0196099	0.0102752	0.0231381	0.052139	0.0300691	0.0280811	0.0235961	0.0473297	0.0632135	0.0335498	0.0136994	0.0249859	0.0396569	0.0711728	0.0438993
y	0.0636648	0.072114	0.0312097	0.0195418	0.0119818	0.00485399	0.00243485	0.0028267	0.00401106	0.0152122	0.0164305	0.0104941	0.015741	0.00875899	0.0123966	0.0121649	0.0129247	0.0213637	0.018423	0.0164804	0.0168667	0.0130577	0.0294772	0.0182638	0.0213824	0.049467	0.0343244	0.0320165	0.0292861	0.0467958	0.078496	0.0362053	0.0194869	0.0309362	0.0479759	0.0666944	0.0562387
a	0.0589022	0.0754935	0.0353533	0.0225221	0.0206154	0.0115049	0.00687391	0.00667516	0.01029	0.022797	0.025996	0.0191589	0.0240692	0.0129552	0.0253449	0.0225037	0.0253478	0.0414496	0.0293001	0.0251845	0.0183969	0.0192107	0.0207298	0.0178804	0.015486	0.0432841	0.0243411	0.0218566	0.0367289	0.0332409	0.0483598	0.03071	0.0212769	0.0256669	0.0271685	0.036803	0.0365223
une	0.0572917	0.0528574	0.0298194	0.0127121	0.0157657	0.011317	0.00934551	0.0128879	0.021689	0.0272907	0.0298816	0.0172331	0.0232345	0.0147983	0.0159594	0.0119435	0.0136591	0.0193942	0.0142562	0.0137069	0.0103482	0.0127875	0.0200263	0.0171287	0.0190709	0.0494239	0.0356003	0.0291534	0.0402077	0.0404715	0.0333569	0.0361793	0.0351584	0.0396401	0.0400923	0.0375098	0.0788016
veillée	0.0737709	0.0720583	0.0413946	0.0198071	0.0166843	0.0116171	0.00989797	0.0171507	0.0351842	0.0502214	0.0428348	0.0270793	0.029925	0.0142656	0.0232579	0.0143875	0.0151443	0.0265333	0.0235854	0.0284328	0.0219514	0.0283553	0.0318676	0.0279859	0.0240097	0.0331812	0.0314934	0.0189578	0.0144379	0.0219915	0.0179642	0.0194324	0.013269	0.0260194	0.0223801	0.023059	0.030412
mortuaire	0.101853	0.0922466	0.0646623	0.020888	0.0215728	0.0258369	0.0200765	0.0293958	0.0241666	0.0185366	0.0152185	0.00979458	0.0135742	0.00958739	0.0160085	0.0113415	0.0148004	0.0215078	0.0203084	0.0235916	0.0277208	0.0327935	0.0405539	0.0299631	0.0362277	0.0260969	0.0224847	0.0141045	0.0161306	0.0259017	0.0144926	0.020857	0.0092405	0.015559	0.0263735	0.0266367	0.0398952
</S>	0.0835264	0.0606257	0.0269531	0.00965136	0.00770526	0.00834652	0.00816407	0.0080068	0.0100169	0.0101843	0.00956374	0.00693021	0.00947231	0.00926916	0.0124796	0.0113845	0.0132616	0.0187674	0.0140051	0.0123589	0.0113219	0.0100557	0.017045	0.010016	0.0200077	0.0353687	0.0220145	0.0197246	0.027112	0.0341503	0.0339294	0.0730165	0.0420737	0.0478099	0.0545162	0.075987	0.115178
