 	a66	a87	a23	a83	a54	a6	a37	a96	a83	a75	a79	a90	a79	a98	a47	a36	a0	a56	a25	a7	a90	a94	a96	a31	a62	a88	a83	a75	a90	a69	a4	a57	a82	a87	a23	a87	a23	</S>
ce	0.0228574	0.0330264	0.0383603	0.0496755	0.107999	0.0765769	0.0593836	0.0675377	0.0295473	0.0148454	0.0136413	0.0131876	0.00862241	0.00965043	0.00952504	0.0121037	0.0130856	0.0114963	0.0197639	0.026786	0.0287115	0.0542826	0.0599876	0.0736668	0.0236481	0.0101248	0.00555549	0.00659611	0.00787044	0.0090488	0.00750822	0.00913524	0.00950166	0.00914427	0.00898974	0.0086618	0.0103421	0.019553
jeune	0.00302587	0.00393546	0.0076805	0.017688	0.0245911	0.0405668	0.0520536	0.12868	0.116069	0.124586	0.202475	0.0772273	0.0493487	0.0289858	0.0220885	0.0134391	0.0132434	0.0160965	0.0124574	0.00545757	0.0115986	0.0031588	0.00254325	0.00130423	0.00219043	0.00218951	0.00280313	0.00128849	0.000858588	0.00230827	0.000739855	0.000994477	0.000723326	0.000970319	0.000849822	0.00115446	0.00253776	0.00209013
garçon-ci	0.0409351	0.0235334	0.021582	0.0302631	0.0368406	0.039011	0.104994	0.0815424	0.130073	0.0816109	0.0510513	0.0514407	0.034142	0.0282709	0.0246986	0.0308935	0.00959553	0.0242123	0.0151098	0.00686652	0.0107378	0.0041111	0.00278311	0.0017806	0.00302787	0.00227416	0.002316	0.00338699	0.00512034	0.00817142	0.00541565	0.00452292	0.00838246	0.0118984	0.0115538	0.0118095	0.0249589	0.0110827
recherche	0.0247147	0.0210655	0.0169113	0.0103019	0.0107316	0.0105366	0.0178559	0.0133526	0.0172946	0.0236136	0.037461	0.0245536	0.0345014	0.0299567	0.0202494	0.0139243	0.0198626	0.0413457	0.0410512	0.0319403	0.0365495	0.0244933	0.0289043	0.0232513	0.0254989	0.0148104	0.0234459	0.0253509	0.0207606	0.0221488	0.0176535	0.0223803	0.0247767	0.0444164	0.0478315	0.0326986	0.0440373	0.0597674
une	0.0487761	0.0468917	0.0560943	0.0449582	0.0549065	0.0386389	0.0167183	0.0155413	0.0284009	0.0272223	0.0335497	0.0400335	0.0362308	0.0300235	0.0307414	0.0200448	0.0237508	0.0196589	0.0265079	0.0239805	0.0238169	0.0258922	0.0365633	0.0302355	0.027594	0.0195831	0.0214776	0.0198375	0.0174582	0.0157182	0.0096177	0.0122024	0.00897751	0.0116996	0.0117856	0.0102349	0.010397	0.0242384
carafe	0.0503194	0.0394747	0.0369262	0.029741	0.0363319	0.0289866	0.0355611	0.0295828	0.0382403	0.0273093	0.0279637	0.0362482	0.0224935	0.0286525	0.0277325	0.0238045	0.0286646	0.0277769	0.0511557	0.036058	0.0426515	0.0382397	0.0424514	0.0257248	0.0251868	0.0135566	0.00912858	0.00925023	0.0168697	0.0169421	0.00712558	0.00722994	0.00847526	0.0168943	0.0142581	0.0151659	0.0109294	0.0168968
en	0.0282261	0.0184292	0.0204208	0.0333601	0.0452682	0.0392011	0.0486282	0.0603182	0.0569805	0.0359086	0.0434829	0.0315121	0.0230168	0.0370506	0.0471127	0.0452903	0.0638782	0.0460745	0.0387476	0.0282886	0.0342715	0.0247154	0.0233884	0.0186066	0.0119742	0.00612907	0.00368792	0.00394785	0.0063781	0.00692198	0.00455443	0.00395462	0.00832032	0.0108529	0.0115254	0.00848386	0.00891326	0.0121789
porcelaine	0.0284075	0.0203257	0.020686	0.0307359	0.0369934	0.0345938	0.0665584	0.068208	0.0851446	0.062458	0.0483138	0.0439808	0.0302848	0.0326514	0.0284028	0.0226503	0.051189	0.0423414	0.042449	0.0333359	0.0367911	0.0159871	0.010728	0.00764477	0.00867654	0.00443993	0.00193843	0.00230512	0.00365182	0.00949312	0.00366867	0.00354518	0.0110699	0.0120449	0.00970205	0.0104874	0.0092131	0.00890221
pour	0.0495161	0.0424304	0.035177	0.0571287	0.0485814	0.0460896	0.0428938	0.0383104	0.0412256	0.0317554	0.0280758	0.0283982	0.023402	0.0300047	0.0245745	0.0316827	0.025897	0.0210223	0.0218372	0.0177633	0.017773	0.0190801	0.016678	0.0138609	0.0152641	0.00984495	0.0055437	0.0069317	0.00890592	0.0140371	0.00883477	0.0149492	0.0188094	0.02684	0.0249747	0.0205259	0.0281453	0.0432349
la	0.0256826	0.0314143	0.029282	0.0368683	0.0380175	0.0316014	0.0311161	0.0289089	0.0395162	0.0374566	0.0381958	0.0425287	0.0416056	0.0338105	0.0281172	0.0287252	0.0241794	0.0206508	0.0180384	0.0148807	0.0133059	0.0135201	0.0108981	0.00904852	0.0114239	0.0105045	0.00785303	0.0120045	0.0142522	0.0311378	0.0108171	0.0192033	0.0242921	0.028843	0.0331486	0.0338827	0.0394649	0.0558035
dot	0.0350704	0.0290916	0.0234541	0.0277897	0.0344056	0.0269075	0.0339577	0.0280174	0.0401875	0.0374559	0.0333212	0.0396691	0.033969	0.0483648	0.0413225	0.0423134	0.0440049	0.0329675	0.0330337	0.0311484	0.0262638	0.0300499	0.0193022	0.0153567	0.0161773	0.0149498	0.00871762	0.0093829	0.00884394	0.0140254	0.00749596	0.0100045	0.0152445	0.01806	0.0189054	0.0195643	0.0269835	0.0242204
</S>	0.0362539	0.0285315	0.0264098	0.0289578	0.0623789	0.0311603	0.0320016	0.0273869	0.0377994	0.0294396	0.0293048	0.0247394	0.0212352	0.0254526	0.0253176	0.0344245	0.0195093	0.017917	0.0180753	0.00938375	0.00829094	0.0151415	0.0151465	0.0119977	0.0111874	0.00812797	0.00855264	0.0191141	0.0232888	0.0214745	0.0284068	0.0311538	0.0352112	0.0371375	0.0373971	0.0252297	0.0374271	0.0600355
