 	a66	a87	a23	a30	a70	a61	a96	a70	a90	a98	a92	a56	a94	a70	a90	a15	a98	a79	a37	a21	a92	a5	a75	a98	a79	a7	a37	a6	a36	a2	a26	a57	a97	a87	a23	a87	</S>
cette	0.0617603	0.090302	0.0497888	0.0256279	0.0345165	0.011672	0.0128292	0.0120475	0.0176487	0.0229876	0.0285894	0.024813	0.055464	0.0463417	0.0347933	0.0449613	0.0243909	0.0240259	0.0166591	0.0309928	0.0453421	0.037457	0.0455925	0.0296514	0.0153356	0.0209243	0.0063863	0.0149604	0.0081988	0.00932553	0.0175309	0.00850282	0.00947353	0.0125641	0.0134005	0.00914574	0.0259968
femme	0.00340182	0.00257896	0.00236568	0.00924668	0.0077004	0.00917865	0.0245022	0.0182352	0.0320166	0.0567355	0.0490108	0.0747103	0.0523883	0.0434286	0.0480931	0.062091	0.0908201	0.0373134	0.0434688	0.025231	0.0128242	0.0350793	0.0872322	0.0329559	0.0615989	0.0247166	0.0154134	0.0116502	0.00364372	0.00291865	0.00280664	0.00259689	0.00106049	0.00346116	0.0025098	0.00271725	0.00429775
est	0.0235478	0.00814464	0.0136213	0.0122788	0.0160111	0.0419884	0.0466591	0.0420078	0.0420103	0.0400978	0.0693106	0.0739761	0.0648716	0.0998749	0.0800602	0.0539985	0.0671955	0.0387455	0.0300861	0.0109551	0.00494	0.00300727	0.00226865	0.00619859	0.00697636	0.00948972	0.0103654	0.0124614	0.0056371	0.00643893	0.00906748	0.00435601	0.00694585	0.0138155	0.00425341	0.0155208	0.00281613
venue	0.0967258	0.0338944	0.0441531	0.0131554	0.00800176	0.0101923	0.0144448	0.014821	0.0142451	0.0209288	0.0169878	0.0263995	0.0169742	0.0248305	0.0250713	0.0240367	0.0610726	0.0773111	0.0921981	0.0562065	0.0261145	0.0308477	0.0292736	0.0280233	0.0276423	0.027447	0.0263793	0.0142528	0.0135054	0.0100618	0.0115639	0.015278	0.0107416	0.00696637	0.00798857	0.00665217	0.0156109
contracter	0.0297703	0.0199444	0.0217757	0.0153958	0.015441	0.0147399	0.01939	0.0256938	0.0286113	0.0423201	0.0471451	0.048397	0.0538472	0.0534561	0.0332024	0.0293841	0.0219472	0.0182139	0.0206704	0.0155872	0.00949269	0.0127401	0.00796041	0.0146957	0.0161011	0.0204351	0.0246557	0.0357205	0.0372511	0.0241871	0.0363152	0.038459	0.0316958	0.0309402	0.0331213	0.0238714	0.0274245
une	0.0321997	0.016411	0.0171298	0.01163	0.0158289	0.0136766	0.0124294	0.0126715	0.0172691	0.0368093	0.0441118	0.0444079	0.0861088	0.0814457	0.0758111	0.0690353	0.0382829	0.0428848	0.0286455	0.0314866	0.0207029	0.00972541	0.00564923	0.010416	0.0113082	0.0151696	0.0219896	0.0201368	0.0234817	0.0207904	0.0145402	0.0194117	0.0202038	0.0137342	0.0137053	0.0125429	0.0182162
dette	0.0252011	0.020777	0.0195691	0.00818936	0.00554689	0.00489844	0.00363138	0.00897047	0.00760359	0.0153595	0.0201584	0.0167994	0.0304463	0.0389509	0.0471997	0.0560122	0.0613004	0.0685482	0.0433288	0.0452058	0.0228873	0.0205001	0.0273961	0.0231294	0.0288002	0.0347546	0.0264146	0.0269864	0.0344567	0.0302255	0.0309623	0.0256043	0.0326352	0.0229983	0.0238012	0.0206699	0.0200809
auprès	0.0308587	0.0125093	0.0154902	0.00994703	0.00746581	0.00775818	0.0083959	0.0130523	0.0117664	0.0145777	0.0203897	0.0106501	0.019023	0.0202394	0.0239507	0.0205193	0.0159052	0.0170996	0.0167887	0.0234971	0.0214163	0.0124036	0.00507287	0.0127367	0.015606	0.0192682	0.0491757	0.0511944	0.0904769	0.103683	0.0521993	0.0716964	0.0535285	0.0345813	0.0267824	0.0308838	0.0294098
de	0.0307422	0.013268	0.0188363	0.0182187	0.0213763	0.0280056	0.0319505	0.0332694	0.0345552	0.0323178	0.0328448	0.0262725	0.0241956	0.0196895	0.0186798	0.0189402	0.017821	0.0186317	0.0158255	0.0167658	0.0167156	0.0154128	0.00690332	0.015259	0.0248586	0.0224445	0.0551549	0.0333691	0.0592024	0.0586106	0.0297578	0.0415759	0.0420701	0.0234561	0.0256241	0.0237141	0.0336646
moi	0.036993	0.016645	0.022966	0.016696	0.0198603	0.0263346	0.0385046	0.0309475	0.0331207	0.0238179	0.0259853	0.0151757	0.0142462	0.0103292	0.0113729	0.0107915	0.009694	0.012126	0.008215	0.0112325	0.0144737	0.0104771	0.00744216	0.0139684	0.0188514	0.0226879	0.0377156	0.0445202	0.0733435	0.0790142	0.0432729	0.0394535	0.0629693	0.0298142	0.032141	0.0323561	0.0424448
</S>	0.024534	0.0203404	0.0221935	0.0132876	0.0124247	0.0156212	0.0190929	0.0189941	0.0186215	0.0125511	0.0197037	0.00927743	0.0139869	0.013414	0.012814	0.0114226	0.00911345	0.0148844	0.0124175	0.020346	0.0310118	0.0253976	0.0314804	0.0314278	0.0338031	0.0367661	0.0377761	0.0462492	0.0491475	0.0671822	0.0459639	0.0401599	0.051347	0.03822	0.0372258	0.0387044	0.0430961
