 	a66	a87	a23	a87	a97	a10	a97	a83	a88	a0	a75	a85	a6	a98	a85	a37	a62	a96	a88	a0	a93	a4	a94	a75	a98	a6	a7	a44	a69	a58	a53	a4	a57	a13	a9	a3	a97	a99	a97	a87	a97	</S>
les	0.0249073	0.0319971	0.0365787	0.0176437	0.0113289	0.0088215	0.00578898	0.00968378	0.0188561	0.0377074	0.0201876	0.0205093	0.00571885	0.0061331	0.0057385	0.00784235	0.0117774	0.00994171	0.0129046	0.0253186	0.0221472	0.0251511	0.04633	0.0236008	0.0288749	0.0194282	0.0187213	0.0245898	0.0232134	0.0334222	0.0465415	0.0322852	0.0698615	0.0490409	0.0438973	0.0305777	0.0319085	0.0259807	0.0163705	0.0230196	0.0141396	0.0215126
travaux	0.00294695	0.00284935	0.00706803	0.00249465	0.00420959	0.00460483	0.0037225	0.00501837	0.0109277	0.0148454	0.038615	0.0442643	0.0509022	0.0694316	0.081661	0.11906	0.149296	0.061294	0.0307091	0.05079	0.0292467	0.00824289	0.0230186	0.00795409	0.0196095	0.0101187	0.0162254	0.0114542	0.0176064	0.0264659	0.0107859	0.00850905	0.00589606	0.00780774	0.00280757	0.0048546	0.0065681	0.00433913	0.00262342	0.00786635	0.00997075	0.00331909
de	0.0223068	0.0108637	0.00758839	0.00542163	0.00473412	0.00769431	0.0117264	0.0213161	0.0380604	0.0384321	0.0271095	0.0192071	0.0321483	0.0292011	0.0404971	0.0619258	0.0559935	0.0328294	0.0507736	0.0321676	0.0258775	0.0212232	0.0169238	0.0124763	0.0100232	0.0149966	0.0348551	0.0409114	0.0364942	0.0244108	0.0187597	0.0134974	0.00939807	0.0192353	0.00553463	0.0207324	0.0178792	0.0135334	0.027868	0.0285388	0.0231184	0.0137155
construction	0.0362447	0.0199665	0.0120311	0.0111655	0.00665001	0.00734066	0.00818767	0.0108022	0.0190554	0.028435	0.0391184	0.0465352	0.0530621	0.0498746	0.0599212	0.0759983	0.0821459	0.057399	0.105688	0.0322677	0.0338391	0.0169673	0.0132414	0.0122577	0.00829454	0.015881	0.0183406	0.0117231	0.0116699	0.00803784	0.00492703	0.00645308	0.00561373	0.00740923	0.00628565	0.00702152	0.00883514	0.00696359	0.00824964	0.00787929	0.00927096	0.00894904
du	0.0681692	0.0330383	0.0214897	0.0166825	0.0121788	0.0151111	0.0187623	0.0241284	0.03855	0.0431803	0.0409312	0.0438591	0.0404547	0.0402605	0.0226227	0.0278902	0.0374999	0.0334735	0.0417553	0.0461771	0.0281734	0.0220882	0.0157051	0.0152641	0.0123079	0.0131438	0.0134188	0.0171666	0.0171567	0.0137436	0.0154249	0.0106146	0.0118587	0.0106675	0.0137665	0.0129487	0.0107383	0.0148029	0.014168	0.0111721	0.0162002	0.0232542
barrage	0.0386788	0.0341045	0.0271997	0.0180981	0.0111475	0.020536	0.0181755	0.0134487	0.0357991	0.0306441	0.0217677	0.0420652	0.0420418	0.0747499	0.0473514	0.0386039	0.06049	0.0249533	0.0323709	0.0284771	0.0261475	0.0232695	0.0172575	0.0161689	0.0196415	0.0388942	0.0199066	0.0127648	0.0133479	0.00743371	0.0114382	0.00800997	0.0136315	0.00784641	0.0133977	0.0119515	0.00697386	0.0105484	0.0145077	0.0131504	0.012196	0.0208131
à	0.0874981	0.0537616	0.0327301	0.0160631	0.00549038	0.00212752	0.00235897	0.00198666	0.00409021	0.0133976	0.0045017	0.00415823	0.00337951	0.00355648	0.00486794	0.00606457	0.00652613	0.0055383	0.00600825	0.0313167	0.0295877	0.0265789	0.0185448	0.0573062	0.0178073	0.0169022	0.0118825	0.0203252	0.0177865	0.0230526	0.0153965	0.0312131	0.0350322	0.028069	0.0231093	0.0248362	0.0246294	0.0347632	0.0319533	0.0419355	0.0473875	0.126479
nasses	0.0273752	0.0209828	0.0135709	0.00797337	0.00510521	0.00197063	0.00258487	0.00283059	0.0036187	0.00714652	0.00399422	0.0023064	0.00237807	0.00281681	0.00245467	0.00576876	0.00818712	0.00851086	0.00792354	0.0149659	0.0187474	0.0153681	0.0132587	0.0301671	0.0151006	0.0182524	0.0300455	0.0484663	0.050281	0.0425195	0.0304364	0.0501761	0.0354528	0.0415199	0.03494	0.0410471	0.0643418	0.0596908	0.059802	0.0424117	0.0527588	0.0527507
en	0.0224759	0.0214489	0.0212044	0.0133992	0.0153672	0.00745322	0.00742192	0.00656251	0.0101498	0.0208321	0.00993703	0.00865451	0.00858943	0.00653325	0.00332996	0.00426615	0.0136922	0.0174314	0.0210831	0.0427177	0.0298796	0.0229879	0.0190236	0.0167373	0.0164941	0.0111693	0.0146803	0.0116471	0.0137229	0.0195654	0.0243261	0.0226606	0.0356147	0.0346592	0.035139	0.0427028	0.053485	0.0575654	0.0622052	0.0565994	0.050831	0.0657543
forêt	0.0237618	0.0202602	0.0162356	0.014849	0.0168423	0.0217231	0.0182424	0.0136479	0.0199183	0.0237753	0.0198629	0.0216696	0.0270961	0.0211736	0.0209208	0.0165034	0.0308474	0.0293449	0.0300217	0.0415707	0.0304608	0.0248433	0.0205148	0.0195718	0.0176985	0.0143672	0.0159373	0.0131197	0.0150689	0.0160173	0.0131476	0.0115238	0.0213977	0.0211952	0.0166399	0.0200397	0.0346746	0.0391884	0.043448	0.0410209	0.0314906	0.0703671
me	0.0476399	0.0420303	0.0345572	0.0297112	0.0214109	0.027236	0.0259588	0.020432	0.0376467	0.045347	0.0404841	0.0381113	0.0343292	0.0204952	0.0192861	0.0159483	0.0166582	0.0180483	0.0142566	0.0254192	0.0192215	0.01868	0.017619	0.0164322	0.0141447	0.0128099	0.0139125	0.0140093	0.0139491	0.0154922	0.0171432	0.0140384	0.022423	0.0188053	0.0162021	0.0198627	0.0181882	0.0234922	0.0259783	0.0260528	0.0218658	0.0446709
dépassent	0.0321547	0.0244713	0.0165575	0.0155545	0.0158215	0.0201086	0.0182578	0.0127714	0.0243211	0.0306907	0.0265617	0.0313598	0.0375165	0.022615	0.0154322	0.0181197	0.0301467	0.0241346	0.0342373	0.0390203	0.0427875	0.0372579	0.0261419	0.0366746	0.0211376	0.0216353	0.0263052	0.0233018	0.0248675	0.0254716	0.0128544	0.0174582	0.0165073	0.0144916	0.0156875	0.0118586	0.013408	0.0228131	0.0191896	0.0215485	0.0204676	0.0382817
</S>	0.0329964	0.0283623	0.0219471	0.0134367	0.00758583	0.00515762	0.00507324	0.00494479	0.0112748	0.0159245	0.0128121	0.0115068	0.0084821	0.00616533	0.00698987	0.00662456	0.00850495	0.00632081	0.00958432	0.0279697	0.02029	0.0218298	0.0171801	0.0151729	0.00924898	0.00961361	0.0123623	0.0212131	0.02278	0.0265358	0.0298853	0.0276381	0.055557	0.0470747	0.0293344	0.0373452	0.0498837	0.049335	0.0531334	0.043139	0.0474787	0.102305
