 	a66	a10	a97	a83	a50	a83	a71	a9	a90	a93	a90	a98	a92	a5	a12	a21	a5	a21	a5	a18	a53	a90	a79	a37	a83	a88	a71	a75	a6	a36	a7	a53	a79	a44	a11	a58	a82	a97	a87	a97	a87	a97	a87	a97	a30	</S>
la	0.0649536	0.0916371	0.0569445	0.0344315	0.0195105	0.00997023	0.016713	0.0417062	0.0520197	0.0281412	0.0161011	0.0141054	0.0222494	0.0482161	0.022291	0.0324895	0.0209214	0.0141053	0.013992	0.013772	0.0100228	0.0140479	0.014854	0.013682	0.0183874	0.0157011	0.02836	0.0379944	0.0218456	0.0222419	0.0193887	0.0201815	0.0092151	0.00851401	0.00730202	0.00718546	0.0131864	0.0110551	0.00967956	0.0070098	0.00806732	0.00846504	0.00838157	0.00880622	0.010312	0.0118424
construction	0.00319586	0.00938306	0.0088666	0.00994323	0.0130679	0.0130078	0.0215254	0.0733163	0.101281	0.098089	0.0731393	0.0652225	0.0616594	0.0588175	0.0594969	0.0533368	0.0743541	0.0590325	0.0386118	0.0424964	0.0135486	0.0100424	0.00976453	0.00257433	0.00176446	0.00154784	0.00274551	0.00123385	0.00147931	0.00443713	0.00242822	0.00279195	0.00111873	0.000968744	0.000784934	0.000850836	0.000497792	0.000490122	0.000320077	0.000335346	0.000341719	0.00028063	0.000311035	0.0002106	0.0011059	0.000182229
du	0.025335	0.0161835	0.0184413	0.0313346	0.0248351	0.0552463	0.0438667	0.0457658	0.035406	0.0441205	0.0559686	0.057259	0.0569437	0.0570365	0.0433364	0.0419208	0.054684	0.0498088	0.0453165	0.0421188	0.0235283	0.0247329	0.0338054	0.0120723	0.0153179	0.0123693	0.00890298	0.00334132	0.00377016	0.00436011	0.00245493	0.00165835	0.000740127	0.000701451	0.000642906	0.000731173	0.000442534	0.000481569	0.000329581	0.000334473	0.000346252	0.000635175	0.000617467	0.000482569	0.00188725	0.00038563
bâtiment	0.0306733	0.0219806	0.0111639	0.0260906	0.00852418	0.0175076	0.0162994	0.0158233	0.0102898	0.0193473	0.0133696	0.0216638	0.0162015	0.0176299	0.0327403	0.0264782	0.035827	0.0494373	0.0404627	0.0561197	0.0413979	0.0462208	0.0318403	0.0491794	0.0362538	0.0102263	0.0169356	0.0128546	0.0093917	0.0168146	0.0179522	0.0157695	0.0234899	0.021628	0.0193531	0.00974198	0.011635	0.0124904	0.0108888	0.0159004	0.0153336	0.0155155	0.0206686	0.0116121	0.0142402	0.00503577
de	0.133208	0.0509314	0.0339993	0.0383454	0.0240741	0.0281984	0.0275633	0.0192215	0.0141583	0.0206565	0.0191369	0.0340709	0.0206167	0.0370272	0.0252043	0.0546503	0.0522341	0.0568481	0.0341173	0.0201671	0.0261742	0.0109675	0.00717914	0.0103985	0.00626524	0.0104479	0.0110779	0.00912411	0.00786048	0.0060061	0.00439436	0.00563434	0.00705004	0.00732529	0.00951896	0.00423121	0.00843338	0.00473856	0.00876406	0.0112248	0.0110253	0.0163075	0.0176372	0.0142979	0.00874809	0.0107392
l'	0.0326065	0.0200982	0.0168896	0.0206011	0.0235656	0.0191364	0.0231309	0.0107676	0.0104473	0.0179344	0.0181026	0.0265123	0.0287281	0.0246422	0.0328818	0.0186085	0.028873	0.0272748	0.0181073	0.0147732	0.0243238	0.021737	0.0198677	0.0166571	0.0212668	0.0182486	0.0149351	0.0203928	0.0227213	0.0115577	0.0106071	0.0173275	0.0138398	0.018662	0.0201695	0.0200458	0.0225945	0.0271045	0.025742	0.0300721	0.0235218	0.0313866	0.0378992	0.028966	0.0209	0.0257721
école	0.0325694	0.0212801	0.0143517	0.0192307	0.0228071	0.0315786	0.0306647	0.0176882	0.0176151	0.0254707	0.0218569	0.0307214	0.0351145	0.0225167	0.043425	0.0240651	0.0259041	0.0310763	0.0335395	0.0347743	0.0374303	0.0411725	0.0272144	0.0331995	0.0310756	0.0172577	0.0219551	0.0206784	0.0182952	0.0147507	0.0174336	0.0153691	0.0143006	0.0144163	0.0149454	0.0108812	0.0134053	0.0132556	0.0116706	0.0107355	0.0115902	0.0106957	0.0123737	0.012205	0.00919384	0.00824901
concerne	0.0358101	0.0247987	0.0199284	0.019374	0.027823	0.0316799	0.0275426	0.0271443	0.0257378	0.0516429	0.0399091	0.0435779	0.0547625	0.0548947	0.0529433	0.0489306	0.0498939	0.0426693	0.0365904	0.0280289	0.0172987	0.0166727	0.018363	0.0190117	0.0204166	0.017633	0.015963	0.0132006	0.00903738	0.0088624	0.00673143	0.0069166	0.00578378	0.00565611	0.00620703	0.00413617	0.00603597	0.00456016	0.0050346	0.00456023	0.00519569	0.00654482	0.00653889	0.00806291	0.00590135	0.011993
tout	0.0283084	0.0240204	0.0233641	0.0184744	0.0201639	0.0163707	0.0124905	0.0132942	0.0123051	0.0178047	0.0191672	0.0218579	0.0251022	0.031943	0.030987	0.0326157	0.0357411	0.0378865	0.0275865	0.0358908	0.0245012	0.0125527	0.0152703	0.011264	0.00925821	0.0115125	0.0114222	0.0105688	0.0108708	0.0143377	0.0130228	0.0122686	0.0196973	0.0188791	0.0175856	0.0124803	0.0166913	0.0166944	0.016528	0.0207131	0.0176273	0.0240841	0.0256908	0.0345589	0.0385643	0.0779814
le	0.0181106	0.0164097	0.0148172	0.0155521	0.0180952	0.0161966	0.0174556	0.0144381	0.0130781	0.0186035	0.0208088	0.0213105	0.0207634	0.0203615	0.0215441	0.0189332	0.020738	0.0214572	0.020539	0.0233982	0.0234812	0.0220103	0.0227143	0.0215973	0.020422	0.0218648	0.0215351	0.0216812	0.0194537	0.0214627	0.0214102	0.0208476	0.0204079	0.0195735	0.0175916	0.0141442	0.0202414	0.0229028	0.0193898	0.0229825	0.0225436	0.0242733	0.0312677	0.0312916	0.0365365	0.0657626
village	0.0104295	0.0103456	0.00860513	0.00848899	0.0105487	0.00945434	0.010164	0.0125497	0.0185849	0.022615	0.0243682	0.0247395	0.0242646	0.0183472	0.0243542	0.0127385	0.017144	0.0209466	0.0219227	0.0350472	0.0364266	0.029641	0.0338973	0.0266196	0.0228048	0.0272587	0.0266074	0.0267742	0.0222338	0.0292181	0.0320346	0.0280792	0.0186558	0.0199486	0.0163365	0.00746697	0.0194009	0.0183308	0.0164188	0.0218953	0.0251706	0.0251583	0.0304938	0.0309832	0.0345441	0.0279425
</S>	0.0231024	0.019245	0.0185402	0.0196837	0.0144509	0.0125851	0.00902271	0.0083407	0.0134918	0.0177106	0.0144811	0.015081	0.0284723	0.0347559	0.0342497	0.0276626	0.0268964	0.0192431	0.013919	0.0170735	0.0126407	0.00936627	0.0106028	0.0113399	0.00928684	0.0141679	0.0139991	0.0128207	0.016709	0.0214011	0.0273706	0.0255487	0.0246952	0.021123	0.0181116	0.0174461	0.0318302	0.0213658	0.0259165	0.029549	0.0263521	0.0356623	0.037944	0.0400189	0.0440016	0.0527222
