 	a66	a87	a23	a10	a97	a87	a97	a99	a62	a0	a47	a75	a21	a61	a47	a21	a47	a96	a56	a21	a75	a85	a6	a0	a75	a61	a43	a11	a90	a70	a98	a79	a7	a36	a6	a36	a2	a57	a99	a97	a99	a97	a3	a97	a99	a97	</S>
nous	0.0689159	0.0418513	0.0498335	0.0428483	0.0178339	0.0139475	0.0180269	0.014064	0.0386504	0.031075	0.037098	0.0358097	0.0345973	0.0486352	0.0333025	0.0333206	0.0185363	0.00879803	0.0101284	0.0107215	0.0120435	0.0111102	0.00927596	0.0148906	0.0124252	0.0188347	0.0179511	0.0127915	0.00971763	0.0130784	0.0214118	0.0136375	0.0146895	0.0134932	0.0251658	0.0125823	0.0170546	0.0197699	0.0150571	0.0101691	0.0096861	0.0110886	0.015456	0.0117468	0.0121127	0.0121828	0.0245832
n'	0.023815	0.0192796	0.0284621	0.0231724	0.0222094	0.0144908	0.0163179	0.0145735	0.0105725	0.013172	0.0264408	0.00852502	0.00793627	0.00895692	0.013766	0.0156656	0.0192396	0.0250563	0.0207131	0.0381563	0.0410718	0.0311544	0.0376266	0.0203727	0.019326	0.0485974	0.0357847	0.0131478	0.0159828	0.0156327	0.0113076	0.00670148	0.00909719	0.0154386	0.0109225	0.0276275	0.0243816	0.00867674	0.0263453	0.0251554	0.0380603	0.0236223	0.0155479	0.0310645	0.0299748	0.0256759	0.0211824
avons	0.0472246	0.0174758	0.017765	0.0124758	0.0150015	0.00984718	0.0102192	0.0114011	0.00569627	0.00824887	0.00872075	0.00737029	0.0105936	0.0117566	0.00683548	0.0116262	0.021924	0.0191242	0.01764	0.0524997	0.0675859	0.0571732	0.0717025	0.0323872	0.0795643	0.0450791	0.0298488	0.0191457	0.0157245	0.00865589	0.00617816	0.00547315	0.00490784	0.00538175	0.010071	0.00716481	0.00625115	0.0038297	0.00796934	0.00867005	0.0118386	0.0122004	0.0260737	0.0261797	0.0316215	0.0430996	0.0327762
pas	0.0544075	0.0607794	0.0426262	0.0418732	0.0471676	0.0443595	0.044218	0.035792	0.0210751	0.0276465	0.0262086	0.0132362	0.0150861	0.00987062	0.00947229	0.00773071	0.00664335	0.00668236	0.00606857	0.00886643	0.0070475	0.0119373	0.0174217	0.0149639	0.0133426	0.0133697	0.0158461	0.0136511	0.0101933	0.0152636	0.0181611	0.0133302	0.0215269	0.0211125	0.0132911	0.0180346	0.0139644	0.029847	0.0235195	0.0238516	0.0306736	0.0282444	0.0122895	0.0156728	0.0158608	0.0150557	0.0227172
cette	0.084019	0.0439455	0.0237419	0.0318187	0.0384573	0.0236753	0.0225049	0.0227425	0.0199154	0.0217039	0.0241284	0.0108558	0.00964103	0.00908823	0.00977952	0.0171682	0.0105313	0.0149353	0.0128363	0.0152066	0.00898182	0.0145216	0.0209953	0.0180003	0.0131959	0.0121122	0.0231846	0.025752	0.0300374	0.0287933	0.0376694	0.0239216	0.0207274	0.0215486	0.0166629	0.012669	0.0125387	0.0109141	0.0204336	0.00833155	0.019284	0.0194471	0.0130959	0.0163382	0.0317248	0.0138076	0.038616
race	0.0276239	0.0211366	0.0132708	0.0140883	0.0226958	0.0294142	0.0346915	0.0362612	0.0366281	0.0320644	0.0279992	0.0313904	0.0315905	0.0134727	0.0150504	0.0143354	0.0126063	0.0181458	0.0171432	0.0186611	0.0108267	0.026607	0.038266	0.04564	0.0416996	0.0332483	0.0411314	0.026401	0.0325917	0.0254766	0.0228693	0.0184987	0.0207427	0.0155175	0.0243098	0.00946678	0.00836736	0.00590923	0.0101909	0.00792657	0.006612	0.00835908	0.0103332	0.00729843	0.0145043	0.00524027	0.0136961
de	0.171402	0.0642708	0.0419698	0.0347928	0.020878	0.0156054	0.0131787	0.00953987	0.00626196	0.00399512	0.00380267	0.00921873	0.0100327	0.00521862	0.00639619	0.012869	0.0141077	0.0148494	0.0117588	0.0192284	0.00810355	0.0102335	0.0125469	0.00872639	0.00767868	0.00881682	0.0119165	0.0119267	0.0189525	0.0146051	0.0355412	0.0198216	0.0109136	0.0153537	0.0285227	0.0341141	0.0308323	0.015782	0.042708	0.0145073	0.0164484	0.0195264	0.0321806	0.0223488	0.0196149	0.0218513	0.0170494
poule	0.0249937	0.0115879	0.00585954	0.00570435	0.00412447	0.00431854	0.00410087	0.00359326	0.00371163	0.00361213	0.00367869	0.00503831	0.00478741	0.00294195	0.00301087	0.00407907	0.00425844	0.00644742	0.00540722	0.00990934	0.00774443	0.010144	0.0176456	0.0165593	0.0149655	0.0182389	0.0287044	0.0370091	0.0429967	0.038145	0.0622643	0.0350649	0.0284859	0.0218592	0.0558552	0.031418	0.0264037	0.0206617	0.0391879	0.0207351	0.0303265	0.0263613	0.0458968	0.0455633	0.0708726	0.0546582	0.0310673
ici	0.0680185	0.0285868	0.0159922	0.0181974	0.0159622	0.0102867	0.0107904	0.00786122	0.00676877	0.00343065	0.00243127	0.00615165	0.00766361	0.00519385	0.00673205	0.00797467	0.00822386	0.0141501	0.0123855	0.0150504	0.0115848	0.0114509	0.0186698	0.0153524	0.0136111	0.0172671	0.0180291	0.0287092	0.0307612	0.0242945	0.0265354	0.0244935	0.0154405	0.0130284	0.0239802	0.0142812	0.014219	0.00913098	0.0215273	0.0076402	0.0231932	0.0232163	0.0416045	0.0466081	0.0847584	0.0481984	0.100563
</S>	0.035116	0.0214353	0.00966636	0.00969323	0.0131407	0.00969708	0.0102205	0.0100664	0.00610963	0.00410051	0.00342929	0.00933906	0.0083215	0.00496458	0.00735939	0.00562871	0.00828793	0.0136236	0.0125707	0.0150918	0.0114716	0.0123184	0.016644	0.0144266	0.0140559	0.025979	0.0259243	0.0216758	0.0288288	0.0168945	0.0195059	0.0223659	0.0154076	0.0161969	0.0216064	0.0270356	0.0197645	0.0128838	0.032998	0.0165135	0.0459115	0.0407623	0.0425446	0.064425	0.102341	0.0447115	0.0489447
