 	a23	a87	a23	a20	a73	a2	a75	a41	a32	a90	a94	a35	a94	a57	a82	a87	a23	a24	a9	a79	a76	a94	a24	a32	a25	a27	a75	a73	a84	a57	a87	</S>
il	0.0243303	0.060743	0.0412045	0.109606	0.084123	0.086488	0.0559008	0.108898	0.0580517	0.0374387	0.0513897	0.0202208	0.0165591	0.0183528	0.0149354	0.00458933	0.00387963	0.00486638	0.00748102	0.0060343	0.00866047	0.00727006	0.00973274	0.0104193	0.0118589	0.0113205	0.0147002	0.0184458	0.0340585	0.0127779	0.0180472	0.0276158
a	0.00338514	0.00189539	0.00214323	0.00381466	0.00279642	0.00312493	0.00326309	0.00784172	0.00852725	0.010287	0.0339082	0.0239158	0.0577785	0.068777	0.0998299	0.0742162	0.0481024	0.055812	0.0172435	0.0143377	0.0175575	0.014591	0.0234561	0.0280271	0.0199159	0.0284374	0.0409469	0.0597845	0.0474664	0.0543856	0.0539749	0.0704568
atteint	0.00866089	0.00758108	0.0120718	0.0185933	0.0154916	0.0148943	0.0178264	0.0203676	0.0295156	0.0214474	0.0280426	0.0263922	0.0212441	0.0161305	0.0151616	0.00740844	0.0042584	0.00481189	0.00362724	0.00531777	0.0055747	0.00638228	0.0093009	0.0177973	0.0411247	0.0541049	0.0878982	0.0904472	0.0937453	0.0837251	0.0609384	0.150116
la	0.0946183	0.0897567	0.0584787	0.0623037	0.0401558	0.0247049	0.0466706	0.0300026	0.0208585	0.0258512	0.0430736	0.0374953	0.0367313	0.0294455	0.0199943	0.0205029	0.0249367	0.0266722	0.0337157	0.0212795	0.0218315	0.023311	0.0224292	0.0284796	0.0106938	0.0104269	0.0118497	0.0114294	0.0120874	0.0152335	0.0156357	0.0293444
vieillesse	0.105811	0.0667123	0.0347662	0.0309175	0.0165443	0.0122529	0.0227805	0.0492207	0.0522307	0.040142	0.0351781	0.05771	0.0342981	0.0375026	0.0201209	0.0190182	0.0123977	0.0155602	0.0149793	0.0128154	0.0140693	0.0221402	0.0162624	0.0198586	0.00891271	0.00977709	0.0140537	0.0210508	0.0233937	0.0401795	0.0571417	0.0622014
sans	0.0662953	0.052165	0.0339306	0.033647	0.0198209	0.0254552	0.0514008	0.0663457	0.0520107	0.0397676	0.0353043	0.033518	0.0335356	0.0332177	0.0164145	0.0197597	0.011967	0.0191978	0.00983197	0.00622064	0.00598134	0.00575232	0.00509411	0.00672013	0.00551254	0.00766498	0.0106813	0.0213456	0.0308789	0.0414789	0.0829204	0.116163
jamais	0.0639026	0.0543777	0.0477138	0.0358934	0.0347602	0.0415079	0.0505622	0.0468791	0.0464654	0.0375027	0.0480793	0.0333086	0.0288335	0.0220849	0.0129453	0.00888793	0.00585138	0.00695496	0.00504433	0.00505727	0.00581737	0.00789412	0.0141013	0.0195342	0.0202763	0.0191507	0.0253178	0.0334302	0.0311323	0.052861	0.0653266	0.0685455
être	0.0433358	0.0477801	0.0199262	0.0115449	0.00689958	0.010401	0.015997	0.0156138	0.0116221	0.011953	0.0106647	0.0099194	0.00850915	0.0124485	0.0124224	0.0173645	0.0159385	0.0240034	0.0198102	0.0291669	0.0295383	0.0523532	0.0382908	0.0417085	0.083082	0.0745187	0.0714988	0.0767217	0.0620999	0.036852	0.0314948	0.0465201
malade	0.0428571	0.0604684	0.0489084	0.0312013	0.0273797	0.0381734	0.0283234	0.0159977	0.019697	0.015041	0.0128028	0.0113484	0.0103105	0.0109364	0.0114286	0.0138961	0.0154744	0.0207654	0.0150544	0.0145531	0.0149099	0.0154167	0.029498	0.0306694	0.0557809	0.0495567	0.0513232	0.0609676	0.0493298	0.0528496	0.045197	0.0798837
</S>	0.0330933	0.034434	0.0213968	0.0141111	0.00814393	0.0155132	0.0130393	0.0143788	0.0114602	0.0121587	0.0121998	0.0123461	0.015451	0.0121096	0.0142488	0.0146647	0.00913388	0.0165161	0.0123999	0.00994276	0.011687	0.0130678	0.0169849	0.0245235	0.0849083	0.0644386	0.0754847	0.081742	0.0601225	0.0640239	0.0568317	0.139443
