 	a66	a87	a23	a87	a97	a87	a79	a54	a92	a85	a47	a36	a93	a62	a83	a88	a62	a21	a12	a62	a21	a92	a98	a47	a92	a37	a90	a15	a69	a15	a36	a7	a2	a57	a87	a23	a87	a23	a87	a23	a99	</S>
les	0.0354856	0.0539103	0.053061	0.0591847	0.0517446	0.0311837	0.0334707	0.0341995	0.0570449	0.0599433	0.0507574	0.0366258	0.0158972	0.0256829	0.0080617	0.00767115	0.00423784	0.00751262	0.0104232	0.00930394	0.0119019	0.0130938	0.0104188	0.0166271	0.0277007	0.042534	0.0260085	0.0196176	0.0128371	0.00913973	0.0105524	0.0134365	0.0192549	0.010799	0.0130705	0.011283	0.0113409	0.00795209	0.0109979	0.0127275	0.0156824	0.0276216
enfants	0.00779232	0.0120096	0.0119382	0.0268721	0.0234612	0.0314387	0.0302231	0.0362712	0.047771	0.0621759	0.113018	0.144508	0.0391529	0.0200554	0.0043168	0.00742514	0.00893908	0.0120227	0.0112109	0.0366134	0.0261011	0.026498	0.0442233	0.0300005	0.0381415	0.0127782	0.0147558	0.01745	0.0186017	0.0146	0.00724612	0.00916161	0.00609026	0.00523799	0.00461812	0.00366446	0.00924374	0.0027603	0.0047887	0.0057295	0.00875655	0.00233655
ont	0.0409915	0.0321819	0.0172941	0.0158638	0.0124353	0.0155578	0.01248	0.0125645	0.015192	0.0264634	0.0161125	0.0267378	0.0484963	0.0226445	0.0127501	0.0160617	0.0309714	0.022973	0.0141282	0.0225589	0.0187399	0.0157666	0.019921	0.0136358	0.0152242	0.0118693	0.0244633	0.0354147	0.0287361	0.0269039	0.0219186	0.025087	0.0203719	0.0241693	0.0260126	0.022108	0.0465897	0.0359724	0.0427884	0.0292158	0.0377875	0.0228452
préparé	0.00811874	0.00846647	0.00619253	0.00541475	0.00662644	0.0113508	0.0127353	0.0125529	0.0152639	0.0160921	0.0221441	0.024898	0.0258132	0.0187441	0.0234908	0.0276657	0.0384476	0.0462048	0.0321998	0.0610457	0.0431881	0.0182404	0.0228598	0.0345088	0.0241845	0.012024	0.0202682	0.0229808	0.018915	0.0139617	0.0176213	0.0235895	0.0136547	0.0318216	0.0614356	0.0212796	0.0292759	0.050127	0.0314972	0.0283485	0.0233203	0.0134301
un	0.0220827	0.0172382	0.0112113	0.0104443	0.00609244	0.00566989	0.00494066	0.00441745	0.00353074	0.00318788	0.00493885	0.00717297	0.0152584	0.0178089	0.017483	0.0192116	0.0352829	0.035451	0.0241295	0.0462686	0.0402086	0.0252299	0.0213297	0.0343888	0.0321852	0.0194785	0.0149446	0.0200747	0.0265119	0.0260481	0.0198226	0.0428481	0.0291612	0.0317076	0.0442594	0.0312469	0.0514525	0.0325745	0.038399	0.0354255	0.0243153	0.0465662
fétiche	0.00768292	0.00509674	0.00341646	0.00629722	0.00759991	0.00889855	0.0125259	0.0124086	0.0122594	0.0122208	0.0174311	0.0259973	0.0361286	0.0391645	0.049355	0.03359	0.0446578	0.0355009	0.0396195	0.0504243	0.0415435	0.0503818	0.0420749	0.0576509	0.0631414	0.0364504	0.051056	0.0348911	0.0278235	0.0245068	0.0127335	0.0141879	0.0116518	0.0136038	0.0129339	0.0114298	0.00829332	0.0068495	0.00515494	0.00497486	0.00290682	0.00548405
pour	0.00907068	0.00984028	0.00800801	0.00774143	0.00804703	0.00848504	0.00911048	0.0114587	0.0160699	0.0226319	0.0141356	0.0190277	0.025808	0.0298946	0.0158832	0.012952	0.0287746	0.0198208	0.0187225	0.0286718	0.0168301	0.0284455	0.030338	0.0455914	0.0511552	0.0449473	0.0430522	0.0430598	0.0372559	0.0311607	0.01944	0.0191998	0.0325941	0.0358474	0.0638938	0.0287517	0.0220262	0.0236932	0.0188374	0.0170835	0.0114405	0.0112019
venger	0.0383314	0.0173225	0.0122217	0.00667516	0.00420376	0.00342824	0.00336506	0.00208537	0.00263885	0.0032512	0.00276163	0.00394645	0.00527758	0.018541	0.0105421	0.0140335	0.0175508	0.0140699	0.0182049	0.00777771	0.00307459	0.00507575	0.00630766	0.00675169	0.0132303	0.0207685	0.0218244	0.0457087	0.0233334	0.0214413	0.0296816	0.0343155	0.0580133	0.0518401	0.076813	0.0659407	0.04304	0.0664564	0.0616432	0.044486	0.0385207	0.0555047
leur	0.052406	0.0397056	0.0311829	0.0231244	0.0175967	0.0155505	0.0122469	0.0112574	0.00794452	0.00794585	0.00336608	0.00583763	0.00583347	0.00929228	0.0120495	0.0136526	0.0164216	0.0145048	0.0133337	0.00831101	0.00587968	0.00444227	0.00503758	0.00664069	0.00864088	0.0113545	0.0111326	0.0128565	0.00797362	0.0103237	0.0129739	0.0218812	0.0416877	0.0325518	0.0592385	0.0387138	0.052487	0.0557149	0.0678532	0.0664007	0.063259	0.0813929
defunte	0.028614	0.0340471	0.0295649	0.019576	0.0158421	0.0190748	0.0109786	0.00899365	0.00847563	0.0113003	0.00788647	0.0108723	0.0134674	0.0190477	0.0266814	0.0293112	0.0283111	0.0278232	0.0225358	0.0181572	0.0175259	0.0139169	0.0131351	0.0104374	0.0150496	0.0189195	0.0151768	0.0198353	0.015632	0.0149446	0.0134666	0.0141113	0.0217483	0.0250066	0.0524665	0.0226555	0.0535395	0.0455107	0.0484726	0.0592584	0.054743	0.0438869
