 	a66	a87	a23	a30	a53	a15	a98	a85	a6	a5	a12	a43	a75	a85	a98	a92	a21	a85	a47	a36	a47	a36	a2	a57	a87	a23	a62	a88	a31	a47	a88	a75	a85	a47	a92	a37	a90	a25	a15	a7	a84	a87	a23	a87	a23	a99	a97	</S>
il	0.0308145	0.0459656	0.0328965	0.0308974	0.0371836	0.0252411	0.0366208	0.0481236	0.0250827	0.0591859	0.0987132	0.0749295	0.0494552	0.0621059	0.0206757	0.0260639	0.0229299	0.011421	0.00981091	0.00700981	0.00837648	0.00764049	0.0050624	0.0048903	0.00647499	0.00641176	0.00690084	0.00743423	0.00890409	0.00588221	0.00496214	0.00530062	0.00964991	0.00965166	0.00799111	0.00344303	0.00733435	0.00466045	0.00673188	0.00548243	0.00784384	0.00745402	0.00870016	0.0126049	0.014524	0.0162701	0.0173983	0.0268924
n'	0.00797259	0.00643689	0.00994534	0.0127704	0.0139686	0.0471428	0.0570367	0.0665427	0.0838069	0.0461545	0.0347479	0.0190543	0.0197029	0.0184369	0.0164108	0.0165908	0.0193983	0.0192112	0.0155167	0.0259226	0.0298228	0.0200348	0.0284758	0.0563059	0.0385826	0.0282869	0.0249617	0.024233	0.0120519	0.0203417	0.0336772	0.0143386	0.00655493	0.00694436	0.00719082	0.00845945	0.00879416	0.00970699	0.0104177	0.0068006	0.00668062	0.00449832	0.00504233	0.00567793	0.00680967	0.00487619	0.00716044	0.00650276
est	0.0134817	0.00848816	0.0075598	0.00562974	0.00465722	0.00717023	0.0132621	0.0386638	0.0905524	0.0386107	0.0369758	0.0524609	0.0364533	0.0418156	0.0152085	0.0191849	0.0122009	0.019705	0.0311426	0.0256543	0.0321445	0.0210306	0.0110253	0.0217894	0.01077	0.0144266	0.00866068	0.00643862	0.00284933	0.00316449	0.00541835	0.00260099	0.00113499	0.00203143	0.00345478	0.0029273	0.00131617	0.00195367	0.00206631	0.00298816	0.00514609	0.0166701	0.022305	0.0386231	0.0387442	0.0380591	0.0767138	0.0866693
pas	0.0350208	0.0211635	0.0221197	0.0213959	0.0402382	0.0133463	0.0122884	0.01221	0.00319908	0.00593813	0.00612741	0.0118636	0.00928811	0.00791094	0.0158616	0.0132826	0.00727955	0.00788599	0.00837803	0.00747264	0.00767881	0.0104272	0.0106642	0.00647175	0.00933222	0.0075042	0.0160107	0.0187539	0.0130757	0.0144161	0.0242964	0.0367374	0.0519013	0.0513267	0.0857158	0.0644208	0.0402137	0.0345355	0.0135879	0.0198015	0.0155572	0.0170084	0.025821	0.0234362	0.0222817	0.0258722	0.0180507	0.0328305
venu	0.020968	0.0114289	0.00933331	0.00864235	0.00600239	0.0061717	0.00599165	0.00788472	0.0157163	0.0154298	0.0250885	0.0373026	0.0586981	0.0640562	0.0567737	0.0478466	0.0316991	0.0422213	0.0382563	0.0291741	0.0182224	0.0249807	0.0217673	0.014459	0.0132536	0.0111727	0.0150516	0.0116006	0.0128165	0.0199758	0.0169902	0.0158509	0.0148643	0.0148655	0.0165052	0.0159935	0.0171557	0.012467	0.0145396	0.0115463	0.012449	0.0145463	0.0125682	0.0147927	0.0183464	0.0151881	0.0202427	0.0391024
travailler	0.0165932	0.00926304	0.00738484	0.00863656	0.00970197	0.0149033	0.0129155	0.0131028	0.0310327	0.0297045	0.0434629	0.0553447	0.0662751	0.0622955	0.0685603	0.0712331	0.0586176	0.0553682	0.0439862	0.0295971	0.0230411	0.0325554	0.0189228	0.0154002	0.0118021	0.0136031	0.0110506	0.0102825	0.0164949	0.00564139	0.0100981	0.00896391	0.00472309	0.00824797	0.00730901	0.00904387	0.00670492	0.00590763	0.00439249	0.00796972	0.00801537	0.00708454	0.00773247	0.006468	0.00794528	0.00632295	0.00792237	0.00837498
à	0.0245026	0.0131663	0.0077549	0.00402193	0.00490027	0.00504198	0.00634543	0.00777027	0.0125156	0.0236443	0.0444578	0.0311896	0.0341285	0.0765774	0.0459942	0.0644626	0.0653545	0.0475681	0.0531461	0.0220361	0.0235827	0.0207525	0.0206995	0.0207641	0.017827	0.018379	0.0162978	0.0172403	0.0241586	0.0125222	0.00927831	0.0165128	0.00757323	0.0151944	0.0146309	0.0247706	0.0162737	0.00789918	0.00983703	0.0143605	0.0130442	0.0165065	0.0107376	0.00711815	0.00692388	0.00459307	0.00844493	0.00949884
cause	0.0352528	0.0151313	0.0124719	0.0103948	0.0124291	0.0131085	0.00946226	0.0131983	0.0146466	0.0167468	0.0253597	0.0345328	0.0405402	0.0600662	0.0395543	0.0556878	0.0397944	0.0321556	0.0444437	0.019717	0.024172	0.0216762	0.010502	0.0196403	0.0144786	0.0184316	0.0108397	0.0116949	0.0116951	0.00742822	0.00866053	0.0205701	0.0141694	0.0217799	0.0185493	0.0241635	0.0165227	0.00778678	0.0112426	0.0143459	0.0225834	0.0183632	0.0132276	0.0144841	0.0150069	0.0130457	0.0259197	0.0243263
de	0.0268483	0.0207942	0.0165922	0.0123597	0.0156181	0.00907785	0.00780101	0.00902592	0.00624157	0.0100905	0.0139951	0.0290105	0.0321167	0.0418123	0.0456077	0.049232	0.0251296	0.0308071	0.0393925	0.019652	0.014869	0.0105318	0.00662851	0.00971757	0.00650699	0.00742259	0.00684752	0.00640643	0.00839835	0.0071706	0.00718645	0.0102631	0.00990693	0.0119923	0.0112219	0.0156379	0.016379	0.0102884	0.0161821	0.0179402	0.0195922	0.0260879	0.019221	0.0338685	0.0451311	0.0426859	0.0706023	0.0701085
la	0.0212565	0.0186446	0.0159227	0.0107625	0.0123146	0.00851659	0.00493798	0.00620833	0.0077281	0.0105071	0.0161981	0.0224366	0.0248641	0.0369066	0.0363113	0.0418638	0.0260209	0.0281087	0.0314333	0.0181433	0.0147906	0.0124722	0.00912848	0.0113554	0.00819157	0.00786506	0.00788317	0.00705816	0.0108065	0.00978833	0.00869605	0.0114373	0.010642	0.0121476	0.0103755	0.0167282	0.0228765	0.0182747	0.022521	0.0182259	0.0165772	0.0241866	0.0156876	0.0288393	0.0455222	0.0485758	0.0751335	0.0951279
pluie	0.00398183	0.00202447	0.00218953	0.00182638	0.00203942	0.0048049	0.00419288	0.00628274	0.00923002	0.0141983	0.0215169	0.0176323	0.0215648	0.0360706	0.0482094	0.0402866	0.035305	0.0329133	0.0359878	0.0207244	0.0145279	0.010218	0.00607471	0.00775694	0.00579795	0.00603983	0.00717459	0.0063784	0.0134549	0.0168825	0.00763461	0.00942327	0.00729727	0.00872905	0.00669276	0.017045	0.0216797	0.0136332	0.019178	0.0199462	0.0254266	0.0368082	0.0267462	0.0494689	0.0640914	0.0480622	0.0926384	0.0702116
</S>	0.00640078	0.00260312	0.0029009	0.00148098	0.00299363	0.00662143	0.00580477	0.00707007	0.0108413	0.016051	0.0309643	0.0158414	0.0152251	0.0288097	0.0252298	0.0193141	0.029397	0.015665	0.016413	0.0135842	0.0123212	0.008518	0.00637959	0.010284	0.00657517	0.00653806	0.00594799	0.00440638	0.00900796	0.0111385	0.00402124	0.00484336	0.00331327	0.00533018	0.00525573	0.00924298	0.0157425	0.0158242	0.0398973	0.0404154	0.0472797	0.0671534	0.051786	0.0613755	0.061034	0.0471559	0.0706804	0.0953208
