 	a66	a87	a97	a99	a97	a99	a83	a99	a62	a96	a34	a56	a75	a92	a37	a21	a92	a44	a56	a34	a31	a0	a75	a92	a56	a44	a13	a38	a27	a82	a3	a97	a3	</S>
je	0.17616	0.110043	0.106952	0.0540439	0.0388872	0.0241053	0.0171121	0.0170191	0.00908618	0.00617934	0.00732426	0.00636421	0.00535142	0.0117834	0.0115792	0.00756864	0.0106087	0.010149	0.0108777	0.0168267	0.0132238	0.0119605	0.0111043	0.0208891	0.0300973	0.0424243	0.0499801	0.0445736	0.0290317	0.0242743	0.0166128	0.0117978	0.0102538	0.0257554
m'	0.0291347	0.0241318	0.0320349	0.0382761	0.0319356	0.0241039	0.0584611	0.039316	0.039058	0.0357691	0.0505964	0.0394469	0.0335349	0.0266399	0.01407	0.0145549	0.0114407	0.0111225	0.0117076	0.0127358	0.0165923	0.0142707	0.0246724	0.0286726	0.0315612	0.0355661	0.0221963	0.0232515	0.0213888	0.0248272	0.0350852	0.0418059	0.0473871	0.054652
en	0.0658401	0.0259866	0.0209024	0.0162806	0.0235902	0.0210616	0.0192304	0.0210281	0.0138876	0.00999277	0.00899118	0.00971766	0.0087994	0.010307	0.00897655	0.00642616	0.0123186	0.00882212	0.00666913	0.0068394	0.00845649	0.0155361	0.0186746	0.0304788	0.0515164	0.0405056	0.0412138	0.045888	0.0462071	0.0535495	0.0625572	0.0693254	0.114228	0.0761956
vais	0.0172908	0.019908	0.0178736	0.0153217	0.0236082	0.0196098	0.0194188	0.0149663	0.00524161	0.00525033	0.00719923	0.0127249	0.0437912	0.0928531	0.125046	0.152829	0.0934611	0.084435	0.055022	0.0490105	0.0293902	0.0167978	0.00637663	0.00389533	0.00504812	0.00559102	0.00774861	0.0094807	0.0073316	0.00556753	0.00695381	0.00829624	0.00548366	0.00717775
couper	0.0301483	0.022801	0.028042	0.0234309	0.0272228	0.0348749	0.042825	0.0334101	0.0197318	0.0170968	0.0229787	0.0258685	0.0504462	0.0790218	0.0824809	0.0548495	0.0268268	0.0184124	0.0267845	0.0475881	0.0472307	0.0265555	0.0153223	0.00824361	0.0107989	0.0209803	0.0150514	0.0173244	0.017212	0.0111838	0.0197874	0.0248856	0.0264643	0.0241187
du	0.0896136	0.0530116	0.0516874	0.0501594	0.0492274	0.0340183	0.0449708	0.0352638	0.0430588	0.0406015	0.0249037	0.024024	0.00871524	0.00841647	0.00872049	0.00739903	0.00829563	0.00802441	0.0101731	0.0198496	0.0280399	0.0344029	0.0273466	0.0253952	0.0229037	0.0316504	0.0200624	0.019238	0.0239315	0.0191309	0.0287097	0.031001	0.0353835	0.03267
bois	0.0456369	0.0369776	0.0216037	0.0225889	0.0320001	0.0334528	0.0286128	0.032427	0.0173442	0.0144889	0.011803	0.015174	0.0160739	0.02829	0.0313353	0.0252132	0.0385722	0.0309139	0.0289824	0.0252797	0.0214438	0.0252692	0.0180084	0.0325352	0.0310812	0.0247708	0.0433973	0.045642	0.0442173	0.040855	0.0396538	0.0448589	0.0315805	0.0199161
de	0.0545332	0.041251	0.0343472	0.0313776	0.0310701	0.0194366	0.0175793	0.0118399	0.0153462	0.0128386	0.0141616	0.0124069	0.00685352	0.00419289	0.00582559	0.0042122	0.00305634	0.00238834	0.00625347	0.00704676	0.00642514	0.00833945	0.0101612	0.00948637	0.011501	0.0170769	0.0214771	0.021229	0.0313166	0.0538575	0.0874601	0.122144	0.131466	0.132042
chauffe	0.0355678	0.0256426	0.0182035	0.0110046	0.0129951	0.00678048	0.00693417	0.00415113	0.00683447	0.00696292	0.0058727	0.00590197	0.00366207	0.00298607	0.00296399	0.00226082	0.00210251	0.00170389	0.0035851	0.00599648	0.00686317	0.00756127	0.00790874	0.00810714	0.0114972	0.0200565	0.035996	0.0379429	0.0467816	0.0885151	0.115838	0.120229	0.144942	0.175649
au	0.0715019	0.0361915	0.0225637	0.0165965	0.0103755	0.00565714	0.00600754	0.00458626	0.00730973	0.00916341	0.00631043	0.00620956	0.00215295	0.00198298	0.00174464	0.00106157	0.00100379	0.00110215	0.00224954	0.00631225	0.00691802	0.00752093	0.00642545	0.00812479	0.0116673	0.0320364	0.0501963	0.0636403	0.0720208	0.0928148	0.097498	0.102727	0.134774	0.0935528
champ	0.0225692	0.0156996	0.00929083	0.0078047	0.0069836	0.00465101	0.00383541	0.00240338	0.00333826	0.00453854	0.00314493	0.00366814	0.00208267	0.00485923	0.00417272	0.00187654	0.00225024	0.00159088	0.00207569	0.00541224	0.00646539	0.0082753	0.00791329	0.0140747	0.0177957	0.0318327	0.0841685	0.0948125	0.0884779	0.120141	0.102466	0.0943609	0.131083	0.085886
</S>	0.0920545	0.0372732	0.0133876	0.0111836	0.00773977	0.00367937	0.00339961	0.00231198	0.00400363	0.00468664	0.00358079	0.00331597	0.00159928	0.00172892	0.00178055	0.00103606	0.00222708	0.00347311	0.00433503	0.00758707	0.00899314	0.00880337	0.0122444	0.014314	0.027224	0.0475786	0.0518054	0.0654847	0.057005	0.0956722	0.0873862	0.0773967	0.176504	0.0592045
