 	a66	a87	a23	a87	a23	a87	a23	a40	a2	a40	a6	a36	a37	a96	a5	a6	a85	a6	a0	a93	a0	a11	a90	a79	a56	a62	a96	a53	a90	a79	a56	a96	a88	a38	a0	a24	a88	a98	a36	a2	a57	a87	a23	a87	</S>
les	0.0235935	0.0364155	0.0353343	0.0514993	0.0459986	0.0476673	0.0636661	0.0476163	0.0472858	0.0466842	0.0733119	0.0588362	0.052544	0.0267341	0.0340872	0.0250701	0.0181556	0.0135928	0.0118941	0.0110213	0.0153996	0.0101738	0.0107003	0.0101531	0.00690033	0.00571483	0.00846627	0.00754199	0.0103181	0.0155261	0.00935875	0.0174708	0.00935534	0.00859282	0.00725485	0.00854549	0.00611411	0.00668209	0.00722472	0.00408795	0.00564883	0.00733989	0.00696813	0.00779781	0.0156559
juges	0.00222578	0.00348683	0.00374379	0.0061556	0.0063753	0.0112387	0.0221074	0.0156226	0.0183894	0.0344363	0.066389	0.0574047	0.098498	0.0940119	0.161443	0.0838515	0.0640849	0.0552661	0.0413354	0.025176	0.0233078	0.0172714	0.00604513	0.00817039	0.00823401	0.0106846	0.00688308	0.00705097	0.00850294	0.00423833	0.00225671	0.00179046	0.00360641	0.00106448	0.00314537	0.00288395	0.00117372	0.00107955	0.00136115	0.00108818	0.00100688	0.0021052	0.00156617	0.00243043	0.00181087
lui	0.0321559	0.0233005	0.016281	0.0153141	0.0164758	0.0189925	0.0151483	0.0228019	0.0311837	0.0272701	0.0337767	0.0427414	0.0395804	0.0255094	0.0360506	0.0388424	0.0338091	0.0242452	0.0223284	0.0235987	0.0317569	0.0194376	0.0248539	0.028574	0.0356045	0.0343564	0.040928	0.0292013	0.0342883	0.0184954	0.00820609	0.00485223	0.00558905	0.00934908	0.00933985	0.0143344	0.0103727	0.00784445	0.00895105	0.00936226	0.0116707	0.0142908	0.0133142	0.0224523	0.0131684
ont	0.0392692	0.035963	0.011124	0.012664	0.0113805	0.0118678	0.0125168	0.0106428	0.00509734	0.00368652	0.00688747	0.00669905	0.0119428	0.0120421	0.0180641	0.0158715	0.0236451	0.0232517	0.0465707	0.060506	0.0796395	0.081758	0.0524486	0.0624278	0.0508245	0.0415779	0.0315763	0.0204691	0.0192026	0.0134642	0.00964251	0.0117243	0.0108091	0.0278992	0.0103053	0.0110412	0.00747887	0.00802162	0.00817898	0.00999327	0.0076202	0.00808176	0.00888031	0.00914069	0.0181015
donné	0.0274637	0.0191178	0.00973259	0.0121185	0.00856001	0.0118605	0.00859534	0.00817062	0.00860058	0.00368125	0.00821226	0.00572415	0.0136704	0.0111316	0.0215445	0.0170012	0.0221831	0.0252855	0.0362884	0.0357509	0.043317	0.0440967	0.0620555	0.0471645	0.047795	0.0432416	0.0307462	0.0315843	0.0341506	0.0359471	0.0264564	0.0359366	0.0353033	0.0297042	0.0134447	0.0106118	0.00817446	0.0120268	0.0127867	0.0124288	0.00971678	0.0113852	0.0133637	0.0155308	0.0183387
raison	0.0456865	0.0283637	0.0152781	0.0113273	0.00906355	0.00743751	0.00682732	0.00753505	0.00806997	0.00771384	0.0090404	0.0145231	0.0155929	0.00904889	0.00705743	0.00618532	0.00822616	0.00600939	0.00747729	0.00490335	0.0087792	0.0123531	0.015792	0.0237267	0.0212719	0.0287969	0.0154844	0.0136945	0.0124413	0.0110829	0.0105271	0.011778	0.00917643	0.0211788	0.0411439	0.0415081	0.0562137	0.0545569	0.0771667	0.0602636	0.0478186	0.0479655	0.0420509	0.0311304	0.0487314
dans	0.0568193	0.0294527	0.0199203	0.0190233	0.0143614	0.00937491	0.00672692	0.00649762	0.00616642	0.00490221	0.00541805	0.00501698	0.00220304	0.0016849	0.0023625	0.00247069	0.00605493	0.00232215	0.00493186	0.00553849	0.00835499	0.00829051	0.0171524	0.0295528	0.0364911	0.0530222	0.0290764	0.0249488	0.0134596	0.0181704	0.0271322	0.0260705	0.0254387	0.0534983	0.0282773	0.0477098	0.044195	0.0517987	0.058521	0.0335928	0.0275576	0.0336063	0.0302092	0.0299221	0.0327028
ce	0.062153	0.0337949	0.0141915	0.0109582	0.00834585	0.00522358	0.00475578	0.0054108	0.00728245	0.00861927	0.0072616	0.00679673	0.00173864	0.0011209	0.000955001	0.00141381	0.0017253	0.00113927	0.00142524	0.00190765	0.00283583	0.0022902	0.00756331	0.0141696	0.0230526	0.0152208	0.0162088	0.0166966	0.0172082	0.0251989	0.0171705	0.0217307	0.0203744	0.048988	0.0330338	0.0588761	0.0779495	0.0650582	0.0682072	0.0522523	0.051719	0.0399068	0.0420616	0.0409718	0.0350357
procès	0.0625916	0.0320027	0.0150648	0.0132815	0.0105902	0.0059327	0.00612345	0.00430096	0.00379527	0.00221961	0.00384627	0.00364008	0.000961334	0.000953483	0.00126988	0.00239669	0.00452479	0.00302391	0.00434607	0.00417416	0.0045582	0.00370849	0.00865951	0.0147305	0.0257205	0.0229594	0.0195336	0.0214624	0.0231364	0.0220613	0.0136683	0.0203499	0.0188855	0.0265659	0.0389377	0.0410455	0.0868023	0.0890653	0.0632472	0.0658235	0.050307	0.0382133	0.0411478	0.0239729	0.030398
</S>	0.0709733	0.047452	0.0355745	0.028311	0.0205038	0.00987106	0.0107372	0.00283778	0.00226568	0.00123989	0.00194146	0.00171288	0.00102536	0.00107278	0.00194866	0.00315321	0.00667455	0.00383759	0.0061215	0.00477581	0.00562359	0.00544642	0.0103436	0.0173871	0.0185045	0.015702	0.0149042	0.0153993	0.0172202	0.013158	0.00577568	0.00655965	0.0057898	0.0112671	0.0130568	0.0182505	0.0395186	0.0385206	0.0471219	0.0567999	0.0501456	0.0592316	0.077163	0.0546994	0.120381
