 	a84	a82	a10	a87	a23	a53	a20	a47	a36	a85	a47	a79	a7	a90	a15	a98	a47	a36	a26	a37	a61	a18	a96	a98	a85	a6	a85	a79	a37	a21	a85	a47	a36	a2	a84	a10	a97	a10	a99	a38	a9	a97	</S>
son	0.0124913	0.026585	0.0266525	0.0396381	0.0301583	0.0259936	0.0696076	0.0559034	0.0479901	0.0462769	0.0505126	0.0456062	0.0304211	0.0428746	0.0208791	0.0221451	0.0245377	0.0173185	0.0163068	0.0271939	0.014094	0.012419	0.0115474	0.00696353	0.00383299	0.00384945	0.00355071	0.00345646	0.00841047	0.00843273	0.00974459	0.0116608	0.0164646	0.0185552	0.0176226	0.016111	0.0168593	0.0114212	0.0202947	0.0178999	0.0174452	0.024756	0.0455156
père	0.00291572	0.00358589	0.00509636	0.00357897	0.00552305	0.010294	0.0141819	0.0374969	0.0456743	0.0584946	0.0875557	0.0307336	0.0571997	0.0297597	0.0411232	0.0341425	0.051277	0.0410224	0.0291042	0.0442624	0.0349777	0.0737786	0.047176	0.0375895	0.0304419	0.0524221	0.0278168	0.022833	0.00400291	0.00460738	0.00714265	0.006426	0.00475754	0.00216643	0.002757	0.00114888	0.00104968	0.000671218	0.00154782	0.0012032	0.00105639	0.000631831	0.000773275
et	0.0143662	0.0228631	0.0252801	0.0249843	0.0220715	0.0208947	0.0227647	0.0415116	0.0302781	0.0723012	0.0597691	0.0342039	0.0366971	0.0253281	0.0431708	0.0341779	0.0604667	0.0913808	0.0462508	0.0234438	0.0137975	0.0265067	0.0258248	0.015825	0.019646	0.0183554	0.012952	0.0102174	0.0105786	0.00789375	0.00804411	0.0087928	0.00691534	0.0084937	0.00671229	0.00175466	0.00290676	0.0056077	0.00734827	0.00863052	0.00585208	0.0105104	0.00462985
sa	0.0152206	0.0193048	0.0147068	0.0183233	0.0121046	0.0086206	0.0145644	0.0188577	0.0226507	0.0305665	0.029263	0.0258812	0.0184036	0.021003	0.0176413	0.0147168	0.0127449	0.00671246	0.00358745	0.00233965	0.00221451	0.00764257	0.0146306	0.0158356	0.01694	0.0351438	0.0186028	0.0532007	0.0318912	0.0210445	0.0147233	0.0110086	0.026417	0.0235362	0.040852	0.0547943	0.0337634	0.0416982	0.0283076	0.0309309	0.0502287	0.043838	0.0555421
mère	0.0267486	0.0207359	0.0315225	0.0249228	0.0262669	0.0329297	0.0357395	0.0348159	0.0254928	0.0176805	0.028565	0.016373	0.00310251	0.0218859	0.00313814	0.00903717	0.00917145	0.00684215	0.0064207	0.00527404	0.0118569	0.0116378	0.0203873	0.0189523	0.0804664	0.0490872	0.0327822	0.0579874	0.0277328	0.0313597	0.0250001	0.0264402	0.0256345	0.0155686	0.0191125	0.0231639	0.0133022	0.0181789	0.0177411	0.0155713	0.0259472	0.0291737	0.0162507
sont	0.00337913	0.0024441	0.00332477	0.00372194	0.00699375	0.00540548	0.00883984	0.00728962	0.00651877	0.00367116	0.00530134	0.00508734	0.00108646	0.00491453	0.00230529	0.00328211	0.00417746	0.00533101	0.00528931	0.00375956	0.00585557	0.00897002	0.0225479	0.0259129	0.0234104	0.032295	0.0336872	0.0478476	0.034864	0.0403784	0.0277273	0.0264282	0.0400747	0.0198724	0.0377432	0.0373025	0.0407786	0.0489233	0.0648374	0.0661552	0.073759	0.0839931	0.0645133
morts	0.0102423	0.00490097	0.00442373	0.00812143	0.0102211	0.0100172	0.0162829	0.0266691	0.0359172	0.0274842	0.0305434	0.0395456	0.00979344	0.0280462	0.0197829	0.0149936	0.00769266	0.0163011	0.0166338	0.00503317	0.00583479	0.0133556	0.0182999	0.0198909	0.0151925	0.0137077	0.0135279	0.0119798	0.0170995	0.0217679	0.0189883	0.023163	0.0296112	0.0220196	0.0285979	0.0262291	0.0334252	0.0468299	0.0501494	0.0400994	0.0387906	0.0589782	0.0898157
pendant	0.0344362	0.0142587	0.00900969	0.0138642	0.0146174	0.0185359	0.0133608	0.024522	0.0207985	0.0143374	0.0221399	0.0350961	0.00632167	0.00845185	0.0103497	0.0041999	0.000810024	0.00118222	0.00111422	0.000478084	0.00143038	0.00259406	0.00460617	0.0058906	0.00477207	0.00564586	0.00769596	0.00852378	0.0161244	0.0228764	0.0166878	0.0180754	0.0400893	0.0274558	0.0477919	0.0456923	0.0480667	0.0438929	0.0611915	0.0269528	0.0477941	0.0738942	0.154371
la	0.0251741	0.0323927	0.0294965	0.0253217	0.0186495	0.0217465	0.0236928	0.0244238	0.0209271	0.0180367	0.0177417	0.0189459	0.00861185	0.0131978	0.00803614	0.0104713	0.00236488	0.00253059	0.00249061	0.00443836	0.00475401	0.00571865	0.00916363	0.00955142	0.0161517	0.0194996	0.0294776	0.0274062	0.0351872	0.0311526	0.0364257	0.0369401	0.0468261	0.0340849	0.0440746	0.0451202	0.0315177	0.0545237	0.0353035	0.0192753	0.0303562	0.0345848	0.0342138
guerre	0.0107409	0.00732737	0.0116414	0.0120868	0.0100157	0.0176782	0.0260508	0.0180064	0.0251438	0.0112066	0.0113284	0.0117781	0.00314237	0.0153748	0.00488681	0.00751011	0.00461618	0.00371187	0.00516481	0.00892411	0.0119351	0.0102728	0.0151354	0.0176908	0.0168035	0.0248471	0.0320966	0.0340863	0.0467104	0.0416732	0.0586857	0.0734448	0.0589646	0.0463415	0.0381815	0.0408292	0.0291732	0.0407997	0.0310451	0.0230932	0.0306828	0.0231598	0.0280125
