 	a66	a87	a23	a99	a53	a93	a98	a79	a90	a15	a79	a90	a98	a92	a85	a47	a54	a47	a6	a36	a37	a79	a7	a26	a57	a87	a10	a87	a23	a9	</S>
prends	0.0336526	0.0472393	0.0534821	0.0708714	0.0580737	0.0593091	0.0570007	0.0625825	0.0423612	0.0323693	0.0356971	0.0216056	0.0504914	0.0229985	0.0144643	0.0122655	0.0169388	0.0187521	0.00970543	0.0114547	0.01493	0.00633708	0.0139326	0.0148922	0.0216579	0.0210259	0.0242824	0.0238795	0.028562	0.0249336	0.0742514
les	0.00900004	0.00895455	0.0101795	0.0163353	0.0153693	0.0192213	0.0164854	0.00937326	0.00925473	0.00752413	0.0136374	0.0243187	0.027894	0.036053	0.0644635	0.050246	0.0914746	0.0962325	0.138416	0.106076	0.0323059	0.0375419	0.0166608	0.016025	0.00802748	0.0106056	0.0195576	0.028676	0.0230712	0.0172363	0.0197832
feuilles	0.0653038	0.0259922	0.0226221	0.0263099	0.02032	0.0180871	0.0273707	0.0138239	0.00988204	0.0105053	0.0148441	0.0208452	0.0160313	0.0171621	0.0392894	0.0429112	0.0356317	0.0438915	0.017971	0.0209643	0.038063	0.0204545	0.0229488	0.0176391	0.0186818	0.0476307	0.10859	0.0714841	0.0517316	0.0496804	0.0433368
epororo	0.0674207	0.0370222	0.0190293	0.0470479	0.0377228	0.0193218	0.0308977	0.0264367	0.0188472	0.0515765	0.034514	0.0937265	0.0653406	0.0464739	0.0197882	0.0142469	0.0149324	0.0169622	0.0169864	0.0165712	0.0182989	0.0256864	0.0167913	0.018331	0.0153471	0.0250634	0.0370198	0.025941	0.0300918	0.0431871	0.0493769
pour	0.124248	0.0544549	0.0282955	0.0557776	0.0383466	0.0251008	0.0308599	0.0142558	0.0132681	0.0378974	0.0210846	0.0423448	0.0477662	0.017295	0.0107516	0.00883367	0.0125848	0.0143705	0.0198724	0.0144435	0.0236805	0.0397926	0.0404601	0.0191251	0.0252098	0.0287217	0.0273401	0.0263575	0.037609	0.0433541	0.0564983
nettoyer	0.045164	0.0133129	0.00860572	0.0109476	0.00536192	0.00442641	0.00806076	0.00777203	0.00544008	0.0096293	0.00805381	0.0247897	0.0252941	0.0133617	0.0072886	0.0120575	0.013939	0.0162498	0.0210115	0.0129842	0.0222373	0.0517471	0.0632935	0.0461098	0.0763559	0.149077	0.125448	0.0506459	0.0471189	0.0544543	0.0397611
les	0.0447017	0.0148471	0.0138193	0.016606	0.0100635	0.00704488	0.00953718	0.00572205	0.0050695	0.0120697	0.0110237	0.0183639	0.0179605	0.0108907	0.00843087	0.00786348	0.0120259	0.0137234	0.0234554	0.0158371	0.0191228	0.036007	0.0400897	0.0716923	0.0820286	0.12137	0.0865465	0.085148	0.0594186	0.0768382	0.0426825
fesses	0.0331777	0.00874872	0.0101384	0.0145005	0.0111259	0.00796488	0.0114003	0.00511558	0.00526074	0.00856716	0.00858023	0.0145304	0.0135958	0.00967225	0.00700879	0.0131869	0.0120163	0.0148605	0.023506	0.0158899	0.0267805	0.0465275	0.0484249	0.0435975	0.055462	0.169722	0.139242	0.0656916	0.0472763	0.0690856	0.0393432
de	0.0687759	0.0243063	0.0303875	0.0410024	0.0295385	0.0153193	0.0210778	0.0128864	0.00866012	0.0255284	0.0226527	0.0431964	0.0432695	0.0233806	0.0148299	0.0108436	0.0224568	0.0238578	0.0173105	0.0202706	0.0212866	0.0154974	0.0224038	0.0225655	0.0180702	0.0254075	0.0834414	0.0547656	0.0599387	0.0714006	0.0856719
l'	0.0575461	0.0328855	0.0358674	0.0481586	0.0393882	0.0281898	0.0382682	0.024491	0.0227669	0.0340494	0.0370826	0.0528738	0.0530544	0.0357968	0.0166202	0.01373	0.0198829	0.0160617	0.0133475	0.0115887	0.0169069	0.0162392	0.0252127	0.0327015	0.0327144	0.0433172	0.0513509	0.0284468	0.0272298	0.0325799	0.061651
enfant	0.03538	0.0430899	0.0492176	0.0515825	0.0400937	0.0277148	0.0300797	0.0382637	0.0316459	0.0312308	0.0256449	0.0360822	0.0598805	0.0415592	0.0199717	0.0114982	0.0193338	0.0128324	0.0145482	0.0151396	0.0150431	0.0166447	0.0223629	0.0234002	0.0139177	0.0229236	0.041155	0.0344144	0.0353074	0.0429364	0.0971056
</S>	0.0331419	0.00953996	0.00915862	0.0127265	0.00648135	0.00297532	0.00346972	0.00331131	0.00183296	0.00664451	0.00577207	0.0188382	0.0237813	0.00981032	0.00629898	0.00361272	0.0118476	0.0191699	0.0119072	0.0167439	0.0151474	0.0160102	0.0311105	0.0391346	0.0383421	0.0499075	0.155406	0.110975	0.107019	0.116421	0.103462
