 	a66	a87	a23	a87	a23	a30	a70	a96	a34	a90	a79	a56	a96	a94	a11	a75	a92	a56	a21	a92	a61	a12	a62	a61	a75	a85	a6	a98	a6	a61	a18	a53	a4	a58	a82	a10	a87	a23	a87	</S>
cette	0.03016	0.0400226	0.043968	0.034307	0.0574573	0.0543951	0.0409597	0.0618909	0.0261502	0.0313013	0.0341989	0.0238219	0.0186177	0.0166243	0.0175237	0.0122692	0.0100677	0.0106069	0.00736682	0.00795395	0.00667342	0.00937497	0.00744626	0.00637407	0.00756186	0.0142492	0.0227351	0.0303451	0.0281689	0.0354617	0.0329786	0.0256872	0.0243338	0.0225065	0.0165026	0.021244	0.0279391	0.0253352	0.0246424	0.0307768
femme	0.0050852	0.00681646	0.0139441	0.0141482	0.0250643	0.0177735	0.0320043	0.0335022	0.0291289	0.0308617	0.050357	0.0281659	0.0138124	0.0228109	0.0288086	0.0415185	0.0518003	0.0651869	0.0413681	0.0777668	0.0276751	0.0295735	0.0224244	0.0226826	0.0547261	0.0754511	0.0268795	0.019349	0.0149744	0.0133054	0.00560393	0.0121687	0.00741691	0.00283657	0.00289665	0.00624054	0.00474931	0.00561821	0.0084225	0.00708131
a	0.0232626	0.030116	0.0263957	0.0467097	0.0322222	0.041395	0.0573229	0.057732	0.0405586	0.0433658	0.0313881	0.0354699	0.0703288	0.0529455	0.0386531	0.0517944	0.0288679	0.0237472	0.0207998	0.0290528	0.0195694	0.0150955	0.0148539	0.0187983	0.0273233	0.0125703	0.0067115	0.00643562	0.00917016	0.00675736	0.0099264	0.0130121	0.00594191	0.00492905	0.00656633	0.00856535	0.00904403	0.00607333	0.012992	0.00353621
fait	0.0323502	0.022537	0.0114435	0.0143071	0.00904239	0.0109106	0.0154138	0.019516	0.0148298	0.0181322	0.0211839	0.0248093	0.0289085	0.018518	0.0228898	0.0292778	0.0224924	0.0199293	0.0170115	0.0164973	0.0245377	0.0208814	0.0321525	0.0231889	0.0316112	0.0268671	0.0310254	0.0260077	0.0297601	0.0275835	0.02784	0.0287822	0.0266515	0.029285	0.0365511	0.03397	0.0316354	0.045503	0.0305755	0.0455905
un	0.0319642	0.0291296	0.0238001	0.015112	0.0266733	0.0260062	0.0338594	0.0471554	0.050176	0.085549	0.0363529	0.062101	0.0564473	0.0564218	0.0411515	0.0259866	0.0254328	0.0184539	0.0116427	0.0114874	0.00984818	0.012891	0.0112088	0.00811923	0.0123394	0.0180918	0.0218416	0.0246519	0.0217398	0.0212485	0.0186282	0.0158334	0.0219795	0.012877	0.00590678	0.00788778	0.00637051	0.0153494	0.0049881	0.0132959
feu	0.0286265	0.0231393	0.0174541	0.012485	0.0216941	0.0235575	0.0229168	0.0207538	0.0249	0.0487287	0.0297918	0.0354526	0.050958	0.0484364	0.0440798	0.0447301	0.0522059	0.0289977	0.0258156	0.024097	0.0125556	0.0152488	0.011175	0.0107478	0.0164901	0.021937	0.0257453	0.0225344	0.0198182	0.0288167	0.0259586	0.0167798	0.0333048	0.0289958	0.0118412	0.0109131	0.0131133	0.0198398	0.00894605	0.016418
pour	0.0233322	0.0253764	0.0216995	0.0149781	0.0194578	0.0263198	0.0378169	0.053571	0.0534229	0.0662583	0.0374431	0.0617454	0.0418961	0.0354297	0.0180744	0.0105226	0.00899261	0.00642127	0.00317215	0.00429868	0.00293208	0.00390287	0.0036996	0.00359687	0.00644434	0.0125382	0.0197867	0.0239637	0.0262417	0.0284797	0.0329151	0.0294149	0.040891	0.0411652	0.0268471	0.0235862	0.0246936	0.0252902	0.0171541	0.0362277
préparer	0.02412	0.0212925	0.0199901	0.0197824	0.0203973	0.0249024	0.0216711	0.0282005	0.0342999	0.04608	0.0431527	0.039	0.0363563	0.0308222	0.0212245	0.0177021	0.0202027	0.0233147	0.013119	0.0169284	0.0151281	0.0233761	0.0236468	0.0321892	0.034832	0.022964	0.02761	0.0250537	0.0269721	0.0198051	0.0295123	0.0249172	0.0278783	0.0234962	0.0273601	0.0205224	0.0186048	0.0154461	0.0152963	0.0228302
le	0.0293633	0.0240146	0.017212	0.0178413	0.0126516	0.0144476	0.0157161	0.0215546	0.0228405	0.0277446	0.0385877	0.0283213	0.0234468	0.0167456	0.0128418	0.00977626	0.0086153	0.0113505	0.00772924	0.00945617	0.00886063	0.016334	0.0127542	0.0228647	0.0244796	0.0239502	0.0276755	0.0275597	0.0369921	0.0198534	0.0394035	0.040358	0.0364321	0.0278331	0.0599111	0.0348712	0.0362977	0.0326208	0.0425274	0.058164
manioc	0.0426841	0.0409906	0.0296524	0.0256491	0.0275855	0.0282196	0.0288562	0.0198708	0.0205425	0.0419464	0.0229548	0.0116339	0.0187859	0.0165903	0.0142221	0.0171315	0.0190177	0.0255006	0.0252479	0.0270581	0.0216422	0.0258526	0.0227335	0.0401541	0.0406881	0.032325	0.0205844	0.0194205	0.0167538	0.0165555	0.0210023	0.029551	0.0184448	0.0155411	0.0276346	0.0156732	0.0143245	0.0316977	0.0338179	0.0314634
</S>	0.0252734	0.0269549	0.0213172	0.0149577	0.0187336	0.02096	0.0149041	0.0137186	0.0153934	0.0219636	0.0199681	0.02096	0.0193679	0.0166962	0.0110122	0.00728353	0.00751073	0.00815222	0.00536624	0.00571544	0.00463854	0.00810352	0.00735633	0.0106269	0.0154747	0.0232908	0.0316571	0.0471475	0.0512947	0.0423349	0.058633	0.0581714	0.0552093	0.0392931	0.0442503	0.0309574	0.022134	0.0341448	0.0304936	0.068579
