 	a66	a87	a23	a87	a23	a53	a44	a79	a98	a41	a75	a56	a90	a98	a85	a47	a85	a92	a85	a47	a36	a90	a79	a44	a66	a57	a82	a99	a97	a87	a23	a87	a97	</S>
ta	0.033999	0.0550239	0.0479126	0.04153	0.0425525	0.0547954	0.0369763	0.0784008	0.0456252	0.0431313	0.0366886	0.0216215	0.0234569	0.0152814	0.0156798	0.0133218	0.0139089	0.00940277	0.00974446	0.00780973	0.0178645	0.016231	0.0166786	0.0179668	0.0177822	0.0252495	0.0372161	0.0266748	0.0271607	0.0299873	0.0265905	0.0240825	0.0238812	0.0457714
femme	0.00195655	0.00388607	0.00420347	0.00532569	0.00845276	0.0164831	0.028646	0.0569817	0.0674927	0.101801	0.0943472	0.0782711	0.112925	0.0859776	0.0692158	0.0587571	0.0550458	0.045474	0.0287291	0.0227682	0.0180477	0.00626398	0.00984268	0.00278428	0.00217079	0.0010409	0.000757248	0.00187654	0.0011304	0.001526	0.00143288	0.00148252	0.00204473	0.00285917
est	0.0255042	0.0187244	0.0343328	0.0320145	0.037092	0.0347791	0.037526	0.0263204	0.0765339	0.078548	0.0699035	0.0505253	0.050981	0.0615128	0.0549747	0.0550984	0.0377927	0.0252768	0.0225379	0.0139893	0.00931049	0.0104955	0.0050136	0.00462246	0.00324556	0.00380424	0.0043883	0.00626926	0.00733086	0.0117895	0.0146473	0.0235229	0.0287022	0.0228901
en	0.0093261	0.00364305	0.00285142	0.00541292	0.00448386	0.00487149	0.00551817	0.00303657	0.00618087	0.00919267	0.00646267	0.00912087	0.0171399	0.0247882	0.0332377	0.0474293	0.038346	0.061859	0.125225	0.113869	0.0587336	0.0566608	0.0518435	0.0704745	0.0509434	0.0320364	0.0360261	0.0246522	0.0202448	0.0204071	0.01465	0.00980554	0.00772961	0.0137977
train	0.0196885	0.0281362	0.0202301	0.0203168	0.0213037	0.0261734	0.0252739	0.0390222	0.0175779	0.0155026	0.0120758	0.0116124	0.0178054	0.0179323	0.0281072	0.0405828	0.0458804	0.0473087	0.0679372	0.0711617	0.0510646	0.0774426	0.0565562	0.0294531	0.043291	0.0270849	0.0314695	0.0166762	0.0121233	0.0150493	0.0141421	0.0114293	0.00992677	0.0106619
de	0.0190157	0.0177268	0.0204353	0.0138673	0.0138312	0.0170587	0.0167597	0.0146533	0.0196054	0.0238059	0.0375846	0.032579	0.0303016	0.0245868	0.016954	0.0115202	0.0114979	0.00611609	0.00676614	0.00473785	0.0177984	0.0170416	0.0149046	0.0167041	0.0142038	0.0172283	0.0266679	0.0233551	0.0677943	0.0727505	0.0918467	0.112815	0.061941	0.0855451
ligoter	0.0148919	0.0184223	0.014958	0.0198469	0.0193976	0.0271384	0.0261014	0.0532158	0.0453435	0.0609726	0.056302	0.0618512	0.0752247	0.0787208	0.0864576	0.0810216	0.0695249	0.0449967	0.034304	0.0222661	0.013188	0.00542021	0.00406699	0.00253834	0.00481425	0.00770689	0.00630133	0.00547331	0.00657697	0.00552267	0.00703803	0.00720643	0.00512919	0.0080594
des	0.0312151	0.0251692	0.0314548	0.0320451	0.0356221	0.0339988	0.0316683	0.0297219	0.0381182	0.0293995	0.0358425	0.0251533	0.0267055	0.0304879	0.0236535	0.0295387	0.0332256	0.017837	0.0180516	0.0153061	0.0125936	0.0137627	0.0135847	0.0107661	0.0191249	0.0248594	0.0233181	0.0322052	0.0350017	0.0400457	0.0430789	0.0464681	0.0306804	0.0802958
fagots	0.0561435	0.0282846	0.0187984	0.0223205	0.0190577	0.0212272	0.023832	0.0106399	0.0178344	0.012824	0.020448	0.0142423	0.01449	0.0259176	0.0172396	0.0135823	0.0172398	0.0102001	0.010193	0.00958032	0.0108049	0.0136681	0.0106306	0.00970428	0.0211204	0.0317202	0.0346999	0.061059	0.0603518	0.0631462	0.0764602	0.079875	0.072931	0.0697331
de	0.0275101	0.0304453	0.0324337	0.0269709	0.0230904	0.0227355	0.0147855	0.0236178	0.0320373	0.0221321	0.0404919	0.0225343	0.0203812	0.0215285	0.022306	0.0127253	0.0116534	0.00617232	0.00601989	0.0117174	0.0151614	0.0223511	0.0214095	0.0205197	0.0242781	0.0302462	0.0392006	0.0246572	0.0666996	0.0492908	0.0467766	0.0582764	0.0500466	0.0997976
bois	0.0297986	0.0246131	0.0174415	0.0191379	0.0150877	0.0154976	0.0123368	0.00645142	0.0136632	0.0108215	0.0228379	0.0161366	0.0145962	0.0269637	0.0228193	0.0162332	0.0179097	0.0137643	0.0161193	0.0161035	0.0222084	0.0315991	0.0261874	0.0336618	0.0518001	0.0464535	0.0452262	0.0271282	0.0496072	0.0444228	0.0474226	0.0554232	0.0551361	0.11539
</S>	0.0235619	0.0300489	0.0222176	0.0287215	0.0270498	0.0308118	0.0260904	0.018222	0.0311041	0.028977	0.0359894	0.0278948	0.024855	0.0222952	0.0141751	0.0128196	0.0161293	0.0126756	0.0122762	0.0152306	0.0146345	0.022831	0.0205454	0.0181801	0.0189277	0.0129883	0.0172892	0.011492	0.0258057	0.0233728	0.0343839	0.049202	0.0505313	0.218671
