 	a15	a66	a87	a99	a30	a53	a15	a79	a44	a11	a93	a96	a56	a75	a98	a79	a92	a44	a93	a44	a70	a93	a96	a34	a21	a47	a75	a6	a36	a26	a57	a87	a23	a87	</S>
la	0.0279465	0.0410982	0.0324125	0.0487177	0.0675403	0.0497075	0.098245	0.064092	0.0443494	0.0294616	0.0182778	0.0166113	0.0123826	0.013034	0.0110635	0.0126053	0.0104529	0.0096934	0.0219787	0.00900579	0.00877471	0.00980454	0.00435637	0.00587558	0.0093011	0.0153926	0.0197693	0.0294622	0.0397613	0.0307451	0.0364267	0.0324846	0.0432718	0.0258681	0.0500298
maman	0.00735243	0.020881	0.025226	0.0266602	0.0245289	0.0297581	0.0268244	0.0224215	0.0369565	0.0194831	0.0372955	0.0219844	0.0115831	0.0398419	0.0958544	0.0931992	0.103343	0.0831892	0.0739364	0.0498624	0.0541103	0.0282856	0.0226244	0.0140734	0.00813194	0.0066621	0.00718482	0.00304435	0.00112239	0.00102964	0.000760878	0.000564726	0.000583818	0.000758105	0.00088169
est	0.0524317	0.0611214	0.0431684	0.0454944	0.0402032	0.0116507	0.0148761	0.00877625	0.0093705	0.00784052	0.0178739	0.0161572	0.0336552	0.0828936	0.0847829	0.096371	0.0970631	0.0495946	0.0247351	0.0178125	0.029333	0.0196583	0.0175933	0.0113568	0.0155009	0.0180625	0.0208278	0.0122816	0.00580171	0.00615854	0.00535571	0.004274	0.00616229	0.00722487	0.00453649
dépassée	0.00574169	0.00853023	0.0108089	0.0106247	0.0114631	0.02206	0.017638	0.0218825	0.0223566	0.0450378	0.0544471	0.0467066	0.041106	0.14301	0.0644688	0.0942503	0.108848	0.0568966	0.0234573	0.0335287	0.0218608	0.0218819	0.0125862	0.00829004	0.00476708	0.00934617	0.0127125	0.00925742	0.00577661	0.00810337	0.00770765	0.00813123	0.00633772	0.010283	0.0100952
par	0.0644819	0.0482747	0.0366549	0.0439677	0.0340275	0.0243123	0.0273862	0.0280315	0.022355	0.0333417	0.0300643	0.0287951	0.04341	0.0502312	0.034783	0.0346955	0.0428686	0.0497091	0.0347107	0.0380001	0.0232182	0.0200388	0.0221673	0.0208575	0.0145123	0.0119444	0.0141068	0.0134601	0.00777328	0.015627	0.0159102	0.0129085	0.0107956	0.0161352	0.0304439
le	0.0298012	0.0136406	0.00803974	0.00645092	0.00556301	0.00768597	0.00907741	0.0121169	0.0105505	0.0200289	0.0239327	0.0254883	0.035467	0.0246452	0.0231717	0.0207964	0.0225236	0.0212527	0.0410375	0.0217328	0.0186569	0.0375156	0.0213233	0.0225121	0.0229393	0.0322626	0.0522676	0.0632719	0.046067	0.0352754	0.0599039	0.0441389	0.0488695	0.0356964	0.0762968
mauvais	0.0218219	0.0101257	0.00574075	0.00634215	0.00761193	0.0101383	0.0122299	0.0142265	0.0138394	0.0161602	0.0267751	0.023593	0.027907	0.0446426	0.0393457	0.0223037	0.0311853	0.0189038	0.0181563	0.00802045	0.0140982	0.0223435	0.0270156	0.0272353	0.025731	0.0350706	0.0487643	0.0622037	0.0584701	0.0352784	0.0457414	0.0634929	0.0581184	0.0374508	0.0599163
caractère	0.0244573	0.0105892	0.00650594	0.00618604	0.0091853	0.014409	0.014173	0.0148292	0.0169865	0.0214519	0.0290888	0.0337178	0.0519772	0.0673429	0.0432292	0.0223728	0.0332722	0.0210961	0.0188596	0.0101856	0.018662	0.0284672	0.0300643	0.0303273	0.0349634	0.0353088	0.0403448	0.0406995	0.0447839	0.024568	0.0310456	0.0468088	0.0398026	0.0251851	0.059053
de	0.0392314	0.0234802	0.0160123	0.0106499	0.0084611	0.0112114	0.0130897	0.0163023	0.0149238	0.0284072	0.0411233	0.0431438	0.0661196	0.0527545	0.0427841	0.0383562	0.0307625	0.0182886	0.0140667	0.00791652	0.007803	0.0157059	0.00470349	0.00304685	0.00476282	0.00887112	0.0181019	0.0234576	0.0417581	0.0292136	0.0455997	0.0430499	0.0634451	0.0378539	0.115542
cet	0.0357076	0.0183424	0.0141984	0.0101121	0.00691002	0.00920753	0.0101145	0.0119165	0.00974783	0.0250823	0.0248431	0.033033	0.0511856	0.0341915	0.0354326	0.0361096	0.0279234	0.0250937	0.0251261	0.0114107	0.011501	0.0178042	0.00762227	0.00602949	0.0105707	0.013231	0.0265179	0.0320815	0.0452798	0.0373315	0.0563284	0.049844	0.0554101	0.0516974	0.123062
enfant-là	0.0464445	0.0385168	0.0300826	0.0303774	0.023383	0.0264963	0.0255947	0.0241735	0.0263808	0.0421753	0.0193845	0.024523	0.0284782	0.0283036	0.0276789	0.027751	0.0295067	0.0248189	0.021155	0.0124679	0.0140579	0.0172763	0.0105749	0.00704827	0.00827109	0.00665607	0.0152654	0.0226994	0.0251351	0.0216486	0.0746314	0.0455994	0.0517835	0.0458028	0.0758571
</S>	0.0412178	0.0369504	0.0344176	0.0319612	0.0212976	0.0605441	0.0483035	0.0428884	0.0688477	0.0644744	0.0365085	0.0295606	0.0303085	0.0320824	0.0291074	0.0317375	0.0314783	0.0309795	0.0282468	0.0100646	0.0102548	0.015855	0.00763281	0.00492265	0.00519997	0.00418406	0.00614082	0.0174387	0.0228449	0.0118267	0.0187488	0.0185544	0.0176348	0.0135817	0.0842033
