 	a87	a30	a70	a99	a34	a75	a21	a75	a34	a56	a34	a83	a18	a38	a93	a75	a92	a34	a70	a98	a47	a85	a47	a26	a57	a87	a10	a87	a23	a10	a87	</S>
cet	0.0484368	0.0495039	0.0313033	0.0296945	0.0194816	0.0171615	0.0161912	0.0101621	0.0110929	0.0105056	0.0085314	0.0091154	0.0103885	0.0104	0.00616716	0.00825663	0.0109742	0.0144218	0.0273001	0.0239929	0.0490447	0.0367977	0.0287891	0.0421678	0.0520362	0.0309809	0.0596307	0.0522809	0.0531986	0.064742	0.0559653	0.101285
assesseur	0.00823632	0.0120209	0.00577125	0.00863544	0.0132795	0.0136116	0.0296186	0.0409886	0.0261496	0.0296923	0.0186241	0.0245585	0.0195227	0.0372323	0.0317399	0.0790999	0.180866	0.0889473	0.0603367	0.0636353	0.108841	0.0469032	0.0104029	0.0121167	0.00581444	0.0026186	0.00204309	0.00208824	0.00291518	0.00395857	0.00717366	0.00255763
a	0.0419829	0.0647015	0.102443	0.0818795	0.064246	0.0597519	0.0529256	0.0546085	0.0444037	0.0420907	0.0215663	0.0190158	0.0195152	0.0128771	0.00726936	0.00688791	0.00677155	0.0113451	0.0159791	0.0159742	0.0133678	0.0159022	0.0152757	0.0212699	0.016476	0.0244256	0.0192061	0.0199527	0.0210098	0.0176055	0.0478632	0.0214109
le	0.0424244	0.0313999	0.0266536	0.0135485	0.00924999	0.0087427	0.00728197	0.0106327	0.0117102	0.0162501	0.0186579	0.0231098	0.0467707	0.0487032	0.0201808	0.0240044	0.0232393	0.0168855	0.0174734	0.020933	0.0263385	0.0441833	0.043864	0.0562489	0.0425787	0.0529163	0.0404725	0.0409658	0.0426526	0.0415038	0.0635766	0.0668468
pouvoir	0.0700347	0.074952	0.0596142	0.043371	0.0335683	0.027412	0.0203349	0.0213527	0.0305131	0.0417831	0.0460174	0.0631133	0.0630634	0.0674412	0.0368974	0.0428192	0.0411663	0.0248583	0.0140591	0.0130813	0.00998062	0.0158863	0.0147777	0.0110057	0.00915986	0.00808999	0.0170784	0.015874	0.0161257	0.0197528	0.0104448	0.0163711
mystique	0.0213649	0.0205521	0.015348	0.0149247	0.0146138	0.0151869	0.0101775	0.00665829	0.00787545	0.00477363	0.00433707	0.00435308	0.0096201	0.00736193	0.00392959	0.0125488	0.0255302	0.03589	0.0271012	0.0266294	0.0256627	0.0571508	0.0737622	0.0659534	0.0832295	0.0510788	0.071068	0.0586526	0.071246	0.0568168	0.0492225	0.04738
de	0.0357493	0.0329127	0.0227926	0.0234457	0.0229701	0.0197209	0.0209152	0.014996	0.0114663	0.00980484	0.00771656	0.0119844	0.0130252	0.0110883	0.00251842	0.0036089	0.00446885	0.00711685	0.0147201	0.0224109	0.0408105	0.0460527	0.0631875	0.0636337	0.067228	0.0630044	0.0609	0.0489645	0.0510824	0.0487113	0.0463876	0.0866056
retenir	0.0658161	0.0603676	0.0385619	0.0502773	0.045117	0.0425873	0.0408586	0.0477098	0.0528218	0.0504357	0.0433699	0.0437719	0.0372962	0.042812	0.024807	0.0374053	0.0290496	0.035649	0.0258595	0.0132308	0.0110029	0.0168301	0.0118077	0.0120405	0.0102555	0.0109721	0.0130305	0.0125562	0.0148714	0.0131224	0.0162374	0.0294686
les	0.021733	0.0152281	0.00723203	0.00714999	0.00668953	0.00849792	0.00754492	0.00643319	0.0056023	0.0132305	0.0142528	0.0168748	0.0112381	0.0125859	0.00775024	0.00719887	0.00547233	0.00900321	0.0202035	0.0185554	0.0280898	0.0360635	0.0855416	0.075456	0.0900054	0.0913332	0.0878669	0.0657417	0.0614084	0.0518092	0.0417585	0.0624495
faits	0.0373177	0.0149341	0.00832562	0.00829755	0.00904103	0.00683868	0.00704534	0.00598817	0.00573786	0.00846692	0.0146475	0.0126266	0.00853213	0.00973193	0.00836455	0.0124547	0.014238	0.0253978	0.0247259	0.0199466	0.0263134	0.0431101	0.0323559	0.0698279	0.0410934	0.0373658	0.0719746	0.0800775	0.104364	0.0693075	0.0950418	0.0665095
</S>	0.0165774	0.00688312	0.00633939	0.0058702	0.00663773	0.00377435	0.00303506	0.0028607	0.00223851	0.00227253	0.00216164	0.00265563	0.00291686	0.00239711	0.00169138	0.00208899	0.00332245	0.007153	0.00941393	0.0125126	0.0186494	0.0307566	0.0621843	0.0600522	0.06724	0.0707785	0.104765	0.0784787	0.0992044	0.0901607	0.077988	0.136939
