 	a23	a30	a4	a13	a75	a96	a75	a44	a76	a56	a61	a88	a9	a75	a41	a43	a11	a0	a31	a32	a9	a76	a56	a96	a24	a66	a75	a47	a56	a75	a85	a61	a41	a6	a37	a66	a26	a57	a87	a23	a87	</S>
le	0.040024	0.081582	0.0697167	0.080023	0.039447	0.0440598	0.0199686	0.0163975	0.01628	0.0185253	0.0124944	0.0151625	0.0134422	0.0139147	0.0134903	0.0115266	0.00884421	0.0102547	0.00833759	0.00952795	0.00757299	0.00989282	0.00940982	0.00863386	0.00996559	0.00802306	0.00607726	0.00358758	0.00321294	0.00436511	0.00520099	0.00680824	0.0146409	0.0285295	0.0217781	0.0287338	0.0410548	0.0426794	0.0425585	0.04996	0.0473716	0.0569237
chasseur	0.00149806	0.00492773	0.00815056	0.0175904	0.0353465	0.0423264	0.0368545	0.0302569	0.0182909	0.0179214	0.0321228	0.0217953	0.0280263	0.0303621	0.0352715	0.050714	0.0577019	0.0371134	0.0634227	0.0498616	0.048733	0.0508911	0.0571548	0.0316757	0.0402319	0.023355	0.0124689	0.0141889	0.01812	0.0215948	0.0172007	0.00928344	0.00799857	0.00524116	0.00295959	0.00257884	0.00250907	0.00392313	0.00209925	0.00250577	0.00461242	0.00111889
a	0.00804128	0.0139956	0.0308906	0.0529647	0.0710321	0.0810755	0.0821891	0.050259	0.0429274	0.0249735	0.0222757	0.00953511	0.0250859	0.0266822	0.018079	0.0287458	0.0534804	0.0201795	0.0189984	0.026135	0.0283764	0.0182511	0.0192666	0.0165272	0.0348847	0.0093423	0.0196721	0.0160595	0.0199021	0.0160775	0.0163056	0.0084466	0.00964315	0.00889553	0.00613557	0.00479601	0.00661208	0.0084552	0.00640545	0.00656185	0.0105991	0.00123796
flétri	0.00637317	0.00380233	0.00367774	0.00805655	0.0152432	0.0511801	0.0350041	0.0738348	0.0276164	0.0166979	0.0711383	0.0247534	0.0213894	0.0394002	0.0421169	0.0501185	0.105261	0.031773	0.0357161	0.0394748	0.0473192	0.0421481	0.0292934	0.0293062	0.0255234	0.0227224	0.00604102	0.0140669	0.0213138	0.0100785	0.00375144	0.00477984	0.00439481	0.00848758	0.00419139	0.00331128	0.00467285	0.00361627	0.00409084	0.00297841	0.0029174	0.00236703
des	0.0373328	0.0311677	0.0339939	0.0268367	0.0337966	0.0191084	0.0324522	0.0268923	0.030248	0.0270057	0.0185204	0.0221264	0.0163866	0.0187993	0.0149905	0.00999458	0.0102974	0.0090401	0.0123518	0.010692	0.00698545	0.0159398	0.00860786	0.0126127	0.0111892	0.00760676	0.00327465	0.00376197	0.00433523	0.00550618	0.00794012	0.0151808	0.0245594	0.0476053	0.0368588	0.0251052	0.0276398	0.0298777	0.0251937	0.0540302	0.044684	0.139472
feuilles	0.0610056	0.0204737	0.0210948	0.0189346	0.0194479	0.01954	0.0249281	0.0183286	0.0231486	0.0173023	0.0195048	0.02562	0.0260492	0.0218371	0.0251596	0.0231632	0.0186458	0.0141562	0.0244719	0.020789	0.0186428	0.0298804	0.0264313	0.0318143	0.0299673	0.0218038	0.00539778	0.00463476	0.00369167	0.0106304	0.0169499	0.01512	0.0216251	0.0281471	0.0296152	0.0314353	0.030911	0.0330561	0.0305913	0.0421634	0.0335765	0.0403134
du	0.0306345	0.0212293	0.0280215	0.0467585	0.0560935	0.0334404	0.0320649	0.0220062	0.0144231	0.016059	0.0205434	0.00988178	0.0126273	0.0200533	0.0109245	0.0144169	0.0086812	0.0103586	0.00867303	0.0100716	0.00912442	0.0095575	0.00800439	0.00952009	0.00906212	0.00449519	0.00215237	0.0021575	0.00131715	0.00129123	0.00254975	0.00435421	0.010273	0.0263868	0.0183397	0.0290278	0.0534886	0.0477689	0.0546297	0.0840308	0.0641285	0.121378
bananier	0.0979806	0.0476184	0.0450069	0.0387132	0.0471805	0.0881005	0.0427001	0.055121	0.0260123	0.0358181	0.0232319	0.024111	0.0160826	0.0531951	0.0303506	0.0240479	0.0219859	0.014726	0.00819023	0.0130146	0.00853541	0.0137409	0.00376063	0.00949865	0.00899844	0.00190292	0.00138824	0.00132302	0.00118831	0.00143232	0.00395176	0.00573987	0.00463248	0.0199613	0.0101187	0.0206139	0.0188854	0.0225451	0.0208398	0.0282662	0.0211558	0.0183335
pour	0.0211289	0.0128751	0.0179577	0.0114942	0.0135887	0.0246915	0.0107415	0.0124535	0.011492	0.0168536	0.0187772	0.0142725	0.013192	0.0380635	0.0346476	0.0265243	0.0322494	0.0267281	0.0208984	0.0245061	0.0233384	0.0340468	0.015128	0.0264015	0.0167342	0.00551392	0.00253594	0.00389425	0.00229262	0.00266748	0.00746143	0.00940179	0.00918102	0.068571	0.0328911	0.0482329	0.0530776	0.0566046	0.0527383	0.0415034	0.0364753	0.0481726
emballer	0.0213039	0.0128307	0.0211951	0.0222945	0.0272041	0.0153728	0.0161274	0.00921098	0.0104304	0.00921163	0.00823426	0.0071357	0.00738261	0.00740968	0.00617016	0.00649252	0.00489193	0.00397403	0.00466116	0.00408217	0.00449338	0.00552982	0.00482623	0.0058875	0.00443306	0.00257026	0.00147416	0.00159071	0.00169789	0.00193906	0.00642823	0.00826806	0.0282646	0.0418451	0.0531161	0.0529024	0.0770325	0.077663	0.0914689	0.0755643	0.0751649	0.152224
la	0.0110349	0.0116866	0.0105617	0.00836209	0.0143034	0.0120754	0.0148564	0.010603	0.00962093	0.01031	0.00872851	0.00968059	0.0111679	0.0114364	0.00757543	0.0111454	0.00614485	0.0030122	0.00829456	0.00505143	0.00511091	0.00677275	0.00596953	0.0079435	0.00663229	0.00331459	0.00115991	0.00126285	0.00125539	0.00269883	0.00515765	0.00598168	0.0146953	0.0430671	0.033985	0.047602	0.079724	0.0742571	0.0989391	0.0872995	0.0871034	0.184416
viande	0.0195996	0.0143098	0.0163704	0.0220245	0.0323714	0.0182134	0.0245486	0.0101495	0.0151846	0.00941082	0.00812547	0.0123042	0.012951	0.0111046	0.0110813	0.0104883	0.00661463	0.00429721	0.00913632	0.00647577	0.00709424	0.00934324	0.00801099	0.0114774	0.0107465	0.0050788	0.00197676	0.00221974	0.0015738	0.00383737	0.0134763	0.0139049	0.0212374	0.0448354	0.0412746	0.0480095	0.066531	0.0674737	0.0804066	0.0741992	0.0773934	0.115138
</S>	0.0278868	0.0191966	0.0326462	0.0305215	0.0320738	0.0114667	0.0149875	0.00780533	0.00863361	0.00792931	0.00518598	0.00393956	0.00508218	0.00357317	0.00248337	0.00283913	0.00219394	0.00259905	0.00277297	0.00272391	0.00264727	0.00371304	0.00471106	0.00449625	0.00432268	0.00370755	0.00283113	0.00316774	0.00356999	0.00519665	0.00923255	0.016248	0.0355634	0.0423405	0.044792	0.052682	0.0624445	0.069345	0.075111	0.0895945	0.0845634	0.153179
