 	a66	a87	a23	a99	a50	a62	a88	a94	a93	a70	a50	a96	a88	a0	a11	a54	a47	a36	a0	a11	a54	a7	a54	a6	a36	a37	a26	a36	a26	a71	a9	a87	a23	a87	</S>
j'	0.0546743	0.0906278	0.0855812	0.0859404	0.0652086	0.0596119	0.0293486	0.0182377	0.010244	0.00679271	0.00925896	0.00618486	0.0117576	0.0112721	0.00950189	0.00666256	0.00918413	0.00694028	0.0139025	0.0172487	0.0132558	0.01975	0.0227194	0.0333514	0.0245386	0.0192459	0.019956	0.0237666	0.0343404	0.0278772	0.020896	0.0385213	0.022616	0.0304197	0.0405648
ai	0.0353901	0.0281811	0.0335094	0.0229281	0.00959028	0.0142256	0.0136636	0.0128388	0.020868	0.0243036	0.028803	0.036416	0.0439587	0.0489843	0.0388643	0.0402655	0.03619	0.0560897	0.0575029	0.0581875	0.0674323	0.0483051	0.025653	0.0286709	0.0224945	0.0201494	0.0155871	0.0104094	0.0114257	0.0192029	0.0157937	0.0116005	0.013159	0.0146257	0.0147303
obtenu	0.0256314	0.0159289	0.00933854	0.0080222	0.0109289	0.0105755	0.00811946	0.00912171	0.0075502	0.0102317	0.0110554	0.0167119	0.0202556	0.0323599	0.0209205	0.0183945	0.0141405	0.0472221	0.0322222	0.0323633	0.0322682	0.0258638	0.0205232	0.0401569	0.0668521	0.0660974	0.0588882	0.0438888	0.0409923	0.0549892	0.0452434	0.0389013	0.0265768	0.0510897	0.0265745
le	0.0393567	0.0273783	0.0250686	0.0257108	0.0281397	0.0188869	0.0174785	0.022689	0.0163671	0.0237239	0.0244501	0.0203202	0.0324098	0.043733	0.0532196	0.0521798	0.0543993	0.0396412	0.0213822	0.0464583	0.0582592	0.03029	0.0370002	0.0337072	0.0215501	0.0191824	0.0203582	0.0223776	0.0160986	0.0196043	0.0214056	0.0118965	0.0149172	0.0116266	0.0287335
pardon	0.0268588	0.0272832	0.018478	0.0353427	0.0480714	0.0314015	0.0172437	0.0334518	0.0239321	0.03217	0.0277866	0.0277327	0.035931	0.0376509	0.0477495	0.0471146	0.0330819	0.0447899	0.0247975	0.0369016	0.0456408	0.0507668	0.0601967	0.0282636	0.0278907	0.0191736	0.0158584	0.0200114	0.0147643	0.0128291	0.00818566	0.0092724	0.00811024	0.00832697	0.0129401
de	0.0730894	0.0571892	0.0374028	0.0341111	0.0344809	0.0396501	0.0205004	0.017561	0.010129	0.0048144	0.00600689	0.006125	0.0113065	0.0158134	0.0187409	0.018872	0.0182008	0.0177141	0.0105896	0.0191264	0.0176465	0.0217287	0.0279462	0.0200372	0.0321593	0.0433025	0.0570927	0.0523549	0.0675981	0.0342122	0.034662	0.0348214	0.0258939	0.0252846	0.0338361
mes	0.0959616	0.0699413	0.0379376	0.0250686	0.0301801	0.0293051	0.0200703	0.020428	0.0216388	0.00987378	0.0123787	0.0101847	0.0143473	0.0157705	0.0148554	0.0187516	0.0189025	0.0197055	0.0143529	0.0174413	0.020486	0.0150605	0.0141798	0.0160185	0.0241912	0.0320144	0.0491687	0.0387186	0.0770703	0.0366422	0.0446027	0.0422548	0.0243633	0.0238331	0.0243005
péchés	0.14506	0.0789564	0.0303644	0.0456249	0.0413211	0.0618704	0.045047	0.0407471	0.0261616	0.0107583	0.00771854	0.00798129	0.00565385	0.00560418	0.00618122	0.00526233	0.00507491	0.00805137	0.00807702	0.0185475	0.0163498	0.0177766	0.0129597	0.0142764	0.0132013	0.0132973	0.0227193	0.0199329	0.0332097	0.0346385	0.0402396	0.0469512	0.0386171	0.0468075	0.0249598
auprès	0.172347	0.0800929	0.0286351	0.0500029	0.0406345	0.0620437	0.046237	0.0341792	0.0197177	0.00883883	0.00534689	0.00691043	0.00422958	0.0046471	0.00534108	0.00464833	0.00451002	0.00687505	0.00746894	0.0193628	0.0154539	0.0185844	0.0109502	0.00857373	0.00951314	0.010575	0.0159527	0.0155682	0.0263934	0.0253263	0.040495	0.0471219	0.0368274	0.0630725	0.043523
de	0.0890095	0.0426196	0.017231	0.0233516	0.021937	0.0294505	0.0260798	0.0227996	0.00952033	0.00613759	0.0038201	0.00402563	0.00408056	0.00498161	0.00586033	0.00387944	0.00329973	0.00420082	0.00477833	0.00690398	0.0083388	0.01078	0.0103502	0.0162782	0.0278745	0.0446389	0.0681399	0.0613322	0.0602908	0.0804105	0.0523555	0.0545145	0.0652413	0.0680086	0.037479
dieu	0.0619269	0.0327552	0.0251163	0.0321711	0.0206113	0.0247966	0.030579	0.0245918	0.0113529	0.0134325	0.0100912	0.00948933	0.0140714	0.0189269	0.0262762	0.0231214	0.0200669	0.0247194	0.0209465	0.0306682	0.0234242	0.0295592	0.0237411	0.0215463	0.0304898	0.0346405	0.0376795	0.0422758	0.0527407	0.0481901	0.031516	0.0395817	0.036381	0.0458219	0.026701
</S>	0.0091067	0.004864	0.00437426	0.00843316	0.00296112	0.00482877	0.00389726	0.00419488	0.00295723	0.00544151	0.00634055	0.00627722	0.00630287	0.00522456	0.0052226	0.00556213	0.00538018	0.00700105	0.013301	0.006117	0.00801304	0.0103532	0.0110725	0.0356354	0.0448546	0.0479731	0.0617021	0.0631078	0.101612	0.100141	0.0689504	0.105323	0.098739	0.0555378	0.0691967
