 	a87	a23	a93	a62	a12	a98	a5	a75	a85	a21	a18	a24	a31	a47	a88	a61	a75	a90	a25	a37	a11	a75	a5	a96	a88	a47	a88	a9	a87	a23	a87	</S>
la	0.140936	0.11682	0.0363058	0.0535002	0.110634	0.0495675	0.0334982	0.0178655	0.019188	0.0154188	0.0118632	0.0088233	0.00763485	0.00646968	0.00652585	0.00584559	0.00635017	0.00693969	0.00813881	0.00980571	0.0156026	0.0166872	0.0256468	0.0166548	0.0222272	0.0198724	0.0240756	0.0445137	0.0308006	0.0314188	0.0243257	0.0560432
femme	0.00617308	0.0360864	0.0383839	0.0458941	0.0516742	0.108584	0.0729853	0.0666015	0.0621322	0.0364874	0.0315869	0.0703564	0.0421525	0.0382223	0.0412103	0.0571177	0.0541035	0.0535859	0.0308803	0.0127836	0.00811139	0.00285331	0.000724802	0.00132783	0.0015876	0.00207892	0.00221132	0.00165708	0.00462615	0.0027321	0.0118695	0.003218
a	0.00629203	0.0119547	0.0519638	0.0622355	0.0574	0.101765	0.0437076	0.0441766	0.0526096	0.0310865	0.0651124	0.052168	0.0810855	0.0599366	0.0611884	0.051021	0.0559253	0.0317178	0.0144088	0.0157403	0.00884857	0.00292325	0.00273375	0.000891746	0.000907596	0.00214319	0.00310251	0.00270061	0.0056554	0.00248525	0.0135997	0.00251354
vait	0.05045	0.0251435	0.0239453	0.0100201	0.00480747	0.00835621	0.0170826	0.0603939	0.0782893	0.0982082	0.0953097	0.0869966	0.058752	0.0356195	0.0362264	0.0437427	0.0320396	0.0345065	0.0242285	0.0159046	0.0180941	0.00929441	0.00956931	0.00770543	0.015576	0.012522	0.0133439	0.0135815	0.0187703	0.0151328	0.0137255	0.0126621
porté	0.0666723	0.0565242	0.0383722	0.0274422	0.0328898	0.0246378	0.0455576	0.0523033	0.049097	0.0753733	0.0395082	0.037911	0.0214394	0.0163164	0.0126882	0.0202219	0.0172079	0.0213597	0.0242543	0.0437288	0.0341206	0.0303272	0.0441419	0.0277817	0.0312965	0.0177756	0.0208599	0.0215993	0.0137278	0.0117889	0.00851767	0.0145574
son	0.0586169	0.0469514	0.0679254	0.0399954	0.0252897	0.022574	0.0289913	0.043813	0.03622	0.0324925	0.0247725	0.0311524	0.0167931	0.0162458	0.00948774	0.00968346	0.0088554	0.0109765	0.0146334	0.0331198	0.0369122	0.033498	0.0450093	0.0246922	0.0353032	0.0244266	0.0216325	0.0476786	0.0450257	0.0450415	0.0284831	0.0337075
pagne	0.0247241	0.0134699	0.0192411	0.0131762	0.0094019	0.0118675	0.0184078	0.0266692	0.0294738	0.0366221	0.0423556	0.0794661	0.0527414	0.0352084	0.0281643	0.0217529	0.0317874	0.024598	0.0254947	0.035059	0.0324767	0.0328741	0.0381676	0.0361292	0.0378209	0.0292068	0.053564	0.0351196	0.0399553	0.0331024	0.034524	0.017378
autour	0.0582622	0.0415785	0.0304535	0.0262336	0.0227901	0.0388562	0.0405837	0.0412971	0.0343479	0.0275105	0.0263386	0.0341444	0.0410849	0.0274543	0.0469896	0.0418467	0.0424666	0.0345899	0.0203861	0.0189015	0.0118303	0.0190818	0.0287647	0.0224403	0.0336661	0.0186337	0.0268225	0.0334252	0.0253389	0.0245648	0.0274816	0.0318342
de	0.0634007	0.0612944	0.0565682	0.0271469	0.0174254	0.0212493	0.0216391	0.0174287	0.0141033	0.0109094	0.0104467	0.0141692	0.0132809	0.00817119	0.00898744	0.00766072	0.00980072	0.00945281	0.00923896	0.0231237	0.0277604	0.0396372	0.0557125	0.0444759	0.0431579	0.0460419	0.0382822	0.0436159	0.0487265	0.0506102	0.0577824	0.0786995
la	0.0757781	0.0607953	0.0564058	0.0182004	0.0112288	0.0112415	0.0156157	0.0161542	0.0177977	0.0186493	0.0158067	0.0172504	0.016012	0.0148873	0.0108825	0.0112077	0.0121005	0.0123231	0.0131202	0.0134095	0.0129568	0.0244019	0.0373607	0.0494291	0.0403631	0.0570724	0.0422996	0.0407887	0.0468564	0.0632406	0.0618062	0.0845576
poitrine	0.0418138	0.041745	0.0346366	0.0195067	0.0128798	0.0181782	0.0201891	0.0386464	0.0341599	0.0303594	0.0213556	0.0285801	0.0222192	0.0162234	0.0198367	0.0168113	0.0221639	0.0209395	0.0176944	0.0190936	0.0186444	0.0229204	0.0242359	0.0357271	0.037733	0.05284	0.0402531	0.0433983	0.0628968	0.0479197	0.0509778	0.065421
lorsqu'	0.0389178	0.0327552	0.0251636	0.0330822	0.0413759	0.034109	0.0253729	0.0233759	0.0200069	0.0153331	0.00950476	0.00868737	0.00606521	0.00420433	0.00353436	0.00345203	0.00297971	0.00422915	0.00596617	0.0147388	0.0197477	0.0288885	0.036625	0.0321716	0.0493313	0.0361956	0.0352981	0.0547026	0.045007	0.0797568	0.0816842	0.147737
elle	0.0647152	0.0462781	0.0594315	0.0383994	0.0270573	0.0393173	0.0435119	0.0709248	0.0607242	0.0426217	0.0368061	0.0409499	0.030182	0.0179021	0.0168317	0.0161411	0.0143604	0.0229006	0.018912	0.0308802	0.018649	0.0204276	0.0152363	0.0122084	0.0198577	0.0167767	0.0165341	0.0215431	0.0224584	0.0280955	0.0301592	0.0392065
était	0.0633612	0.0447988	0.0466467	0.0364735	0.0238624	0.0326053	0.0287942	0.0371123	0.0248745	0.0185849	0.0135465	0.0181193	0.0133026	0.0098544	0.010658	0.00948611	0.0111232	0.0185913	0.0262225	0.0507959	0.0379158	0.0439986	0.0327228	0.0236531	0.0395495	0.0349711	0.0323181	0.0449796	0.0402616	0.0407224	0.0387281	0.0513657
dans	0.0753837	0.0587381	0.0519854	0.0505668	0.0342906	0.0384624	0.037915	0.0321353	0.0209694	0.0147598	0.00842352	0.0146572	0.0116001	0.0119942	0.0161524	0.0128459	0.018621	0.0215388	0.0273133	0.0296455	0.0301718	0.0389711	0.0340213	0.0278649	0.0319485	0.031329	0.0260405	0.0314059	0.0296781	0.0384253	0.0355428	0.0566023
la	0.0548427	0.0611614	0.0649415	0.0678768	0.0488603	0.0261236	0.0086656	0.00415407	0.00283299	0.00217496	0.00206954	0.00267419	0.00415636	0.00460857	0.00943222	0.00734684	0.00981801	0.0116738	0.0183042	0.0230134	0.0215667	0.0322491	0.054239	0.0620201	0.0478335	0.0527092	0.0489484	0.0568498	0.0499681	0.0421941	0.0388016	0.0578897
maison	0.0540982	0.0419053	0.0409358	0.0378081	0.0282422	0.0266634	0.0245806	0.0257966	0.0157558	0.0114493	0.00638238	0.0107426	0.0133435	0.0123268	0.0208906	0.0159761	0.0196265	0.0216318	0.0222246	0.0261941	0.0271506	0.0507345	0.0465999	0.0384324	0.0324232	0.0409678	0.0295151	0.0401177	0.0383773	0.0527019	0.0566333	0.069772
</S>	0.0304235	0.0385411	0.0367773	0.0412204	0.0252745	0.0170207	0.0162453	0.0150025	0.0105463	0.00910968	0.00516682	0.00873879	0.00915611	0.00884092	0.0150652	0.0115074	0.0140639	0.0145753	0.0207676	0.0345537	0.0357138	0.0606743	0.0749977	0.0753171	0.0535935	0.055451	0.0493576	0.0462628	0.0478298	0.0347927	0.0453044	0.0381083
