 	a66	a87	a23	a99	a18	a75	a6	a92	a37	a75	a92	a75	a21	a85	a47	a7	a79	a44	a90	a15	a79	a56	a21	a47	a62	a47	a96	a98	a85	a6	a36	a18	a66	a82	a3	a87	</S>
dieu	0.0353962	0.0373313	0.0338169	0.0456415	0.0435596	0.037818	0.0754743	0.0847341	0.0892935	0.0646203	0.0646681	0.0223318	0.02181	0.0220207	0.0145967	0.0336775	0.0143135	0.0101342	0.0146596	0.0113724	0.0111787	0.0145021	0.00844316	0.014029	0.00891974	0.0190485	0.00653539	0.0071661	0.00338057	0.0125414	0.0106326	0.014517	0.00868814	0.0201771	0.0139586	0.00633802	0.0426737
est	0.0216374	0.0138123	0.0194779	0.013592	0.0135359	0.0111999	0.0159697	0.023803	0.0183819	0.0300197	0.0308454	0.019363	0.0225786	0.0294002	0.0360236	0.043264	0.0413579	0.0497159	0.0331621	0.0306493	0.0333873	0.0249862	0.0265125	0.0154561	0.042325	0.0100931	0.0257305	0.02242	0.02253	0.0305393	0.0353535	0.0286702	0.0303898	0.0327953	0.0379348	0.031582	0.0315046
le	0.0505239	0.022408	0.0224449	0.0154815	0.0306184	0.018986	0.0192538	0.023079	0.0207685	0.0232312	0.0307466	0.0288498	0.0294685	0.0211492	0.0403752	0.036168	0.0390741	0.0456937	0.0385713	0.0375182	0.0291882	0.0388056	0.0267212	0.0421374	0.0186256	0.0327601	0.0228783	0.0151125	0.00774999	0.0128626	0.0184272	0.0208923	0.0120057	0.0211318	0.0154215	0.024644	0.0462262
créateur	0.0339447	0.0218758	0.0102807	0.00885878	0.0310706	0.0290182	0.0198963	0.0221698	0.0217519	0.025781	0.0259003	0.0288011	0.0461784	0.0298857	0.065948	0.0406103	0.0275735	0.038469	0.0379056	0.0319527	0.0161119	0.0113786	0.0233346	0.0211533	0.0268497	0.0248886	0.0217714	0.0213778	0.0349744	0.0279288	0.0285485	0.0254036	0.0272409	0.0224355	0.0329585	0.0213546	0.0144171
de	0.0534281	0.0345199	0.0243548	0.0169878	0.0198149	0.0152118	0.0139673	0.010208	0.00941583	0.00876108	0.0116253	0.0124887	0.0176544	0.0140007	0.0306795	0.0188803	0.023603	0.018271	0.0169597	0.0209576	0.0154848	0.0118171	0.0142437	0.0138537	0.0173821	0.0203519	0.0193047	0.0231402	0.0316886	0.0704557	0.0453492	0.0481663	0.0377311	0.0616177	0.0747938	0.0415802	0.0612493
ces	0.0940353	0.083356	0.0503951	0.0318239	0.0370105	0.0309195	0.0330547	0.0232633	0.0191463	0.0186751	0.0168763	0.0108686	0.0151066	0.0185875	0.0288067	0.0352502	0.0733297	0.0293582	0.0102956	0.0241685	0.0245495	0.0238791	0.0110124	0.0110436	0.00906539	0.00534591	0.00610449	0.00595894	0.00715109	0.0249937	0.0182506	0.0223081	0.0160003	0.0384145	0.0360613	0.023839	0.0316946
étoiles	0.100028	0.0549123	0.0257323	0.0160796	0.0170917	0.0127729	0.0145291	0.0133389	0.0125629	0.0193955	0.0252197	0.0230668	0.0329033	0.0314047	0.0392992	0.0428242	0.0197564	0.012073	0.00734601	0.0154284	0.0167041	0.0227957	0.0106957	0.0113381	0.0149103	0.00724927	0.0269911	0.0181916	0.0163815	0.0426205	0.0417189	0.050646	0.0381475	0.0641803	0.0464711	0.0234307	0.0117624
qui	0.0771877	0.0386253	0.0233239	0.0146735	0.0130371	0.00872652	0.0115659	0.0126456	0.0106486	0.0201934	0.0283725	0.0197891	0.0311973	0.0431216	0.0557227	0.0683427	0.0564067	0.029859	0.0165013	0.0385804	0.0372353	0.0394389	0.0179191	0.0202949	0.0232888	0.00685708	0.0131208	0.010033	0.00678074	0.0275243	0.0246028	0.0273117	0.0149294	0.0426092	0.0240197	0.0258784	0.019635
luisent	0.0865283	0.0292933	0.0216141	0.00920842	0.0123605	0.00806943	0.00720628	0.00778413	0.0070688	0.00732451	0.00940536	0.00644588	0.00810816	0.0145296	0.0159956	0.0232162	0.0308874	0.0165674	0.0115486	0.0292676	0.0244864	0.0395555	0.0155688	0.0204837	0.0292115	0.0145236	0.0247795	0.0207394	0.0156101	0.0392681	0.0649298	0.053258	0.0401024	0.0446296	0.0451418	0.072745	0.0725372
</S>	0.071902	0.03811	0.0224541	0.0157008	0.019893	0.0120767	0.012446	0.013289	0.0104701	0.0126905	0.0179556	0.0124652	0.0139047	0.0218607	0.0216772	0.0242522	0.0221479	0.0229182	0.0163691	0.0353573	0.0313528	0.0346912	0.0222492	0.0337407	0.0344922	0.033592	0.0346774	0.0326066	0.0119949	0.0221806	0.0384072	0.0380349	0.0303114	0.0224442	0.0217677	0.0483456	0.0711711
