 	a66	a87	a23	a87	a85	a87	a23	a83	a90	a92	a41	a21	a98	a92	a21	a5	a21	a56	a94	a56	a34	a43	a0	a47	a62	a75	a98	a92	a0	a56	a93	a4	a57	a82	a87	a23	a99	a97	</S>
la	0.0414019	0.0488449	0.0481298	0.0478079	0.0238058	0.025235	0.0354277	0.0467113	0.11827	0.0612893	0.0402709	0.0376145	0.0522905	0.0208261	0.0278416	0.0163667	0.0129121	0.0138204	0.0129009	0.010839	0.00882212	0.00783051	0.00895203	0.00752172	0.0140733	0.00717781	0.0102438	0.0179383	0.0205881	0.0148632	0.0122925	0.0119965	0.01178	0.0150906	0.0109582	0.014465	0.0142538	0.0115978	0.0369483
lie	0.00199773	0.00422594	0.00655148	0.00929482	0.0222246	0.0457525	0.054266	0.132744	0.100102	0.0773607	0.0809136	0.0899482	0.0574713	0.0606937	0.0500272	0.0367994	0.0303995	0.0221246	0.0227114	0.0245488	0.0208392	0.00900557	0.009287	0.00568809	0.00359251	0.0037832	0.00210007	0.00233262	0.00162755	0.000805265	0.00135208	0.000682167	0.000959167	0.000367117	0.000879731	0.000879234	0.00182058	0.00267555	0.00116562
du	0.0283407	0.0803896	0.0359512	0.0177804	0.0218837	0.0398413	0.0420897	0.100911	0.0664223	0.0373063	0.106135	0.060256	0.0614965	0.0556459	0.0520887	0.0373435	0.0217544	0.0128535	0.0116893	0.00919022	0.0101848	0.0069877	0.0096589	0.00801345	0.00640194	0.00513546	0.00294496	0.00350592	0.0028401	0.00159024	0.00263034	0.00358197	0.00219663	0.00394438	0.00575897	0.00208212	0.00452896	0.0178135	0.000830696
vin	0.0165491	0.0374241	0.0195437	0.0155099	0.0229488	0.0342271	0.0240211	0.032265	0.0212929	0.0129174	0.042963	0.0374306	0.022615	0.0526729	0.0654327	0.0703499	0.0784622	0.0499135	0.0497317	0.044701	0.0430993	0.0325659	0.0288932	0.0269856	0.0146137	0.0232756	0.0217377	0.00646465	0.00428244	0.00118134	0.00186153	0.00154003	0.00311146	0.00308729	0.00858174	0.00657675	0.00510769	0.0133569	0.00270529
de	0.0671171	0.0708326	0.0499269	0.0333956	0.0159036	0.0221386	0.0276714	0.038952	0.03448	0.0319131	0.0633193	0.0252083	0.0334525	0.0474712	0.0386443	0.033086	0.021122	0.0230552	0.0259388	0.0178852	0.0100449	0.0116789	0.00815313	0.0115823	0.00697555	0.00913408	0.00861768	0.00607593	0.0051419	0.0075602	0.00741191	0.0109683	0.0107393	0.0203458	0.0161341	0.022443	0.0227877	0.0307686	0.0519229
palme	0.0654884	0.027957	0.0255234	0.0127074	0.00539869	0.00652729	0.0082221	0.00913101	0.0129656	0.0166407	0.0196262	0.0119702	0.0129097	0.0128825	0.00774542	0.012011	0.0137085	0.0129415	0.0119372	0.0116187	0.00979464	0.0184036	0.01796	0.0230571	0.0194234	0.0248514	0.0196905	0.0181901	0.0202689	0.0257843	0.0283297	0.0396249	0.039717	0.0623131	0.0402208	0.0568532	0.0635998	0.0637295	0.0902756
est	0.0321232	0.0219796	0.0224045	0.0203193	0.0146492	0.0155508	0.0170746	0.0177549	0.023301	0.0187947	0.0225705	0.0206734	0.0166093	0.0271782	0.0218802	0.0471969	0.0334656	0.0322043	0.0237406	0.026417	0.0195217	0.0139714	0.014839	0.0130667	0.00873653	0.0114624	0.00892243	0.00774412	0.0117514	0.0154202	0.0242299	0.027273	0.040831	0.0557969	0.0471989	0.0429739	0.0406285	0.0778915	0.0418526
restée	0.0165812	0.0121181	0.0102801	0.00788282	0.00875674	0.00767532	0.0081502	0.00580207	0.00747977	0.00829833	0.00706893	0.00848039	0.00721856	0.00815488	0.00523726	0.0120918	0.0101941	0.0112451	0.00903781	0.0104453	0.011733	0.0123987	0.0113811	0.0107531	0.00764667	0.00890433	0.0107437	0.0198705	0.0222957	0.0506149	0.0384225	0.0797188	0.0573131	0.116994	0.100942	0.0961963	0.0685864	0.0555123	0.0377732
dans	0.023888	0.0178703	0.0159733	0.0156736	0.0172145	0.023448	0.0346079	0.0242957	0.0411677	0.0256023	0.0122361	0.0138683	0.010157	0.0144692	0.0124949	0.014133	0.0104216	0.0256541	0.0236499	0.0226635	0.0220242	0.0237051	0.0253649	0.023868	0.0210255	0.0161427	0.0183118	0.0274653	0.0346809	0.0508637	0.0650035	0.0623095	0.0317503	0.0437286	0.0301888	0.0250606	0.025875	0.0335247	0.019618
le	0.0173177	0.00879562	0.00805197	0.0056291	0.0035813	0.00517394	0.00970636	0.00984273	0.0152699	0.0206796	0.0219179	0.0198804	0.0206907	0.0119817	0.00934333	0.00525589	0.00365885	0.0051295	0.00510706	0.00374184	0.00275602	0.00425714	0.00605862	0.00785734	0.0118237	0.00710033	0.0108127	0.0208757	0.0356773	0.056193	0.0577058	0.0772769	0.0630481	0.064227	0.0605663	0.0840179	0.06986	0.0624749	0.086656
