 	a15	a66	a87	a23	a18	a53	a76	a94	a98	a47	a37	a43	a24	a21	a85	a5	a12	a18	a43	a90	a98	a92	a21	a24	a31	a21	a41	a12	a96	a93	a34	a93	a96	a70	a71	a9	a87	a23	a87	</S>
le	0.0275696	0.0198022	0.0249294	0.0375021	0.0377456	0.0681103	0.0516253	0.0314353	0.021882	0.0144009	0.0209201	0.0231953	0.0284396	0.0264719	0.0188104	0.0166439	0.0122036	0.0122864	0.0205689	0.0176464	0.0225001	0.0409938	0.0231204	0.0230616	0.0386635	0.0340248	0.0354867	0.0257083	0.0224645	0.0267365	0.0213695	0.0163751	0.0173352	0.0127387	0.0165343	0.0161286	0.012341	0.0174999	0.0104793	0.034249
py	0.00324101	0.00672245	0.0190157	0.0421408	0.101598	0.0874924	0.131823	0.05152	0.0768251	0.0710418	0.0531889	0.0281592	0.0286105	0.0253082	0.0264107	0.0247788	0.0206416	0.0186301	0.0240819	0.0343073	0.0244593	0.0193763	0.0250183	0.0198517	0.00464987	0.00488945	0.00907357	0.00152817	0.00114681	0.00129926	0.000716456	0.000786109	0.000713566	0.000698033	0.000651469	0.00134636	0.00179594	0.00105013	0.00208696	0.00332489
thon	0.0319193	0.0337888	0.0401692	0.0543776	0.0489569	0.0675123	0.0515773	0.0427246	0.0451179	0.0400269	0.0465492	0.039893	0.0440493	0.0287157	0.0462059	0.0392166	0.0509182	0.0458013	0.0391111	0.0233581	0.0233855	0.0219089	0.0145232	0.0119651	0.00425208	0.00482619	0.00313031	0.00179818	0.00178245	0.00303958	0.00307413	0.00397477	0.00241817	0.00222062	0.00448818	0.00279928	0.0046984	0.00613104	0.0100216	0.00957309
s'	0.02245	0.0230193	0.0218347	0.0303572	0.0221598	0.0229769	0.0143008	0.015935	0.0149022	0.0258606	0.0211217	0.0325683	0.0322748	0.0382388	0.0264035	0.0376529	0.0443575	0.0665486	0.0411805	0.0421429	0.0363105	0.0428615	0.0251631	0.0344242	0.0317882	0.0198672	0.009884	0.00940507	0.0120484	0.00650971	0.0115512	0.0145828	0.0122914	0.0171878	0.0180035	0.0162217	0.0182752	0.0254791	0.0250328	0.0168269
est	0.0160864	0.00908989	0.005073	0.00500569	0.00518445	0.00665999	0.0143356	0.0295416	0.0265737	0.0247002	0.0356928	0.0330075	0.0398212	0.0588833	0.0461722	0.052581	0.0453347	0.0577376	0.0648627	0.0609305	0.0403849	0.0601325	0.0335293	0.029902	0.024261	0.0141569	0.00735308	0.0152746	0.0146904	0.0120604	0.00909651	0.00626383	0.00726387	0.00569741	0.00863285	0.0113461	0.0118673	0.0149102	0.0194184	0.0164845
enroulé	0.0119331	0.00838123	0.00537441	0.00399293	0.00663881	0.0072462	0.0175015	0.0369251	0.0299056	0.0444162	0.0580151	0.072932	0.0793403	0.0891427	0.0597478	0.0593409	0.0358353	0.0429532	0.0293013	0.0300169	0.0217541	0.0290844	0.0171825	0.0176238	0.0140139	0.0191561	0.0135245	0.0167117	0.0138356	0.00921085	0.0106866	0.00504741	0.00704484	0.00607153	0.00772087	0.0119182	0.0111289	0.0118122	0.0144814	0.0130503
autour	0.0142941	0.011106	0.00965457	0.0120483	0.0144706	0.0136456	0.0137905	0.0350996	0.0420179	0.0677238	0.117065	0.129902	0.0877663	0.060287	0.0393083	0.0305271	0.0237335	0.0263999	0.0119244	0.0157832	0.0116772	0.00978412	0.0131783	0.00898779	0.00997863	0.0154578	0.0162363	0.0163106	0.0145442	0.017317	0.0130009	0.00806472	0.00770692	0.0058183	0.00678897	0.0101491	0.00957783	0.009331	0.0101524	0.0093909
de	0.019357	0.016385	0.0107273	0.00625159	0.00636869	0.0109626	0.0140815	0.0276766	0.0165508	0.0183303	0.0383744	0.0520578	0.0575686	0.0548326	0.0473233	0.0524234	0.0444206	0.0411851	0.0492991	0.0374353	0.0344289	0.0311698	0.0304466	0.015942	0.0185839	0.0215242	0.0121735	0.0262004	0.0165219	0.0181476	0.00919513	0.0127612	0.0117041	0.0111219	0.0119067	0.0185751	0.0198237	0.0147146	0.0236884	0.0197585
l'	0.0339675	0.0295432	0.0186527	0.00752932	0.00706338	0.00920104	0.00787022	0.0120786	0.0223531	0.0218174	0.0175668	0.0218488	0.0222758	0.0266881	0.0193061	0.0237359	0.0270895	0.0303281	0.0387791	0.0258602	0.0286543	0.0257348	0.0230076	0.0168992	0.0190907	0.0199103	0.015418	0.0225869	0.0253213	0.0216747	0.0193585	0.0135547	0.0212568	0.0294179	0.0412219	0.0438022	0.0413172	0.0455192	0.0465168	0.056182
arbre	0.0328448	0.0292754	0.0227711	0.0214172	0.0243958	0.0314565	0.0181475	0.0199912	0.0281192	0.0401042	0.0284024	0.029343	0.0291691	0.0322394	0.0227028	0.0260522	0.0251905	0.0280631	0.0245831	0.0294239	0.0251101	0.0181998	0.0294706	0.0124678	0.0161878	0.0135477	0.0112812	0.0171279	0.0246687	0.0131005	0.0169866	0.0184345	0.0207022	0.018695	0.0213361	0.0267163	0.0306297	0.0322099	0.0486849	0.0407503
