 	a66	a87	a97	a79	a54	a79	a0	a54	a79	a44	a93	a4	a70	a93	a4	a93	a70	a61	a43	a11	a94	a4	a93	a44	a12	a96	a5	a18	a4	a57	a3	a97	a87	a97	a87	a97	</S>
l'	0.0436013	0.0704259	0.0553727	0.0446418	0.0475318	0.0429333	0.0229556	0.0196504	0.0145019	0.030355	0.0248841	0.0327735	0.021186	0.0153741	0.0147191	0.0119403	0.0124723	0.00983428	0.0057677	0.00502498	0.00527628	0.00695442	0.00918853	0.013958	0.0203146	0.0298989	0.0292647	0.0350606	0.0493471	0.0458314	0.0447055	0.029787	0.0310311	0.0248977	0.03141	0.0177952	0.029333
activité	0.00383805	0.00416363	0.00422137	0.0107776	0.00903645	0.0341746	0.0358027	0.0881698	0.0567906	0.081893	0.0631535	0.0972338	0.0801436	0.0935586	0.0713582	0.0530929	0.0494692	0.0194046	0.0263399	0.0109244	0.00962883	0.0153276	0.0113507	0.00441833	0.00581189	0.00551721	0.00513263	0.00415459	0.00694778	0.0057601	0.00505843	0.00363613	0.00317491	0.00483963	0.00429349	0.00507086	0.00633045
commerciale	0.0229057	0.0407515	0.0460007	0.0300459	0.0308546	0.0313679	0.0200977	0.0660846	0.0425534	0.093141	0.12204	0.11132	0.11664	0.053426	0.0378006	0.0147686	0.0170839	0.00626698	0.0121765	0.0134181	0.0106441	0.00779289	0.00430976	0.00211564	0.00259419	0.00370807	0.0051049	0.00489884	0.00670603	0.00423021	0.0021113	0.0034386	0.00279953	0.00361097	0.00191531	0.0032671	0.00200912
de	0.132533	0.141091	0.150404	0.0744591	0.0683039	0.0206915	0.0187407	0.0201799	0.0109187	0.0077821	0.00592979	0.00521719	0.00635379	0.00606772	0.00849826	0.00427071	0.00417566	0.00684815	0.0117004	0.0135074	0.00749609	0.00636074	0.00396427	0.00208856	0.00136947	0.0013923	0.00214713	0.00280631	0.00492508	0.00590472	0.00621138	0.0123617	0.0209676	0.0416383	0.0168688	0.0933049	0.0525203
ma	0.138291	0.0706968	0.0437898	0.020068	0.0329997	0.0385899	0.066265	0.0655397	0.0586154	0.0336861	0.017449	0.022816	0.0287969	0.0191131	0.0277575	0.0168881	0.012775	0.0097804	0.0137876	0.0122657	0.014443	0.00721192	0.00354721	0.00472655	0.00512336	0.00784621	0.013655	0.0151725	0.0115138	0.0124498	0.00987533	0.0211422	0.0151867	0.0253067	0.0137959	0.0350197	0.0340132
femme	0.0251598	0.0276008	0.0269114	0.0266281	0.0336597	0.0372986	0.0294152	0.067557	0.0791581	0.0378688	0.032348	0.0232002	0.0323839	0.0303913	0.0653333	0.0300976	0.0356539	0.037111	0.041043	0.0240286	0.0169499	0.0134883	0.0110617	0.00595699	0.00470244	0.00693502	0.00732716	0.00438036	0.00927178	0.00881856	0.0112352	0.00969933	0.0161007	0.0269925	0.0215853	0.0376284	0.0450179
s'	0.0344413	0.0310175	0.0354097	0.0540111	0.0369351	0.0322916	0.0222765	0.0549965	0.0396883	0.0153141	0.0193522	0.0199205	0.0319528	0.0357546	0.0569491	0.0476457	0.0614068	0.072428	0.0546772	0.0337845	0.0193597	0.0163383	0.0101275	0.00537234	0.00564221	0.00473209	0.0036858	0.00360677	0.00867094	0.0066808	0.00898264	0.00621456	0.0100372	0.0209148	0.017731	0.0271558	0.0344941
est	0.020992	0.0234707	0.024595	0.0401244	0.0403874	0.0372896	0.0348814	0.0781091	0.0636909	0.0479895	0.0434762	0.0597011	0.0635567	0.0652395	0.0969143	0.0396433	0.0321807	0.0274056	0.018858	0.0145565	0.00844901	0.0112294	0.00491343	0.002516	0.00482663	0.00440314	0.00441291	0.00240284	0.00335795	0.00260559	0.00330732	0.00424457	0.00399246	0.0101878	0.00795985	0.0199913	0.0281378
extrêmement	0.0180557	0.0150875	0.021313	0.0367117	0.0190448	0.0195858	0.0130238	0.0281669	0.0233874	0.0352103	0.0341199	0.0331791	0.0226958	0.022772	0.0328512	0.014958	0.0181017	0.0193698	0.0455803	0.0393593	0.0267499	0.0317905	0.0207075	0.0129533	0.0154322	0.0157959	0.0247197	0.0187273	0.0265745	0.0228792	0.0233076	0.0168033	0.0445566	0.0393115	0.0409324	0.0393491	0.0668352
épanouie	0.0428892	0.04231	0.0506118	0.0694122	0.0560111	0.0488983	0.0274209	0.0448934	0.0245523	0.0379977	0.0495194	0.0374053	0.0293197	0.0254633	0.0199845	0.0121872	0.013945	0.010002	0.0205034	0.023562	0.0204788	0.0167972	0.00890699	0.00526715	0.00801485	0.00913749	0.0134923	0.0114439	0.0149721	0.0145654	0.0133795	0.0118748	0.0287291	0.0295384	0.0311755	0.0290967	0.046241
</S>	0.0294442	0.0255646	0.0252864	0.0314248	0.0277094	0.0300816	0.0355515	0.0450143	0.0318727	0.0203422	0.0136316	0.0169818	0.0151761	0.0149697	0.0178348	0.0116692	0.0101944	0.0113888	0.0167568	0.015763	0.0138804	0.0135954	0.0154258	0.0126944	0.0199235	0.0221873	0.0350457	0.0282995	0.0292056	0.0300733	0.0213004	0.0265529	0.0495643	0.0453679	0.0426417	0.0664342	0.0811498
