 	a40	a30	a35	a11	a75	a41	a24	a25	a10	a75	a14	a35	a61	a41	a14	a35	a41	a90	a9	a38	a57	a44	a35	a98	a73	a76	a73	a94	a32	a75	a14	a44	a57	a97	a30	a93	a4	a13	a9	a87	</S>
on	0.0732664	0.121283	0.0802581	0.0775571	0.0396955	0.0215245	0.0190374	0.0125527	0.0149712	0.0136489	0.0169064	0.0159598	0.014518	0.0171952	0.0175099	0.0221417	0.0183063	0.00856604	0.0106409	0.0180371	0.015971	0.0194537	0.0116529	0.00887037	0.00886107	0.00847514	0.0121263	0.00959707	0.0303969	0.0068952	0.0113404	0.0125683	0.0114368	0.0153526	0.0307064	0.0329814	0.0182557	0.0181626	0.0309865	0.0239872	0.0283468
a	0.00894591	0.0089488	0.0218731	0.0186652	0.0229418	0.0452139	0.0353273	0.0429387	0.0312436	0.0265473	0.0335626	0.0234218	0.0244467	0.036323	0.0278219	0.0435833	0.0324929	0.0470777	0.0419825	0.0544385	0.0389334	0.0459105	0.0141588	0.0155197	0.0130595	0.0105496	0.0127309	0.0151712	0.0139431	0.0151794	0.0201006	0.0148502	0.0100314	0.017141	0.00905135	0.00834637	0.0136763	0.0275996	0.016438	0.0198386	0.0199739
annoncé	0.0277457	0.00740592	0.00757314	0.00804098	0.0136561	0.0193744	0.0224079	0.0219966	0.0167198	0.0129602	0.0107631	0.0105767	0.0101565	0.01371	0.0103866	0.0123053	0.0117874	0.0163231	0.0102275	0.00791552	0.00513346	0.00705574	0.00429027	0.00400069	0.00427066	0.00373547	0.00414837	0.0048227	0.0062575	0.00649561	0.010974	0.025347	0.0294764	0.0514787	0.0567591	0.0642541	0.0829662	0.10127	0.0712702	0.0837583	0.100203
la	0.0449916	0.0383474	0.0564082	0.0343594	0.0377805	0.0516593	0.0529262	0.0527605	0.0393765	0.0306771	0.0355516	0.0180013	0.0195985	0.0165593	0.00985922	0.00988402	0.0117995	0.0101483	0.0145226	0.012888	0.0160905	0.0121292	0.0259548	0.026891	0.0216959	0.0303412	0.0289042	0.057171	0.0222443	0.0290177	0.0201928	0.0187056	0.00943889	0.0124815	0.00845863	0.00853525	0.00772465	0.00892949	0.00804621	0.00912846	0.0198199
nouvelle	0.0496165	0.023008	0.0260854	0.0160662	0.0366785	0.0293475	0.047321	0.103623	0.0521595	0.049625	0.0454306	0.0402995	0.0369257	0.0482731	0.0579732	0.0287862	0.0384354	0.0251218	0.0301882	0.0311226	0.0263371	0.0251598	0.0205756	0.0148431	0.0117895	0.0119587	0.018643	0.0102644	0.0080171	0.00371358	0.00213991	0.00226858	0.00168852	0.00284126	0.002138	0.00205039	0.0023311	0.00374531	0.00358953	0.00446141	0.0053567
de	0.0836537	0.0498493	0.0382091	0.0253332	0.0410972	0.0439101	0.0574324	0.0667881	0.0498923	0.0453086	0.0290251	0.022047	0.0201466	0.034041	0.0319278	0.0266535	0.039662	0.0160747	0.0280524	0.0259484	0.0202212	0.0238499	0.0252951	0.017322	0.0204564	0.0156806	0.0190401	0.00840012	0.0110013	0.0065985	0.00448678	0.0039915	0.00307194	0.00360929	0.00273327	0.00272863	0.00339255	0.00412217	0.00615655	0.00576391	0.0170256
sa	0.0710371	0.0848346	0.0501049	0.0519192	0.0247737	0.0159569	0.0147667	0.0166801	0.0150101	0.0124143	0.0118021	0.00946411	0.00958311	0.012103	0.0107994	0.0099349	0.0142581	0.0113289	0.0106451	0.0121574	0.0116506	0.0186296	0.0222274	0.0181952	0.0225712	0.0280577	0.0311237	0.0155276	0.0372588	0.019461	0.0139625	0.0145349	0.0109782	0.0178619	0.0157088	0.0145569	0.014057	0.0169949	0.0324243	0.0422949	0.112349
mort	0.0304318	0.025497	0.0222168	0.019353	0.0100409	0.00891739	0.0139637	0.0168808	0.0148941	0.0168604	0.0185376	0.020497	0.0248986	0.0370906	0.0272929	0.0241745	0.0357824	0.0141823	0.0286448	0.0432932	0.0319684	0.0415659	0.0314494	0.0209528	0.0202504	0.0196038	0.024408	0.0165988	0.0365209	0.0203306	0.0258887	0.0221269	0.0243223	0.0209803	0.0401511	0.0328694	0.0186061	0.0212386	0.0303793	0.0238454	0.0224931
dans	0.0920862	0.0561562	0.0359313	0.0323738	0.0182537	0.0122108	0.00987762	0.0102116	0.00826125	0.00785203	0.0102887	0.00627022	0.00571941	0.00670492	0.00867427	0.00860437	0.0118823	0.00887146	0.00998226	0.0120744	0.00972893	0.00910013	0.00770412	0.00538937	0.00656535	0.00980212	0.0121088	0.00700218	0.0323721	0.0145928	0.0214234	0.0159896	0.0148536	0.0213474	0.0415346	0.0326194	0.0250245	0.0305631	0.0594513	0.069024	0.181517
le	0.0704604	0.0262248	0.0226167	0.01871	0.0155646	0.016068	0.0178643	0.0177811	0.0147706	0.0137095	0.0195394	0.0139454	0.0133983	0.0149857	0.0157857	0.0189011	0.0202877	0.0200662	0.0275774	0.0267387	0.0222892	0.017664	0.0145482	0.0124274	0.0119605	0.0127532	0.0144448	0.0130157	0.020211	0.0164942	0.0244003	0.019625	0.0210589	0.0213352	0.0292096	0.0276508	0.0174668	0.0415766	0.0472446	0.045095	0.124533
