 	a87	a23	a13	a44	a54	a47	a6	a85	a5	a21	a5	a18	a25	a76	a92	a90	a98	a85	a75	a85	a5	a66	a53	a75	a66	a38	a24	a11	a62	a88	a70	a34	a92	a85	a92	a37	a34	a62	a0	a24	a9	a87	a23	a38	a11	</S>
cet	0.0157918	0.0274792	0.0471361	0.0720421	0.0429934	0.0597666	0.037774	0.0228932	0.0328006	0.0186365	0.0141911	0.0154371	0.00943293	0.00581521	0.00773839	0.00735182	0.0119739	0.00944911	0.0126962	0.00659485	0.00648403	0.015251	0.0124127	0.012904	0.0160143	0.0165185	0.0125197	0.010791	0.0137888	0.0203399	0.0232902	0.0323191	0.0410693	0.0396867	0.0156728	0.0187654	0.014647	0.0182523	0.0192864	0.0236138	0.0231217	0.0212806	0.0187842	0.0238102	0.0201655	0.0312169
élève	0.00216334	0.00679659	0.0107607	0.044202	0.152388	0.111513	0.156071	0.0776369	0.0376799	0.0461523	0.0313387	0.0201132	0.0137551	0.0193676	0.0105657	0.016477	0.0429345	0.0220184	0.00604428	0.0109043	0.010076	0.00680488	0.0127021	0.0100631	0.00678358	0.00691831	0.00503118	0.00435664	0.00657524	0.00978368	0.00792219	0.0112461	0.00745913	0.00822093	0.00533599	0.0112143	0.00286329	0.00262286	0.00170042	0.00251641	0.00253092	0.0024781	0.00216624	0.00337022	0.00360509	0.00677098
a	0.0135905	0.00966175	0.016527	0.0198712	0.0240617	0.0332322	0.0264883	0.0145174	0.0108175	0.0320479	0.0588007	0.0231454	0.0240575	0.0205458	0.0148628	0.00951387	0.0193974	0.0121959	0.017957	0.0200591	0.0231958	0.0210945	0.0190574	0.0268797	0.0147106	0.0105513	0.0119122	0.0071176	0.00789338	0.0086227	0.00557908	0.00869715	0.00724979	0.012888	0.00971516	0.0058172	0.0117862	0.0232473	0.0347749	0.0439965	0.0411547	0.0679853	0.0463892	0.0479545	0.0281995	0.0321793
porté	0.0205454	0.0084766	0.00613842	0.00373333	0.00497565	0.0171447	0.0401704	0.0295368	0.0148261	0.0159327	0.0179777	0.0127821	0.0113182	0.00625893	0.011424	0.00966087	0.00580582	0.0179151	0.0156548	0.0209277	0.0163968	0.0114886	0.0228579	0.0195663	0.0191474	0.00920941	0.0122978	0.0205027	0.0188404	0.033229	0.0125917	0.0289986	0.0257789	0.0249678	0.0271969	0.0123333	0.0114084	0.011007	0.015923	0.012628	0.0333005	0.0321228	0.0432233	0.0780219	0.0489694	0.106787
un	0.0166722	0.0211437	0.0197254	0.0102517	0.0108318	0.0100911	0.0139919	0.026043	0.0221	0.0261791	0.0395368	0.049567	0.0498943	0.0377943	0.0402541	0.0516998	0.0308795	0.0430679	0.0714404	0.0532703	0.0343689	0.0257765	0.0269582	0.0182967	0.0296514	0.0254025	0.020864	0.0185303	0.0128005	0.0130962	0.00931485	0.00884887	0.00779877	0.00691512	0.00411407	0.00308463	0.00512769	0.0030997	0.00384843	0.0025537	0.00750234	0.00796421	0.00948485	0.0139211	0.0109131	0.025329
chapeau	0.0128995	0.0096634	0.00870984	0.00481406	0.00803416	0.0137099	0.0224376	0.0258235	0.0261887	0.0359715	0.0483575	0.0507619	0.0482803	0.0367016	0.0367762	0.0530632	0.0323083	0.0279926	0.0630726	0.0498321	0.0616662	0.0472152	0.0310065	0.0313453	0.0307334	0.0257294	0.0210509	0.0141916	0.00921053	0.011592	0.00430721	0.00622077	0.0074603	0.00465668	0.00505243	0.0066462	0.00414184	0.00162466	0.00289346	0.00149708	0.00494964	0.00332109	0.00701969	0.0133063	0.00522269	0.0225405
pour	0.00882973	0.00913756	0.0100716	0.00828695	0.010966	0.0252288	0.0202728	0.0310229	0.024208	0.0357102	0.0472893	0.0552805	0.0458693	0.0307752	0.0358667	0.0581194	0.0279712	0.032134	0.0792015	0.04299	0.0403262	0.0229403	0.020309	0.017739	0.0252774	0.0163525	0.0159885	0.0132508	0.0116075	0.0119186	0.0066535	0.0107729	0.0104616	0.0115298	0.00625724	0.0056554	0.00536751	0.00509989	0.0057841	0.00504065	0.00980745	0.00987132	0.0107441	0.0178642	0.00816081	0.035988
se	0.0262688	0.0211838	0.0188302	0.0126473	0.0155257	0.011585	0.00912309	0.00877264	0.00876693	0.0138534	0.0157592	0.0188778	0.0195185	0.0173691	0.0229071	0.0168451	0.0248716	0.0225531	0.0410842	0.0308979	0.0347152	0.0292984	0.0206644	0.0252858	0.0263951	0.0216373	0.0278882	0.0288461	0.0206917	0.0261309	0.0147282	0.0146272	0.0163449	0.0162697	0.0154899	0.0149107	0.0178254	0.0167234	0.0165152	0.0163791	0.0293832	0.0249611	0.0365381	0.0529148	0.02359	0.0340056
protéger	0.0291101	0.0183508	0.0169982	0.00668617	0.00739682	0.00544013	0.0059053	0.0111246	0.00957524	0.00621576	0.00804039	0.0162768	0.0145532	0.021274	0.026887	0.0215045	0.0215419	0.0251118	0.0391309	0.0415	0.0340695	0.0302741	0.0206524	0.0209739	0.0256803	0.0148953	0.0146997	0.021142	0.02001	0.0203421	0.0110073	0.0105503	0.0109634	0.00862937	0.00904113	0.011372	0.0138077	0.0186906	0.0167704	0.018361	0.0364064	0.0230971	0.0490425	0.0763704	0.0424666	0.0680609
contre	0.0312081	0.0244308	0.0210865	0.00870959	0.00822796	0.00524375	0.00534598	0.0100262	0.00824303	0.00641361	0.00836601	0.0154151	0.0124787	0.015452	0.0203367	0.015554	0.0138187	0.0197465	0.0217349	0.0223939	0.0255113	0.0229839	0.0247796	0.0281263	0.0348358	0.0220729	0.0245947	0.0289596	0.0275737	0.0264971	0.0147252	0.0150857	0.0172495	0.0156085	0.0154481	0.0150931	0.0181762	0.0174815	0.0186672	0.0204638	0.0334166	0.0208318	0.0430024	0.066851	0.0390953	0.0686371
