 	a66	a87	a23	a97	a99	a18	a50	a88	a9	a38	a21	a12	a18	a93	a34	a62	a21	a61	a18	a93	a56	a43	a75	a92	a36	a12	a18	a71	a9	a87	a23	a87	a23	a87	</S>
j'	0.055888	0.0588579	0.0460498	0.0370165	0.0430926	0.0511417	0.041133	0.0615873	0.050705	0.0244023	0.0212872	0.0171668	0.0152818	0.0124165	0.0161946	0.0113127	0.013705	0.00957789	0.00765237	0.0139019	0.01353	0.0359997	0.0322244	0.0392438	0.0294188	0.0319565	0.0408014	0.0392968	0.03063	0.0253899	0.0168355	0.0171223	0.0151031	0.0111713	0.0129057
ai	0.0334956	0.030259	0.0413009	0.0495433	0.0319582	0.0558336	0.0609195	0.0717541	0.0566323	0.0364195	0.0385713	0.0257816	0.0359139	0.0308912	0.0358897	0.0276328	0.0254469	0.0239594	0.0225258	0.0207351	0.020004	0.0223724	0.0129775	0.0201073	0.0164486	0.0157589	0.0106002	0.0103695	0.00940659	0.0100664	0.0126381	0.00988731	0.0123348	0.0215758	0.0399889
vu	0.0138263	0.0148636	0.0191833	0.0257836	0.0213456	0.0414658	0.0441396	0.0486185	0.0531242	0.0434131	0.0539604	0.0654416	0.048261	0.0488158	0.0308736	0.0285046	0.0279917	0.0161027	0.0126209	0.017842	0.0135083	0.0106673	0.0108067	0.0130934	0.0134611	0.0218762	0.0181509	0.0157306	0.0190552	0.030451	0.0274434	0.0373403	0.0291393	0.0365658	0.0265327
un	0.136917	0.0409522	0.0226742	0.0313316	0.0133154	0.0119313	0.0365328	0.0244125	0.0196925	0.0167365	0.0207494	0.0125718	0.016189	0.0191573	0.0166793	0.0217895	0.0133744	0.023626	0.0366362	0.0242111	0.0320678	0.0260751	0.0344635	0.0316693	0.04585	0.0368261	0.0380435	0.0370866	0.0333447	0.0286759	0.0195344	0.0252398	0.0209241	0.0132045	0.0175149
morceau	0.0406707	0.0364339	0.027891	0.0286313	0.0286599	0.0212474	0.02779	0.0236218	0.0289163	0.0269831	0.0369981	0.0330536	0.0352404	0.0620733	0.096136	0.0502033	0.0258755	0.0173953	0.0180533	0.0122036	0.0135985	0.00666371	0.0114993	0.00940876	0.0189718	0.0287584	0.0439133	0.0288526	0.0169476	0.0416894	0.0181285	0.033174	0.0224616	0.014189	0.013666
de	0.0935739	0.0775813	0.0693342	0.0628701	0.0521137	0.0350175	0.0238694	0.0249161	0.0150999	0.0120696	0.0167051	0.00890937	0.00827104	0.0104169	0.025223	0.0138729	0.0346518	0.0205833	0.0199158	0.0156253	0.0265552	0.017745	0.0183954	0.0233693	0.0354293	0.0441834	0.0314148	0.0218375	0.01297	0.0283263	0.0193279	0.0241227	0.0207121	0.016737	0.0182538
manioc	0.107527	0.0553293	0.0380814	0.0367434	0.0230123	0.0134917	0.0148524	0.0150667	0.011999	0.010946	0.0126043	0.0067582	0.00881313	0.0088398	0.0105339	0.010219	0.0130385	0.0236942	0.0194616	0.0292701	0.0348719	0.0346041	0.0411741	0.0396497	0.0510221	0.0560886	0.0339082	0.0323967	0.0390444	0.0391126	0.0335162	0.040094	0.0285718	0.0176662	0.00799759
déjà	0.12007	0.0586042	0.0484653	0.0419779	0.0256246	0.0209028	0.016403	0.0233484	0.00963258	0.00802843	0.00766357	0.00389815	0.0031314	0.00273858	0.0042287	0.00337674	0.00640671	0.00739487	0.0105534	0.0095499	0.0168155	0.0318996	0.0172389	0.020373	0.0427667	0.0426309	0.0307795	0.0319053	0.0432763	0.0390875	0.0492734	0.0461789	0.0500622	0.0553434	0.05037
endurci	0.0543447	0.0253225	0.0234762	0.0275154	0.015212	0.0152685	0.0143856	0.0159152	0.00900551	0.0136524	0.0118287	0.0103661	0.0103253	0.00941397	0.0092508	0.0102038	0.0154401	0.0128163	0.0146377	0.01695	0.0208583	0.0260286	0.022862	0.0189721	0.0354141	0.028059	0.0236506	0.0335116	0.0462873	0.0436179	0.0446685	0.0482902	0.0641755	0.0797084	0.128565
dans	0.0459967	0.0308003	0.0199322	0.0143671	0.010199	0.0061625	0.00479393	0.00887688	0.00631665	0.00361474	0.00276791	0.00126705	0.00152357	0.00113693	0.00144404	0.00143531	0.00264093	0.00483321	0.00681506	0.00737913	0.0128593	0.019896	0.0264947	0.0313826	0.0700718	0.0699959	0.0496035	0.0644853	0.075153	0.0873369	0.0751219	0.0711788	0.0687153	0.0581875	0.0372144
