 	a66	a87	a10	a50	a96	a21	a5	a12	a31	a88	a21	a75	a25	a79	a44	a98	a6	a36	a2	a38	a88	a71	a9	a38	a70	a83	a0	a11	a66	a11	a88	a71	a53	a4	a13	a53	a69	a58	a82	a97	a10	a87	a97	</S>
la	0.0507853	0.0634946	0.0683083	0.0496268	0.0452098	0.0443438	0.0582959	0.0376862	0.0150831	0.00909483	0.00579274	0.00851306	0.00839788	0.00336979	0.0050495	0.00778391	0.0100826	0.0101995	0.0126531	0.0133367	0.00785159	0.00874281	0.00949411	0.0163342	0.0215953	0.0439889	0.0228045	0.0470972	0.05396	0.0236324	0.0102301	0.0130134	0.0222654	0.0137087	0.0242096	0.0189751	0.0202467	0.0135423	0.0107295	0.0115069	0.0160319	0.0146797	0.0103393	0.0179128
giffle	0.000568476	0.00109598	0.00138634	0.0014494	0.00161594	0.00268387	0.00563259	0.00428055	0.0102174	0.0442576	0.134866	0.073427	0.116147	0.0988876	0.088765	0.0851647	0.0641201	0.0447629	0.0344959	0.0374317	0.0364369	0.0199327	0.0176284	0.00960385	0.00909248	0.0112399	0.00494048	0.00296607	0.0028134	0.00336595	0.00297237	0.00171195	0.00252386	0.00139219	0.00118487	0.000770089	0.00178523	0.00119806	0.00166744	0.00158856	0.00452679	0.00233052	0.00455089	0.00252118
qu'	0.0266956	0.0279714	0.0207886	0.0199421	0.0257255	0.0264603	0.0649308	0.040857	0.0689053	0.0683689	0.0702577	0.106047	0.0904472	0.066182	0.054782	0.0579302	0.0455409	0.0253022	0.00903696	0.0250469	0.0065102	0.00352145	0.00350714	0.00149342	0.000516286	0.000745182	0.000625867	0.000610819	0.00052148	0.000587891	0.00075955	0.000432838	0.000966675	0.00121848	0.000707046	0.00139727	0.00182148	0.00214181	0.00330741	0.00647183	0.00390964	0.00490245	0.0035789	0.0085264
il	0.0728828	0.047042	0.0363142	0.0287158	0.0487042	0.0292209	0.0436015	0.022399	0.0315799	0.0420682	0.0200512	0.0398207	0.0219456	0.0168808	0.0117949	0.0123519	0.01431	0.0105328	0.0119866	0.0193398	0.00919363	0.0127953	0.00812769	0.00588177	0.00786027	0.0159377	0.0190143	0.00840762	0.007757	0.0104362	0.00495175	0.00307533	0.00462746	0.00666903	0.007068	0.00762653	0.0111048	0.0104981	0.0314541	0.0475749	0.0353128	0.0346389	0.0474351	0.0610091
m'	0.0755144	0.0397556	0.0214953	0.0196076	0.0153068	0.0161182	0.012788	0.0100531	0.0122981	0.0133276	0.0101884	0.0129694	0.0107995	0.0284799	0.0256744	0.0223456	0.0315418	0.0202079	0.0166095	0.0102571	0.0115818	0.0129525	0.00956308	0.0102734	0.00918444	0.0156591	0.0150668	0.0196372	0.016514	0.0247606	0.0140587	0.0142449	0.0238417	0.0299826	0.0208218	0.0198224	0.0175744	0.0182474	0.0483737	0.0347003	0.0481262	0.034524	0.0406896	0.0644611
a	0.0474381	0.0478208	0.0407637	0.0281762	0.0206384	0.0210531	0.0159072	0.0129266	0.0157708	0.0143926	0.0138447	0.0182253	0.0126257	0.0227259	0.0234247	0.027574	0.0400096	0.031345	0.0241391	0.0253326	0.0130429	0.0141434	0.00906266	0.00845785	0.0029748	0.00816429	0.00665394	0.00522336	0.00592152	0.00677504	0.00574279	0.00589238	0.0134862	0.0349303	0.0335269	0.00820361	0.0274949	0.0167029	0.0391477	0.0452478	0.0565116	0.0286927	0.0432693	0.0565971
donnée	0.0313441	0.0203222	0.0188684	0.0169279	0.0221398	0.0160499	0.0216859	0.0199993	0.0297595	0.0233103	0.0271704	0.0362542	0.0213934	0.0274822	0.0227879	0.0258569	0.0162804	0.0119404	0.00820035	0.0244133	0.0164056	0.0132027	0.0170138	0.0119751	0.0108672	0.0090222	0.0157941	0.00343568	0.00712221	0.0104209	0.00792549	0.00963906	0.00713418	0.0100009	0.0174985	0.0053175	0.0264942	0.0161774	0.0345565	0.0868202	0.0342099	0.0445303	0.0597356	0.0825141
a	0.0475443	0.0348349	0.0166594	0.0124761	0.0110455	0.0100306	0.0142928	0.0133364	0.014555	0.0110718	0.00902352	0.0113019	0.0100187	0.0171905	0.01224	0.01463	0.016721	0.00827782	0.00496205	0.0110724	0.00424429	0.00601662	0.00804011	0.0129616	0.00979989	0.0114575	0.0144063	0.0120133	0.031728	0.036455	0.038131	0.039525	0.0378694	0.0342102	0.0385423	0.033947	0.0479028	0.0358106	0.0375614	0.0502385	0.045578	0.0331891	0.0408228	0.0382645
provoqué	0.0164718	0.0182331	0.0127714	0.00815911	0.00484599	0.00653373	0.00515364	0.00501571	0.00453234	0.00444852	0.00390757	0.00434341	0.00623927	0.0103207	0.0132792	0.0138271	0.0179465	0.0115008	0.00814679	0.00719642	0.00472614	0.00710616	0.00741448	0.0108713	0.00833494	0.0141198	0.0166243	0.0176547	0.0270448	0.031	0.0208954	0.0349875	0.0455274	0.0430286	0.0810011	0.0262974	0.0587347	0.0388645	0.0452899	0.0520083	0.0691849	0.0331121	0.0398459	0.0834526
de	0.0309094	0.0267195	0.0175315	0.00957336	0.0071147	0.00817876	0.00775939	0.00552285	0.00751476	0.00966275	0.0084296	0.01049	0.0140651	0.0180518	0.0190101	0.017067	0.0176703	0.00940497	0.00637074	0.00595924	0.00405501	0.00633649	0.00643653	0.0133821	0.0080249	0.0126475	0.0141893	0.018783	0.0130531	0.0203269	0.0206643	0.0232836	0.0289316	0.0250213	0.0475759	0.0196316	0.0411866	0.040204	0.0496563	0.0536993	0.0660413	0.0511974	0.0626668	0.0959996
