 	a66	a87	a10	a97	a87	a97	a40	a6	a37	a21	a12	a31	a88	a75	a98	a47	a37	a93	a96	a31	a0	a31	a0	a43	a94	a11	a12	a96	a88	a9	a97	a99	a97	a87	</S>
ces	0.0354555	0.0501221	0.0749158	0.0789858	0.061502	0.0455507	0.0741211	0.0821363	0.101186	0.0308259	0.0209456	0.0180363	0.0146305	0.0133111	0.0111596	0.02146	0.0168767	0.0274732	0.0218796	0.0143848	0.0145427	0.00836132	0.00712991	0.00593293	0.00809753	0.010248	0.0173771	0.0132195	0.0158464	0.0112086	0.0131162	0.00911454	0.0134454	0.0102319	0.0271692
petits	0.00507851	0.0109608	0.017756	0.0267703	0.0180508	0.0293257	0.0253484	0.034173	0.0845248	0.0984178	0.109915	0.149526	0.102509	0.102799	0.0828858	0.0350919	0.00849597	0.00886949	0.00673091	0.0026269	0.00255105	0.00200839	0.00161309	0.00357177	0.00199942	0.00285713	0.00228973	0.00165433	0.00303366	0.0035933	0.00275231	0.00234902	0.00302018	0.00409436	0.00275595
enfants	0.109294	0.0279918	0.0222357	0.0232817	0.0233721	0.0229633	0.033556	0.0376195	0.0508342	0.0977529	0.0571238	0.0504045	0.0334507	0.0305619	0.047046	0.0460376	0.0487537	0.056791	0.0180547	0.017138	0.0159126	0.026443	0.0148632	0.00425409	0.00461959	0.00476093	0.00291202	0.00441021	0.00337389	0.00801119	0.0164336	0.00584799	0.0108618	0.01238	0.0106529
ont	0.03788	0.012949	0.00994094	0.00800119	0.00974243	0.0101663	0.037441	0.0319799	0.0466256	0.0489736	0.0352469	0.0552058	0.0637041	0.138445	0.0602207	0.0661097	0.0554383	0.0313203	0.0199774	0.0214712	0.0162387	0.0281388	0.0169954	0.00904242	0.00420366	0.00553412	0.0056546	0.0076689	0.00965845	0.0180931	0.0136486	0.0175049	0.0177211	0.0135833	0.0154747
mis	0.0193798	0.0149442	0.0102772	0.0140612	0.0199752	0.0168966	0.0454893	0.0384891	0.0613825	0.0963245	0.0782629	0.0875743	0.0780671	0.0510519	0.0475737	0.0240669	0.0253387	0.0220371	0.0289765	0.0336386	0.0406411	0.0432431	0.0181632	0.0126311	0.00435244	0.00290238	0.00383419	0.00279265	0.00574289	0.00776486	0.0136957	0.00450101	0.0060661	0.00954034	0.0103218
à	0.0249657	0.0132304	0.0100669	0.0128992	0.0179087	0.0140549	0.0319973	0.0303725	0.0224065	0.0357436	0.0453539	0.0514435	0.0806968	0.0549621	0.0582371	0.0292149	0.0364115	0.0284015	0.0313151	0.0352787	0.0387431	0.0343822	0.0254291	0.0197754	0.0154776	0.0131257	0.0152475	0.0136075	0.014062	0.015797	0.0299334	0.0188311	0.0299317	0.0299136	0.0207824
sec	0.0256023	0.0178541	0.0134103	0.0136059	0.0146247	0.0135803	0.0176414	0.0139654	0.0124028	0.0146144	0.0127959	0.017123	0.0173125	0.0115972	0.0101711	0.0153376	0.0222965	0.0296468	0.0355444	0.0341209	0.0684311	0.0659262	0.0543765	0.035625	0.031819	0.0350884	0.0265765	0.0298551	0.0310995	0.0368385	0.0581307	0.0383401	0.0450583	0.0389171	0.0406704
ce	0.0566127	0.0503249	0.0371489	0.0364627	0.0301928	0.027916	0.027824	0.0235219	0.0232362	0.02015	0.0176215	0.0129403	0.0140076	0.00888744	0.00754733	0.00674135	0.0103225	0.0168223	0.018912	0.0205258	0.0233171	0.0256497	0.0211889	0.0142503	0.0164882	0.027138	0.0260706	0.0272226	0.0329211	0.0318457	0.0453176	0.0432143	0.05647	0.0602562	0.0809318
vaste	0.0415272	0.0544223	0.0632351	0.0623035	0.0418096	0.0397062	0.0353399	0.0274969	0.0322506	0.0191682	0.0160692	0.0141151	0.0113368	0.0111916	0.00754858	0.00910804	0.0100545	0.0142147	0.0132304	0.013845	0.0131762	0.0149889	0.0163586	0.0111245	0.0100114	0.0157084	0.0181989	0.0183786	0.0271011	0.0233731	0.0354882	0.0348768	0.0518156	0.051715	0.119711
étang	0.0184982	0.0202393	0.0310648	0.0416574	0.0279448	0.0234577	0.0276281	0.0207829	0.0315251	0.00826566	0.00707005	0.00605027	0.00485264	0.00457676	0.00331693	0.00852386	0.0105672	0.0173076	0.0113534	0.00973994	0.0100645	0.0119313	0.0114385	0.0126859	0.0151997	0.0172239	0.020643	0.0281464	0.0450118	0.0480416	0.0773648	0.0584158	0.0803687	0.0665237	0.162518
</S>	0.0328456	0.0182846	0.0209297	0.0229253	0.0154294	0.010512	0.00747876	0.00513491	0.0104702	0.00249433	0.00203437	0.00314963	0.00322214	0.00311941	0.00186757	0.00434538	0.00541214	0.00925922	0.00576586	0.0045533	0.00761231	0.0125205	0.0111201	0.00933729	0.0110547	0.023984	0.0335702	0.0374056	0.0725289	0.0680831	0.0918239	0.0963724	0.113385	0.0992266	0.122741
