 	a66	a87	a23	a87	a23	a40	a36	a6	a54	a47	a6	a37	a12	a43	a75	a85	a6	a36	a61	a47	a21	a5	a75	a85	a92	a85	a6	a37	a90	a69	a4	a58	a82	a87	a23	a87	</S>
de	0.0212691	0.0319713	0.0281585	0.0477991	0.0241534	0.0473304	0.064312	0.0480314	0.0776662	0.0567656	0.0460492	0.0404427	0.0153408	0.0143748	0.0123361	0.0166739	0.00950999	0.0164636	0.0139004	0.0247523	0.0301656	0.0226028	0.0521845	0.0306864	0.0430791	0.0429347	0.0327201	0.0228163	0.0137942	0.00323561	0.0043619	0.0123467	0.00595069	0.00648736	0.00470222	0.00490021	0.00973084
petits	0.0200101	0.024542	0.0203695	0.0265093	0.0301908	0.0369763	0.0275243	0.0470711	0.0666133	0.0589196	0.0786735	0.0694809	0.025336	0.0100524	0.0110146	0.0257611	0.0177314	0.035916	0.024511	0.0337371	0.0165434	0.0165968	0.0198536	0.01078	0.0109752	0.00823383	0.0175246	0.0117402	0.0183386	0.0184665	0.0222657	0.0306142	0.0240462	0.0153534	0.0265567	0.0177194	0.0234514
enfants	0.0174863	0.0245333	0.0165184	0.0165562	0.0152794	0.0200818	0.0275525	0.0373539	0.0777873	0.0586939	0.0722036	0.0679999	0.0360804	0.018263	0.0190449	0.0373501	0.034923	0.0598596	0.0303945	0.0289227	0.0233961	0.0244586	0.0202095	0.0114759	0.0108919	0.0122705	0.0296931	0.0150657	0.0290805	0.00862108	0.0261279	0.0126276	0.00992036	0.0117326	0.00900913	0.0158961	0.0126389
ont	0.0400435	0.0257858	0.02269	0.0157172	0.012764	0.0170039	0.0144428	0.0219523	0.0205547	0.0295368	0.039485	0.0375017	0.0632024	0.037769	0.0278531	0.0337796	0.0271608	0.02804	0.0163514	0.0287936	0.0114639	0.00824812	0.0115278	0.0115138	0.011307	0.0122784	0.0118769	0.0144411	0.0242766	0.0486177	0.0286539	0.0207225	0.0470073	0.0396704	0.0513682	0.0508554	0.0357431
capturé	0.0474083	0.0276958	0.0125725	0.0108313	0.00462069	0.00870524	0.0095784	0.0116825	0.0145739	0.0140718	0.0216782	0.0398856	0.0446397	0.0374699	0.0435499	0.0461857	0.043753	0.0512424	0.0348191	0.0397885	0.0297818	0.0319571	0.0272416	0.044689	0.022089	0.0143961	0.0170427	0.00787122	0.016662	0.0203678	0.0179791	0.0144639	0.0304073	0.0249169	0.0369457	0.0339269	0.0445094
les	0.0516943	0.0385356	0.030313	0.0266876	0.0249327	0.0236241	0.0328018	0.0336106	0.0189244	0.0179581	0.023016	0.0400415	0.0510157	0.0294246	0.0420073	0.0327068	0.0410791	0.0347972	0.0305182	0.037898	0.0234465	0.0155934	0.0174812	0.0232538	0.0177586	0.0250844	0.02017	0.0193729	0.0148467	0.0110767	0.0139857	0.0224199	0.033335	0.0184819	0.0256221	0.0146167	0.0218682
petits	0.063268	0.0512833	0.0378678	0.0364625	0.0260555	0.0180643	0.0147003	0.00721585	0.00951732	0.0127892	0.0213318	0.0205053	0.0132309	0.006485	0.00913682	0.0128546	0.0127856	0.0153829	0.0143881	0.0186529	0.0148927	0.0180951	0.0201683	0.0260783	0.0203749	0.0272244	0.0264408	0.0223891	0.0251718	0.0464544	0.0365534	0.0490731	0.0506779	0.0463211	0.0481635	0.0434249	0.0565183
du	0.0712054	0.0539406	0.0366664	0.0434146	0.0218739	0.0314178	0.0154373	0.00793796	0.0101925	0.00957459	0.0112705	0.00876656	0.00892578	0.0064922	0.0163638	0.0210484	0.0134562	0.0191009	0.0152198	0.0207608	0.0259171	0.0282955	0.0341113	0.0303847	0.035122	0.0412992	0.0340336	0.0391265	0.0308142	0.0374567	0.0305589	0.0327248	0.0287766	0.0357689	0.0282639	0.0291887	0.0350916
tilapia	0.0832233	0.0586226	0.0414198	0.041737	0.0225653	0.0320865	0.0235643	0.0156879	0.029881	0.0212691	0.0160634	0.00957561	0.0131489	0.00871178	0.0254889	0.0420975	0.0206436	0.0393453	0.0194385	0.0343992	0.0282159	0.0228381	0.02433	0.0224136	0.034058	0.0254175	0.0352436	0.0144524	0.0205038	0.0253374	0.0233899	0.0112742	0.0225078	0.0148678	0.0285192	0.0296787	0.0179826
</S>	0.0246849	0.0280231	0.0236329	0.0272144	0.0124097	0.0133601	0.00795579	0.00445409	0.0118284	0.00888272	0.00730433	0.00571381	0.0105729	0.0103375	0.014878	0.0233744	0.0113908	0.01887	0.00997926	0.0162898	0.0100007	0.0059741	0.0104024	0.00698378	0.00933139	0.00608537	0.0150326	0.0167906	0.026769	0.0440463	0.0247168	0.0842485	0.10272	0.0669657	0.0703774	0.0774426	0.130956
