 	a15	a66	a87	a23	a13	a54	a92	a37	a85	a6	a7	a75	a5	a37	a93	a56	a34	a56	a44	a93	a70	a62	a83	a75	a25	a79	a44	a96	a66	a13	a99	a87	a23	a99	a87	</S>
le	0.0146681	0.0230054	0.0303222	0.0215596	0.025521	0.0301946	0.0382576	0.0414232	0.0293396	0.024014	0.0238009	0.00694591	0.00377761	0.00478915	0.00687726	0.00920751	0.026298	0.0395418	0.0619689	0.113587	0.0742776	0.0654693	0.0696447	0.0356562	0.0141327	0.0159518	0.013441	0.014341	0.0156354	0.0136845	0.0135125	0.0127872	0.0120341	0.0164763	0.0154855	0.0223716
féticheur	0.00178077	0.00705105	0.0136009	0.0136049	0.0219959	0.0408534	0.0760413	0.0990484	0.115011	0.117999	0.062268	0.0921816	0.0639044	0.0657948	0.0460692	0.042489	0.0197256	0.0135968	0.0188449	0.0180792	0.00902319	0.00613904	0.00507968	0.0057781	0.00540417	0.00203288	0.00266156	0.00121652	0.00228674	0.000708482	0.00110744	0.0011133	0.000941903	0.0018353	0.00335218	0.00137908
lui	0.0282381	0.0247571	0.0267006	0.0348001	0.0463136	0.082441	0.0662276	0.0712197	0.115855	0.137874	0.0472341	0.0531761	0.0208174	0.049084	0.0262625	0.0500781	0.0314877	0.019927	0.0106031	0.00853664	0.00568324	0.00488521	0.00510488	0.00899603	0.00447289	0.00281974	0.00305598	0.00232244	0.0022238	0.00039994	0.000748635	0.00138722	0.00063738	0.00109428	0.00291499	0.00161989
a	0.0128908	0.00997177	0.00704133	0.00463339	0.00998782	0.0235354	0.028257	0.0452809	0.0598423	0.0772375	0.0731129	0.110981	0.0966395	0.114753	0.101554	0.0740845	0.0213061	0.0161056	0.00759347	0.0130605	0.00707907	0.0053337	0.0048182	0.00788988	0.00270316	0.00296959	0.00403768	0.00525822	0.00735493	0.00471437	0.00628127	0.00578693	0.0058082	0.00613439	0.00666873	0.00929269
exigé	0.0290045	0.039821	0.0445968	0.0159136	0.0288099	0.0258039	0.0239282	0.0306398	0.0210558	0.0183755	0.0225402	0.0316893	0.0232044	0.0287762	0.0615432	0.0528912	0.0472579	0.0539829	0.0787441	0.0786949	0.0553156	0.0467165	0.0288044	0.0280371	0.00899964	0.00498246	0.00789088	0.00317395	0.00512393	0.00442632	0.00965529	0.00595069	0.00757632	0.007324	0.0097976	0.00895197
un	0.0513499	0.0317186	0.0292881	0.0194594	0.0290848	0.040054	0.0360631	0.0428216	0.0367004	0.0390198	0.0404626	0.035877	0.0269049	0.0291909	0.0456106	0.0380607	0.0343293	0.0269567	0.0151653	0.01756	0.0157084	0.0183569	0.0181941	0.0300367	0.0183773	0.0178287	0.0172884	0.0145687	0.0122921	0.0174052	0.0132789	0.0142556	0.0194952	0.0173236	0.0210734	0.0688391
sacrifice	0.043664	0.0244186	0.0210193	0.0159915	0.0194083	0.0290638	0.0246033	0.0229414	0.0185633	0.0263139	0.0271111	0.0355823	0.0345361	0.0520183	0.0571314	0.0435605	0.025415	0.0199089	0.0104737	0.0141379	0.0111066	0.0111224	0.0119543	0.0208233	0.0174303	0.0135624	0.0343519	0.0251943	0.0451221	0.0202583	0.027692	0.0504195	0.0273237	0.0370752	0.0312555	0.0494458
avant	0.0473589	0.0316584	0.0207607	0.00828614	0.0140221	0.0181293	0.0199071	0.0153189	0.0191116	0.0210003	0.0258217	0.012698	0.0102259	0.0125914	0.020914	0.0105186	0.016712	0.0185092	0.0238626	0.0282407	0.030815	0.0269148	0.0180231	0.0220052	0.00956163	0.0062318	0.0435181	0.0345012	0.0525119	0.0294018	0.0662936	0.070066	0.0618404	0.0510261	0.0384886	0.0431529
de	0.0573829	0.0347062	0.0289671	0.0169131	0.0243604	0.0254343	0.0215175	0.0180835	0.016128	0.0229775	0.0264438	0.026775	0.0344719	0.0326476	0.0492927	0.0354217	0.0287908	0.0181027	0.0125709	0.0159657	0.0117638	0.0120612	0.00822096	0.0190405	0.0151445	0.0102076	0.0262193	0.0136302	0.025742	0.019656	0.0442926	0.042754	0.0448963	0.0412768	0.0448528	0.0732883
lui	0.0404711	0.0509123	0.0436889	0.0343178	0.037172	0.037642	0.0349808	0.0300718	0.0211209	0.0303061	0.0347624	0.0312206	0.0226999	0.0185436	0.0308738	0.0212497	0.0212385	0.0205423	0.0211782	0.0105	0.00756599	0.0111978	0.01214	0.0195578	0.0144621	0.0192858	0.0267333	0.0185612	0.0160047	0.0245512	0.0296892	0.0270262	0.0433139	0.032137	0.0473778	0.0569033
donner	0.0342235	0.0250504	0.020962	0.0132878	0.0178606	0.0197695	0.0234981	0.0191395	0.0194982	0.0258751	0.0233192	0.0160787	0.0183819	0.0199474	0.0402492	0.0372611	0.0368818	0.0252206	0.0191085	0.0123914	0.00827058	0.0119669	0.01015	0.0155133	0.0123825	0.0145172	0.0274811	0.0187881	0.0190514	0.0212007	0.044297	0.0407279	0.0603399	0.0605024	0.0561369	0.11067
les	0.0387287	0.0236021	0.0199016	0.0130313	0.0169976	0.0190708	0.0212707	0.0186367	0.0203316	0.0239667	0.0206101	0.0146685	0.0168101	0.0177221	0.0343357	0.0278831	0.0320864	0.0224791	0.0201211	0.0145762	0.0107066	0.0164906	0.01167	0.0243705	0.0185232	0.017213	0.0351578	0.0190745	0.0254756	0.0237426	0.0444317	0.0480275	0.0635775	0.055489	0.0550109	0.0942089
attributs	0.0348452	0.0219927	0.0210322	0.0150149	0.0197475	0.0187952	0.0166168	0.0186109	0.0231026	0.0225516	0.0158935	0.010719	0.0104063	0.0106406	0.0229323	0.0226624	0.0240592	0.0207538	0.0154526	0.0143995	0.0123173	0.0208546	0.0163082	0.0217734	0.0215051	0.0142088	0.0359829	0.0206001	0.0307921	0.0280494	0.0589783	0.0531871	0.0703062	0.0626718	0.0531879	0.0990481
de	0.039663	0.0283864	0.0296331	0.0128592	0.0233068	0.0243166	0.0234095	0.0206056	0.0135669	0.0128641	0.0100008	0.00647534	0.00559721	0.00622267	0.0223454	0.0247865	0.0348292	0.025777	0.0209175	0.0250602	0.0221839	0.0285908	0.0260667	0.0308786	0.016391	0.0152374	0.0449362	0.0298727	0.0279925	0.0363837	0.0560241	0.0349398	0.041314	0.0484076	0.0385877	0.0915704
la	0.0520878	0.064809	0.0539466	0.0348148	0.0463245	0.0354205	0.0313292	0.0280343	0.0212153	0.0236467	0.0271555	0.018907	0.0146021	0.00966796	0.0149217	0.0133885	0.0167308	0.0131543	0.0142548	0.0195207	0.0172699	0.0133103	0.0108794	0.0161741	0.0107391	0.0120783	0.027125	0.0162474	0.0242176	0.0282969	0.0394231	0.032197	0.036176	0.0463541	0.0404532	0.0751263
sorcellerie	0.0471065	0.0401079	0.0406395	0.0324699	0.0420295	0.0434611	0.045048	0.0432209	0.0430399	0.0421126	0.0348394	0.017508	0.0156489	0.0147391	0.0220649	0.0227925	0.0245121	0.0226248	0.0202878	0.0229987	0.0223865	0.0196265	0.0170947	0.0158384	0.0144091	0.0121432	0.0256948	0.0155365	0.0166092	0.0193058	0.0298548	0.0174479	0.0213481	0.0260289	0.0288327	0.0605909
</S>	0.0183987	0.0180693	0.0155417	0.0193383	0.0214659	0.0200682	0.0170327	0.0131818	0.00849978	0.00726377	0.00950356	0.00932846	0.00765848	0.00788868	0.0147561	0.0153726	0.0206567	0.0255514	0.0226417	0.041478	0.0304627	0.0419282	0.0257219	0.0423618	0.0324506	0.0326343	0.0450209	0.0387098	0.0444919	0.047152	0.0483739	0.0476657	0.0482888	0.0456642	0.0380231	0.0573544
