 	a84	a87	a23	a40	a7	a44	a75	a92	a98	a85	a37	a56	a43	a11	a98	a47	a6	a75	a85	a92	a61	a96	a18	a94	a70	a4	a53	a7	a84	a57	a87	a23	a87	a97	</S>
les	0.0577551	0.116445	0.110843	0.0796233	0.0800144	0.112277	0.0701067	0.0517436	0.0443611	0.0205368	0.0170756	0.0211972	0.0133283	0.0122629	0.0107671	0.00765151	0.00682906	0.00565906	0.00681501	0.0054341	0.00490972	0.00424633	0.00590399	0.00358096	0.00899556	0.00950412	0.00905175	0.0106104	0.0101564	0.0124963	0.00853774	0.0127815	0.0159252	0.00915816	0.0234168
hérissons	0.00343039	0.00542372	0.00812868	0.00727738	0.0158231	0.0236619	0.0320132	0.0387063	0.0479567	0.0598748	0.108785	0.108654	0.0585756	0.0818774	0.0610914	0.0455719	0.0465584	0.0589141	0.0472191	0.0659638	0.0260805	0.0222133	0.00663022	0.00386249	0.00156608	0.00133561	0.0014613	0.001411	0.00146011	0.00106931	0.00111499	0.00135575	0.00152117	0.00199035	0.00142129
et	0.0583583	0.0434884	0.0422246	0.037764	0.0322112	0.0678083	0.0307584	0.0313358	0.0174328	0.0202013	0.0265822	0.0372728	0.0483038	0.0262014	0.0246583	0.0215108	0.0198128	0.0178697	0.0257403	0.0281371	0.017065	0.0154528	0.00944366	0.00562937	0.0100568	0.0127637	0.0169397	0.0108183	0.012976	0.0167965	0.0255792	0.032274	0.0558831	0.0737601	0.0268895
les	0.0534143	0.0503065	0.0443308	0.0344661	0.0330733	0.0429059	0.0319158	0.0325621	0.0220356	0.0434959	0.0266156	0.0298807	0.012199	0.0105692	0.0102051	0.0102436	0.00921144	0.00732201	0.00950947	0.0100321	0.00832164	0.00861871	0.00509215	0.00786636	0.00847357	0.0155113	0.0261501	0.0334058	0.0274748	0.0327763	0.0351432	0.0617714	0.052493	0.0710534	0.0815537
oiseaux	0.0324928	0.0131123	0.0130946	0.0155135	0.0130144	0.0232992	0.0260025	0.0299844	0.0259582	0.0390993	0.0222729	0.0169943	0.0162266	0.0360553	0.0337382	0.0388831	0.0589712	0.0645427	0.0631281	0.056289	0.0693955	0.053579	0.0346779	0.0327134	0.0177422	0.0187164	0.0227736	0.0111543	0.0195568	0.0125678	0.0142977	0.012348	0.0136365	0.0150348	0.0131338
se	0.0574058	0.0277592	0.0286869	0.0226567	0.0181867	0.031736	0.0240492	0.0313347	0.0231897	0.037182	0.0217631	0.0283461	0.0320108	0.021724	0.0199572	0.0179889	0.0299121	0.028389	0.0413096	0.0194134	0.0185469	0.0183687	0.0275106	0.0237712	0.021144	0.0291664	0.0287088	0.0252635	0.0356353	0.0258836	0.0314369	0.0225828	0.0358004	0.0316801	0.0614995
nourrissent	0.0205087	0.00908368	0.0123082	0.0167713	0.016581	0.0269082	0.0240481	0.0207082	0.0158941	0.0333044	0.0237115	0.0200966	0.0515963	0.0498215	0.0372097	0.0256902	0.0228358	0.0312586	0.0377588	0.033122	0.0181758	0.0199318	0.0249581	0.0164426	0.0295758	0.0303998	0.0362048	0.0343545	0.0382288	0.0254317	0.0380538	0.0278867	0.0384967	0.0555701	0.0370722
des	0.110857	0.0713929	0.079826	0.0491241	0.0364304	0.0327984	0.0293109	0.0229138	0.0204648	0.0309342	0.010995	0.0174071	0.00922836	0.00533109	0.00551246	0.00887887	0.00689026	0.00905724	0.0161161	0.0104418	0.00807729	0.00498388	0.00944826	0.00829786	0.0227103	0.0203638	0.0280072	0.0342063	0.0260323	0.0256785	0.0385971	0.0366522	0.0346598	0.0298695	0.0885049
arachides	0.0265651	0.0277406	0.0244209	0.0177637	0.0171729	0.0123119	0.0119099	0.0107326	0.00706306	0.00803591	0.00611131	0.012974	0.00929793	0.00787516	0.0203594	0.0304338	0.0302959	0.0389524	0.0382815	0.0424254	0.0498692	0.0436815	0.0684837	0.0507545	0.0590802	0.0621602	0.0294703	0.029657	0.0317073	0.0257004	0.0295426	0.0229374	0.0291519	0.0330779	0.0340028
tardives	0.0699426	0.0581037	0.047207	0.0246595	0.0247445	0.0139182	0.0144273	0.0138068	0.0166327	0.0241224	0.0187881	0.0347716	0.0229176	0.0187465	0.0253757	0.0275195	0.01301	0.016745	0.0180905	0.0124191	0.00704691	0.00380673	0.00722725	0.00293683	0.00667869	0.0140682	0.0163009	0.0289984	0.0327454	0.0318098	0.0510555	0.069384	0.0624162	0.0581076	0.0914695
</S>	0.0450713	0.0319553	0.0251103	0.0163631	0.0148794	0.01307	0.0170361	0.0152851	0.0214795	0.0185309	0.0133539	0.0194632	0.0208348	0.0275495	0.0266979	0.0290621	0.0207914	0.0237995	0.0279352	0.0183054	0.0141812	0.0102717	0.0174059	0.0121301	0.0282481	0.0421419	0.0292374	0.0381626	0.0402086	0.0397562	0.0423778	0.0502357	0.0529219	0.0459633	0.0901836
