 	a87	a23	a83	a24	a31	a70	a13	a90	a92	a75	a92	a96	a66	a15	a44	a84	a75	a92	a11	a75	a92	a11	a75	a47	a85	a66	a9	a87	a23	a87	</S>
j'	0.0576931	0.0445765	0.0257535	0.0318515	0.0159934	0.0103318	0.0115422	0.0111295	0.00997916	0.00880985	0.00670235	0.00832343	0.0181774	0.014596	0.0127006	0.011634	0.0161972	0.00894169	0.0314804	0.0280272	0.0553598	0.0579754	0.0688192	0.0514265	0.0284351	0.0568042	0.0419553	0.0479491	0.0490765	0.0613228	0.0964353
ai	0.0193548	0.0145553	0.032343	0.0287473	0.0288961	0.0315521	0.044425	0.085261	0.0617418	0.0612097	0.0341527	0.0701611	0.0570991	0.0262759	0.0352014	0.0454446	0.0284601	0.039678	0.0392555	0.0196878	0.0266013	0.0216449	0.0196657	0.0175683	0.0167927	0.0167325	0.0166943	0.0150235	0.0172275	0.0130988	0.0154484
enlevé	0.0328381	0.012629	0.0263997	0.0239519	0.0263401	0.032957	0.0421984	0.0319109	0.031563	0.0182562	0.0185385	0.0300751	0.0399703	0.0420552	0.0264979	0.0321919	0.0258997	0.043748	0.0594952	0.0300881	0.0307654	0.036946	0.0467639	0.0352858	0.0281704	0.028385	0.0308456	0.0241139	0.0455823	0.0263475	0.0391901
un	0.0321098	0.017967	0.0205638	0.0210933	0.0308367	0.0307178	0.0337072	0.0401928	0.0416902	0.0653251	0.0521004	0.0373408	0.0837619	0.0416706	0.0467235	0.0413057	0.0686207	0.0863247	0.0271259	0.0368746	0.0151157	0.0223535	0.0140656	0.0170184	0.0134812	0.0125947	0.0122978	0.0112678	0.00763481	0.00966019	0.00845765
peu	0.0308728	0.0139904	0.0161372	0.0107712	0.0187391	0.0151963	0.0139812	0.0197581	0.0133196	0.0212582	0.0148186	0.00943507	0.0187612	0.0106738	0.0225593	0.0299802	0.0553505	0.0543123	0.0329672	0.058601	0.0575771	0.123724	0.0896629	0.0750027	0.0360804	0.0574616	0.0223347	0.0263892	0.0100374	0.013038	0.00720882
de	0.113716	0.0529523	0.0495569	0.0407295	0.0580031	0.0332557	0.0223711	0.0169572	0.0145154	0.00868603	0.0085168	0.0089328	0.0101218	0.00816224	0.0109238	0.00810177	0.00854755	0.0104866	0.012236	0.0216941	0.0256115	0.0393073	0.0469161	0.0515808	0.0347222	0.0640781	0.0344846	0.0432495	0.0407062	0.0534968	0.0473798
la	0.0813653	0.0333289	0.0369875	0.0348724	0.0414729	0.0338867	0.032742	0.0479733	0.0403097	0.0209693	0.0152424	0.0178667	0.0126918	0.0164944	0.0198556	0.0234352	0.0190336	0.0519199	0.0291494	0.0367251	0.042489	0.0500364	0.0380982	0.0461253	0.0217599	0.0464722	0.036413	0.0158958	0.0252405	0.0164092	0.0147383
pâte	0.0718125	0.0222872	0.0212156	0.020105	0.0217792	0.01449	0.0129764	0.0198234	0.0174248	0.0101416	0.0107875	0.00873343	0.0172587	0.0194887	0.0248514	0.0250285	0.0673766	0.0707351	0.0624475	0.0612497	0.0597421	0.057247	0.0412462	0.0400716	0.02162	0.0468999	0.0380165	0.0209201	0.0299344	0.0240915	0.0201978
d'	0.052066	0.0119939	0.0156093	0.0131274	0.0225697	0.013237	0.00834853	0.00785871	0.00770431	0.00454916	0.00380285	0.00450267	0.00548461	0.00584927	0.00606019	0.00477334	0.00754186	0.00767639	0.033415	0.0230406	0.0256888	0.0214003	0.0338357	0.0399366	0.0506481	0.108672	0.0728131	0.0767501	0.117997	0.106052	0.0869952
arachide	0.0394631	0.0164479	0.0213885	0.0217212	0.0264627	0.0188504	0.0120158	0.00861875	0.00875654	0.00757999	0.00601672	0.0083891	0.009403	0.0129832	0.0154487	0.0112716	0.020318	0.0184859	0.0444494	0.0369464	0.0628328	0.0498485	0.0513312	0.055284	0.0447337	0.0476692	0.0790306	0.0334765	0.0876214	0.0431207	0.0800343
de	0.0411745	0.0114747	0.0139467	0.0123656	0.0127252	0.0100951	0.00915121	0.00778964	0.0101083	0.0106453	0.00948234	0.0170966	0.0142722	0.0207611	0.0170416	0.0181224	0.0159451	0.0197745	0.0772007	0.0428561	0.0806455	0.0377483	0.0440238	0.0450589	0.0418435	0.0367807	0.0760663	0.0281783	0.0979436	0.0370734	0.0826087
l'	0.0332783	0.0117085	0.0135438	0.0112901	0.0134691	0.0121599	0.0117814	0.0113966	0.013671	0.0142817	0.0120451	0.0154471	0.0125318	0.0191439	0.0171767	0.0143569	0.0192661	0.0291799	0.0660209	0.0327595	0.054702	0.032738	0.0373655	0.0452341	0.0530564	0.0512544	0.0753492	0.0351774	0.0942292	0.0547981	0.0815873
assiette	0.0406196	0.0235591	0.0224741	0.0234753	0.024043	0.0149817	0.0144333	0.0115811	0.0107299	0.0101166	0.00642575	0.00590963	0.00654362	0.00681698	0.00498312	0.00371742	0.00522799	0.00602019	0.0222411	0.0213611	0.0295721	0.0282864	0.035866	0.0486371	0.0883708	0.0587147	0.0690729	0.0697267	0.0769208	0.0751043	0.134468
</S>	0.0340849	0.02065	0.0209263	0.0142878	0.0151409	0.0108663	0.00978514	0.00845104	0.00627086	0.00604731	0.0156024	0.0157596	0.0225426	0.0206913	0.025221	0.0183717	0.0113625	0.00973401	0.0131713	0.0151816	0.0471648	0.0551529	0.0645747	0.0560482	0.0440904	0.0404852	0.0695101	0.0448403	0.0699503	0.0462721	0.147762
