 	a66	a87	a23	a97	a87	a23	a79	a90	a44	a26	a75	a5	a12	a96	a21	a85	a6	a36	a85	a47	a7	a54	a47	a54	a47	a36	a2	a57	a87	a23	a87	</S>
otsenge	0.0681709	0.0888285	0.060062	0.0733637	0.0242715	0.0276293	0.0447735	0.025702	0.0602766	0.0310799	0.0435765	0.046373	0.0238655	0.0169145	0.0149454	0.0174044	0.0111686	0.0145013	0.0118081	0.0284767	0.0347826	0.0135199	0.0146231	0.0198176	0.00774574	0.0457533	0.0135483	0.0219573	0.019903	0.0175122	0.011609	0.0460361
se	0.00441574	0.00859006	0.0107605	0.0228664	0.0135345	0.0248603	0.0768603	0.0348903	0.0434151	0.0805233	0.0875771	0.0555935	0.0895022	0.0512911	0.034489	0.0379911	0.116688	0.0682141	0.0870152	0.0205492	0.00515177	0.00338084	0.00381668	0.00136211	0.00104772	0.00192214	0.000985273	0.00105808	0.00207145	0.00311669	0.0044249	0.0020349
nourrit	0.018532	0.0256214	0.0470211	0.0500531	0.0586301	0.0559078	0.0526375	0.0267725	0.0363021	0.0704505	0.0581247	0.0666462	0.0818093	0.0801233	0.0320555	0.0389283	0.0562208	0.0330975	0.0308165	0.020321	0.00625695	0.00357771	0.00160426	0.00259861	0.00142349	0.00380752	0.00255154	0.00164369	0.00423208	0.00875143	0.0181603	0.00532117
des	0.14552	0.0988419	0.0658883	0.036016	0.0209242	0.017483	0.0131695	0.0159038	0.0146428	0.0279732	0.0173538	0.0174439	0.0140521	0.0236596	0.0212693	0.0180974	0.0195814	0.0195552	0.0316766	0.0251032	0.0303666	0.0315034	0.0211016	0.0149482	0.0166536	0.0219796	0.0211623	0.0265919	0.0306607	0.0349209	0.0347651	0.0511912
bâtons	0.0181308	0.00989279	0.0104922	0.00691326	0.0113784	0.0108678	0.00892063	0.0165922	0.0188718	0.0156542	0.0400012	0.0384601	0.0413666	0.0612614	0.0867824	0.0966599	0.0400564	0.0335315	0.0283296	0.0309599	0.0216419	0.0308092	0.0323846	0.0270278	0.0690285	0.0177149	0.0213744	0.0283373	0.0298193	0.0317073	0.0284555	0.0365764
de	0.0287328	0.0175757	0.014371	0.0138387	0.0137687	0.0139523	0.0122156	0.0245271	0.0235112	0.0243127	0.099648	0.0831275	0.0689462	0.0499298	0.0940736	0.079291	0.0407173	0.0277127	0.0240895	0.0420708	0.03176	0.0273918	0.0193449	0.0118001	0.0185127	0.012866	0.0078967	0.00832002	0.0143671	0.0121866	0.0139241	0.0252179
man	0.0512458	0.0298591	0.026875	0.0121771	0.0127412	0.0115691	0.0067577	0.0107027	0.0148936	0.0265149	0.103596	0.0502297	0.0628925	0.0908539	0.0682762	0.0678874	0.0353636	0.0324819	0.0213164	0.019355	0.0303992	0.0299648	0.0236168	0.0336963	0.0340384	0.0275874	0.00857063	0.00564119	0.00703924	0.00570486	0.0092091	0.0289429
ioc	0.0689356	0.0688295	0.0558345	0.0367474	0.0182196	0.021777	0.01643	0.0119389	0.0145611	0.0185295	0.0451603	0.0276256	0.0265275	0.0434578	0.0352449	0.0313873	0.0228243	0.0403519	0.0326994	0.0230685	0.0450223	0.0209934	0.0180313	0.0321663	0.0386725	0.0298304	0.0126231	0.0112824	0.0199526	0.0169746	0.0284942	0.0658067
cuit	0.0607753	0.0511388	0.0407173	0.0354666	0.0276445	0.0296141	0.0251563	0.0329195	0.0278193	0.0204467	0.0497204	0.0292231	0.0253805	0.0295206	0.0264757	0.0230158	0.0181461	0.0241305	0.0212675	0.0310927	0.0421744	0.0251846	0.0113832	0.0232821	0.0312866	0.0314737	0.0173113	0.0198219	0.0318263	0.0311753	0.0405819	0.0648275
à	0.0582073	0.0437144	0.0315215	0.0317771	0.0147101	0.0178234	0.0250255	0.0292706	0.0161145	0.00983648	0.0169655	0.0171585	0.0120788	0.0131598	0.0148223	0.0101108	0.00882392	0.00862813	0.00799174	0.0156378	0.0288599	0.0258858	0.0261621	0.0463016	0.0499186	0.0439677	0.0221968	0.0425159	0.0583343	0.0489156	0.0530188	0.150545
l'	0.0538604	0.0417097	0.0279234	0.0266373	0.0124901	0.0124923	0.0199567	0.0214571	0.014862	0.00858173	0.00964624	0.0116671	0.00647067	0.00664654	0.00798573	0.0062568	0.00628938	0.00608815	0.00554437	0.0116567	0.0188973	0.0276654	0.0280525	0.0531581	0.0488656	0.0591367	0.0503977	0.0562381	0.0637122	0.0542327	0.0538561	0.167565
étouffée	0.0346923	0.0468476	0.043179	0.0519297	0.039442	0.0349783	0.0360676	0.0398259	0.0323061	0.0157447	0.0193617	0.0228439	0.0192593	0.0203381	0.0246834	0.0260318	0.0168768	0.021894	0.0175238	0.0323646	0.0331749	0.0261996	0.0279471	0.0262515	0.0395915	0.0277653	0.019453	0.0277914	0.0274753	0.0280903	0.0331485	0.0869208
</S>	0.0648758	0.0608042	0.0428602	0.0442253	0.0379147	0.0495993	0.0296887	0.0380134	0.0427552	0.0251931	0.0338123	0.0393127	0.0174658	0.0123002	0.0205648	0.0237677	0.0143773	0.0190436	0.0146439	0.0244992	0.0210752	0.0144615	0.00911105	0.0138052	0.0108096	0.0133034	0.0112771	0.0220415	0.047956	0.0488656	0.0573484	0.0742281
