 	a66	a10	a3	a87	a23	a40	a20	a69	a44	a53	a98	a15	a7	a90	a79	a56	a32	a96	a98	a85	a6	a36	a37	a56	a93	a90	a98	a92	a79	a37	a32	a90	a93	a4	a93	a56	a96	a36	a26	a57	a87	a23	a82	a87	a23	a87	a97	</S>
la	0.0234504	0.04477	0.0365663	0.0266457	0.0161681	0.0219651	0.0169914	0.02068	0.018125	0.0469265	0.0499637	0.0516279	0.0350636	0.0285572	0.0291865	0.0484063	0.040368	0.0408084	0.038536	0.0377756	0.0280888	0.010674	0.0085145	0.0108131	0.0146225	0.0148527	0.0128745	0.0177656	0.0157875	0.00833675	0.0184053	0.0115582	0.0107636	0.0110306	0.00654854	0.00924677	0.0122342	0.0063014	0.0105497	0.011126	0.0107186	0.00556805	0.00905557	0.00845991	0.00663403	0.0082332	0.00759013	0.0210644
graisse	0.000362104	0.00162674	0.00256976	0.00231968	0.00452825	0.0134713	0.0153398	0.0331802	0.0549987	0.0984315	0.0482556	0.0891837	0.0531602	0.0444092	0.0463702	0.0450179	0.0516675	0.0403459	0.0486878	0.0326491	0.0373216	0.0534403	0.0443951	0.0365304	0.0269976	0.0178145	0.0178537	0.0116985	0.00636411	0.00526621	0.00436637	0.00263648	0.00154118	0.00140156	0.000504712	0.000443655	0.000621375	0.000349608	0.000451236	0.000397987	0.000424363	0.00021727	0.000253231	0.00052059	0.000361437	0.000400986	0.000454966	0.00039558
de	0.00296614	0.0143646	0.0153096	0.0147427	0.0168563	0.0313305	0.016095	0.0251514	0.113463	0.0794367	0.115262	0.0704832	0.120669	0.0456259	0.0563583	0.0310654	0.0356976	0.0349205	0.0334243	0.0271188	0.0121807	0.0059273	0.00856862	0.00672961	0.00613102	0.0104925	0.0120289	0.00986083	0.00775912	0.00627128	0.00461923	0.00188041	0.00116714	0.00130931	0.00102531	0.0010227	0.000530885	0.000252055	0.000124544	0.000202388	0.000145989	0.000179235	0.000130031	0.000145743	0.000214528	0.000203584	0.00032805	0.000227494
cabri	0.00902935	0.00519953	0.00605804	0.00892609	0.00828323	0.0131848	0.0318395	0.0307803	0.0487227	0.0493938	0.0555165	0.0442428	0.0568626	0.0207895	0.0168588	0.0116494	0.0153414	0.0212833	0.0112486	0.0182631	0.0106697	0.00717038	0.0110506	0.011429	0.0112748	0.0116251	0.0118168	0.0104202	0.0143759	0.032785	0.0378948	0.0277536	0.0254711	0.0110505	0.00797828	0.00631506	0.00612025	0.0151632	0.0138072	0.0201583	0.0210672	0.0404441	0.0256392	0.0214394	0.0235273	0.0240071	0.0370961	0.0189768
qu'	0.0199506	0.0137346	0.0106169	0.0154063	0.0184293	0.0158616	0.00661236	0.00769776	0.010601	0.0110429	0.0123934	0.0186643	0.0292935	0.0478747	0.0386035	0.0429491	0.0374833	0.0715898	0.0493668	0.0784532	0.0635967	0.0449414	0.0384619	0.0163729	0.0182159	0.0191016	0.0188316	0.0259384	0.0117403	0.0134475	0.0108105	0.00711853	0.00575297	0.00426125	0.00572165	0.00224569	0.00836735	0.0047482	0.00466721	0.0059499	0.00802116	0.00945339	0.0110318	0.0150922	0.0144693	0.0174998	0.0160975	0.0214183
elle	0.0284198	0.0259333	0.0236306	0.0303909	0.023998	0.0231572	0.0135807	0.0144094	0.0241003	0.0437914	0.04496	0.0317563	0.0382848	0.0285576	0.0299186	0.0210645	0.0187729	0.0220972	0.0251173	0.0221572	0.0213093	0.0160503	0.0185326	0.0215212	0.022424	0.0255127	0.0197695	0.0352535	0.0285456	0.0153746	0.0193614	0.0102225	0.00646257	0.00394926	0.00448363	0.00487948	0.00724594	0.0101356	0.0108977	0.0140309	0.0175614	0.024378	0.0142147	0.0153408	0.0146321	0.0129661	0.0209423	0.0299043
a	0.0218736	0.0270074	0.0209283	0.0267282	0.0188779	0.0123551	0.0400705	0.0159869	0.0200999	0.0228203	0.0244905	0.0271099	0.0128066	0.0340713	0.0307025	0.0224155	0.0119218	0.0111167	0.0142266	0.0104425	0.00980382	0.0120525	0.0156973	0.0128943	0.0135466	0.023925	0.0268048	0.0428459	0.0506699	0.0335873	0.0412093	0.0276275	0.0145347	0.0145578	0.0113709	0.00606013	0.0109835	0.0153344	0.0116476	0.0157344	0.0138115	0.0334301	0.0238433	0.0156387	0.0139055	0.0259931	0.0155344	0.0209037
préparée	0.025065	0.0323313	0.0278127	0.0278844	0.0134092	0.012024	0.0275455	0.0184937	0.0197362	0.0429643	0.0285041	0.0416974	0.0266414	0.024288	0.0237716	0.0130232	0.00751497	0.00636447	0.00806387	0.00751158	0.00685277	0.00522691	0.00521981	0.00429929	0.00331029	0.00599103	0.0078141	0.00965596	0.0134812	0.012467	0.0164364	0.0141516	0.0179947	0.015414	0.016115	0.00618141	0.0225201	0.0191145	0.0250243	0.0280649	0.024718	0.0420153	0.048841	0.0328186	0.0329898	0.0538593	0.0278828	0.046893
s'	0.0349665	0.033459	0.0274929	0.0304524	0.0243734	0.0186275	0.0135136	0.0189691	0.0181155	0.0207163	0.0173323	0.00597478	0.0109521	0.00660022	0.00592175	0.00423859	0.00348107	0.00681111	0.00781175	0.00807711	0.00957835	0.00541172	0.00528731	0.00586729	0.00541064	0.0036	0.00323193	0.00435781	0.00706676	0.00873693	0.0127636	0.0117185	0.0247238	0.0111039	0.0188967	0.0120526	0.0317131	0.0360138	0.0449333	0.0407236	0.045431	0.0496646	0.0535497	0.048983	0.0402456	0.044975	0.0474703	0.048602
est	0.0297153	0.0417683	0.0297941	0.0253468	0.0166447	0.00978175	0.0127363	0.012709	0.00853867	0.0212801	0.0129737	0.0198817	0.0107041	0.0197844	0.0222408	0.0105379	0.00652561	0.00857469	0.0109717	0.010638	0.0116013	0.0104881	0.0123947	0.0127148	0.0126628	0.0160887	0.019272	0.0174943	0.0187111	0.015817	0.0163031	0.0121227	0.012481	0.0149609	0.0110027	0.0137962	0.0273845	0.0222722	0.0283455	0.0304767	0.0342883	0.0335661	0.0460071	0.0405061	0.0292246	0.0408018	0.0555877	0.0424802
coagulée	0.0272697	0.0183028	0.0120117	0.0122197	0.00831589	0.0058946	0.0052901	0.00942704	0.00348494	0.0116145	0.0065664	0.0175517	0.0134278	0.0281158	0.0236006	0.0189487	0.0112431	0.0130028	0.0168784	0.0166971	0.0154943	0.0145443	0.0191247	0.0138155	0.0145082	0.0187759	0.022077	0.020784	0.0213518	0.0171453	0.0192829	0.0181602	0.0186649	0.0385626	0.019728	0.0109776	0.0205442	0.0241831	0.0222757	0.0310476	0.0275632	0.0410749	0.0429666	0.0359419	0.0324471	0.0509355	0.0328077	0.055352
