 	a66	a87	a23	a87	a23	a79	a15	a79	a44	a56	a37	a25	a44	a98	a47	a85	a47	a79	a44	a93	a4	a57	a3	a87	a23	a99	a13	a71	a13	a38	a57	a87	a23	a87	</S>
si	0.028054	0.0450188	0.0408434	0.0351855	0.0363514	0.0334237	0.0457458	0.042066	0.0582913	0.0475054	0.0619667	0.0361277	0.056902	0.0310733	0.0192028	0.00753116	0.00873075	0.0109112	0.0100437	0.0159956	0.00877688	0.013615	0.012325	0.0137865	0.0222506	0.0213482	0.0189766	0.0298681	0.0201248	0.0242269	0.0194701	0.0240758	0.0295471	0.026601	0.0440372
tu	0.0087426	0.0101569	0.0105423	0.0148022	0.0129287	0.00931679	0.0197923	0.0324897	0.0464695	0.0511857	0.0474875	0.0480474	0.0454396	0.0284262	0.0218902	0.0173188	0.0162577	0.0165097	0.0293708	0.0296207	0.0418012	0.0370746	0.0309378	0.0219708	0.0281872	0.0490662	0.0425071	0.0286595	0.0331933	0.0308178	0.0319415	0.0240277	0.030237	0.0351391	0.0176437
penses	0.027684	0.0184614	0.0148825	0.0135081	0.0110331	0.00892765	0.00659009	0.0306237	0.132967	0.127573	0.132107	0.0855592	0.0779837	0.036162	0.0155867	0.00949324	0.0115795	0.0102923	0.0155543	0.00481046	0.00511293	0.00216178	0.00226628	0.00216117	0.00256009	0.00173403	0.00258915	0.00371875	0.00495308	0.00562861	0.0094864	0.0193832	0.0414501	0.0480133	0.057402
trop	0.0599976	0.0319736	0.0196878	0.0231752	0.0242714	0.0158104	0.00798755	0.00929629	0.0400692	0.0605773	0.0519228	0.0415973	0.037728	0.0300477	0.0107019	0.00494226	0.0059135	0.00570585	0.00754809	0.00924194	0.0103384	0.00677847	0.00699748	0.0109577	0.0145936	0.0112397	0.0142832	0.0189659	0.037073	0.0465473	0.0594886	0.0713341	0.0532631	0.0458665	0.0940773
à	0.0625473	0.0493049	0.0386648	0.0349383	0.0346452	0.0262892	0.0175738	0.00985286	0.014101	0.0158816	0.0169332	0.0183461	0.0143647	0.0127457	0.013789	0.00989273	0.0095257	0.012863	0.0140285	0.0200122	0.0222401	0.0207332	0.0110485	0.0192544	0.0305724	0.0182999	0.0146425	0.0182616	0.0461119	0.0697757	0.0667607	0.0647218	0.0476593	0.0616594	0.0419592
ta	0.0261681	0.0217453	0.0226772	0.019318	0.0157776	0.0149967	0.0233325	0.0227461	0.0700086	0.102023	0.111015	0.0876941	0.0882615	0.083524	0.0415267	0.0160725	0.00937506	0.00684476	0.0106422	0.011698	0.00822394	0.00707443	0.00602802	0.00812432	0.0144099	0.0185827	0.0246506	0.0168568	0.0109955	0.0132399	0.0119259	0.00986906	0.0130223	0.0137112	0.0178381
mère	0.0241275	0.0158284	0.0126459	0.0137867	0.0119029	0.00992391	0.0140672	0.0269044	0.0838861	0.100028	0.11115	0.103617	0.0977586	0.0931969	0.053963	0.0259258	0.0275488	0.0189931	0.0195844	0.00966562	0.00479347	0.00230289	0.00199977	0.00256406	0.00629359	0.00290257	0.00475651	0.0033865	0.00464964	0.00962928	0.00922643	0.0157279	0.011797	0.0139613	0.0315047
tu	0.0485405	0.0655611	0.0403204	0.0467606	0.0303107	0.018152	0.0109808	0.0401143	0.0800667	0.0667233	0.0512129	0.0264268	0.0211786	0.013059	0.00830507	0.00531878	0.00653967	0.00589527	0.00665031	0.00907352	0.0103282	0.00835119	0.00382669	0.00449751	0.00594272	0.0052377	0.00624849	0.0138019	0.0274425	0.0364611	0.0480744	0.0643948	0.046719	0.0523809	0.0651027
vas	0.0700356	0.0890038	0.0569565	0.0777577	0.041921	0.0268866	0.0205108	0.0307889	0.0569881	0.0408141	0.0365299	0.0160583	0.0125526	0.00682432	0.00431573	0.00619574	0.00325297	0.0028764	0.00407671	0.00863317	0.0130173	0.0184917	0.00571503	0.00656799	0.00959905	0.00444249	0.00412268	0.00850439	0.0187558	0.030474	0.0425863	0.0632803	0.0524679	0.0580437	0.0509525
maigrir	0.0483459	0.0341188	0.0219652	0.0323614	0.0236032	0.0248549	0.0208959	0.0330844	0.0280603	0.0212365	0.0245055	0.0245175	0.0198826	0.0176179	0.0192268	0.026759	0.0190631	0.0206816	0.0333438	0.0359202	0.0381755	0.0257352	0.0061964	0.00815438	0.0101825	0.00836414	0.00813745	0.0129823	0.0331756	0.0329604	0.0425638	0.0774221	0.0446974	0.0576832	0.063525
</S>	0.0462185	0.0236027	0.0118435	0.0134232	0.0112607	0.00856907	0.0102531	0.0134686	0.0110018	0.0113329	0.00780565	0.00977335	0.00969149	0.00526886	0.00383082	0.00320664	0.00302269	0.00375909	0.00516335	0.0135849	0.020928	0.0309739	0.0159693	0.0219206	0.0280443	0.0204537	0.0138878	0.0396721	0.0644937	0.0707047	0.0817702	0.0929545	0.0917702	0.104866	0.0755095
