 	a66	a87	a23	a10	a54	a7	a53	a93	a12	a21	a12	a96	a98	a6	a85	a5	a61	a21	a85	a6	a85	a47	a6	a37	a44	a57	a3	a97	a87	a23	a87	</S>
dans	0.0577008	0.075509	0.0576829	0.0749595	0.0585805	0.0580039	0.0413582	0.040292	0.0214914	0.0132863	0.0117498	0.012188	0.012912	0.0138503	0.0133491	0.020803	0.0157216	0.0178812	0.0314433	0.0283524	0.0249134	0.0446385	0.0437323	0.0318317	0.020274	0.0267795	0.0181979	0.0224776	0.0146277	0.0192634	0.0214038	0.0347451
ce	0.0267329	0.0322223	0.0388441	0.053343	0.0219019	0.0410202	0.0114204	0.0178849	0.017009	0.0111551	0.0186585	0.0105119	0.0106882	0.0127943	0.0190049	0.0116444	0.0225029	0.0259344	0.0259018	0.0227187	0.0300204	0.0307008	0.0263374	0.036466	0.0523561	0.0449062	0.0744175	0.0598848	0.0593408	0.0444963	0.0573357	0.0318441
village	0.0511094	0.0346213	0.0179963	0.0205206	0.0766832	0.0606215	0.0495035	0.0503908	0.0432568	0.0341219	0.0275553	0.0268176	0.0449844	0.027787	0.0393582	0.038752	0.0393593	0.0475008	0.0323054	0.0207592	0.0103163	0.0144667	0.0150383	0.0170086	0.0254576	0.0159763	0.0113854	0.00858994	0.0167406	0.0252258	0.0187216	0.0370684
de	0.0543501	0.0315651	0.0276327	0.015754	0.0152233	0.0193301	0.028089	0.0363458	0.0573765	0.0643845	0.0851406	0.070691	0.0716054	0.0503053	0.0409949	0.021	0.0134718	0.01316	0.00615445	0.00513953	0.00668915	0.0082982	0.0119907	0.0116517	0.00782564	0.0164832	0.0248155	0.0288374	0.0339497	0.0286985	0.0390786	0.0539677
nombreuses	0.103235	0.0732826	0.0379846	0.0240338	0.0214509	0.0159129	0.0182319	0.0258194	0.0525072	0.0528231	0.0468798	0.0381646	0.0416494	0.0401391	0.0292973	0.0226873	0.0290298	0.0264571	0.0182877	0.0196215	0.0134489	0.0103198	0.00637691	0.00823657	0.00783091	0.010404	0.014016	0.0183644	0.0288967	0.0351683	0.0460395	0.0634025
personnes	0.0171968	0.0111549	0.00511537	0.00424908	0.00621318	0.00840812	0.00997494	0.0148135	0.0515115	0.103403	0.113008	0.140917	0.0792154	0.091272	0.0556536	0.038652	0.0343213	0.0343574	0.0200862	0.0272391	0.0208901	0.0159713	0.0133624	0.00704973	0.00346086	0.00853473	0.0139163	0.0120161	0.0119463	0.00701161	0.00926713	0.00981047
sont	0.0403383	0.0374415	0.0374865	0.027554	0.0183468	0.0113607	0.0058901	0.0102352	0.0157457	0.0204333	0.0189483	0.0228069	0.02423	0.0258069	0.0301517	0.0181384	0.0289894	0.021227	0.0165839	0.0180926	0.0274097	0.0215191	0.0245549	0.0255599	0.0150247	0.0330621	0.0614846	0.0742156	0.0841335	0.0561575	0.0782175	0.0488534
des	0.0621558	0.0425638	0.0316195	0.0198569	0.00964942	0.0068696	0.00453805	0.00585241	0.011683	0.013017	0.0156863	0.0172989	0.0195406	0.0213074	0.0266043	0.0269711	0.0314454	0.0248744	0.0235916	0.0167718	0.0221149	0.0204198	0.0267361	0.028192	0.0336244	0.0473876	0.0493635	0.0687417	0.0694103	0.0561445	0.0753197	0.0706481
sorciers	0.0440818	0.0276526	0.032231	0.0213364	0.0158101	0.0110885	0.0123875	0.00774082	0.0071655	0.0120611	0.0213912	0.0242938	0.0303138	0.0287314	0.034239	0.0288264	0.0358496	0.029522	0.0268938	0.0219416	0.0269318	0.0258794	0.0303701	0.0359483	0.039174	0.0484571	0.0651498	0.0621191	0.0696107	0.0462964	0.0486547	0.0278507
</S>	0.0387055	0.0436396	0.032325	0.0311044	0.0192642	0.0159625	0.00843401	0.0107316	0.0141874	0.0106896	0.00950454	0.0104266	0.0092736	0.0116069	0.0108719	0.0128893	0.0166333	0.0125522	0.0148707	0.0164288	0.0238506	0.0253347	0.0398932	0.042197	0.0320129	0.058351	0.0570828	0.0662985	0.0657377	0.059362	0.0768768	0.102901
