 	a15	a66	a87	a23	a83	a11	a56	a96	a21	a5	a21	a12	a21	a47	a62	a88	a0	a31	a88	a9	a87	a23	a83	a54	a79	a36	a21	a5	a23	a90	a98	a79	a15	a0	a75	a79	a69	a7	a84	a57	a87	a23	a99	a87	</S>
ibvunze	0.0316433	0.0369046	0.0322382	0.0234432	0.0270675	0.0270941	0.0496093	0.0439024	0.0579432	0.0622306	0.0480021	0.0384667	0.0560448	0.034849	0.0122592	0.0147723	0.0266343	0.0122285	0.0126932	0.00592237	0.00284847	0.00377214	0.00561518	0.00521184	0.0103101	0.0155584	0.0126019	0.0208004	0.0213084	0.0373232	0.0273	0.0218775	0.00754777	0.00616339	0.00910827	0.0122288	0.0151742	0.0117872	0.0148584	0.0210871	0.0128052	0.0131476	0.0092761	0.0116007	0.0167392
a	0.0155435	0.00903417	0.00991049	0.00841387	0.00556688	0.00541987	0.00949429	0.00492283	0.00672325	0.00496044	0.00463328	0.00646462	0.00512217	0.00657662	0.00876692	0.00283506	0.00713329	0.0107628	0.0236196	0.0523329	0.0408886	0.0407072	0.0481641	0.0316506	0.0257182	0.01711	0.0349078	0.0119359	0.015477	0.0152631	0.00688909	0.0134347	0.0164369	0.0200854	0.0172699	0.0320959	0.0483698	0.058219	0.0553105	0.0338483	0.0518503	0.0373735	0.0585927	0.0351065	0.0250583
le	0.0247414	0.0124231	0.0116189	0.0107627	0.00912827	0.00962771	0.0177134	0.0173085	0.00958973	0.0117949	0.0105555	0.0131427	0.0151228	0.0136528	0.0236436	0.0206413	0.0257593	0.0395006	0.0585776	0.0696719	0.0489494	0.0368293	0.0405007	0.0374166	0.0281557	0.0137972	0.0198428	0.00821382	0.00624921	0.00468712	0.00530826	0.00635352	0.00717688	0.00645534	0.0129238	0.014787	0.0158441	0.0114322	0.0200137	0.0205394	0.0395007	0.0238022	0.0420459	0.0312549	0.0729436
front	0.0439834	0.0445014	0.0339375	0.0313118	0.0395918	0.0279601	0.0245155	0.0277081	0.0197241	0.0152005	0.0191632	0.03015	0.0166782	0.036351	0.0456175	0.0899349	0.0448357	0.0328302	0.0413548	0.0217226	0.0162744	0.0208873	0.0185918	0.0281836	0.0154173	0.0320346	0.0233866	0.031624	0.0393325	0.0245557	0.0209139	0.0124523	0.00950951	0.00299573	0.00246726	0.00167071	0.00150305	0.000794837	0.00163743	0.00126348	0.00122915	0.00187121	0.00198009	0.00147031	0.000881128
fermé	0.0248878	0.0237381	0.0186446	0.0185266	0.0225149	0.0217354	0.0364035	0.0273861	0.0333472	0.0256084	0.0291095	0.0412297	0.0449994	0.0318867	0.0481564	0.0864763	0.0570267	0.0671675	0.0896014	0.0378748	0.0339945	0.0179877	0.0161125	0.0105495	0.00950111	0.00464007	0.00619292	0.00452243	0.00510663	0.0076263	0.00608291	0.00361037	0.00383245	0.00580384	0.00391307	0.00360405	0.00389507	0.00768094	0.00835323	0.00483871	0.00725031	0.00748247	0.015197	0.00627879	0.00962203
parce	0.0945562	0.052616	0.0475764	0.0482818	0.0294161	0.023871	0.0311604	0.0225465	0.0290911	0.0251149	0.0183385	0.0164391	0.0176805	0.0227046	0.0186801	0.0180712	0.0120527	0.0203103	0.0183543	0.0191549	0.0316654	0.0244357	0.0212943	0.0165152	0.0136226	0.00828073	0.0102522	0.00716698	0.00743729	0.0119819	0.0128213	0.0115106	0.0164232	0.00847601	0.00856858	0.00858089	0.0121905	0.0102185	0.0171551	0.0163209	0.0290782	0.0211403	0.0249892	0.0247026	0.0391551
qu'	0.0802569	0.0407636	0.0396285	0.0320051	0.0131377	0.00656911	0.0137968	0.00944305	0.00972258	0.012224	0.00851285	0.00962322	0.00753198	0.0104725	0.0198447	0.0176098	0.0136475	0.0467657	0.0411225	0.0459761	0.049715	0.0461693	0.0286009	0.0146212	0.00986627	0.00311367	0.00654635	0.00212791	0.00487422	0.0111122	0.0145832	0.00907119	0.02375	0.00924377	0.00914535	0.0132588	0.0164511	0.0109997	0.0206539	0.0180026	0.0388896	0.030957	0.0353284	0.0408604	0.0534038
il	0.0469971	0.0335769	0.0298479	0.0209257	0.00876792	0.00433612	0.00736822	0.00495929	0.00356781	0.00512484	0.00295447	0.00474917	0.00352541	0.00663967	0.0143462	0.0128958	0.0124278	0.0314874	0.0262134	0.0243483	0.0179012	0.0230312	0.0148788	0.00865699	0.00897797	0.00498961	0.00968783	0.00441795	0.0127015	0.0258091	0.0600548	0.0489489	0.111937	0.0583743	0.0456427	0.0355258	0.0225198	0.0105169	0.0139608	0.0197391	0.0277011	0.0220096	0.0190351	0.0320506	0.0358724
a	0.0417634	0.0282967	0.0289935	0.015695	0.0110352	0.00583454	0.00797031	0.00538906	0.00266002	0.00141438	0.00172132	0.00229071	0.0023446	0.00515508	0.00700894	0.0063991	0.0108092	0.00893827	0.00988214	0.013241	0.0110951	0.011554	0.017566	0.0125088	0.0131894	0.0107992	0.0106203	0.00807344	0.0148519	0.0317373	0.0585191	0.0641615	0.0819566	0.0379319	0.0625519	0.0470647	0.0294603	0.0152898	0.0218085	0.041885	0.0372099	0.0329742	0.0317561	0.0356536	0.0429387
vu	0.0558191	0.0244368	0.0371855	0.0261066	0.0136955	0.00861029	0.0123344	0.00955177	0.00442584	0.00287874	0.00371712	0.00413622	0.0036009	0.00685103	0.00897765	0.0133662	0.0171006	0.0256242	0.0233255	0.0282237	0.0241711	0.0187961	0.0279035	0.020511	0.0168096	0.0116831	0.0155315	0.00745328	0.0095717	0.0149503	0.0393272	0.0303139	0.0794202	0.0336763	0.0416535	0.0340275	0.0185146	0.0118855	0.0142043	0.0245156	0.0351594	0.0213772	0.0304709	0.0365994	0.051506
