 	a66	a87	a23	a40	a27	a18	a38	a54	a15	a79	a44	a79	a44	a70	a62	a12	a18	a88	a18	a88	a71	a24	a18	a0	a88	a38	a9	a87	a23	a87	</S>
mes	0.0363625	0.0765207	0.102056	0.0823645	0.0876255	0.0943181	0.0923585	0.078894	0.0589532	0.0288009	0.0182692	0.0136791	0.013354	0.0146498	0.0174934	0.00861473	0.00776976	0.00558679	0.00611391	0.00718142	0.00962009	0.0105005	0.0138588	0.0137776	0.0117815	0.0145768	0.00805854	0.0127477	0.013952	0.00755502	0.0326056
petits	0.00613429	0.0199403	0.0304529	0.0289939	0.0503362	0.0568596	0.0722074	0.0851397	0.0862912	0.13395	0.112601	0.0681108	0.0551658	0.062801	0.0395988	0.0147048	0.00978669	0.00541107	0.00324298	0.00378036	0.00265344	0.00223816	0.00241835	0.00273799	0.00262689	0.00650329	0.00734432	0.00738441	0.0053146	0.00878872	0.00648116
frères	0.0408714	0.0149654	0.0108377	0.0125668	0.0161122	0.0228716	0.0411173	0.0422044	0.0437069	0.0873387	0.154799	0.125265	0.0972481	0.0691393	0.0430621	0.0201119	0.026032	0.0206357	0.0208241	0.0113277	0.01314	0.00964104	0.0106271	0.00562719	0.00801697	0.0057582	0.00414479	0.00386358	0.00453892	0.00783195	0.00577304
reviennent	0.0525751	0.0354655	0.0181398	0.0131383	0.0185368	0.025786	0.0383285	0.021294	0.0152988	0.0197218	0.0263227	0.0263812	0.0373123	0.0380733	0.0485152	0.0355501	0.0612073	0.0435514	0.0331513	0.02876	0.027625	0.0377454	0.0305791	0.0212995	0.0406154	0.0265185	0.0462392	0.0283841	0.0304391	0.0355782	0.0378673
de	0.0701538	0.034361	0.0169937	0.0116308	0.0121869	0.0146903	0.0249437	0.0311118	0.0310094	0.0199357	0.0137041	0.0107394	0.0147359	0.0116328	0.016611	0.0153897	0.0209601	0.0298125	0.0709849	0.054013	0.0562418	0.0581472	0.0426627	0.0333084	0.060055	0.0259723	0.0304168	0.0414439	0.0376037	0.0420223	0.0465254
chercher	0.0518613	0.0232302	0.0137355	0.00985743	0.00833626	0.00842484	0.00994554	0.0104383	0.0116173	0.0123481	0.0123056	0.00946861	0.0159385	0.00953135	0.0116632	0.0107058	0.0159062	0.0254668	0.0605589	0.0464154	0.0559057	0.0891041	0.089454	0.0623901	0.102116	0.0509407	0.0433261	0.0352817	0.0359325	0.029023	0.0287711
les	0.09905	0.0465711	0.0291148	0.0188882	0.0142631	0.0100064	0.00798244	0.00747741	0.00520193	0.003472	0.00381095	0.00347158	0.00595223	0.00723798	0.014482	0.0102364	0.0167303	0.0210047	0.0298883	0.0164762	0.0248581	0.0233069	0.0327771	0.0310345	0.0587673	0.091512	0.0905685	0.0807041	0.069946	0.0819776	0.0432297
chénilles	0.0829554	0.041477	0.0189977	0.00667026	0.0058506	0.00417891	0.0031194	0.00278177	0.00162644	0.000869616	0.00108633	0.00146659	0.00356019	0.00715101	0.0210942	0.0116713	0.017257	0.0190667	0.0265179	0.0182426	0.020449	0.0210085	0.0420667	0.0296786	0.0599745	0.108249	0.0924999	0.0955443	0.0893705	0.0996096	0.0459083
itsetseli	0.053769	0.0322646	0.0247345	0.0115591	0.0145564	0.00879244	0.00611971	0.00553628	0.00498023	0.00354372	0.0032008	0.00398319	0.00744936	0.0117382	0.0173918	0.0119897	0.0141689	0.0129713	0.0189594	0.0164736	0.0178	0.0201571	0.0401087	0.0257866	0.0493196	0.0985176	0.101698	0.10158	0.0796085	0.0975381	0.0837041
</S>	0.0391736	0.024482	0.0162066	0.0112183	0.015777	0.0129838	0.00856063	0.0076768	0.00641032	0.00474943	0.00354937	0.00506518	0.00753301	0.0138514	0.0144811	0.010945	0.0134807	0.0103824	0.0113255	0.011344	0.0101928	0.012721	0.0204825	0.0254564	0.0334529	0.110565	0.111128	0.134725	0.10157	0.113997	0.0765122
