 	a66	a87	a40	a47	a36	a37	a21	a85	a47	a36	a21	a90	a92	a56	a43	a75	a79	a25	a6	a12	a18	a27	a90	a94	a4	a57	a82	a3	a97	a87	a97	a87	a97	</S>
ses	0.0707661	0.0819029	0.142302	0.11754	0.122993	0.0964737	0.0597442	0.0411203	0.0179487	0.0077389	0.00823724	0.00500627	0.00446262	0.00477413	0.00478991	0.00738661	0.00584733	0.0109758	0.00954697	0.00598221	0.00881081	0.00744832	0.0109247	0.0120118	0.00905609	0.0120681	0.0113952	0.011812	0.00996723	0.0122355	0.00958748	0.0123984	0.011475	0.0352692
amis	0.00293282	0.00988914	0.0178139	0.018418	0.025576	0.0549245	0.0627237	0.084538	0.183689	0.0610089	0.121292	0.0654974	0.0526288	0.0718352	0.0486489	0.0278242	0.0233471	0.0186314	0.00607603	0.00673677	0.00695703	0.00402275	0.00634318	0.00242532	0.00250403	0.00103426	0.000886681	0.00089536	0.000955554	0.0015156	0.00115942	0.00207489	0.00361047	0.00158455
l'	0.0623256	0.0524798	0.0708103	0.0354424	0.0508497	0.0568061	0.0529907	0.075154	0.0476609	0.0153136	0.0106031	0.0101058	0.0081776	0.012109	0.0236336	0.0292039	0.0348195	0.0490669	0.0465074	0.0326412	0.0149671	0.012616	0.00997581	0.0090875	0.00670616	0.00887823	0.00836614	0.0105211	0.0105263	0.0171203	0.0212414	0.023617	0.0483183	0.0213575
on	0.01575	0.00467278	0.00481321	0.00765665	0.0164292	0.0435165	0.0609677	0.0944787	0.15436	0.109252	0.155631	0.0575222	0.0467157	0.0475596	0.0407716	0.0216586	0.00951035	0.00968293	0.0058108	0.00564805	0.00433743	0.00245362	0.00224323	0.00137421	0.00117882	0.00275755	0.00306044	0.00526289	0.0078893	0.00707398	0.00903753	0.00974868	0.00840099	0.0227733
tapé	0.0617326	0.0375138	0.0228933	0.0173778	0.0233594	0.0447674	0.0537227	0.0912368	0.112205	0.0472385	0.0510995	0.023996	0.0192825	0.0215271	0.011375	0.00600471	0.00526538	0.00907397	0.00848184	0.00711224	0.00532972	0.00535092	0.00513531	0.00470036	0.00676723	0.00548629	0.0105154	0.0155062	0.0208571	0.0196705	0.0253998	0.0487732	0.0620266	0.0892151
parce	0.10831	0.0723908	0.0689219	0.0624914	0.035259	0.0578831	0.0433216	0.0566251	0.0536978	0.0217253	0.0194216	0.00613819	0.00752675	0.0115378	0.0147983	0.0143702	0.00710574	0.0118228	0.00955609	0.00880701	0.00933305	0.00793881	0.010212	0.00728335	0.00553978	0.009803	0.00556705	0.0115265	0.016009	0.0226542	0.0242584	0.0397837	0.0490949	0.0892856
qu'	0.0977336	0.066058	0.0627854	0.056071	0.043013	0.0570786	0.0533162	0.0708423	0.0664586	0.0196354	0.0149386	0.00899077	0.00565461	0.00656291	0.00862816	0.0118661	0.0069741	0.016472	0.0208543	0.0208084	0.0207945	0.0194191	0.0150865	0.0121204	0.00779118	0.0159145	0.00972755	0.0184032	0.0243393	0.0312242	0.0284329	0.0272854	0.0269968	0.0277228
il	0.0706054	0.0444221	0.032629	0.0175155	0.00922712	0.00897027	0.00842274	0.0108735	0.00967278	0.00570758	0.00383236	0.00328001	0.00361965	0.00550892	0.00694329	0.0170311	0.00910397	0.0219217	0.0489346	0.0262506	0.0479803	0.0253772	0.0332896	0.030777	0.0147883	0.0517235	0.0304925	0.0599033	0.0627832	0.0726035	0.0629277	0.0559886	0.043256	0.0436369
est	0.0686828	0.0578161	0.0448576	0.0194089	0.00770006	0.00499439	0.00351078	0.00445569	0.00216894	0.00195176	0.00150586	0.00174527	0.00175097	0.00237085	0.0035013	0.00729066	0.00526993	0.0131698	0.0325913	0.0117208	0.0135304	0.0124074	0.014451	0.0192979	0.0102514	0.0363131	0.0269077	0.0545324	0.0505532	0.10241	0.105213	0.0945819	0.0954462	0.0676413
faible	0.0577027	0.0499873	0.046198	0.0298981	0.0113276	0.00851505	0.00683234	0.0126521	0.00962547	0.00827783	0.00719617	0.00490918	0.00801722	0.0100142	0.0127486	0.0171543	0.0125339	0.0194189	0.0197647	0.00743171	0.00644152	0.00411363	0.00395978	0.00434333	0.00217721	0.00685874	0.0060352	0.0270931	0.019833	0.0700165	0.0596707	0.0931159	0.126428	0.209708
</S>	0.0635064	0.0708605	0.0665723	0.0394684	0.0124312	0.00757853	0.0062841	0.00825337	0.00533941	0.00499523	0.00343018	0.002339	0.00428417	0.00758216	0.00788619	0.0120886	0.00517402	0.0166233	0.0179687	0.00422231	0.00363455	0.00248155	0.00275493	0.00599347	0.00253832	0.00793422	0.00998914	0.0274342	0.0224638	0.0533646	0.0391739	0.0783285	0.165112	0.211909
