 	a15	a82	a99	a10	a87	a99	a87	a23	a83	a75	a6	a0	a75	a47	a92	a37	a56	a75	a34	a62	a47	a34	a44	a75	a47	a36	a2	a57	a87	a99	a87	a23	a87	</S>
nous	0.051348	0.0400578	0.0261679	0.0163998	0.0231184	0.015424	0.0184806	0.0160262	0.0265963	0.0297169	0.0210884	0.0332624	0.039658	0.0472775	0.0219466	0.0208112	0.0225168	0.0195973	0.0196657	0.0385424	0.0367948	0.0215507	0.0315261	0.0238636	0.0231438	0.0357827	0.0211133	0.0383293	0.0270557	0.0306323	0.0292007	0.0457503	0.0375516	0.0500027
nous	0.0444533	0.0380779	0.0423189	0.0561357	0.0384649	0.036263	0.0288998	0.031758	0.0311215	0.0222112	0.0158632	0.016102	0.0161162	0.0179696	0.0283439	0.0395759	0.0320498	0.0263393	0.0444609	0.0348893	0.0154507	0.0204847	0.0164909	0.0219923	0.0147056	0.0146271	0.0306534	0.019935	0.032445	0.0331253	0.0541904	0.0289515	0.0301327	0.0254013
sommes	0.053203	0.021037	0.0270795	0.0289802	0.0187779	0.0243022	0.0169443	0.0214133	0.0152235	0.0136313	0.00985733	0.0207755	0.0176716	0.017236	0.0270572	0.0231432	0.0152684	0.0166325	0.0280962	0.0396288	0.0252057	0.0299244	0.0186568	0.0273715	0.0322408	0.0345777	0.0390903	0.0326397	0.0404438	0.0437541	0.0684114	0.0465303	0.0551539	0.0500405
séparés	0.045539	0.0418596	0.0503622	0.026097	0.0343968	0.0295379	0.0262	0.0210974	0.0122007	0.0123391	0.00657977	0.00900643	0.0108801	0.0122176	0.069155	0.0784396	0.070495	0.0810854	0.0470231	0.0363594	0.0342448	0.0302657	0.0390448	0.0343376	0.0183619	0.0182563	0.0157471	0.0142111	0.0104967	0.0176074	0.00987705	0.0105654	0.00934066	0.0167723
depuis	0.030594	0.0320287	0.0321051	0.0216494	0.0225764	0.0188828	0.0158459	0.00988868	0.00972696	0.00666702	0.00552575	0.00504762	0.00757191	0.00690098	0.0248127	0.0323584	0.0328084	0.0391048	0.0299045	0.0234371	0.027491	0.0461949	0.0558672	0.0755764	0.0572724	0.0737223	0.0496191	0.0482154	0.0398112	0.0335572	0.0261745	0.0220678	0.0171482	0.0198452
longtemps	0.0734953	0.0628746	0.0560859	0.0506714	0.0436834	0.0367151	0.0353812	0.0324978	0.0283751	0.0201472	0.0125751	0.0130019	0.0156849	0.0144256	0.0187404	0.0221153	0.0280781	0.0299342	0.0253301	0.0170775	0.0200242	0.025101	0.0261874	0.0335318	0.0399746	0.0371551	0.0238317	0.0299865	0.0250774	0.0208185	0.0208079	0.0219647	0.0175819	0.0210671
mon	0.112395	0.0522208	0.0353828	0.0306685	0.0202656	0.016049	0.0146251	0.0131818	0.0145877	0.00750048	0.00809888	0.00685232	0.00593544	0.00422601	0.00567763	0.0144427	0.0207593	0.0275909	0.0449224	0.0294237	0.0272229	0.0460282	0.0382091	0.0446212	0.0455583	0.0490343	0.0315179	0.0453697	0.029045	0.032709	0.0267364	0.0301411	0.0294561	0.0395448
oncle	0.0313836	0.0208559	0.015094	0.0147091	0.0139754	0.0150292	0.01258	0.0107598	0.0143937	0.00934693	0.00775605	0.00969152	0.00970478	0.0061186	0.00469079	0.00735748	0.00939893	0.014562	0.0172855	0.01641	0.0201952	0.0427358	0.0357253	0.0350452	0.0362906	0.0673512	0.0522434	0.0761864	0.0581639	0.0619701	0.0623809	0.0496842	0.060344	0.0805806
et	0.0604735	0.0320659	0.0232687	0.0110229	0.00987145	0.00649946	0.00602767	0.00432431	0.00418813	0.0016797	0.00247067	0.00209824	0.0024893	0.00114741	0.00111725	0.00198967	0.00378379	0.0031308	0.0111121	0.011978	0.0147266	0.0243294	0.0152521	0.0136085	0.0221465	0.034631	0.0213788	0.0636405	0.0513442	0.0655778	0.0773266	0.0881581	0.106726	0.200414
moi	0.0858412	0.0544214	0.036402	0.017464	0.011999	0.00717278	0.00757958	0.008118	0.00711659	0.0043982	0.00426387	0.00729685	0.00526705	0.00227787	0.00144421	0.00237842	0.00476938	0.00363654	0.015534	0.0189805	0.0191607	0.033879	0.0289985	0.0243087	0.0253721	0.0312453	0.0204328	0.0538813	0.0421345	0.0552537	0.0690336	0.0592997	0.0763353	0.154304
</S>	0.051558	0.026166	0.0192815	0.0107351	0.00797922	0.00429734	0.00433092	0.00492687	0.00504045	0.00336185	0.00365835	0.00748545	0.0048477	0.00219467	0.00137595	0.00194555	0.00415807	0.00349477	0.0123251	0.0200152	0.0216344	0.0402186	0.0312606	0.0292243	0.0293022	0.0365884	0.0402944	0.0448822	0.0553893	0.0586587	0.0991869	0.0598323	0.0905408	0.163809
