 	a82	a87	a97	a40	a7	a44	a53	a44	a70	a44	a20	a79	a44	a93	a34	a62	a96	a70	a93	a43	a11	a96	a0	a75	a73	a44	a69	a58	a40	a37	a54	a47	a7	a2	a27	a62	a96	a54	a44	a26	a96	a70	a99	a83	a53	a4	a57	a54	a44	a26	a57	a30	a57	a87	a23	a87	a23	a87	</S>
ils	0.0393057	0.0440641	0.0353256	0.0224476	0.0195897	0.0188407	0.0330099	0.0227061	0.0235732	0.0272797	0.0155243	0.016099	0.0091694	0.0232674	0.0233703	0.0381167	0.036917	0.0276869	0.0440671	0.0658027	0.0644504	0.0338798	0.0378434	0.0275823	0.0253688	0.0185675	0.0139733	0.00978683	0.00760334	0.0080416	0.00924151	0.00666019	0.0078299	0.00710158	0.00941481	0.0118954	0.0136508	0.013798	0.00850276	0.0116734	0.0125116	0.00443793	0.00309809	0.0048077	0.00330819	0.00246256	0.00318337	0.00239055	0.00212544	0.00298384	0.00320486	0.0027234	0.00220506	0.00201125	0.00191531	0.00194445	0.00301054	0.00271297	0.00593408
sont	0.00974499	0.0174545	0.0208612	0.0244678	0.0272732	0.0245591	0.0381987	0.0646442	0.0698401	0.0542859	0.0343059	0.0239202	0.0164512	0.00937532	0.00738961	0.00624722	0.00687291	0.00678856	0.00817622	0.00922426	0.0108971	0.0133981	0.027959	0.0376475	0.0398597	0.0350884	0.0381534	0.0341944	0.0263419	0.0184475	0.023347	0.0127368	0.0266042	0.0134037	0.00774347	0.0113049	0.00874696	0.00846255	0.00423997	0.00552416	0.00354383	0.00409228	0.00371661	0.00740668	0.00535684	0.00731604	0.0112204	0.00745854	0.00286759	0.00781733	0.00717566	0.00506681	0.00405187	0.00364646	0.00431557	0.00602892	0.0085827	0.00808624	0.00806783
tombés	0.030116	0.00693139	0.00497102	0.00527917	0.00770764	0.00227619	0.00433889	0.00728983	0.0142432	0.0120852	0.00913028	0.011585	0.0237768	0.00777182	0.010836	0.0211844	0.0247841	0.0189209	0.0307332	0.0337668	0.0327898	0.0426372	0.0439559	0.0542363	0.0270657	0.030105	0.0204804	0.0374469	0.0298733	0.033934	0.0424876	0.0237859	0.0406279	0.0285082	0.021976	0.0198651	0.0166465	0.0124429	0.00728143	0.00890795	0.00749933	0.00686802	0.0072312	0.00337041	0.00609755	0.00710949	0.00763683	0.00623866	0.0053188	0.00662395	0.00685244	0.00435488	0.00694821	0.00690766	0.0101859	0.00941626	0.00814529	0.0128342	0.00757922
d'	0.0572592	0.00944139	0.00553344	0.00328666	0.0019997	0.00420387	0.00134669	0.00315162	0.00466743	0.00972381	0.0135182	0.0188584	0.0227297	0.00821864	0.0107346	0.00916362	0.00558144	0.0124697	0.0080102	0.0163409	0.0204126	0.0249439	0.0357625	0.0354025	0.0452186	0.0303075	0.0307938	0.0643103	0.0541419	0.048541	0.0429841	0.0185208	0.0194368	0.0216092	0.0206048	0.0140323	0.0142572	0.0137227	0.00520551	0.00902729	0.0120415	0.0097144	0.0189486	0.0163221	0.0265259	0.0124249	0.0094662	0.00558909	0.0050807	0.00579393	0.00244516	0.00492312	0.00611738	0.00519698	0.00681787	0.0106723	0.00922968	0.0139973	0.0232184
accord	0.00758175	0.00256701	0.0020259	0.0013325	0.00180973	0.00210448	0.00495807	0.00690512	0.0132408	0.00862606	0.00689017	0.00809453	0.0116877	0.00773779	0.0103259	0.00835816	0.00808465	0.0135514	0.0171505	0.0155356	0.0178875	0.0318379	0.0187975	0.0528126	0.0374284	0.0309139	0.0402769	0.0381789	0.0244305	0.042609	0.02836	0.0375834	0.0343108	0.0550552	0.0407051	0.0588881	0.0377363	0.0288997	0.0295099	0.0367399	0.0314366	0.0165189	0.0123362	0.00849037	0.00826025	0.00549405	0.00608267	0.00253553	0.00250849	0.0031578	0.00181183	0.00255138	0.00231149	0.00180393	0.00228947	0.00282324	0.00193497	0.00331551	0.00280805
que	0.0117663	0.00511803	0.00366115	0.00260211	0.00113576	0.00190707	0.00309695	0.00247243	0.00326893	0.00412193	0.0042064	0.00414814	0.00742313	0.00435684	0.00688262	0.00744687	0.00724789	0.00918879	0.0149928	0.0226375	0.0241285	0.0398184	0.0339939	0.0646492	0.0755373	0.0474634	0.0326932	0.0344928	0.0209867	0.0489226	0.0436613	0.0447336	0.0339411	0.0486482	0.0389274	0.0492571	0.0220389	0.0151888	0.017157	0.0204834	0.0181374	0.00723681	0.00732211	0.00917297	0.0140643	0.00859841	0.00715745	0.00395125	0.00581364	0.00535386	0.00170077	0.00374772	0.00376959	0.0022287	0.0030225	0.00340657	0.00433896	0.0028489	0.00372356
celui	0.0288565	0.014143	0.0115373	0.00665662	0.00331015	0.0037826	0.00131876	0.00208443	0.0024537	0.00277585	0.00434555	0.00611914	0.00644654	0.00460609	0.00710831	0.0120924	0.0108877	0.00838415	0.00650105	0.00998133	0.0129294	0.0178707	0.0375168	0.0496513	0.0731974	0.0596552	0.0630835	0.0849368	0.051175	0.052473	0.0577944	0.0305509	0.0283086	0.0232065	0.0154392	0.00988236	0.00585774	0.00488451	0.00394091	0.00885416	0.0085034	0.00389454	0.00666405	0.00870196	0.0187382	0.0113389	0.00870131	0.00555927	0.00722392	0.00971771	0.00279592	0.0109866	0.0063593	0.00486362	0.00578662	0.0105257	0.00650987	0.00725806	0.0112711
qui	0.0188008	0.0107556	0.00612729	0.00310161	0.00151129	0.00253821	0.00113501	0.0016516	0.00226142	0.0023126	0.00333228	0.00472827	0.007766	0.0049863	0.00696907	0.0118069	0.0115905	0.00825175	0.00655022	0.0110565	0.0118119	0.0140485	0.035961	0.0378993	0.0615648	0.0426918	0.0455823	0.0622746	0.0441036	0.0426151	0.0447773	0.0211273	0.0233612	0.0193987	0.0141283	0.011418	0.00997792	0.00711029	0.00705418	0.0125932	0.0116554	0.00886779	0.0175033	0.0150344	0.0277239	0.0188547	0.0130823	0.012714	0.00932695	0.0155497	0.00815015	0.0143845	0.0168077	0.0121686	0.0206403	0.0195552	0.0171401	0.0269189	0.0171897
arriverait	0.0238949	0.0107546	0.00641847	0.00324359	0.00147727	0.00177827	0.000854158	0.000999752	0.00162066	0.00164222	0.00169627	0.00211251	0.00362128	0.00377377	0.00452562	0.00825126	0.00880966	0.00666592	0.0049325	0.00917087	0.0109813	0.0131408	0.0317891	0.0318836	0.0650083	0.0367188	0.0364158	0.0463143	0.0326818	0.0308841	0.0310567	0.0126832	0.0154208	0.0131939	0.00967673	0.00775587	0.00788826	0.00519201	0.00501136	0.00972803	0.00866444	0.00786289	0.0200122	0.0172901	0.0365554	0.0272497	0.0241767	0.0222202	0.0135904	0.0240282	0.013606	0.0214242	0.0268058	0.0234206	0.0326274	0.0324997	0.0291772	0.0369632	0.0221575
à	0.0262725	0.015197	0.0115177	0.00478327	0.00205373	0.00284629	0.00102063	0.00191466	0.00237985	0.00309595	0.00307266	0.00387132	0.00452979	0.00479503	0.00661708	0.00711533	0.00850999	0.00740551	0.00562879	0.00733654	0.00991132	0.012427	0.0245963	0.0209874	0.0356162	0.0210733	0.0248772	0.0254982	0.02996	0.0177122	0.0222257	0.0118874	0.0157854	0.0100619	0.00998153	0.00642033	0.0084631	0.0055907	0.00535087	0.00993206	0.0111866	0.0120405	0.0284253	0.0303476	0.0559832	0.0428515	0.0373145	0.0227519	0.0191809	0.0249782	0.0179729	0.0290256	0.0305658	0.0236157	0.0296753	0.0341218	0.0242107	0.0387928	0.0286374
