 	a66	a87	a23	a79	a69	a84	a11	a56	a43	a62	a88	a71	a0	a47	a88	a75	a92	a37	a96	a98	a47	a7	a44	a11	a0	a38	a10	a87	a23	a87	</S>
ii	0.114798	0.164274	0.158672	0.14688	0.114005	0.0857133	0.0239859	0.018348	0.00892301	0.0053787	0.0042059	0.00340829	0.00300888	0.00145878	0.00140931	0.00135426	0.00142351	0.00159545	0.00152827	0.00353852	0.00517292	0.00941186	0.0131543	0.0208423	0.0144593	0.0132906	0.0154491	0.0118043	0.01123	0.0105228	0.0107534
a	0.0128411	0.0275666	0.0576754	0.102725	0.171915	0.0839596	0.0481999	0.0247711	0.0263935	0.0133854	0.0108634	0.0233772	0.0102647	0.00932637	0.0139053	0.0218465	0.0221625	0.0230395	0.0434389	0.0375791	0.0158831	0.0261406	0.0208601	0.0103863	0.0093258	0.0141584	0.0191689	0.0214282	0.0239977	0.0366544	0.0167604
dénoué	0.0402163	0.0524948	0.0391928	0.0571795	0.0554391	0.128919	0.0582953	0.0338998	0.0278519	0.0174456	0.0146468	0.023652	0.022105	0.0215724	0.0351962	0.0368102	0.0360255	0.0368351	0.0216553	0.0195082	0.0180856	0.0141421	0.012056	0.0121023	0.0127762	0.0130418	0.012506	0.025296	0.0253369	0.0489209	0.026795
la	0.0388501	0.0468102	0.0382791	0.0363911	0.02231	0.0198848	0.018305	0.0149534	0.0188905	0.0141123	0.0188862	0.0330068	0.0257346	0.0167306	0.011121	0.0152402	0.0207154	0.0229004	0.0178213	0.0220103	0.0270768	0.04186	0.055133	0.0391697	0.0489679	0.0590314	0.0537989	0.0543654	0.0599449	0.0473227	0.040376
corde	0.0098003	0.00799875	0.0101607	0.0156058	0.0189769	0.0323182	0.0494284	0.0521512	0.0851991	0.0879895	0.142655	0.0737446	0.05378	0.0433158	0.0364801	0.0361327	0.0190232	0.010095	0.0180473	0.0157847	0.0203095	0.0240772	0.021536	0.0132629	0.0135911	0.0151963	0.0102787	0.0130858	0.0183634	0.0154541	0.0161574
avec	0.0113127	0.0153524	0.014473	0.0248992	0.0294398	0.0549071	0.0775019	0.0747273	0.0861554	0.0774265	0.0664208	0.0366908	0.0267884	0.0294039	0.0258182	0.0228623	0.0179146	0.0259384	0.0199873	0.0194129	0.03293	0.0332211	0.0345554	0.0222563	0.0205006	0.0231891	0.0144825	0.0143575	0.020675	0.00871102	0.0176887
laquelle	0.0193417	0.0121295	0.0114869	0.00863562	0.0122283	0.0148454	0.0252698	0.045152	0.0453618	0.0307749	0.0349234	0.027088	0.0268095	0.0178128	0.0102545	0.0138726	0.0185009	0.0178327	0.0264848	0.0218336	0.0311119	0.0483075	0.0612286	0.0579808	0.070368	0.0499957	0.0376053	0.0392351	0.0570026	0.0448154	0.0617105
on	0.0496173	0.034884	0.024573	0.0137106	0.0155017	0.0193974	0.0212454	0.0265265	0.0416912	0.0100566	0.00751392	0.00984033	0.00762396	0.00258839	0.00146492	0.0013794	0.00291031	0.00541412	0.0103931	0.0226534	0.0294556	0.0326658	0.0498675	0.0728434	0.0843375	0.0576942	0.0624765	0.0742675	0.0770354	0.0680761	0.0622949
avait	0.0653836	0.0329285	0.0209108	0.0177853	0.0218145	0.0148643	0.0320027	0.0231799	0.0493297	0.0470119	0.0363103	0.0184004	0.0525682	0.0241682	0.0245213	0.0181703	0.0235251	0.0235	0.0193306	0.0247816	0.0475197	0.058298	0.0579048	0.0347864	0.0311473	0.0359528	0.0292123	0.0327946	0.038938	0.0280181	0.0149409
attaché	0.0802644	0.0715747	0.0593983	0.0564565	0.058551	0.0449548	0.0396396	0.0290795	0.0491689	0.0283166	0.0222376	0.017555	0.0182699	0.00960933	0.00619354	0.00554917	0.00598204	0.00633295	0.0194594	0.0134122	0.016378	0.0181924	0.0174662	0.0224776	0.0255271	0.0310355	0.0296817	0.0422216	0.0385464	0.0430484	0.0734198
le	0.105914	0.0852873	0.0792084	0.0731992	0.0653096	0.0449711	0.0294551	0.0283609	0.0207725	0.0104925	0.00792246	0.00853334	0.00640974	0.00352297	0.00323225	0.00356767	0.00363811	0.00382357	0.00695065	0.00731253	0.0100967	0.0151245	0.019721	0.0376631	0.0403468	0.0273765	0.0300189	0.0442411	0.0412195	0.0449508	0.0913568
cabri	0.088606	0.0694563	0.0560081	0.0478988	0.0624295	0.0435547	0.0373108	0.0280807	0.0232358	0.0119748	0.012233	0.0166837	0.011302	0.00452685	0.00484861	0.00457028	0.00396067	0.00284214	0.00314121	0.00462428	0.00700462	0.00898013	0.01351	0.0293822	0.0326718	0.0247419	0.0390467	0.0491754	0.0648295	0.0643476	0.129022
</S>	0.0682373	0.0499276	0.0429522	0.0396618	0.0270458	0.0229002	0.019038	0.0205687	0.00974996	0.0039475	0.00334139	0.00524624	0.00434251	0.00215392	0.00197589	0.0028031	0.00438156	0.00550585	0.0152861	0.0188043	0.027507	0.0314129	0.0301372	0.0583987	0.0621294	0.0449764	0.0543321	0.0693225	0.0600433	0.0604569	0.133414
