 	a15	a87	a23	a18	a90	a92	a79	a15	a92	a37	a18	a61	a21	a5	a61	a21	a5	a66	a13	a4	a13	a99	a87	a23	a83	a75	a92	a56	a47	a21	a61	a21	a5	a61	a66	a83	a9	a99	a97	a87	a23	a87	</S>
que	0.0172857	0.0277107	0.0276898	0.0518262	0.0474202	0.052352	0.0911049	0.0984007	0.0578129	0.0640159	0.061721	0.0234559	0.0099116	0.0304492	0.0164833	0.0117759	0.0066142	0.00575417	0.00560291	0.0065612	0.00793322	0.00673653	0.00586836	0.00711871	0.00511225	0.00683535	0.0125729	0.015864	0.0159293	0.011821	0.0107567	0.00973537	0.00829806	0.00802444	0.0109605	0.0108592	0.0101539	0.0146014	0.0168517	0.0146237	0.0150282	0.0220201	0.0383468
cherches-tu	0.0220087	0.0157693	0.0220342	0.0179419	0.0167411	0.0164271	0.0200979	0.0205301	0.0272769	0.0270837	0.0255573	0.0111802	0.0126001	0.0166002	0.0205104	0.0173797	0.0287218	0.0174324	0.0233873	0.014631	0.0121453	0.0154357	0.0139328	0.0140684	0.0169421	0.021809	0.0190533	0.0127773	0.0181623	0.0196857	0.0241873	0.0364814	0.0339134	0.0371082	0.0359302	0.0292176	0.0274433	0.0378524	0.0257861	0.0502366	0.0411689	0.0383581	0.0243937
en	0.0841737	0.0495447	0.0529386	0.0540256	0.0792921	0.0506256	0.0405656	0.0306538	0.0219822	0.0232957	0.0141819	0.0175417	0.0169867	0.0204918	0.0354607	0.0217063	0.0329019	0.0273183	0.0139705	0.0149126	0.0186327	0.0220386	0.0215104	0.0221192	0.0193139	0.0151649	0.0100714	0.0140612	0.00959781	0.00584392	0.00470536	0.00605559	0.00247687	0.00484502	0.00614701	0.0063963	0.00675559	0.0104406	0.00848709	0.0223052	0.0168611	0.0304734	0.013127
faisant	0.0289895	0.0124063	0.00727281	0.00628199	0.00820175	0.00433042	0.00437495	0.00276264	0.00672327	0.00683849	0.00783242	0.0107455	0.0233074	0.0220419	0.0193653	0.0413977	0.0519539	0.0478641	0.0306693	0.0697072	0.0661066	0.0357726	0.0293706	0.0403955	0.0325702	0.0220182	0.0201677	0.0235388	0.0238534	0.0217649	0.0161441	0.0235153	0.0232078	0.0198227	0.0214829	0.017803	0.0220658	0.0217875	0.017573	0.0206074	0.0231684	0.0270131	0.0171837
des	0.0395758	0.0138618	0.00969641	0.00933133	0.0122473	0.0117082	0.010402	0.00594297	0.0107948	0.0102042	0.00870248	0.0195804	0.0273505	0.0401367	0.0345157	0.102033	0.113886	0.0940507	0.0838638	0.0520429	0.0463503	0.0163594	0.0140193	0.0197937	0.0119726	0.0125514	0.0154138	0.0128983	0.0143485	0.0121585	0.0131307	0.0165008	0.00657398	0.00560223	0.00818568	0.00621134	0.00587729	0.00917888	0.00675061	0.0116779	0.00793204	0.0114814	0.0051044
tours	0.0443556	0.0224179	0.0135437	0.0151343	0.0125186	0.0115961	0.0166844	0.00724872	0.0265538	0.0202835	0.0174826	0.0263043	0.113261	0.100389	0.0646979	0.114402	0.0692433	0.0518424	0.0352509	0.0281483	0.0259355	0.00926398	0.00887121	0.00607298	0.00444836	0.00361242	0.00703707	0.00649622	0.00897694	0.0102083	0.00959457	0.0104111	0.0073061	0.00490557	0.00525108	0.00514353	0.00518736	0.00697269	0.00631805	0.0113455	0.0080549	0.00901717	0.00821166
de	0.055691	0.0472872	0.0211001	0.0166461	0.0153251	0.00713468	0.00805772	0.00375832	0.00939177	0.0153178	0.0103463	0.0122297	0.0522866	0.0519415	0.0581616	0.0347871	0.0418756	0.03678	0.0134557	0.00635105	0.00879474	0.00432213	0.00430765	0.00346109	0.00224952	0.00231873	0.00399285	0.00710848	0.0175213	0.0265645	0.0173777	0.0302813	0.0280922	0.0226496	0.0355787	0.0289686	0.0268022	0.0392563	0.0267187	0.0373308	0.035554	0.0441069	0.0287172
la	0.0463722	0.0277679	0.0202661	0.0139427	0.0144333	0.007251	0.0080757	0.0049931	0.00957766	0.011876	0.0166264	0.01819	0.0361079	0.0502403	0.0744587	0.0378557	0.0617694	0.0249732	0.0194297	0.00731324	0.00581614	0.004415	0.00469452	0.00291151	0.00257837	0.00284447	0.00536562	0.00891018	0.0135693	0.0191664	0.0319146	0.027511	0.028331	0.0250178	0.0248089	0.0289536	0.0264552	0.0341554	0.0374954	0.0503666	0.0370842	0.0343372	0.0317776
sorte	0.0324619	0.0226802	0.0127028	0.0130952	0.0123148	0.00928548	0.0138879	0.0134873	0.0150073	0.0184952	0.0219938	0.0286376	0.0381589	0.0376825	0.0502358	0.0363603	0.038415	0.0336872	0.032339	0.0350301	0.0287991	0.0173418	0.0131141	0.0105656	0.00765464	0.00858537	0.0107193	0.0139868	0.0218743	0.0230023	0.0170743	0.0260637	0.0230646	0.0193025	0.0220967	0.0186817	0.0187915	0.0218403	0.0289386	0.0288522	0.0383558	0.0370931	0.0282434
</S>	0.0499904	0.0356401	0.0278972	0.0280811	0.0164336	0.00559582	0.00879255	0.00676257	0.00782324	0.010301	0.0133876	0.016564	0.0179518	0.0375831	0.0406705	0.0253779	0.0196086	0.0158882	0.00901214	0.00424261	0.00296736	0.00158231	0.00115494	0.000923806	0.000737941	0.00135238	0.00278767	0.00600527	0.0152195	0.0221662	0.023668	0.0460625	0.0278515	0.0247954	0.0227038	0.0269902	0.020003	0.0378824	0.0449517	0.0574122	0.0672338	0.0839169	0.0640271
