 	a66	a87	a23	a40	a36	a37	a96	a75	a85	a6	a36	a18	a62	a47	a75	a96	a94	a93	a4	a70	a34	a93	a4	a62	a75	a5	a36	a54	a36	a2	a57	a87	a23	a99	</S>
on	0.0593458	0.109027	0.117901	0.164524	0.142951	0.0575594	0.0395689	0.0275183	0.0141621	0.0101172	0.00754904	0.00798687	0.00568711	0.00526406	0.00583906	0.00625358	0.00873143	0.00853362	0.01034	0.015262	0.00942242	0.0125375	0.00717322	0.0113558	0.00775294	0.00600241	0.007048	0.00729762	0.0127151	0.0119959	0.00807981	0.0104338	0.0132142	0.018124	0.0327261
ne	0.0260259	0.0160128	0.018479	0.0200459	0.0370222	0.0416761	0.0752231	0.049597	0.0707271	0.0440272	0.0439662	0.0194489	0.0128713	0.0249546	0.0359752	0.0275872	0.0304453	0.057077	0.0165422	0.0096801	0.0102835	0.00888329	0.0106317	0.0189461	0.0197031	0.0255852	0.025324	0.0201918	0.0151171	0.0186107	0.029007	0.0237074	0.033745	0.0424864	0.0203936
danse	0.0497117	0.0350107	0.0238262	0.0190943	0.017828	0.0194796	0.0419028	0.0581927	0.0582996	0.0649454	0.0861053	0.0246823	0.021463	0.029343	0.0456383	0.0333367	0.0229585	0.0398318	0.0146273	0.0101574	0.0114127	0.00880029	0.00917273	0.0133672	0.014206	0.0132509	0.018101	0.0184011	0.0186628	0.0167259	0.032618	0.0223577	0.0208148	0.0385717	0.0271027
pas	0.0455539	0.0501847	0.0440668	0.0235409	0.0129066	0.0129918	0.0128379	0.0151861	0.0204084	0.0230117	0.0290652	0.0302747	0.0312354	0.040883	0.0445894	0.0507768	0.0491286	0.0610078	0.0586053	0.0764081	0.0392016	0.0327562	0.0147767	0.0191432	0.0166919	0.013461	0.0107274	0.0114425	0.0110624	0.0120083	0.0145951	0.0141915	0.0149693	0.0142425	0.0280675
en	0.102393	0.0873414	0.0602563	0.0329953	0.0203865	0.0149685	0.0171593	0.0185555	0.0183649	0.0234389	0.0275769	0.0234376	0.022451	0.0179055	0.0229919	0.0190641	0.0287249	0.0402002	0.0430427	0.0553678	0.0382272	0.0268476	0.00897988	0.0187112	0.0213036	0.0101111	0.00744874	0.0117731	0.0172099	0.0182023	0.023477	0.0155136	0.0163043	0.0221278	0.0471406
suivant	0.0353209	0.0393158	0.042957	0.0373338	0.0327206	0.0259457	0.0206956	0.022763	0.0212882	0.0370847	0.0384491	0.0395603	0.0539352	0.0541093	0.0517094	0.0533823	0.0525051	0.0256297	0.0295657	0.0246887	0.0235317	0.0268449	0.0326123	0.0185032	0.0234848	0.0162548	0.0185596	0.0202049	0.0212301	0.0111235	0.0123453	0.0105295	0.00852455	0.00607127	0.0112198
les	0.0650882	0.0474364	0.036851	0.0252712	0.0211347	0.0180277	0.0168963	0.027062	0.0219662	0.0226197	0.0261089	0.015366	0.0218145	0.0305628	0.0402815	0.0307548	0.0437901	0.0359167	0.0267853	0.0671576	0.0322404	0.0272511	0.0184365	0.0275173	0.0301433	0.0200298	0.0137618	0.0189369	0.0212774	0.0196703	0.0255453	0.0184508	0.0203567	0.0235957	0.0418952
pas	0.0633829	0.0342288	0.0259678	0.0172808	0.0117125	0.0144269	0.0187756	0.0343511	0.0346232	0.0445509	0.0596752	0.0508855	0.0286635	0.0322426	0.0263565	0.0239632	0.0268131	0.023767	0.0163214	0.0293955	0.0214936	0.0187878	0.0172877	0.0179793	0.0239757	0.0212461	0.0275333	0.0226365	0.0352416	0.0249841	0.0357244	0.0304382	0.0294629	0.0304418	0.0253832
des	0.108701	0.0376073	0.0256382	0.0160982	0.0116887	0.0127548	0.0157365	0.024381	0.0173513	0.0144251	0.0190601	0.0132611	0.0113156	0.0183065	0.0261996	0.0245777	0.0456234	0.0424613	0.0379848	0.0495119	0.0352534	0.0316362	0.0127866	0.0149738	0.0205057	0.012354	0.0127898	0.0173735	0.0293919	0.0259162	0.0448028	0.028539	0.0270853	0.0393442	0.0745639
autres	0.0573567	0.036832	0.0421621	0.0332358	0.0191316	0.018015	0.0176407	0.0189616	0.0118269	0.00968218	0.0128418	0.00891024	0.0135788	0.0201667	0.0236467	0.0243396	0.0344398	0.0432806	0.0294223	0.0329207	0.0265613	0.0236247	0.0180366	0.0200819	0.018915	0.0216754	0.0269022	0.0353467	0.0399636	0.0484492	0.0414472	0.0370936	0.0517829	0.0460089	0.0357192
</S>	0.0864269	0.0419764	0.0292408	0.0102782	0.0052997	0.00526283	0.00679916	0.00561097	0.00488489	0.00546885	0.00707048	0.0050342	0.00436481	0.00429098	0.00680131	0.0050974	0.00916184	0.00932165	0.00982889	0.0236062	0.0248853	0.0260467	0.0108865	0.0183607	0.0167681	0.0161157	0.015173	0.0339603	0.0428411	0.0590519	0.0958902	0.0617582	0.0591913	0.0952149	0.13803
