 	a84	a10	a87	a23	a83	a90	a15	a98	a15	a21	a85	a6	a36	a98	a79	a44	a93	a56	a75	a37	a61	a47	a56	a90	a98	a15	a7	a2	a57	a87	a23	a87	a97	</S>
cet	0.0366288	0.0332009	0.0299834	0.0360167	0.0570897	0.0367729	0.0389897	0.0489073	0.0589966	0.0416687	0.044656	0.0349689	0.019919	0.0165374	0.0123036	0.0167627	0.0274094	0.0153339	0.0112351	0.0088693	0.00709501	0.0149969	0.0280849	0.0246422	0.0232127	0.0222784	0.0274944	0.0301597	0.0333979	0.0220877	0.0224424	0.0275165	0.0243125	0.0660292
homme	0.00195618	0.00516804	0.00537223	0.00770168	0.00883711	0.0208689	0.0235356	0.0454119	0.0786801	0.0919135	0.136264	0.0939574	0.0537585	0.0780026	0.0432416	0.0229957	0.0231862	0.0576268	0.0449126	0.0387192	0.0279633	0.0219684	0.0317125	0.0129364	0.00438954	0.00560657	0.00174666	0.00260394	0.00178488	0.000841788	0.00136956	0.00118619	0.00174298	0.00203714
a	0.0555935	0.0247647	0.0274532	0.025607	0.022921	0.0377886	0.0350061	0.0298911	0.0320027	0.0332896	0.0782119	0.0720872	0.0721639	0.0608771	0.0682997	0.0331288	0.0103965	0.0126471	0.0107507	0.00823275	0.0112447	0.0116081	0.00917757	0.0101888	0.0144013	0.0192577	0.0150686	0.0154592	0.0193298	0.0126711	0.0212465	0.0217573	0.0411804	0.0262959
poussé	0.0735236	0.0420026	0.0222084	0.0185285	0.0131122	0.0163185	0.0140388	0.0119762	0.00868186	0.0103809	0.011695	0.0169657	0.0382419	0.0644574	0.0582845	0.121982	0.0308419	0.0559175	0.029415	0.0210647	0.0277262	0.0457894	0.0165235	0.0198328	0.0196701	0.0194116	0.0248244	0.0178296	0.0196791	0.0116852	0.0225166	0.0186268	0.0213143	0.0349333
de	0.0898186	0.0592764	0.0588851	0.0562161	0.0538024	0.052298	0.0427492	0.0428285	0.0330943	0.0247545	0.0197872	0.0135374	0.0094819	0.0116368	0.0194433	0.0278866	0.0202945	0.0171632	0.0280021	0.0192709	0.0206537	0.0221974	0.0146099	0.0198941	0.0100943	0.0116685	0.0200084	0.0267333	0.0190271	0.0238726	0.0227732	0.0191927	0.0210902	0.0479575
grands	0.0591586	0.0362988	0.0301788	0.0290253	0.0220533	0.0248457	0.0206728	0.0173314	0.0143289	0.0186847	0.0285402	0.0218053	0.031922	0.0352468	0.0478311	0.0291027	0.0229363	0.0156349	0.0226398	0.0094738	0.0141311	0.0336464	0.0216517	0.0341403	0.0317677	0.0462162	0.0514805	0.0445849	0.0370554	0.0202057	0.0403584	0.0274823	0.0266133	0.032955
cris	0.066778	0.0372994	0.0328365	0.0271363	0.0231139	0.0203019	0.0312391	0.0241613	0.0247724	0.0222077	0.0233442	0.0217721	0.0155251	0.00904576	0.00705952	0.00519727	0.00484867	0.00676126	0.00666676	0.0078986	0.0135148	0.022989	0.0133198	0.0335108	0.0345703	0.0363441	0.0551145	0.0794118	0.0557282	0.0410368	0.046428	0.0432183	0.0455501	0.0612975
avant	0.0411228	0.0282555	0.0230679	0.018186	0.017082	0.0178594	0.0172298	0.0259601	0.0338881	0.0197988	0.030417	0.0434174	0.0192714	0.0147723	0.0130946	0.00925562	0.0091101	0.0118213	0.0142509	0.021575	0.0280702	0.0280001	0.0302154	0.0487583	0.0540991	0.0624221	0.060267	0.0663874	0.0421378	0.0310539	0.0261727	0.0248934	0.0265035	0.0415831
de	0.0198127	0.014789	0.0124305	0.0099989	0.00946312	0.007247	0.00876285	0.00975257	0.0130828	0.00829877	0.0143949	0.016788	0.0081846	0.00832035	0.00612797	0.00440087	0.00409924	0.0142302	0.013552	0.0137744	0.0214749	0.0298576	0.0395139	0.0785996	0.0871527	0.088042	0.0610359	0.0840865	0.0674994	0.0430166	0.0440736	0.0422526	0.0458765	0.0500076
mourir	0.0241384	0.0189856	0.0152102	0.0147365	0.0174425	0.0116769	0.00924908	0.0138943	0.0214197	0.0129262	0.0220456	0.0213101	0.0120117	0.011567	0.00767453	0.00763155	0.00779853	0.0275371	0.013956	0.016762	0.0240528	0.0305394	0.0308906	0.0553573	0.0433879	0.0580332	0.0443667	0.0564761	0.0739288	0.0418495	0.0478372	0.0521935	0.0527402	0.0803733
</S>	0.0291092	0.022529	0.0182286	0.0182949	0.0221675	0.0150283	0.013291	0.0228988	0.0431805	0.0337602	0.0449372	0.0485391	0.0250856	0.018397	0.0132502	0.0147287	0.0160804	0.0405995	0.0165331	0.012169	0.0194057	0.0118516	0.0197287	0.0272134	0.0218731	0.0394311	0.0349969	0.0418456	0.0517892	0.042683	0.0371928	0.0405256	0.0429993	0.0796562
