 	a84	a87	a23	a87	a23	a87	a23	a30	a70	a62	a96	a93	a90	a15	a69	a93	a34	a75	a92	a75	a92	a5	a43	a21	a12	a18	a25	a87	a23	a99	a87	</S>
cette	0.0329237	0.0586411	0.0349358	0.0909865	0.040374	0.0599019	0.0359229	0.0295575	0.0224418	0.0203006	0.0207508	0.0158406	0.027876	0.022622	0.0330403	0.0131478	0.0142681	0.00613875	0.0048315	0.00857352	0.0200844	0.0407747	0.0417048	0.0303964	0.0537502	0.0360009	0.0322746	0.0227695	0.018819	0.0332099	0.0148593	0.062281
femme	0.0043368	0.00513409	0.00440486	0.0122303	0.0212749	0.0264859	0.0214475	0.0368526	0.0459956	0.0890251	0.0606828	0.115722	0.0759132	0.123196	0.0596521	0.05961	0.0530943	0.0388644	0.0319229	0.0431075	0.0224264	0.0101895	0.00627304	0.00202658	0.00298517	0.00304282	0.00353513	0.00270633	0.00288933	0.00368753	0.00413824	0.00714691
a	0.0334602	0.0318951	0.0364474	0.0377499	0.0325005	0.0256356	0.0290999	0.0230262	0.029198	0.0338842	0.0366364	0.0380949	0.0599107	0.0854414	0.0859396	0.0636038	0.0673972	0.0608945	0.0426857	0.0157719	0.0131119	0.00964091	0.011243	0.00517728	0.00504303	0.00842598	0.0128602	0.00990944	0.0119267	0.0172558	0.0186474	0.00748545
tué	0.015626	0.0123292	0.00715946	0.00375004	0.00298104	0.00306388	0.00689551	0.00555588	0.0116501	0.0105287	0.0131584	0.0128023	0.0229388	0.0354396	0.06247	0.111741	0.13135	0.107088	0.126146	0.068465	0.0283911	0.016237	0.0202951	0.012607	0.0164193	0.0172782	0.0154927	0.0195265	0.0177538	0.0140004	0.016516	0.0343446
un	0.0122861	0.0144572	0.0127532	0.0119433	0.00877581	0.0111748	0.012116	0.0104618	0.0114467	0.00665785	0.00864153	0.00806897	0.0179087	0.0283806	0.0514618	0.0848312	0.0773876	0.134861	0.104711	0.0736247	0.0535154	0.0525654	0.0298968	0.0384915	0.0233077	0.014682	0.0125805	0.0155587	0.0120074	0.0231431	0.00887754	0.0134242
serpent	0.0183984	0.0178311	0.0177995	0.0148205	0.0131029	0.0152008	0.0179441	0.0149195	0.0218229	0.0133673	0.013339	0.009994	0.027019	0.0412119	0.0611411	0.0593682	0.0638945	0.0870496	0.0826632	0.0544899	0.0374246	0.0444125	0.0312043	0.0392345	0.0267887	0.0187239	0.0214697	0.0163892	0.0185207	0.0368045	0.0208348	0.0228149
noir	0.0284458	0.0436436	0.046099	0.0472534	0.0302492	0.0261082	0.0236186	0.0190861	0.0210303	0.0107595	0.0100668	0.00696323	0.0203897	0.0214889	0.0271974	0.0373709	0.0424975	0.0390852	0.0416767	0.0468264	0.0467689	0.0574993	0.0492319	0.0459438	0.0367792	0.0205401	0.019077	0.0163792	0.0154262	0.0486385	0.0145572	0.0393023
avec	0.0308334	0.0213066	0.0199897	0.0188516	0.0133499	0.0246208	0.0163789	0.0207334	0.0177401	0.0251825	0.0176555	0.0242402	0.0198408	0.0134828	0.00941033	0.00675317	0.00979815	0.00830992	0.0162762	0.0173822	0.0299031	0.0303395	0.0436521	0.0475482	0.0729624	0.0558921	0.0523971	0.0504915	0.0593211	0.0864718	0.0536918	0.0651931
la	0.0519469	0.0225837	0.0163144	0.0170193	0.0133342	0.0156066	0.0128376	0.0097546	0.0116211	0.0161209	0.0145536	0.0133025	0.0105527	0.0089245	0.00775558	0.00700369	0.0088436	0.00663142	0.0116232	0.0150129	0.0364925	0.0308085	0.0504051	0.0448082	0.0787896	0.0484153	0.051346	0.0469291	0.066709	0.0748722	0.0932474	0.0858344
houe	0.04396	0.0212134	0.0189596	0.0191541	0.0163604	0.0180303	0.013415	0.0079762	0.00876047	0.0101459	0.00890445	0.00792608	0.00723709	0.0127749	0.0131113	0.0128418	0.0234512	0.0141583	0.0144452	0.0178007	0.024789	0.0185392	0.02796	0.0226405	0.0687447	0.0560605	0.063522	0.0564434	0.0768545	0.0849819	0.0949899	0.0938479
</S>	0.0510606	0.0473947	0.0331952	0.0320652	0.017843	0.0314082	0.0141734	0.0170168	0.0224478	0.0357186	0.0293761	0.0225785	0.0161585	0.0136252	0.00882164	0.00386058	0.00667226	0.0045422	0.00470531	0.00552653	0.0120339	0.0181055	0.0279417	0.0256436	0.0626804	0.0503301	0.0527158	0.0369356	0.0557363	0.0592977	0.0626709	0.117718
