 	a66	a87	a23	a12	a5	a43	a21	a5	a18	a21	a12	a96	a18	a53	a15	a79	a98	a73	a25	a56	a85	a6	a36	a27	a82	a87	a23	a99	a97	</S>
j'	0.0540645	0.0441633	0.0384249	0.0401825	0.0386372	0.0403954	0.0518641	0.0449633	0.0321481	0.0230798	0.0347721	0.0301428	0.0316044	0.0461681	0.0372106	0.034183	0.0212837	0.00912511	0.0137524	0.00727474	0.0411178	0.0390676	0.0308061	0.0170199	0.0282537	0.0197438	0.0240322	0.0361871	0.0263629	0.0639687
ai	0.0551484	0.0404904	0.0514343	0.0501566	0.0376346	0.0415431	0.0424803	0.0573427	0.0356459	0.0208992	0.0194168	0.0235742	0.027482	0.0224796	0.0345613	0.0349423	0.020226	0.0291506	0.0433407	0.0394588	0.0381306	0.0337961	0.0323423	0.0366633	0.0190167	0.0262818	0.0214991	0.0244294	0.0240098	0.0164231
reçu	0.0309253	0.0333483	0.0421544	0.0290474	0.0244626	0.028355	0.0268358	0.0454934	0.0148803	0.0152421	0.0261369	0.0244284	0.0222479	0.0187069	0.0125345	0.00909178	0.0100008	0.0227663	0.0239135	0.0202618	0.019598	0.0234863	0.0380381	0.0349813	0.09467	0.0498752	0.0884929	0.058558	0.0515654	0.0599017
une	0.118879	0.0566687	0.0185947	0.00906294	0.00225242	0.00248614	0.00314069	0.00362377	0.00564488	0.00862396	0.0158168	0.0121974	0.0328138	0.0106709	0.0118166	0.0224791	0.0350495	0.0453743	0.0515493	0.0379266	0.0432727	0.0459484	0.0259114	0.0280357	0.0373106	0.0445756	0.0687467	0.0609844	0.059805	0.0807386
écharde	0.0622849	0.0316865	0.0271363	0.0201427	0.0129556	0.0135111	0.0244219	0.0428894	0.0229342	0.0349192	0.0519807	0.104886	0.138227	0.0713781	0.0398231	0.0151135	0.0104218	0.0076766	0.0159078	0.0183984	0.0215724	0.0226497	0.0271137	0.0141403	0.0185831	0.0132968	0.0221567	0.0181275	0.0430875	0.0325771
de	0.0931899	0.0555267	0.0425371	0.0377031	0.0229824	0.0229557	0.0357323	0.0417288	0.0338701	0.0303718	0.0411957	0.0613166	0.137004	0.0166258	0.0124349	0.00867864	0.00429578	0.00330508	0.0190949	0.0131392	0.021949	0.0411391	0.0329722	0.020056	0.0183717	0.0224918	0.0278724	0.0262088	0.0357187	0.019532
bambou	0.0706871	0.0622758	0.0311874	0.0091149	0.00716766	0.0077426	0.00636852	0.0128881	0.0079638	0.0128831	0.0196626	0.0548155	0.193117	0.0337171	0.0275456	0.0220972	0.0137603	0.00806287	0.0193747	0.0191282	0.0320743	0.0467961	0.0574289	0.0197687	0.0242418	0.0291195	0.0351033	0.0313859	0.0624371	0.0220845
dans	0.0849451	0.05839	0.0255825	0.0116417	0.00616889	0.00709297	0.00479795	0.00723165	0.00745854	0.00676472	0.00766892	0.0116296	0.0190803	0.00795676	0.0118564	0.0119607	0.00982582	0.00911484	0.014581	0.022442	0.0377917	0.0800099	0.115968	0.0597184	0.0838829	0.0571493	0.0517266	0.054022	0.0647668	0.0487741
le	0.0411709	0.0259324	0.0116177	0.00662524	0.00414935	0.00471166	0.00353027	0.00495625	0.00544356	0.00494189	0.0073421	0.0096861	0.0106696	0.00667226	0.00611428	0.0084704	0.00586219	0.00962785	0.0181916	0.0238517	0.0446228	0.0852756	0.1189	0.0460939	0.112961	0.0491994	0.0716557	0.0644916	0.0871036	0.100128
doigt	0.0606873	0.0406003	0.0107127	0.00530484	0.00341142	0.00516092	0.00392298	0.0064466	0.0137843	0.0124344	0.0180168	0.0324561	0.0552773	0.0266409	0.0200641	0.0272685	0.016411	0.0342172	0.0443933	0.0351156	0.0296722	0.0251459	0.0326495	0.0183949	0.0360367	0.0709409	0.0547637	0.0898193	0.0972084	0.0730421
</S>	0.0819186	0.04128	0.0218389	0.00840059	0.00478715	0.00552465	0.00363227	0.00633086	0.00835202	0.00712563	0.0122265	0.0178776	0.0333502	0.00946138	0.00497095	0.00915997	0.00296136	0.00787569	0.0298706	0.0313747	0.03523	0.025466	0.0298283	0.0149785	0.0340071	0.0534038	0.0681086	0.1131	0.163064	0.114495
