 	a66	a87	a23	a50	a83	a9	a38	a99	a70	a34	a47	a34	a96	a70	a93	a56	a75	a25	a90	a56	a34	a70	a11	a96	a70	a75	a92	a56	a34	a96	a61	a21	a12	a18	a43	a47	a62	a83	a0	a21	a5	a36	a27	a30	a87	a23	a87	</S>
la	0.0309793	0.0403285	0.034842	0.031685	0.0350481	0.0520117	0.0331006	0.0112716	0.0141863	0.0123157	0.0100853	0.0141397	0.0196858	0.0317533	0.0287844	0.0231419	0.026972	0.0226824	0.025738	0.00910979	0.0149732	0.0158249	0.0217762	0.0253154	0.0232517	0.02573	0.0277578	0.0200032	0.0259569	0.022108	0.0194578	0.00786644	0.00516344	0.0103807	0.00905614	0.0080762	0.00731684	0.0097595	0.0196261	0.0284406	0.0218768	0.0124024	0.0125624	0.0145816	0.0146585	0.0271151	0.0156242	0.0254762
manière	0.002246	0.00445884	0.00557891	0.00657771	0.00762751	0.0110786	0.0208412	0.00644983	0.0173069	0.0268301	0.0729838	0.0607248	0.052225	0.0356623	0.0547274	0.0354655	0.0183434	0.0269809	0.048663	0.0710581	0.0718085	0.0468854	0.0439447	0.0542392	0.0377466	0.0401505	0.0332569	0.026996	0.014345	0.00988089	0.00794502	0.00326235	0.00243638	0.0035825	0.00249879	0.00233025	0.000957068	0.00155368	0.0010356	0.00022307	0.000271204	0.000480931	0.000716355	0.000349468	0.000455802	0.00053131	0.00549005	0.000796606
dont	0.0737609	0.0275078	0.0304444	0.0207437	0.0205086	0.0197715	0.0321832	0.0250872	0.0349925	0.0274134	0.0794227	0.0394444	0.0408448	0.0376	0.0744971	0.0285671	0.025328	0.0471804	0.0432473	0.0339661	0.0248213	0.0204648	0.0136805	0.0188654	0.00567532	0.00856611	0.0138675	0.00826627	0.00853968	0.00709322	0.00383551	0.00374284	0.00352184	0.00520325	0.00212734	0.0032337	0.001643	0.00166728	0.00370992	0.0029862	0.0034104	0.00718782	0.00433945	0.00328484	0.0107133	0.00432452	0.0417178	0.000999652
elle	0.0147116	0.0128754	0.00999917	0.00658531	0.00391347	0.00381479	0.00354422	0.00400973	0.00862093	0.021456	0.0258967	0.0152239	0.0388858	0.0403878	0.0678325	0.0366179	0.0234669	0.0381877	0.0443002	0.0394446	0.0459263	0.0459895	0.0308555	0.0506373	0.0333622	0.050898	0.0458819	0.0372956	0.0205442	0.0138383	0.00890897	0.00817794	0.00632432	0.00511004	0.00624558	0.00655232	0.00507265	0.0160835	0.0307891	0.0129277	0.00759867	0.00797924	0.00467697	0.00692201	0.0100511	0.00678053	0.0131336	0.00166246
frotte	0.0207891	0.0150965	0.00601781	0.00823798	0.00409682	0.00783669	0.00883745	0.00475958	0.011758	0.0194339	0.035374	0.0255698	0.045027	0.0314325	0.0541218	0.0377079	0.0485081	0.0641995	0.0583993	0.0549277	0.0307993	0.0473156	0.0394922	0.0469224	0.0362125	0.0540038	0.0413606	0.0309064	0.0232458	0.0170954	0.00822366	0.00571093	0.00638104	0.00400367	0.00459607	0.00450881	0.00203812	0.0038109	0.00586445	0.00170957	0.00170399	0.00143335	0.00182056	0.00255814	0.00347564	0.00384173	0.00619379	0.00264017
la	0.0301978	0.00959753	0.00913574	0.00605184	0.00539618	0.00561209	0.00533203	0.010214	0.0108405	0.015875	0.015451	0.0243929	0.0225488	0.0236356	0.0469392	0.0532189	0.0567211	0.0494233	0.048338	0.0245258	0.027805	0.0398792	0.0416648	0.0430707	0.0417577	0.0495161	0.0312257	0.0252956	0.0239474	0.0181698	0.0199218	0.0169051	0.0151086	0.0143438	0.0102622	0.0126209	0.0124834	0.00894724	0.00856796	0.00610391	0.00625432	0.00870477	0.00613001	0.00616942	0.00894832	0.00589072	0.0102609	0.00659721
marmite	0.0424197	0.0118507	0.00782766	0.00546519	0.00424874	0.00392232	0.00520091	0.00879859	0.0105848	0.0194235	0.0132904	0.0168758	0.0234673	0.0166353	0.0213904	0.0269592	0.0317207	0.0332606	0.0308872	0.0230172	0.0167926	0.0145524	0.0152082	0.0182334	0.0154619	0.0153479	0.0100788	0.0131408	0.0121165	0.0121349	0.0197894	0.0222286	0.0315574	0.0243171	0.0244484	0.0233526	0.0285936	0.0250708	0.0228281	0.0348955	0.0333675	0.0473973	0.0286715	0.0313851	0.042361	0.021657	0.0255321	0.0122332
contre	0.0899186	0.0445151	0.0327811	0.0409078	0.0212365	0.0157695	0.0175386	0.0184322	0.0177704	0.0206314	0.0178951	0.0135314	0.0147805	0.0110576	0.0123109	0.0122786	0.014769	0.00904607	0.00675076	0.00672063	0.0032978	0.00464	0.00399911	0.00473483	0.00534124	0.00481372	0.00339952	0.00302024	0.00454651	0.00544664	0.00761348	0.00927659	0.0107892	0.00786727	0.0110004	0.0145532	0.00958303	0.00672085	0.0214876	0.0163821	0.0352788	0.0659937	0.0575094	0.0599281	0.0778784	0.0414286	0.0427676	0.0220603
le	0.0305648	0.0206071	0.0159144	0.0129352	0.00904596	0.00483943	0.00656511	0.00566395	0.00667065	0.00803017	0.0083566	0.00613122	0.00686218	0.00720846	0.00607233	0.008124	0.00931138	0.0107555	0.00610237	0.00328693	0.00211752	0.0026114	0.0035378	0.00252042	0.00404973	0.0032235	0.00218846	0.00255849	0.00369237	0.0045667	0.0109416	0.0171822	0.0186559	0.00971888	0.0214669	0.0190375	0.0183642	0.0173375	0.029521	0.034447	0.0627022	0.109894	0.079355	0.0617767	0.109434	0.0504772	0.0700241	0.0355504
sol	0.068815	0.0310937	0.027146	0.0304707	0.022504	0.0239656	0.0261139	0.0290014	0.0332772	0.0325081	0.0275087	0.0150999	0.0195808	0.015051	0.0217377	0.0152638	0.0167969	0.0115371	0.00895552	0.00906329	0.00520078	0.00994732	0.00768135	0.0118161	0.00772246	0.0105325	0.0108108	0.00909013	0.00999479	0.0123515	0.0105432	0.0128367	0.0182946	0.00409759	0.0177177	0.0144555	0.0111541	0.00759432	0.0132847	0.00453622	0.00620945	0.0181922	0.0191599	0.0355618	0.0507591	0.0658815	0.0650969	0.0439862
