 	a66	a97	a99	a3	a38	a99	a3	a99	a30	a93	a62	a21	a56	a12	a56	a93	a4	a44	a75	a21	a75	a56	a90	a15	a20	a58	a82	a97	a40	a47	a85	a6	a37	a47	a88	a62	a21	a75	a37	a93	a70	a11	a70	a0	a62	a88	a9	a3	a99	a3	a99	a9	a27	</S>
cette	0.0438403	0.0454372	0.0331449	0.0229585	0.0229403	0.0224483	0.0195154	0.011075	0.009868	0.0128575	0.0234449	0.0263822	0.0239818	0.0336209	0.0236927	0.0158832	0.0194363	0.0142139	0.0141404	0.0130318	0.0108686	0.0118951	0.0109743	0.0191943	0.0136356	0.0164296	0.0192753	0.0208621	0.0132239	0.0168281	0.0149276	0.012172	0.0186519	0.0156009	0.0235456	0.021967	0.0349604	0.0310854	0.0287225	0.031419	0.0242096	0.0195885	0.00754315	0.00836869	0.00581118	0.00637926	0.0078208	0.0103133	0.0069716	0.00709911	0.00682644	0.00777325	0.0103175	0.0328251
veuve	0.0014882	0.00267182	0.0027938	0.00344419	0.00291854	0.0026712	0.00409766	0.00473754	0.00863907	0.00358614	0.00270157	0.00306115	0.00371624	0.00765363	0.00592978	0.0248257	0.0111492	0.0126214	0.0314154	0.030619	0.0375292	0.0470067	0.0840239	0.169067	0.0695787	0.11533	0.05119	0.0965054	0.0307594	0.0174555	0.0182253	0.0125084	0.00733909	0.00876823	0.0116737	0.00560902	0.00576	0.00553606	0.00317182	0.00253375	0.00311348	0.00385872	0.00203474	0.00260431	0.000731891	0.000915355	0.00114109	0.000659938	0.000659397	0.00164468	0.00142956	0.00194082	0.00230943	0.00664411
a	0.0137123	0.00849437	0.00696465	0.0105813	0.0109173	0.0186197	0.0102424	0.0159836	0.0115537	0.0115488	0.0200464	0.0242989	0.0195135	0.0242998	0.0204789	0.0394823	0.0455441	0.052158	0.041999	0.0474212	0.0420757	0.0879804	0.0676021	0.0347325	0.0249217	0.0725813	0.0266198	0.0278911	0.0269792	0.0269038	0.0132592	0.0226634	0.00730528	0.0055501	0.00282919	0.00355546	0.00129694	0.00189904	0.000859067	0.000650851	0.00109849	0.00135064	0.000997011	0.000833138	0.00101762	0.00157376	0.00274131	0.0036971	0.0028038	0.00447266	0.00678431	0.00326749	0.0103158	0.00703052
mis	0.0343716	0.0249907	0.0147536	0.019613	0.0089965	0.0169074	0.0127097	0.0182171	0.0110878	0.0120428	0.0147806	0.00921357	0.0105678	0.00735339	0.00871383	0.0100523	0.0187655	0.0200386	0.0158515	0.0163317	0.0176298	0.019614	0.0278664	0.0245557	0.0305485	0.0245623	0.051204	0.0307826	0.0618981	0.0432967	0.0330537	0.0304495	0.0192891	0.0108096	0.0106706	0.0104932	0.00853742	0.0150985	0.010271	0.00974775	0.0114038	0.00987014	0.00583983	0.00778728	0.0063813	0.00897026	0.00873944	0.012871	0.0154954	0.0205475	0.0218892	0.0198118	0.0211161	0.0335393
de	0.0294962	0.0329443	0.0249759	0.0216887	0.0118524	0.0215259	0.0176723	0.0192768	0.0127001	0.0140318	0.0107442	0.00929139	0.0120272	0.00626007	0.00760934	0.00581091	0.00970901	0.0110678	0.021228	0.0137113	0.0196799	0.0187619	0.0252414	0.029489	0.0468431	0.0325406	0.0533939	0.039385	0.0522792	0.0360606	0.0354616	0.0272153	0.0277687	0.016576	0.0100645	0.0136596	0.0114875	0.012908	0.0172866	0.0124034	0.0135359	0.0164075	0.0074504	0.00695089	0.00542225	0.0038163	0.00356937	0.00485414	0.00370475	0.00647975	0.0116605	0.00767924	0.0164547	0.0398849
la	0.0178161	0.00875148	0.0046724	0.00588802	0.00500891	0.00919154	0.00814828	0.009703	0.00455998	0.00895096	0.0121985	0.0134789	0.0151916	0.0136295	0.0149244	0.0124643	0.0182764	0.0321887	0.0340677	0.0314909	0.0305572	0.0415077	0.0338463	0.0289039	0.0405848	0.0696119	0.0562626	0.0390184	0.0467649	0.0551402	0.0341155	0.0294659	0.0202207	0.0181132	0.0131747	0.0120141	0.0114252	0.0109159	0.0126078	0.0104815	0.00724769	0.00739764	0.00379791	0.00283331	0.0020874	0.00291002	0.00361504	0.0047605	0.00463523	0.00848137	0.01725	0.0106178	0.0163449	0.0126872
cendre	0.0154937	0.0105183	0.00728223	0.00428572	0.00337092	0.00509457	0.00456863	0.00520545	0.00333836	0.00451648	0.00590806	0.00620267	0.00779013	0.00957736	0.0118402	0.00924287	0.0101825	0.0223687	0.0223057	0.0208175	0.0217548	0.0327366	0.0614026	0.0511777	0.0642624	0.080401	0.0812228	0.100956	0.0890185	0.0479755	0.0231947	0.020312	0.0186468	0.0169777	0.0107529	0.00919225	0.00784344	0.00739231	0.00583766	0.00321443	0.00242001	0.00284641	0.00133227	0.00146687	0.00148892	0.00159955	0.00251844	0.00331697	0.00378727	0.00483651	0.00927317	0.00554492	0.00961057	0.00577568
sur	0.0294043	0.0267393	0.0205818	0.0149631	0.00945525	0.0145256	0.0114552	0.0133058	0.0120659	0.00961802	0.0123393	0.0139644	0.0164665	0.0251581	0.0215857	0.0242477	0.0211308	0.0338171	0.0289233	0.0227857	0.0199424	0.0186026	0.0188773	0.0252124	0.0303216	0.031228	0.0345961	0.0370274	0.0394765	0.0407552	0.0288635	0.029369	0.0224518	0.0295562	0.0112614	0.0209832	0.0161067	0.0196407	0.0161452	0.0118986	0.010938	0.0113927	0.00262056	0.00277281	0.00191351	0.00168474	0.0028717	0.00619566	0.00547059	0.00841172	0.0194056	0.0114796	0.0193096	0.0106844
son	0.0400477	0.0373904	0.0297278	0.0223045	0.0103681	0.0115995	0.0106658	0.0117759	0.0117129	0.00661885	0.00573761	0.00339828	0.0054338	0.00740505	0.00883162	0.00657822	0.00925953	0.0201042	0.0170032	0.0133541	0.0148003	0.0139234	0.0249356	0.043587	0.0349589	0.0352143	0.038432	0.0472342	0.0413218	0.0276879	0.0167516	0.0141842	0.0152713	0.0115487	0.00555357	0.0087639	0.00923717	0.0102024	0.00783991	0.0074112	0.0112321	0.013855	0.00794827	0.0146626	0.0137887	0.00785147	0.0189602	0.0231947	0.0180841	0.016024	0.0288086	0.0250061	0.0396846	0.0427232
visage	0.0179847	0.0137141	0.0116665	0.0125413	0.0102913	0.0105502	0.009162	0.00782241	0.0100688	0.00595711	0.00686732	0.00435506	0.00534054	0.00560238	0.0105559	0.00692835	0.0107387	0.0170588	0.012951	0.0117108	0.0150936	0.0121863	0.0165188	0.0220538	0.0370484	0.0331784	0.0278848	0.031299	0.0302683	0.0366482	0.0383622	0.0380149	0.0302811	0.0331499	0.0216576	0.0249047	0.0261452	0.0228634	0.0120827	0.0136827	0.0133465	0.0106916	0.0117984	0.0112801	0.0130645	0.0100895	0.0147273	0.0185067	0.017907	0.014618	0.0298405	0.021541	0.0372706	0.0501272
