 	a66	a87	a23	a38	a54	a0	a75	a6	a37	a85	a5	a12	a47	a88	a75	a85	a79	a98	a85	a92	a85	a6	a36	a44	a58	a82	a87	a23	a40	a7	a54	a98	a47	a0	a98	a92	a79	a44	a58	a84	a87	a23	a71	a88	a71	a25	a9	a10	a87	a23	a97	a87	</S>
ma	0.0475752	0.0585491	0.0524415	0.0599581	0.0553978	0.0611384	0.0645698	0.0569248	0.0142118	0.00535158	0.002498	0.00163526	0.00226536	0.00330524	0.00324413	0.00277635	0.00782995	0.00481615	0.0120751	0.0124977	0.0123678	0.0205845	0.0229317	0.0226732	0.0310335	0.0241726	0.0257261	0.01824	0.0249208	0.0169283	0.0179555	0.0104558	0.0148037	0.0156183	0.0157534	0.019408	0.0145701	0.00838069	0.00853194	0.00482377	0.00349888	0.00271392	0.00632391	0.0148441	0.00765701	0.0112099	0.00978541	0.00933918	0.00670433	0.00665104	0.00988482	0.00894717	0.0234991
femme	0.00309708	0.00423541	0.00522508	0.0069061	0.0295144	0.0377575	0.103185	0.184801	0.103253	0.0703489	0.0315449	0.0319933	0.044999	0.0320009	0.054021	0.0263418	0.0320771	0.0180304	0.00970456	0.009395	0.00378989	0.00597549	0.00274488	0.00245259	0.00322063	0.010957	0.00609394	0.00262629	0.00488221	0.00612215	0.00921693	0.00380125	0.00788773	0.00919609	0.0191236	0.00727951	0.00708384	0.0105383	0.0140825	0.00442973	0.00370509	0.00137193	0.000370251	0.000343751	0.000752884	0.000775105	0.00103241	0.000860413	0.00110862	0.000945997	0.00156467	0.00193167	0.00530084
a	0.0136805	0.0149943	0.0123583	0.0145111	0.0193598	0.0283174	0.030669	0.020158	0.0606452	0.045263	0.0266834	0.0511712	0.0409177	0.0940232	0.0635121	0.029291	0.022915	0.0297698	0.0198858	0.01969	0.0140514	0.0148119	0.00804217	0.00945764	0.00488291	0.0170455	0.00496246	0.00439118	0.00389979	0.00778277	0.00377309	0.00218894	0.0038347	0.0133896	0.0119755	0.0212267	0.026392	0.0291049	0.0207922	0.0133556	0.0164995	0.0105367	0.00486468	0.00166628	0.00174768	0.00135863	0.00276791	0.00188277	0.00632319	0.0121631	0.011279	0.0176168	0.0181174
un	0.0227793	0.0146934	0.017699	0.0071931	0.00998739	0.00603832	0.0100099	0.0106918	0.0167064	0.0208697	0.0143655	0.00894951	0.0151453	0.0160733	0.0136248	0.0125784	0.0193322	0.0156808	0.0266524	0.0416667	0.0253011	0.0416569	0.0335579	0.0190591	0.0133353	0.01548	0.0138276	0.0149748	0.0251889	0.0165457	0.0263717	0.0324926	0.0193275	0.0322792	0.0182561	0.0292456	0.0356427	0.0339691	0.0366794	0.0204933	0.0276208	0.0262023	0.0244881	0.0176175	0.00987693	0.00460424	0.00619349	0.00945784	0.00681825	0.00636207	0.00699264	0.00580225	0.0235417
foulard	0.0323941	0.0228652	0.0210646	0.0159355	0.0158046	0.0120253	0.0128191	0.0142709	0.00966359	0.0184479	0.0279224	0.018961	0.0389081	0.0224988	0.0258521	0.0357095	0.0329984	0.0326236	0.0348409	0.0363174	0.0423757	0.035814	0.0365417	0.0514718	0.038576	0.0493631	0.0315922	0.0185662	0.0196965	0.0208757	0.0173858	0.0228638	0.0180266	0.0219962	0.0111108	0.0127468	0.0139445	0.00769246	0.0082761	0.00433572	0.00627512	0.00310747	0.00224762	0.00151073	0.00118094	0.00113214	0.00195576	0.00154387	0.00206538	0.00260123	0.00334864	0.0021096	0.00574681
rouge	0.00464441	0.00362712	0.00305008	0.00487588	0.00586771	0.0104989	0.010422	0.0150017	0.0354848	0.066334	0.127432	0.072632	0.0742487	0.0665148	0.0520636	0.024907	0.0209484	0.022433	0.0320195	0.0485557	0.0182983	0.0175376	0.0116304	0.025738	0.0141773	0.0252707	0.0152237	0.0128319	0.00441756	0.00707508	0.0063244	0.00770065	0.00495661	0.00507538	0.0152423	0.00761726	0.00617793	0.00465144	0.00515391	0.00514251	0.0116333	0.00789815	0.00817372	0.00356037	0.00300154	0.0022595	0.00372462	0.00341915	0.00852801	0.00699026	0.00822394	0.00583345	0.00494941
celui	0.0107081	0.00913362	0.00953789	0.00762761	0.0098922	0.0140882	0.0108663	0.00949402	0.0232385	0.0327844	0.0516769	0.0488511	0.0592392	0.0601988	0.0684192	0.056832	0.0469795	0.0363389	0.0503551	0.0498555	0.0293847	0.0259236	0.0157717	0.034434	0.0253197	0.029284	0.0248156	0.0180596	0.00885293	0.0142285	0.0115014	0.0116862	0.0105651	0.011125	0.00956008	0.00706958	0.00457939	0.00300326	0.00264177	0.00249096	0.00200628	0.00167675	0.00210969	0.00155802	0.00123877	0.00131799	0.00190872	0.00184128	0.00436101	0.00448964	0.00345635	0.00309293	0.00452848
de	0.019461	0.0205332	0.0187795	0.0124975	0.0171308	0.0165736	0.0139244	0.0119067	0.0173646	0.0232528	0.0307577	0.0325726	0.0321929	0.0362831	0.0414886	0.0389531	0.0388055	0.0402495	0.0512576	0.0448062	0.042595	0.0401446	0.0256713	0.0454346	0.0332252	0.0289831	0.0244496	0.0226454	0.0123693	0.0159192	0.0118456	0.0114461	0.0134285	0.00950562	0.0108352	0.0113688	0.011913	0.00642053	0.00429744	0.00335745	0.00218091	0.0025997	0.00157871	0.00145154	0.001285	0.00163494	0.00349404	0.0053524	0.00906376	0.00867203	0.00525894	0.00582075	0.00696085
ta	0.0230289	0.0218134	0.0192656	0.00969279	0.0118263	0.0129142	0.00965163	0.00672986	0.00676321	0.00784063	0.00885782	0.0113208	0.0112425	0.0156415	0.0137419	0.017091	0.0244644	0.0323542	0.0439418	0.0477756	0.0537948	0.0638063	0.0442211	0.0612957	0.0431157	0.0346346	0.0305459	0.0360371	0.0278804	0.0212816	0.0149643	0.0153432	0.0191858	0.0120046	0.00566608	0.00758143	0.00858918	0.0053448	0.00295182	0.00359143	0.00200258	0.00258743	0.00334718	0.00502843	0.00619865	0.00770869	0.0131193	0.021342	0.0164677	0.0155306	0.0120968	0.0120766	0.0147002
femme	0.0232917	0.0254804	0.0284442	0.0161943	0.0175148	0.0218628	0.0144532	0.0114853	0.00864711	0.00945208	0.0110483	0.0103861	0.0100869	0.0131948	0.0124795	0.0169453	0.0221006	0.0288832	0.0359495	0.0376228	0.0371636	0.0368728	0.0306572	0.0496549	0.0507784	0.0358887	0.0403686	0.0380632	0.0284464	0.022354	0.0210407	0.0229382	0.0227623	0.0205783	0.0116142	0.0150073	0.011073	0.00528488	0.00433017	0.00383264	0.00303426	0.0013436	0.00114893	0.00155228	0.00233269	0.00359175	0.00596618	0.00972217	0.00973291	0.0114237	0.0166939	0.0198964	0.0293289
