 	a15	a66	a87	a23	a79	a53	a44	a75	a5	a43	a12	a96	a62	a88	a4	a93	a44	a37	a90	a15	a25	a69	a75	a21	a75	a85	a47	a37	a44	a54	a7	a84	a57	a87	a23	a87	</S>
le	0.0458233	0.0460539	0.0622069	0.0623525	0.107925	0.0538171	0.0647665	0.0562178	0.0487181	0.028026	0.0358288	0.0195475	0.0152562	0.00960936	0.00757744	0.00683726	0.00556301	0.004328	0.00437632	0.00594007	0.00686397	0.00619018	0.00704498	0.00761533	0.0124076	0.00953875	0.0107073	0.027212	0.0454335	0.0256754	0.0279906	0.0236005	0.0199928	0.0176555	0.0234582	0.0179798	0.0198625
blaireau	0.0178652	0.0410322	0.0488953	0.0294192	0.0840406	0.0461622	0.0112826	0.0115908	0.0117159	0.00700188	0.0038747	0.0101766	0.0184843	0.0316971	0.0444572	0.0451571	0.0708149	0.0466103	0.0787818	0.0675953	0.0493073	0.0580119	0.0517344	0.0362107	0.0211899	0.0203022	0.0123506	0.00870568	0.00241044	0.00220056	0.00170921	0.00121147	0.000555476	0.00137695	0.00137428	0.002494	0.00219967
a	0.010196	0.0340112	0.0218453	0.0332843	0.0176346	0.0126344	0.00822857	0.0068721	0.013982	0.0080883	0.00864262	0.0126851	0.0822872	0.0718353	0.14037	0.0891527	0.0940209	0.0640502	0.0847945	0.0534897	0.0285519	0.0181843	0.0133857	0.00975321	0.00542734	0.00831501	0.00690243	0.00770669	0.00355997	0.004287	0.00511741	0.00330534	0.00319191	0.0046104	0.00357605	0.00292998	0.00309007
creusé	0.0145728	0.0524611	0.0299067	0.0397795	0.0134022	0.00969433	0.0278078	0.0271211	0.0203978	0.0128545	0.0180007	0.0187181	0.0180219	0.0352225	0.0468734	0.0384444	0.0976781	0.0905982	0.108688	0.0548127	0.0301	0.0221259	0.0248	0.0226541	0.012651	0.0142927	0.0115266	0.00893889	0.00645113	0.00814851	0.00831013	0.00905948	0.0101513	0.0126013	0.00742654	0.0077571	0.00794935
un	0.0142411	0.0174282	0.0108339	0.0222773	0.0221771	0.0187326	0.0245224	0.0394955	0.0585323	0.0715729	0.10313	0.153147	0.0838564	0.0817313	0.0439314	0.04102	0.0316084	0.0296541	0.0242353	0.0126017	0.00682986	0.00688331	0.00798873	0.00762401	0.00648405	0.00454973	0.00445426	0.00355432	0.00328198	0.00391085	0.00418046	0.00638698	0.00574987	0.00531052	0.00538216	0.00492642	0.007773
terrier	0.00461994	0.00637518	0.0047182	0.00645212	0.0142499	0.0188364	0.0576749	0.0917991	0.0699855	0.0827159	0.0616598	0.100589	0.0635438	0.0424363	0.0448943	0.0403259	0.0403746	0.042737	0.0505249	0.0251048	0.0133315	0.0137035	0.0124725	0.0152766	0.014427	0.0103547	0.00869132	0.00417903	0.00307038	0.00332137	0.00318182	0.00394968	0.00329972	0.00394477	0.00449871	0.0037372	0.00894236
près	0.0191221	0.0286026	0.0221604	0.0284499	0.0292473	0.0297519	0.0605324	0.0585851	0.0494176	0.0856818	0.0674168	0.06353	0.0418777	0.0407163	0.0370178	0.0309716	0.0226696	0.0183734	0.0128798	0.0120639	0.00460222	0.00427043	0.00409808	0.0057875	0.00865138	0.0101442	0.0108251	0.0124222	0.017656	0.0187524	0.0237412	0.0247659	0.0173545	0.021776	0.0241477	0.0119757	0.0199614
d'	0.0406552	0.0433714	0.0414198	0.0266913	0.0131663	0.0143349	0.0172113	0.0253608	0.0171316	0.0417863	0.0294878	0.0317947	0.0283236	0.0273468	0.0280732	0.0231624	0.0192333	0.0184333	0.0130621	0.0226225	0.0190817	0.0207221	0.0188353	0.0285277	0.038336	0.0490284	0.0468262	0.0276769	0.028354	0.0217983	0.0231652	0.0280343	0.0258779	0.0239254	0.0270533	0.0188268	0.0312618
une	0.0239973	0.0173658	0.0132221	0.0102195	0.00589804	0.00633649	0.00678002	0.00786234	0.0106879	0.0177235	0.0156925	0.0131993	0.010144	0.00717552	0.00964707	0.00758209	0.00708165	0.00918065	0.0081393	0.0115154	0.019343	0.0131516	0.0130291	0.0113714	0.0209265	0.0428333	0.0768605	0.0528794	0.0760785	0.0565101	0.0532904	0.0517384	0.0540727	0.0508504	0.0722363	0.0583565	0.0570216
tombe	0.0109914	0.00732773	0.00684459	0.00704356	0.0131336	0.00918592	0.00990648	0.0111023	0.0199442	0.0253677	0.028415	0.0277255	0.0320843	0.0187192	0.0311879	0.0295264	0.0287277	0.0292982	0.0273474	0.0181974	0.020201	0.0142739	0.0108429	0.0146736	0.0206658	0.023122	0.0325326	0.0268362	0.0394499	0.0319563	0.033973	0.0368147	0.0351772	0.0417062	0.0657765	0.0483562	0.111565
</S>	0.0529884	0.0641457	0.0656968	0.0179223	0.0183738	0.0145735	0.0170181	0.0133585	0.00864217	0.0136088	0.00913051	0.00768489	0.00637698	0.0089126	0.00604701	0.00522521	0.00532212	0.00446869	0.00342693	0.00408525	0.00401249	0.0068243	0.00792475	0.0180145	0.0240535	0.0136238	0.0232741	0.022293	0.0361972	0.0469853	0.0612977	0.070111	0.0636537	0.0479602	0.0573794	0.0572781	0.0921085
