 	a66	a87	a23	a87	a23	a12	a5	a6	a5	a12	a47	a31	a47	a31	a62	a83	a9	a83	a62	a21	a92	a37	a93	a34	a96	a62	a83	a71	a93	a0	a88	a71	a0	a75	a36	a27	a36	a26	a57	a87	a23	a97	a3	a87	</S>
cette	0.0330536	0.0352894	0.0249436	0.0374322	0.0276712	0.0151752	0.087799	0.0884131	0.0612949	0.0704779	0.0360642	0.0144258	0.0191303	0.0225389	0.0144317	0.0105859	0.00991375	0.0072118	0.00990952	0.0118959	0.0149176	0.00864593	0.0198566	0.0183046	0.0154565	0.0126371	0.0137841	0.0089576	0.00846117	0.00877463	0.0106433	0.00694666	0.00827973	0.00566997	0.0148631	0.0150777	0.016652	0.0134965	0.0191372	0.0213989	0.0121984	0.0139065	0.024204	0.0172694	0.032803
manière	0.00257292	0.00344797	0.00510667	0.00755358	0.0124029	0.0275608	0.0368561	0.0482838	0.0787179	0.0904561	0.0675979	0.0707972	0.0562078	0.0414156	0.0779106	0.0712712	0.0723901	0.059167	0.0250518	0.0375775	0.0339006	0.010899	0.0198001	0.00796447	0.00463504	0.00247205	0.00164757	0.00101492	0.00166581	0.0016491	0.0012941	0.00206741	0.00167108	0.0013928	0.00178488	0.000925733	0.000910325	0.00102795	0.00100634	0.0021147	0.000737295	0.00106145	0.00130064	0.00311645	0.00159475
de	0.0544291	0.0344297	0.0195121	0.0125735	0.017682	0.0125308	0.0120029	0.00930035	0.0133501	0.00695331	0.0161146	0.0222919	0.0370581	0.0174118	0.0165594	0.0338947	0.0362334	0.0405413	0.0363449	0.0292602	0.0249742	0.0183596	0.00657169	0.0130703	0.0145335	0.0139386	0.0169789	0.0158825	0.0123429	0.0110095	0.0133199	0.00956469	0.00918727	0.0075131	0.00830714	0.0145098	0.0109156	0.0175862	0.0313872	0.0216764	0.0297521	0.0502268	0.0396109	0.0804524	0.0298544
dire	0.0170531	0.0196857	0.0097152	0.00520575	0.00601101	0.00216303	0.00555644	0.00545179	0.00496552	0.00536393	0.00699678	0.00196468	0.00436529	0.00903335	0.0045637	0.00712719	0.0090611	0.0136254	0.0258455	0.0289049	0.0355841	0.0695181	0.0319982	0.0616536	0.0944521	0.0765388	0.0844858	0.0843019	0.0561123	0.0262482	0.0405221	0.0247036	0.0138361	0.00939121	0.0117069	0.0183174	0.00565019	0.00829612	0.00943003	0.00842428	0.00716282	0.00646927	0.00827902	0.00921118	0.00504738
au-revoir	0.0296328	0.0404957	0.0217635	0.0265767	0.0207335	0.0139028	0.0357145	0.0321563	0.0175264	0.0146661	0.0142458	0.00957602	0.0139716	0.0254368	0.019238	0.0373104	0.0325086	0.0440552	0.0688896	0.072457	0.0559307	0.0561373	0.0587858	0.0487255	0.0368955	0.0202731	0.0203409	0.0167999	0.00705721	0.00702989	0.00575831	0.00595153	0.00588689	0.00419533	0.00528021	0.00574977	0.0022893	0.00286134	0.00270734	0.00563088	0.00602105	0.00265046	0.00624198	0.0132889	0.00665374
est	0.0354786	0.0343527	0.0244893	0.0256521	0.0193885	0.01216	0.0138019	0.0166667	0.00981752	0.0134473	0.0176069	0.0199259	0.0189279	0.0164179	0.027507	0.0308983	0.0219489	0.0303192	0.0308761	0.0278407	0.0236337	0.0296362	0.0417012	0.0337098	0.031166	0.02202	0.0223677	0.0148375	0.0102221	0.013583	0.011012	0.011511	0.014201	0.014826	0.0108667	0.0148542	0.00517341	0.0145768	0.0260199	0.0225539	0.0178777	0.0377527	0.023097	0.0393709	0.045906
celle	0.0432452	0.0286704	0.0168012	0.00928079	0.0110056	0.00536557	0.00510586	0.00519481	0.00394625	0.00818971	0.00719332	0.00936202	0.0129818	0.009502	0.0154103	0.0155125	0.0113301	0.0205335	0.0262589	0.0255823	0.0206848	0.0288484	0.02963	0.0317404	0.0356878	0.024398	0.0311071	0.0247412	0.0133947	0.0190347	0.0132976	0.0159256	0.0273527	0.0239942	0.0169615	0.0187762	0.00740417	0.0196047	0.0244555	0.0236461	0.0378234	0.0479078	0.0346399	0.0727401	0.0657311
de	0.0354343	0.0298862	0.015516	0.00921851	0.00989089	0.00574462	0.00632076	0.007331	0.00814471	0.0124493	0.0169352	0.0278969	0.0223257	0.0154947	0.0276541	0.0237725	0.015826	0.0229398	0.0111891	0.0108248	0.0103424	0.009523	0.0115847	0.0107639	0.00881549	0.00670815	0.00768906	0.00788901	0.00540155	0.0066047	0.0035343	0.00502174	0.00707195	0.00624588	0.0132733	0.0129808	0.0105831	0.0309429	0.0271411	0.0405591	0.0715769	0.0822535	0.0688623	0.114861	0.084975
quelqu'	0.0234288	0.0167488	0.00866755	0.00546563	0.0058459	0.0033753	0.0040556	0.00491876	0.00434056	0.00916066	0.0157079	0.0202778	0.0174232	0.010111	0.0183827	0.0183629	0.0159827	0.0213237	0.0123536	0.0123777	0.00771306	0.0113582	0.0122149	0.0146325	0.0143333	0.0140281	0.013086	0.0119619	0.00817114	0.00712764	0.00865992	0.0163449	0.0102258	0.0121452	0.0242556	0.0211029	0.0181706	0.0422822	0.0389916	0.0575573	0.0836348	0.0669746	0.0525906	0.089155	0.0949714
un	0.0212044	0.0220315	0.0148032	0.01208	0.014942	0.0106224	0.0126597	0.0151734	0.0125497	0.0175019	0.0167646	0.0269037	0.0229685	0.0199228	0.0154387	0.0311438	0.0330343	0.0377306	0.0414281	0.0443287	0.0187988	0.015808	0.0118485	0.0109553	0.0121039	0.00898431	0.010203	0.00787894	0.00487466	0.00455181	0.00710556	0.00893903	0.00704161	0.00796208	0.0188428	0.0217702	0.0222164	0.0315946	0.0283327	0.0422059	0.0538971	0.0370139	0.0279428	0.0636642	0.0722319
