 	a87	a10	a87	a30	a53	a15	a41	a37	a98	a15	a69	a44	a98	a41	a92	a90	a58	a82	a53	a56	a13	a83	a98	a24	a50	a90	a70	a90	a44	a75	a25	a44	a58	a38	a90	a82	a40	a54	a36	a84	a57	a87	a23	a87	a23	a87	</S>
si	0.0249826	0.0218392	0.0226093	0.0236785	0.0146813	0.0350804	0.0239711	0.0247964	0.0686426	0.0389616	0.0440745	0.0628342	0.0840298	0.0676481	0.0609169	0.0404384	0.0434165	0.0199901	0.0171955	0.0247909	0.0176638	0.0178309	0.0177053	0.0114138	0.0124872	0.00505773	0.00403167	0.00379138	0.00308558	0.00292924	0.00302237	0.00283681	0.00263152	0.00246545	0.00221638	0.00245544	0.00407628	0.00595711	0.00926256	0.0142675	0.0146455	0.0113387	0.0125612	0.00978152	0.00850231	0.0121047	0.0212998
tu	0.00172159	0.00197287	0.00180067	0.00208091	0.00285214	0.00979576	0.0110745	0.0334045	0.0261821	0.0273241	0.0328648	0.0624976	0.0553254	0.048587	0.0358102	0.0580944	0.0398121	0.0328512	0.0387743	0.0469884	0.0598974	0.0580656	0.0534765	0.0341492	0.0283388	0.013241	0.0134559	0.008309	0.0072319	0.0157403	0.00601045	0.00843424	0.00775037	0.00835621	0.00628834	0.00585451	0.00709843	0.010578	0.0115535	0.0127676	0.0129261	0.00878636	0.00782199	0.00832728	0.00629937	0.0057677	0.00365967
enlèves	0.00496947	0.00382309	0.00334172	0.00335739	0.00324301	0.00504292	0.00939364	0.0223936	0.0198886	0.0280886	0.029298	0.038738	0.0441122	0.0461216	0.0310963	0.0425779	0.0389776	0.0301647	0.0281864	0.0316448	0.0938024	0.0519041	0.0441214	0.0494785	0.0628697	0.0242872	0.0275977	0.0108266	0.00661727	0.012406	0.00615301	0.00680596	0.00615715	0.0106412	0.00547164	0.0031116	0.00333972	0.00531702	0.00686247	0.0124532	0.00895268	0.0103188	0.013236	0.0140011	0.0149713	0.01322	0.010617
les	0.0125616	0.00735999	0.00748638	0.00907069	0.0102095	0.0036368	0.00468586	0.00154991	0.00462315	0.0027447	0.00261176	0.0019965	0.00202124	0.00224025	0.00193309	0.00475881	0.00461655	0.00505061	0.0079368	0.0223709	0.043467	0.049866	0.0663555	0.0629504	0.0637071	0.0483378	0.0342538	0.0399125	0.0499633	0.0481276	0.0509137	0.0313711	0.0246646	0.0249882	0.0576583	0.0195636	0.0104379	0.0150451	0.0182988	0.0159507	0.0133042	0.0208204	0.0156438	0.0169683	0.0149129	0.0151478	0.00790448
bourgeons	0.0174369	0.0101459	0.0100154	0.00851553	0.0120827	0.0048614	0.00567207	0.00298088	0.00596565	0.00353531	0.00344971	0.00308775	0.00344981	0.00262145	0.0029924	0.00536947	0.00665476	0.00737095	0.0105516	0.011465	0.014375	0.0210676	0.029674	0.0378405	0.0456691	0.0892378	0.0683865	0.0602192	0.0508468	0.0565815	0.0342496	0.0383867	0.0422809	0.0347055	0.0621006	0.0207388	0.0264019	0.0184444	0.0210967	0.014373	0.0145953	0.0136602	0.0114508	0.0105032	0.00872802	0.00774985	0.00841208
de	0.0315616	0.0142905	0.0100114	0.00595849	0.00579628	0.00251819	0.0036724	0.00545015	0.00781284	0.00333325	0.00667642	0.00537325	0.00937602	0.00645538	0.00977763	0.0298846	0.0470344	0.0282152	0.0312267	0.0644178	0.0452104	0.0543468	0.0530158	0.017177	0.0199473	0.0121278	0.0108787	0.0108921	0.0121348	0.0131536	0.0158154	0.0142184	0.00847268	0.00577894	0.0108619	0.0131427	0.0147422	0.0342972	0.0500516	0.0386882	0.0373839	0.0444917	0.0398596	0.0257742	0.0267194	0.0274249	0.0145504
la	0.0118463	0.00585948	0.00523201	0.00372987	0.00399105	0.00263321	0.00514662	0.0127553	0.0101544	0.00864471	0.0118279	0.0138362	0.0153087	0.0111259	0.0153721	0.0283849	0.0320562	0.0326226	0.0193869	0.0169383	0.029396	0.0487536	0.0431136	0.0407452	0.0432754	0.0256861	0.0253466	0.0169584	0.0185747	0.0259249	0.0271958	0.0257436	0.0315631	0.0365622	0.0418106	0.0312858	0.0255741	0.0331569	0.0262137	0.0278011	0.0259556	0.0231237	0.0161803	0.0129358	0.0126179	0.00821706	0.00943559
canne-à-	0.0199242	0.0108474	0.0103853	0.00941107	0.00669816	0.00450693	0.0128705	0.0284923	0.0130348	0.0152648	0.0196651	0.0236911	0.0235394	0.0164367	0.020452	0.0236252	0.0218938	0.015522	0.0123478	0.00996701	0.0237018	0.0257551	0.0275013	0.0312718	0.0341645	0.0275403	0.0239424	0.016687	0.0116902	0.011833	0.0152891	0.0110905	0.0132083	0.0152321	0.0184237	0.0256518	0.0265775	0.0357221	0.0357568	0.0523353	0.0388851	0.0454995	0.0318867	0.0216234	0.0258909	0.0180178	0.0162463
sucre	0.0401209	0.0305121	0.0333384	0.0174766	0.00860958	0.00893102	0.0150253	0.0219328	0.0288681	0.0162208	0.0186824	0.0189409	0.0220985	0.0149052	0.0177493	0.0188917	0.0259376	0.012599	0.00910457	0.00935364	0.0171392	0.0111666	0.0138127	0.00987501	0.0102075	0.00486738	0.0031931	0.00208037	0.00209484	0.00194935	0.00214049	0.00221976	0.00218875	0.00188158	0.00393237	0.00909887	0.00995858	0.0223853	0.0496426	0.060871	0.033111	0.0498114	0.0664521	0.0517141	0.0671135	0.057092	0.0447022
celle-ci	0.049057	0.0416795	0.0423157	0.0340656	0.026496	0.0204931	0.034665	0.0251456	0.0415076	0.0334463	0.0320021	0.021852	0.0312817	0.0252471	0.0292654	0.0217925	0.0220062	0.00978492	0.00782487	0.00734282	0.0193855	0.0156685	0.0168757	0.0188668	0.0212845	0.00736871	0.0128866	0.0136298	0.0122696	0.0192618	0.0200438	0.018725	0.0195572	0.0193621	0.0198345	0.0185799	0.00762609	0.0127183	0.0162317	0.0187951	0.00777119	0.0120146	0.015643	0.0113047	0.017056	0.0188723	0.0310957
ne	0.0632198	0.0358936	0.0230419	0.0247994	0.0142442	0.00947557	0.0258222	0.0233013	0.0166786	0.0235753	0.0269258	0.022483	0.0226448	0.0153508	0.0177992	0.0192049	0.0191859	0.0137262	0.0124137	0.00947243	0.0194894	0.0162504	0.0174299	0.0165243	0.0228746	0.0110803	0.00993037	0.00687127	0.00629121	0.00556627	0.00720653	0.00507714	0.00692021	0.0063606	0.0111645	0.0198716	0.0153479	0.0244645	0.027844	0.0342504	0.0178181	0.0261153	0.0390517	0.029531	0.0492761	0.0463719	0.061762
germera	0.0363989	0.0145784	0.0134428	0.0137004	0.00854533	0.0055298	0.0130344	0.0201375	0.0112881	0.0167946	0.0264764	0.0346038	0.0332515	0.0246419	0.0274257	0.0294543	0.0287374	0.0288123	0.0188166	0.0166081	0.0172283	0.0202413	0.0130081	0.00945579	0.0118063	0.00693459	0.00519399	0.00408005	0.00327024	0.00371694	0.00435078	0.00296988	0.00438693	0.00423715	0.00566102	0.0149627	0.0218249	0.030921	0.0320359	0.0344015	0.0265451	0.0346725	0.0406035	0.0328417	0.0523694	0.0478667	0.0921354
plus	0.0227746	0.00791994	0.005285	0.00435044	0.00172682	0.00155232	0.00295761	0.00911711	0.00475512	0.00604883	0.00760582	0.00922534	0.00816817	0.00646051	0.00947801	0.012041	0.0146219	0.0129169	0.0198248	0.00752375	0.00775929	0.00582933	0.00358545	0.00396923	0.00535836	0.00736146	0.00890574	0.00622058	0.00824495	0.0116068	0.00620285	0.00800695	0.0099838	0.0104516	0.0121112	0.0252072	0.0365241	0.049383	0.0491787	0.0524265	0.0763311	0.0676819	0.0731531	0.0585724	0.0574263	0.072357	0.0918073
