 	a66	a87	a23	a87	a23	a87	a23	a18	a62	a12	a75	a56	a93	a4	a62	a96	a18	a21	a85	a5	a61	a0	a31	a61	a43	a11	a70	a13	a9	a99	a97	a87	a23	a87	</S>
le	0.0490382	0.0362672	0.0482455	0.056498	0.0362903	0.0179666	0.0240172	0.0265241	0.0411083	0.0240977	0.0138109	0.0103702	0.0122358	0.0144242	0.013783	0.0136241	0.00833889	0.0173822	0.0164543	0.0126384	0.0120944	0.0139759	0.0107238	0.0290101	0.0485664	0.0950734	0.0596027	0.0363631	0.0255327	0.0332711	0.0280508	0.0306886	0.0256294	0.0226684	0.035634
bâtiment	0.00455979	0.00501484	0.00692645	0.0109687	0.0218847	0.0221649	0.0148723	0.0382622	0.0518574	0.100441	0.104912	0.118276	0.0982657	0.088554	0.0602739	0.0539619	0.0464258	0.0259406	0.0147887	0.0212008	0.0101524	0.00928411	0.0121178	0.00477826	0.00509191	0.00771468	0.00339469	0.00443304	0.00553395	0.00337043	0.00686517	0.00216919	0.00549785	0.00784506	0.00219985
de	0.0490781	0.0226662	0.0253488	0.0370899	0.0411776	0.0449107	0.0516929	0.0833281	0.0823118	0.061613	0.0444286	0.0531118	0.0690173	0.0466284	0.018698	0.0177246	0.0137393	0.0211708	0.015383	0.0202757	0.0117958	0.0159128	0.0116732	0.00624098	0.00416865	0.00609553	0.00384211	0.00384501	0.00708232	0.00742091	0.0260865	0.0120691	0.0214294	0.0349223	0.00802097
l'	0.042845	0.0637203	0.0512344	0.0509652	0.0436253	0.0241621	0.0314875	0.0279546	0.0272128	0.0250681	0.0305142	0.0260749	0.0262743	0.0247241	0.0202265	0.0270954	0.0241019	0.0229316	0.021749	0.0331098	0.0224064	0.0273165	0.0173756	0.0191223	0.0244978	0.0166017	0.0168431	0.014479	0.01039	0.0243842	0.0284214	0.0311574	0.0246436	0.0307278	0.0465564
hôpital	0.018365	0.0210825	0.0216728	0.0245283	0.0194597	0.00925083	0.0214417	0.0169231	0.0271303	0.022066	0.0364787	0.0345082	0.0492227	0.0793747	0.0934728	0.0752268	0.0649964	0.047818	0.0572242	0.046203	0.0323129	0.0285124	0.0195966	0.0128336	0.0111224	0.0126576	0.00853207	0.00585136	0.00789083	0.0128495	0.0105782	0.0173124	0.0116259	0.0122178	0.00966059
est	0.0563945	0.0513911	0.031937	0.0245954	0.0123312	0.00777201	0.0104219	0.00634055	0.00933727	0.00950147	0.0100483	0.00853201	0.0107741	0.0178873	0.0157643	0.0162785	0.0142267	0.00949871	0.0103103	0.00998575	0.0145204	0.012783	0.0117694	0.0225208	0.0240978	0.0235884	0.0295862	0.0210193	0.0335526	0.0483206	0.0800858	0.0778636	0.0683273	0.0939426	0.0946937
au	0.0476796	0.0391166	0.0369163	0.0366981	0.0322538	0.0235529	0.0225387	0.0204782	0.0185379	0.0202026	0.027502	0.0254853	0.0292879	0.0176768	0.0146574	0.0132948	0.0135297	0.0145943	0.0237396	0.0345658	0.0318354	0.0362479	0.0289792	0.02057	0.018752	0.0169853	0.00965197	0.00608172	0.0155121	0.0188196	0.0518315	0.0416312	0.059242	0.0688386	0.0627131
milieu	0.064059	0.0254199	0.0193845	0.024866	0.0317705	0.024476	0.0337683	0.0199409	0.0242701	0.0208846	0.0249542	0.0265744	0.0346834	0.0165028	0.0130665	0.00993728	0.0115095	0.0148932	0.0233558	0.0275627	0.0179551	0.0243433	0.0258746	0.0156604	0.0169694	0.0258756	0.0170395	0.0105957	0.033468	0.0398814	0.0537795	0.0458568	0.0591575	0.0647374	0.0569261
des	0.0488389	0.0321326	0.0166389	0.0147325	0.0101937	0.00613452	0.00566134	0.00146536	0.000988308	0.000927011	0.000921082	0.000607374	0.000902382	0.00143263	0.00209398	0.00223569	0.00342515	0.0029912	0.00748933	0.00650887	0.00909835	0.0123394	0.0203806	0.0284081	0.0419259	0.0436397	0.0521378	0.0258685	0.0505317	0.0851837	0.0822004	0.0807729	0.0919811	0.0996066	0.109605
touffes	0.0321396	0.0230126	0.0145545	0.0146189	0.0114139	0.00869793	0.00863743	0.00447795	0.0037634	0.00425477	0.00602848	0.00555957	0.00851276	0.00769259	0.00886468	0.011331	0.0143547	0.0152551	0.0233048	0.0183436	0.0231306	0.0209547	0.023792	0.0218033	0.0319785	0.0296099	0.0455064	0.0384778	0.0648353	0.0685452	0.0762445	0.0703225	0.0581833	0.0829922	0.0988056
d'	0.0398365	0.0299512	0.0170364	0.0173081	0.0114015	0.00836234	0.0105127	0.00566503	0.00497162	0.00621444	0.00627168	0.00401751	0.0064379	0.00822675	0.00889514	0.00949768	0.00891858	0.0146799	0.0163048	0.0114426	0.0136153	0.0188602	0.016491	0.0328066	0.0366294	0.0384462	0.0604081	0.0363761	0.0562303	0.0764622	0.0594564	0.0731354	0.0587738	0.0837491	0.0926075
herbes	0.051408	0.0441114	0.0312974	0.0259625	0.0142789	0.00794044	0.0089313	0.00505319	0.0055105	0.00598476	0.0053368	0.00326461	0.00453723	0.00416343	0.00403773	0.00473139	0.0061732	0.00760424	0.013783	0.0139007	0.0140687	0.0170749	0.014301	0.0203738	0.0235382	0.0315898	0.0454466	0.0330592	0.0587041	0.0681198	0.0685703	0.0626924	0.077563	0.0761536	0.120734
</S>	0.0610153	0.055439	0.0464002	0.0312415	0.0161058	0.00977717	0.0092356	0.00661938	0.0075016	0.00893276	0.00750666	0.003933	0.00670175	0.00785264	0.00757916	0.00881128	0.0084962	0.0153799	0.0185417	0.0223306	0.0256387	0.033085	0.0244682	0.0297207	0.0341193	0.0285804	0.0399633	0.0276236	0.0373494	0.0459699	0.0465084	0.0510922	0.0621089	0.0586548	0.0957162
